Code,INSIDE SALES PERSON,Inquiry Number,BM #,Description,Company Alias,SO #,Order Date,AR Invoice #,AR Invoice Date,Qty,Selling Price (as per SO / AR Invoice),Total Landed Cost,Margin,Margin (in % ),Client Order #,Client Order Date,Unit Price,Freight,Tax Type,Tax Rate,Tax Amount,Gross Total Selling,Buying Rate,Buying Total,Invoice Value,Invoice Value With TAX,SO Month Code,NON-ONG / ONG,Price Currency,Document Rate,Magento Company Name,AR Month Code,Magento Supplier Name,Supplier PO #,AP Invoice #,Qty,AP Invoice Value (Not for Margin Calculation),Cost of Good Sold (viz. Sales Qty),Customs,International Freight,Domestic Inward Logistics,Domestic Warehouse,Domestic Outward Logistics,Outside Sales,Sales Manager,Product Category,OEM / NON OEM,MRO / ONG,Invoice #,Date,Invocie #,Date
BM0Q8U1O-0002,Dipali Vasant Ghanvat,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,805.08,789,16.08,2,OD211768725201532000,31-Mar-18,705.08,100,IGST,18,145,950,789,789,805.08,950,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Dipali Vasant Ghanvat,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,826.27,789,37.27,5,OD211781763480380000,31-Mar-18,701.27,125,IGST,18,149,975,810,810,826.27,975,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Dipali Vasant Ghanvat,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,779.66,789,-9.34,-1,OD211846274735684000,31-Mar-18,654.66,125,IGST,18,140,920,764,764,779.66,920,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM0Q8U1O-0002,Others,O-0002,BM0Q8U1,"STANLEY Essential Tool Box Metal Latch, Length 16""-BM0Q8U1",FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,779.66,789,-9.34,-1,OD211802948723381000,31-Mar-18,654.66,125,IGST,18,140,920,764,764,779.66,920,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,789,789,0,0,0,0,0,,,,,MRO,,,,
BM4K4E7O-0002,Sajida Bano Mohammed,O-0002,BM4K4E7,STANLEY Measuring Short Tape_Length 5 Mtr - STHT36127-812,FlipKart,Order2,31-Mar-2018,Flipkart17/18 09,31-Mar-18,1,245.76,241,4.76,2,OD212423020900255000,31-Mar-18,205.76,40,IGST,18,44,290,241,241,245.76,290,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,241,241,0,0,0,0,0,,,,,MRO,,,,
BM4K4E7O-0002,Sajida Bano Mohammed,O-0002,BM4K4E7,STANLEY Measuring Short Tape_Length 5 Mtr - STHT36127-812,FlipKart,Order2,31-Mar-2018,Flipkart17/18 08,31-Mar-18,1,245.76,241,4.76,2,OD212150261412474000,31-Mar-18,205.76,40,IGST,18,44,290,241,241,245.76,290,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,241,241,0,0,0,0,0,,,,,MRO,,,,
BM4K4E7O-0002,Others,O-0002,BM4K4E7,STANLEY Measuring Short Tape_Length 5 Mtr - STHT36127-812,FlipKart,Order2,31-Mar-2018,Flipkart17/18 07,31-Mar-18,1,245.76,241,4.76,2,OD212349787293016000,31-Mar-18,205.76,40,IGST,18,44,290,241,241,245.76,290,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,241,241,0,0,0,0,0,,,,,MRO,,,,
BM4K4E7O-0002,Others,O-0002,BM4K4E7,STANLEY Measuring Short Tape_Length 5 Mtr - STHT36127-812,FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,245.76,241,4.76,2,OD212344156569375000,31-Mar-18,205.76,40,IGST,18,44,290,241,241,245.76,290,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,241,241,0,0,0,0,0,,,,,MRO,,,,
BM4K4E7O-0002,Others,O-0002,BM4K4E7,STANLEY Measuring Short Tape_Length 5 Mtr - STHT36127-812,FlipKart,Order2,31-Mar-2018,Flipkart17/18 06,31-Mar-18,1,245.76,241,4.76,2,OD212134400448705000,31-Mar-18,205.76,40,IGST,18,44,290,241,241,245.76,290,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,241,241,0,0,0,0,0,,,,,MRO,,,,
BM4K4E7O-0002,Others,O-0002,BM4K4E7,STANLEY Measuring Short Tape_Length 5 Mtr - STHT36127-812,FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,245.76,241,4.76,2,OD212369543375317000,31-Mar-18,205.76,40,IGST,18,44,290,241,241,245.76,290,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,241,241,0,0,0,0,0,,,,,MRO,,,,
BM9J8U1O-0002,Others,O-0002,BM9J8U1,DCD700C2A - IN 12V DrillDriver with 109 pc Accessory Kit (less discount)-BM9J8U1,FlipKart,Order2,31-Mar-2018,Flipkart17/18 05,31-Mar-18,1,8343,8176,167,2,OD211937977367223000,31-Mar-18,8298,45,IGST,18,1502,9845,8176,8176,8343,9845,201803,,INR,1,Flipkart Internet Pvt. Ltd.,201803,Stanley Black and Decker India Pvt. Ltd.,0,0,1,8176,8176,0,0,0,0,0,,,,,MRO,,,,
