Po number,Date,Vendor,Remarks,Due Date,Project,Document Total,Payment Terms Code,Document Currency,Document Rate,Document Status,Canceled,Project Code,Tax Amount (SC),,
40211368,6 Oct 18,Citi Ventures Pvt. Ltd.,Based On Sales Orders 10211052.,10 Nov 18,27579,460200,50% Advance 50 % Before Delivery,Indian Rupee,1,Open,No,27579-FW: Oder confirmation | oil ultime,70200,,
40211369,6 Oct 18,Citi Ventures Pvt. Ltd.,Based On Sales Orders 10211054.,10 Nov 18,27835,42480,50% Advance 50 % Before Delivery,Indian Rupee,1,Open,No,27835-FW: Oder confirmation | oil ultime,6480,,
40211370,6 Oct 18,Citi Ventures Pvt. Ltd.,Based On Sales Orders 10211053.,10 Nov 18,27836,44840,50% Advance 50 % Before Delivery,Indian Rupee,1,Open,No,27836-FW: Oder confirmation | oil ultime,6840,,
40211371,6 Oct 18,Divine Engineering,Based On Sales Orders 10211045.,13 Oct 18,27533,28320,30 Days Credit,Indian Rupee,1,Closed,No,27533-Currugated hose required,4320,,
40211372,6 Oct 18,Cleantek,Based On Sales Orders 10211051.,27 Oct 18,26678,169235.6,100% Against PI at the time of delivery,Indian Rupee,1,Closed,No,26678-Fwd: FW: 507 CUMMINS QUOTE FOR GRINDING TABLE,25815.6,,
40211373,6 Oct 18,Vitronics (India),Based On Sales Orders 10211055.,13 Oct 18,21367,28403.78,100% Advance,Indian Rupee,1,Closed,No,21367-Fwd: Requirement of Vane Anemometer INQ 13216_5,4332.78,,
40211374,6 Oct 18,UL India Pvt. Ltd.,Based On Sales Orders 10211059.,13 Oct 18,27778,29500,100% Advance,Indian Rupee,1,Closed,No,27778-Action Required: New Request 3312 submitted,4500,,
40211375,8 Oct 18,Compete tools pvt. ltd.,Based On Sales Orders 10211060.,8 Dec 18,27189,29500,30 Days PDC,Indian Rupee,1,Open,No,27189-Required quotation for Crompton make LED flameproof tube light,4500,,
40211376,8 Oct 18,Reliance Retail Ltd.,Based On Sales Orders 10211047.,15 Oct 18,27610,30000.01,100% Advance,Indian Rupee,1,Closed,No,27610-Fwd: RFQ_ IFB Washing machine details,4576.28,,
40211377,8 Oct 18,Patel Electric Work,Based On Sales Orders 10211058.,15 Oct 18,25702,18195.6,100% Advance,Indian Rupee,1,Closed,No,25702-Fwd: FW: Drill Machine,2775.6,,
40211378,8 Oct 18,Vishal Electricals,Based On Sales Orders 10211008.,10 Oct 18,27467,4650.38,100% Advance,Indian Rupee,1,Closed,No,27467-RE: Ackno:D-18-19-1187 Request 3282,709.38,,
40211379,8 Oct 18,Rittal India Pvt. Ltd.,Based On Sales Orders 10210685.,29 Oct 18,25765,13739.45,100% advance against proforma invoice,Indian Rupee,1,Closed,No,25765-Fwd: FW: AC Panel Fan Required. (Rittel make),2095.85,,
40211380,8 Oct 18,OM Handling Material Pvt. Ltd.,Based On Sales Orders 10211062.,15 Oct 18,27751,22656,100% Advance,Indian Rupee,1,Closed,No,27751-Need Quatation,3456,,
40211381,8 Oct 18,Rajshree Electro Systems,Based On Sales Orders 10211063.,15 Oct 18,27456,7350,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27456-RFQ: Sticky mat and static charge meter,350,,
40211382,8 Oct 18,Divine Engineering,Based On Sales Orders 10211057.,29 Oct 18,25273,39133.9,25 days after delivery,Indian Rupee,1,Closed,No,25273-Request for quotation 67880 SEAMLESS TUBES,5969.62,,
40211383,8 Oct 18,Hadeed Corporation,Based On Sales Orders 10210314.,11 Oct 18,18684,51920,15 Days PDC,Indian Rupee,1,Closed,No,18684-Fwd: Maintenance Equipment :: GE Transportation Marhowra Bihar India,7920,,
40211384,9 Oct 18,Stanley Black and Decker India Pvt. Ltd.,,9 Oct 18,,548.15,45 days after delivery,Indian Rupee,1,Open,No,Stock Purchase,83.62,,
40211385,9 Oct 18,Rangoli Plastics Pvt. Ltd.,Based On Sales Orders 10211061.,23 Oct 18,27761,63720,100% Advance,Indian Rupee,1,Closed,No,27761-Fwd: PO 4591499305 => Bulk Mro Indus,9720,,
40211386,9 Oct 18,Sushma Industries Pvt. Ltd.,Based On Sales Orders 10211068.,20 Nov 18,27132,17825.08,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,27132-NABL Calibration,2719.08,,
40211387,9 Oct 18,Surya Manufacturing Co.,Based On Sales Orders 10211066.,16 Oct 18,27492,9624.37,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27492-for quotation Machine Lamp,1468.12,,
40211388,9 Oct 18,Sf Marine Offshore and Industrial Supply Co.,Based On Sales Orders 10211072.,12 Oct 18,27794,15611.4,15 Days PDC,Indian Rupee,1,Closed,No,27794-3M Safety HelmetColor-White,2381.4,,
40211389,9 Oct 18,Rakiro Biotech Systems Pvt. Ltd.,Based On Sales Orders 10211070.,10 Oct 18,27245,501.5,- Cash Basic -,Indian Rupee,1,Closed,No,27245-RFQ | Hardness Kit,76.5,,
40211390,9 Oct 18,Param Associates,Based On Sales Orders 10211073.,11 Oct 18,27274,462.56,- Cash Basic -,Indian Rupee,1,Closed,No,27274-Fwd: please provide me a quotation for Quick release couplings and spare,70.56,,
40211391,9 Oct 18,RS Components and Controls India Ltd.,Based On Sales Orders 10211073.,12 Oct 18,27274,524.73,- Cash Basic -,Indian Rupee,1,Open,No,27274-Fwd: please provide me a quotation for Quick release couplings and spare,80.04,,
40211392,9 Oct 18,IndoTrackman Hardware Stores,Based On Sales Orders 10211073.,12 Oct 18,27274,435.78,- Cash Basic -,Indian Rupee,1,Closed,No,27274-Fwd: please provide me a quotation for Quick release couplings and spare,66.48,,
40211393,9 Oct 18,Orion Couplings,Based On Sales Orders 10211073.,12 Oct 18,27274,1309.8,- Cash Basic -,Indian Rupee,1,Closed,No,27274-Fwd: please provide me a quotation for Quick release couplings and spare,199.8,,
40211394,9 Oct 18,Global Enersol Technologies Pvt. Ltd.,Based On Sales Orders 10211074.,1 Jan 19,27286,81750,50 % Advance along with Confirm Purchase Order balance against Performa Invoice before dispatch,Indian Rupee,1,Open,No,27286-Solatube quote for HMA,7050,,
40211395,10 Oct 18,Minda Systems,Based On Sales Orders 10211084.,13 Oct 18,27959,12083.2,100% Advance,Indian Rupee,1,Closed,No,27959-Offer for Contractor/ copy of bill,1843.2,,
40211396,10 Oct 18,Vismay's Design,Based On Sales Orders 10211084.,11 Oct 18,27959,1625,100% After Delivery,Indian Rupee,1,Closed,Yes,27959-Offer for Contractor/ copy of bill,0,,
40211397,10 Oct 18,Shriji Electronics,Based On Sales Orders 10211085.,17 Oct 18,27298,15045,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27298-Quotation for Taie make FY-900-301-003 (Master),2295,,
40211398,10 Oct 18,Elite Electricals and Equipment,Based On Sales Orders 10211085.,31 Oct 18,27298,31895.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27298-Quotation for Taie make FY-900-301-003 (Master),4865.4,,
40211399,10 Oct 18,Element14 India Pvt. Ltd.,Based On Sales Orders 10211087.,17 Oct 18,27614,8496,15 Days PDC,Indian Rupee,1,Closed,No,27614-Requirement of ABB Make Circuit breaker,1296,,
40211400,10 Oct 18,RS Components and Controls India Ltd.,Based On Sales Orders 10211087.,17 Oct 18,27614,17020.32,Cheque on delivery,Indian Rupee,1,Closed,No,27614-Requirement of ABB Make Circuit breaker,2596.32,,
40211401,10 Oct 18,ABS Instruments Pvt. Ltd.,Based On Sales Orders 10211079.,28 Nov 18,27551,94400,100% Advance,Indian Rupee,1,Open,No,27551-Quotation Requirement,14400,,
40211402,10 Oct 18,Pammvi Exports Pvt. Ltd.,Based On Sales Orders 10211082.,24 Oct 18,27965,26786,100% Advance,Indian Rupee,1,Closed,No,27965-Fwd: RFQ -IC1000656 - Hot air gun,4086,,
40211403,10 Oct 18,Sagar Office Automation,,15 Oct 18,,6384,30 Days Credit,Indian Rupee,1,Closed,Yes,27910-Bulk MRO Industrial Supply_2412926048,684,,
40211404,10 Oct 18,Adhyalaxmi Industrial Rubber And Polymers Pvt. Ltd.,Based On Sales Orders 10211081.,17 Oct 18,27502,79650,50% advance and 50% after delivery,Indian Rupee,1,Closed,No,27502-NPR1-13881,12150,,
40211405,10 Oct 18,The Bombay Textile Research Association,Based On Sales Orders 10211065.,17 Aug 18,26062,1209.5,100% Advance,Indian Rupee,1,Closed,No,26062-Fwd: PI,184.5,,
40211406,10 Oct 18,Prashant Corner,Based On Sales Orders 10211086.,17 Oct 18,27552,132000.76,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27552-Fwd: FW: [EXT] Re: sweet boxes,6285.76,,
40211407,10 Oct 18,Apex Precision Mechatronix Pvt. Ltd.,Based On Sales Orders 10211080.,16 Oct 18,27697,5286.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27697-FW: Grease box,806.4,,
40211408,10 Oct 18,Shende Sales Corporation,Based On Sales Orders 10211090.,12 Oct 18,27919,360.02,- Cash Basic -,Indian Rupee,1,Closed,No,27919-Requirement ZF India_PI3000,54.92,,
40211409,10 Oct 18,Renault Bearing and Tools Company,Based On Sales Orders 10211090.,12 Oct 18,27919,29736,7 Days PDC,Indian Rupee,1,Closed,No,27919-Requirement ZF India_PI3000,4536,,
40211410,10 Oct 18,Vijay Engineers,Based On Sales Orders 10211088.,13 Oct 18,27777,3213,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27777-Fwd: Order Management - New Purchase Order: 4591499355 received from Henkel Adhesives Technol,153,,
40211411,10 Oct 18,Industrial Marketing Associates,Based On Sales Orders 10211078.,24 Oct 18,27678,94752,100% Before dispatch,Indian Rupee,1,Closed,No,27678-FW: [EXT] Re: Requirement of Barrel Pump,10152,,
40211412,10 Oct 18,Bosch Ltd.,,10 Oct 18,,50985.44,Net-30,Indian Rupee,1,Open,No,Stock Purchase,7777.44,,
40211413,11 Oct 18,Prashant Corner,Based On Sales Orders 10211091.,16 Oct 18,27553,132000.76,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27553-Fwd: FW: [EXT] Re: sweet boxes,6285.76,,
40211414,11 Oct 18,Srp Laser,Based On Sales Orders 10211076.,12 Oct 18,26639,15930,100% Advance,Indian Rupee,1,Closed,No,26639-Fwd: Tax Invoice Scan Copy,2430,,
40211415,11 Oct 18,Shree Rupnath Enterprises,,18 Oct 18,,57820,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,8820,,
40211416,11 Oct 18,Kemtech International Pvt. Ltd.,Based On Sales Orders 10211071.,11 Feb 19,26884,60510.16,100% advance against proforma invoice,Indian Rupee,1,Open,No,26884-Requirement of Filters Cartridges MAKE: HILCO PN # PL-718-12-CN.,9230.36,,
40211417,11 Oct 18,Alba Sales Corporation,Based On Sales Orders 10211095.,18 Oct 18,27967,165672,100% Advance,Indian Rupee,1,Closed,No,27967-55012475/ 55012463,25272,,
40211418,11 Oct 18,Surgo-Tex,Based On Sales Orders 10211077.,18 Oct 18,27825,2467.5,100% Advance,Indian Rupee,1,Closed,No,27825-Fwd: RFQ,117.5,,
40211419,11 Oct 18,Utkarsh Brush Works,Based On Sales Orders 10211075.,18 Oct 18,27826,197060,100% Against PI at the time of delivery,Indian Rupee,1,Closed,No,27826-Fwd: PO 4591500307 => Bulk Mro Indus,30060,,
40211420,11 Oct 18,Kaizen Industries,Based On Sales Orders 10211067.,31 Oct 18,27630,47112.68,15 Days PDC,Indian Rupee,1,Closed,Yes,27630-Fwd: Quotation required on urgent basis,7186.68,,
40211421,11 Oct 18,GS Creations,Based On Sales Orders 10211083.,17 Oct 18,27636,8118.4,100% Advance,Indian Rupee,1,Closed,No,27636-GS Creations - Chair Catalog,1238.4,,
40211422,11 Oct 18,Aplab Ltd.,Based On Sales Orders 10211092.,17 Oct 18,26987,31639.34,100% advance against MATERIAL READINESS,Indian Rupee,1,Closed,No,26987-Fwd: Quotation for Aplab Offer 394R_RFQ of Function Generator_2019A,4826.34,,
40211423,11 Oct 18,Shree Krishna Signs,Based On Sales Orders 10211097.,31 Oct 18,27667,97350,100% Against Delivery,Indian Rupee,1,Closed,No,27667-Requirement of Pallet Patta Marking,14850,,
40211424,11 Oct 18,Mufaddal Traders,Based On Sales Orders 10211096.,25 Oct 18,27962,7198,100% Advance,Indian Rupee,1,Closed,No,27962-Fwd: Quote for Dewalt Heat Gun,1098,,
40211425,11 Oct 18,Shree Krishna Signs,Based On Sales Orders 10211100.,31 Oct 18,28060,206500,100% Against Delivery,Indian Rupee,1,Open,No,28060-Pipe Line Stickers- AIL,31500,,
40211426,11 Oct 18,Shree Krishna Signs,Based On Sales Orders 10211098.,31 Oct 18,28058,274350,100% Against Delivery,Indian Rupee,1,Open,No,28058-ACP display Board,41850,,
40211427,12 Oct 18,Qpoint Engineering Solutions Pvt. Ltd.,Based On Sales Orders 10211103.,30 Nov 18,27071,82047.66,50% Advance 50 % Before Delivery,Indian Rupee,1,Closed,No,27071-FW: [EXT] Re: Offer required for Pumps,9114.66,,
40211428,12 Oct 18,Shree Venkateshwara Controls,Based On Sales Orders 10211101.,2 Nov 18,27041,395072.26,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,27041-Fwd: FW: Request For Quotation - EPack Thyristor Power Switch,60265.26,,
40211429,12 Oct 18,Atal Hose and Engineering Works Pvt. Ltd.,Based On Sales Orders 10211102.,19 Oct 18,26428,22184,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26428-Fwd: Inquiry of Hose Crimpling M/C.,3384,,
40211430,12 Oct 18,Siddharth Trading Co,Based On Sales Orders 10211099.,19 Oct 18,27979,261004.68,100% Advance Along With PO,Indian Rupee,1,Closed,No,27979-55012463,39814.28,,
40211431,12 Oct 18,Mile X Equipment Inc.,Based On Sales Orders 10211093.,9 Nov 18,25699,347141.91,100% advance against proforma invoice,US Dollar,73.65,Open,No,25699-Fwd: Quotation required for engine mounting stand,0,,
40211432,12 Oct 18,Starlite Engineer Co.,Based On Sales Orders 10211089.,15 Oct 18,27501,2112.2,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27501-Request for quotation,322.2,,
40211433,12 Oct 18,Oriental Motor India Pvt. Ltd.,Based On Sales Orders 10211104.,26 Oct 18,28009,121617.88,100% Advance,Indian Rupee,1,Closed,No,28009- Our offer for your Quote for sensor motor and its accessories,18551.88,,
40211434,13 Oct 18,Hardcastle Petrofer Pvt. Ltd.,,13 Oct 18,27790,72854.38,30 Days Credit,Indian Rupee,1,Closed,No,27790-Quote for Hi-clean,11113.38,,
40211435,13 Oct 18,J.K.Knitwear,Based On Sales Orders 10211105.,25 Oct 18,27500,18480,100% After Delivery,Indian Rupee,1,Closed,No,27500-RFQ for Navy Blue Cap,1980,,
40211436,13 Oct 18,Safety Solutions,Based On Sales Orders 10211106.,15 Oct 18,27992,110240,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,27992-Required updated quotation : H2S DETECTOR,16816.27,,
40211437,13 Oct 18,Kwalitex Healthcare Pvt. Ltd.,,13 Oct 18,27456,1023.76,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27456-RFQ: Sticky mat and static charge meter,48.76,,
40211438,13 Oct 18,Let's Talk,Based On Sales Orders 10211107.,15 Oct 18,28127,174240,100% Advance,Indian Rupee,1,Closed,No,28127-P93787696-1:DRUCK: NB 4591505198,21240,,
40211439,13 Oct 18,Itec Measures Pvt. Ltd.,Based On Sales Orders 10211108.,13 Nov 18,25451,70092,100% Advance,Indian Rupee,1,Closed,No,25451-Inquiry from AVI Worldwide.,10692,,
40211440,15 Oct 18,SumConcepts Technologies (P) Ltd.,,17 Oct 18,,22499.99,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,3432.2,,
40211441,15 Oct 18,M/S. Ajinkya Enterprises,Based On Sales Orders 10211046.,19 Oct 18,25880,567.7,100% advance against proforma invoice,Indian Rupee,1,Closed,No,25880-Fwd: Test tube holder,86.6,,
40211442,15 Oct 18,Da Bella LLP,,15 Oct 18,21297,24373.61,cash on delivery,Indian Rupee,1,Closed,No,21297-Re: EXT: Re: RFQ of Painting consumable list,3718.01,,
40211443,15 Oct 18,Suntrac Sytems,,22 Oct 18,,4050.01,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,617.8,,
40211444,15 Oct 18,Worldd AV Solution,,22 Oct 18,,78190.08,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,17104.08,,
40211445,15 Oct 18,New India Tools Corporation,Based On Sales Orders 10211110.,29 Oct 18,28097,106200,100% Advance,Indian Rupee,1,Closed,No,28097-Fwd: RFQ : IC1000627 - USB cable for digital Mircometer,16200,,
40211446,15 Oct 18,Modern  Hydraulics,Based On Sales Orders 10211113.,22 Oct 18,27572,95344,100% Against Delivery,Indian Rupee,1,Closed,No,27572-Offer Required,14544,,
40211447,15 Oct 18,Allied Scientific Equipments,Based On Sales Orders 10211109.,29 Oct 18,27741,9440,100% After Delivery,Indian Rupee,1,Closed,No,27741-Fwd: FW: [EXT] Re: Quotation for Rectifier installation,1440,,
40211448,15 Oct 18,Sharp Industries,Based On Sales Orders 10211114.,29 Oct 18,25155,233899.6,30 days after delivery,Indian Rupee,1,Closed,No,25155-Fwd: RCF first order - Supply order no – 016170236.T 1810035 dated 23 – 05 – 2018.,35679.6,,
40211449,15 Oct 18,Bombay Tools Center (Bombay) Pvt. Ltd.,Based On Sales Orders 10211116.,22 Oct 18,28141,41339.64,100% Against Delivery,Indian Rupee,1,Closed,No,28141-Ford cup quotation,6306.04,,
40211450,15 Oct 18,Burhani House Of Tools,,5 Sep 18,20029,1555,100% Advance,Indian Rupee,1,Closed,No,20029-Fwd: Enquiry for Quality tools :: GE Transportation Marhowra Bihar India,237.2,,
40211451,16 Oct 18,Shiraz C. Lalkaka Enterprises,,22 Oct 18,,35328,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,7728,,
40211452,16 Oct 18,Megatrade,Based On Sales Orders 10211115.,17 Oct 18,27076,3540,100% Advance,Indian Rupee,1,Closed,No,27076-Fwd: Required quotation for electricals supplies,540,,
40211453,16 Oct 18,Kaizen Engineering,,30 Oct 18,27630,47112.68,15 Days PDC,Indian Rupee,1,Closed,No,27630-Fwd: Quotation required on urgent basis,7186.68,,
40211454,16 Oct 18,Rajesh Trade Centre,,19 Oct 18,,11611.2,100% After Delivery,Indian Rupee,1,Closed,No,25297-Quote _Consumable GE Wind.,1771.2,,
40211455,16 Oct 18,A. T. E. Enterprises Pvt. Ltd.,Based On Sales Orders 10211117.,16 Nov 18,27860,118212.99,100% Advance,Indian Rupee,1,Closed,No,27860-Fwd: RFQ For Ambiator Spares Route Through,18032.49,,
40211456,16 Oct 18,AV Vision Equipments India Pvt. Ltd.,,20 Oct 18,,5416.2,100% Advance,Indian Rupee,1,Closed,Yes,26726-Quotation for CSR activity items,826.2,,
40211457,16 Oct 18,A. M. Hasanali and Sons,Based On Sales Orders 10211119.,6 Nov 18,27999,336000,15 days credit,Indian Rupee,1,Closed,No,27999-RFQ for Navy Blue T-Shirt with Tipping,16000,,
40211458,16 Oct 18,Designer Furniture,Based On Sales Orders 10211121.,19 Oct 18,27994,5824,15 Days PDC,Indian Rupee,1,Closed,No,27994-RFQ for Pool Umbrella,624,,
40211459,16 Oct 18,Shende Sales Corporation,Based On Sales Orders 10211120.,19 Oct 18,28079,3514.49,30 Days Credit,Indian Rupee,1,Closed,No,28079-Requirement_ZF India_Chakan,536.12,,
40211460,17 Oct 18,Renault Bearing and Tools Company,Based On Sales Orders 10211122.,19 Oct 18,28026,1313.34,7 Days PDC,Indian Rupee,1,Closed,No,28026-Material required for Bemco Hydraulic Press_ZF Pune Plant,200.34,,
40211461,17 Oct 18,Shende Sales Corporation,Based On Sales Orders 10211122.,19 Oct 18,28026,339.84,30 Days Credit,Indian Rupee,1,Closed,No,28026-Material required for Bemco Hydraulic Press_ZF Pune Plant,51.84,,
40211462,17 Oct 18,Local,,17 Oct 18,,160,cash on delivery,Indian Rupee,1,Closed,Yes,26399-Fwd: FW: RFQ for attched list items,24.4,,
40211463,17 Oct 18,Vardhaman,,17 Oct 18,,160,cash on delivery,Indian Rupee,1,Open,No,26399-Fwd: FW: RFQ for attched list items,24.4,,
40211464,17 Oct 18,Thread Check Inc.,Based On Sales Orders 10211125.,23 Nov 18,20997,109813.79,100% Advance,US Dollar,73.5032,Open,No,20997-FW: pitch circle diameter instrument-Tri Roll comparator,0,,
40211465,17 Oct 18,Ratnadeep Chemicals Supplier,Based On Sales Orders 10211124.,19 Oct 18,25880,41359,7 Days PDC,Indian Rupee,1,Closed,No,25880-Fwd: Test tube holder,6309,,
40211466,17 Oct 18,Shree Venkateshwara Controls,Based On Sales Orders 10211127.,30 Oct 18,28140,395072.26,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,28140-Request For Quotation - EPack Thyristor Power Switch,60265.26,,
40211467,17 Oct 18,Western Steel Drums Pvt. Ltd.,Based On Sales Orders 10211118.,30 Oct 18,28043,255915.34,100% advance against proforma invoice,Indian Rupee,1,Open,No,28043-Fwd: PO 4591503785 => Bulk Mro Indus,39037.94,,
40211468,17 Oct 18,Western Steel Drums Pvt. Ltd.,Based On Sales Orders 10211131.,30 Oct 18,28044,35199.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28044-Fwd: PO 4591503827 => Bulk Mro Indus,5369.4,,
40211469,17 Oct 18,Jolly Containers.,Based On Sales Orders 10211132.,27 Oct 18,28146,26550,100% Advance,Indian Rupee,1,Closed,No,28146-New Po # 4591505759 for 4 Ltr PP container of JOLLY,4050,,
40211470,17 Oct 18,Renault Bearing and Tools Company,Based On Sales Orders 10211128.,19 Oct 18,28177,12814.8,7 Days PDC,Indian Rupee,1,Closed,No,28177-RFQ for Bearing & sleeve nut,1954.8,,
40211471,17 Oct 18,Bosch Ltd.,Based On Sales Orders 10211128.,19 Oct 18,28177,4875.76,100% Advance,Indian Rupee,1,Closed,No,28177-RFQ for Bearing & sleeve nut,743.76,,
40211472,17 Oct 18,Elite Electricals and Equipment,Based On Sales Orders 10211126.,19 Oct 18,28047,8319,15 Days PDC,Indian Rupee,1,Closed,No,28047-Quotation required,1269,,
40211473,17 Oct 18,Accent Industries Ltd.,Based On Sales Orders 10211094.,23 Oct 18,28005,5880,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28005-Fwd: PO 4701019184_Bulk MRO,280,,
40211474,17 Oct 18,Total Sporting And Fitness Solution Pvt Ltd.,Based On Sales Orders 10211133.,30 Oct 18,27925,31500,100% Against Delivery,Indian Rupee,1,Closed,No,27925-Fwd: PO : 4701018701_Bulk MRO,1500,,
40211475,17 Oct 18,Popatlal and Co,Based On Sales Orders 10211133.,23 Oct 18,27925,62540,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27925-Fwd: PO : 4701018701_Bulk MRO,9540,,
40211476,17 Oct 18,Akhil Healthcare Pvt Ltd (M),Based On Sales Orders 10211138.,23 Oct 18,28104,11652.5,100% Advance,Indian Rupee,1,Closed,No,28104-Action Required: New Request 3341 submitted,1777.5,,
40211477,17 Oct 18,Balia Security IT Solutions Pvt. Ltd.,Based On Sales Orders 10211130.,19 Oct 18,28083,18526,100% Advance,Indian Rupee,1,Closed,No,28083-New Request 3336 submitted,2826,,
40211478,19 Oct 18,National Stores,,20 Oct 18,27187,350,100% Advance,Indian Rupee,1,Closed,No,27187-Enquiry - Talis Valves India Pvt.Ltd.,0,,
40211479,19 Oct 18,Korea Pustak Sadan,,20 Oct 18,27187,1720,100% Advance,Indian Rupee,1,Closed,No,27187-Enquiry - Talis Valves India Pvt.Ltd.,0,,
40211480,19 Oct 18,OPS Utility Services Pvt. Ltd.,Based On Sales Orders 10211135.,22 Oct 18,27960,106297.8,100% Against Delivery,Indian Rupee,1,Closed,No,27960-Fwd: Performa invoice for the month of September 2018,5061.8,,
40211481,19 Oct 18,Reflectosafe,Based On Sales Orders 10211111.,25 Oct 18,27389,3717,100% Against Delivery,Indian Rupee,1,Closed,No,27389-Fwd: Requirement of PPE,177,,
40211482,19 Oct 18,Khas Enterprises,Based On Sales Orders 10211111.,25 Oct 18,27389,519.2,30 Days PDC,Indian Rupee,1,Closed,No,27389-Fwd: Requirement of PPE,79.2,,
40211483,20 Oct 18,Galore Systems,Based On Sales Orders 10211137.,19 Nov 18,28211,399548,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28211-RE: Action Required: New Request 3352 submitted,60948,,
40211484,20 Oct 18,Sawalka Kel Pvt. Ltd.,,22 Oct 18,,6839.28,100% advance against proforma invoice,Indian Rupee,1,Closed,No,19826-Requirement of FCAW hand gloves- urgent,1043.28,,
40211485,22 Oct 18,Rajdeep Plastic Containers India Pvt Ltd,Based On Sales Orders 10211143.,5 Nov 18,28216,14750,100% Advance,Indian Rupee,1,Closed,Yes,28216-Fwd: New PO # 4591506872 of 1706579 - 5 ltr. Jerry can wt 250 gm. in Natural,2250,,
40211486,22 Oct 18,Param Associates,Based On Sales Orders 10211141.,24 Oct 18,27912,30680,21 days PDC,Indian Rupee,1,Closed,No,27912-Graco spare,4680,,
40211487,22 Oct 18,Kiran Diamond Tools,Based On Sales Orders 10211141.,29 Oct 18,27912,26620.8,30 Days Credit,Indian Rupee,1,Closed,No,27912-Graco spare,4060.8,,
40211488,22 Oct 18,Union Enterprises Pvt. Ltd.,Based On Sales Orders 10211141.,12 Nov 18,27912,76094.66,15 Days PDC,Indian Rupee,1,Closed,No,27912-Graco spare,11607.66,,
40211489,22 Oct 18,Maruti Rolling Shutters Industries,,22 Oct 18,,87320,100% Advance,Indian Rupee,1,Open,No,Stock Purchase,13320,,
40211490,23 Oct 18,Compeer Interactive Systems (I) Pvt. Ltd.,,23 Oct 18,,38692.2,100% Advance,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,5902.2,,
40211491,23 Oct 18,Nakshatra Sales and Tech Solutions,,23 Oct 18,,6300,100% Advance,Indian Rupee,1,Closed,No,26726-Quotation for CSR activity items,961.02,,
40211492,23 Oct 18,Laser lab India Pvt. Ltd.,Based On Sales Orders 10211140.,28 Oct 18,27736,21830,100% Advance,Indian Rupee,1,Closed,No,27736-Fwd: FW: [EXT] Re: Epilog Laser Cutting Machine- Service engineer visit. - Lens,3330,,
40211493,23 Oct 18,Ratnadeep Chemicals Supplier,Based On Sales Orders 10211042.,12 Oct 18,27758,5512.5,7 days after delivery,Indian Rupee,1,Closed,No,27758-Chemical PO,262.5,,
40211494,23 Oct 18,Konvertor Packaging Solutions Pvt. Ltd.,Based On Sales Orders 10211146.,31 Oct 18,28107,9558,100% Advance,Indian Rupee,1,Closed,No,28107-New Po # 4591505225 for Conic Pail 20 ltr,1458,,
40211495,24 Oct 18,Fischer Measurement Technologies (India) Pvt. Ltd.,Based On Sales Orders 10211150.,26 Oct 18,27923,71390,100% Advance,Indian Rupee,1,Closed,No,27923-Fwd: Quotation Required for DUALSCOPE MP0R & Temperature humidity meter HT306,10890,,
40211496,24 Oct 18,DYNATEK Systems and Controls Pvt. Ltd.,Based On Sales Orders 10211144.,10 Dec 18,27615,156940,100% Advance,Indian Rupee,1,Closed,No,27615-Fwd: RFQ for 7 Nos of ‘ Synchronized Digital clock ',23940,,
40211497,24 Oct 18,Hanuman Power Transmission Equipments Pvt. Ltd.,Based On Sales Orders 10211153.,26 Oct 18,27057,8926.7,100% Advance,Indian Rupee,1,Closed,No,27057-Offer required for Electric Motor,1361.7,,
40211498,24 Oct 18,Sandip Heavy Lifters & Movers,Based On Sales Orders 10211142.,26 Oct 18,28235,20488.34,100% After Delivery,Indian Rupee,1,Closed,No,28235-Sandip Heavy & BLOCK,3125.34,,
