Po number,Date,Vendor,Remarks,Due Date,Project,Document Total,Payment Terms Code,Document Currency,Document Rate,Document Status,Canceled,Project Code,Tax Amount (SC),,
40211006,27 Aug 18,Ashwin Enterprises,,27 Aug 18,25978,1681.5,100% advance against proforma invoice,Indian Rupee,1,Closed,No,25978-RFQ for Hoist Lubricant,256.5,,
40211007,27 Aug 18,Al Technologies,Based On Sales Orders 10210805.,30 Aug 18,26667,2172557,100% Against Delivery,Indian Rupee,1,Closed,No,26667-AL Technologies Invoice-27.08.2018,331407.00,,
40211008,27 Aug 18,Hitech Corporation Ltd.,Based On Sales Orders 10210799.,17 Sep 18,26610,24718.06,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26610-Fwd: Schedule Po # 4591472603 for 10ltr white container,3770.56,,
40211009,28 Aug 18,Matrix Tradelink Pvt. Ltd.,,4 Sep 18,26432,168114.6,100% After Delivery,Indian Rupee,1,Closed,No,26432-Millipore DI water supplies,25644.6,,
40211010,28 Aug 18,Sagar Office Automation,Based On Sales Orders 10210807.,29 Aug 18,26405,2655,30 Days Credit,Indian Rupee,1,Closed,No,26405-Fwd: Please send quotation - Digital Wall Clock & Numerical,405,,
40211011,28 Aug 18,Kartik Cloth Centre and Tailors,,31 Aug 18,25879,672,7 Days PDC,Indian Rupee,1,Closed,No,25879-Fwd: Order Management - New Purchase Order: 4591415907 received from Henkel Adhesives Technol,32,,
40211012,28 Aug 18,Kamdar Enterprise,Based On Sales Orders 10210807.,29 Aug 18,26405,10419.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26405-Fwd: Please send quotation - Digital Wall Clock & Numerical,1589.4,,
40211013,28 Aug 18,Laxmi Electro Controls and Automation,Based On Sales Orders 10210809.,4 Sep 18,26572,1534,100% Advance,Indian Rupee,1,Closed,Yes,26572-Enquiry for Part# 109W0044P001,234,,
40211014,28 Aug 18,Hitech Corporation Ltd.,Based On Sales Orders 10210803.,18 Sep 18,26612,77148.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26612-Fwd: Schedule PO # 4591472592 for 20ltr white container,11768.4,,
40211015,28 Aug 18,Vernay,Based On Sales Orders 10210744.,4 Sep 18,26027,175100,100% Advance,US Dollar,70.04,Closed,No,26027-Fwd: RFQ - Duckbill Valve,0,,
40211016,28 Aug 18,Green Office Automation India,Based On Sales Orders 10210811.,30 Aug 18,26693,14453.1,15 days credit,Indian Rupee,1,Closed,No,26693-PO_4500350106,1898.1,,
40211017,28 Aug 18,Mohammad Hashim Shaikh,Based On Sales Orders 10210814.,31 Aug 18,26293,8500,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26293-RE: [EXT] Estimate-405,0,,
40211018,28 Aug 18,Godrej and Boyce Mfg Co. Ltd.,Based On Sales Orders 10210810.,31 Aug 18,26226,120000.1,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26226-Refrigerator,18305.1,,
40211019,28 Aug 18,Element14 India Pvt. Ltd.,Based On Sales Orders 10210808.,29 Aug 18,26245,89326,15 Days PDC,Indian Rupee,1,Closed,No,26245-Fwd: FW: Requirement of SOLA MAKE PSU and Battery,13626,,
40211020,28 Aug 18,Nidhi Enterprises,Based On Sales Orders 10210815.,29 Aug 18,25824,107439,7 Days PDC,Indian Rupee,1,Closed,Yes,25824-Fwd: Required quotation for electrical supplies,16389,,
40211021,28 Aug 18,Bosch Ltd.,Based On Sales Orders 10210815.,29 Aug 18,25824,24992.4,100% Advance,Indian Rupee,1,Closed,No,25824-Fwd: Required quotation for electrical supplies,3812.4,,
40211022,28 Aug 18,Khas Enterprises,Based On Sales Orders 10210806.,31 Aug 18,25038,4248,7 Days PDC,Indian Rupee,1,Closed,No,25038-Cut Resistant hand gloves,648,,
40211023,28 Aug 18,Tradelinks Marketing Services,Based On Sales Orders 10210816.,29 Aug 18,26637,1503.32,15 Days PDC,Indian Rupee,1,Closed,No,26637-Bulk head assymbly,229.32,,
40211024,28 Aug 18,ABM Corp.,Based On Sales Orders 10210817.,27 Sep 18,25733,37301.26,100% Advance,Indian Rupee,1,Closed,No,25733-Fwd: RFQ for PPE,1776.26,,
40211025,28 Aug 18,Accent Industries Ltd.,Based On Sales Orders 10210817.,27 Sep 18,25733,27300,100% Advance,Indian Rupee,1,Closed,No,25733-Fwd: RFQ for PPE,1300,,
40211026,28 Aug 18,Punit Instrument,Based On Sales Orders 10210703.,18 Sep 18,25497,279660,100% advance against proforma invoice,Indian Rupee,1,Closed,No,25497-Fwd: 'Unilever's Ariba Buyer Order DO12082460',42660,,
40211027,28 Aug 18,Sushma Industries Pvt. Ltd.,Based On Sales Orders 10210818.,11 Oct 18,26155,73396.13,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26155-Fwd: Quotation required for SUSHMA MAKE FORCE SENSOR MODEL NO. FS-105L,11196.02,,
40211028,28 Aug 18,Sf Marine Offshore and Industrial Supply Co.,Based On Sales Orders 10210812.,31 Aug 18,26511,5203.8,15 days after delivery,Indian Rupee,1,Closed,No,26511-Fwd: Order Management - New Purchase Order: 4591470671 received from Henkel Adhesives Technol,793.8,,
40211029,28 Aug 18,Shreenathji Welding And Safety Pvt. Ltd.,,30 Aug 18,,929.6,100% Advance,Indian Rupee,1,Closed,No,25129-4591438777,99.6,,
40211030,29 Aug 18,Utkarsh Brush Works,Based On Sales Orders 10210820.,19 Sep 18,26685,71980,7 Days PDC,Indian Rupee,1,Closed,No,26685-Fwd: PO 4591474625=> Bulk Mro Indus,10980,,
40211031,29 Aug 18,Utkarsh Brush Works,Based On Sales Orders 10210821.,19 Sep 18,26684,53100,7 Days PDC,Indian Rupee,1,Closed,No,26684-Fwd: PO 4591474618 => Bulk Mro Indus,8100,,
40211032,29 Aug 18,Rangoli Plastics Pvt. Ltd.,Based On Sales Orders 10210819.,19 Sep 18,26682,7080,30 Days PDC against PI,Indian Rupee,1,Closed,No,26682-Fwd: PO 4591474617 => Bulk Mro Indus,1080,,
40211033,29 Aug 18,New India Tools Corporation,Based On Sales Orders 10210813.,5 Sep 18,26530,15045,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26530-FW: M2 to M12 pitch for pitch mic,2295,,
40211034,29 Aug 18,Consistency Sensors,Based On Sales Orders 10210824.,12 Sep 18,26508,67832.3,50% against PI and 50% after dispatch,Indian Rupee,1,Closed,No,26508-Consistency Sensors_Hinjewadi Pune,10347.3,,
40211035,29 Aug 18,Max Spare Limited,Based On Sales Orders 10210822.,30 Aug 18,26711,361.08,100% Advance,Indian Rupee,1,Closed,No,26711-Fwd: FW: [External] Quotation #: OQT/114531 DT.24/08/2018,55.08,,
40211036,29 Aug 18,Amazon.in,Based On Sales Orders 10210399.,5 Sep 18,20029,1834.9,Cheque on delivery,Indian Rupee,1,Closed,Yes,20029-Fwd: Enquiry for Quality tools :: GE Transportation Marhowra Bihar India,279.9,,
40211037,29 Aug 18,Divine Engineering,Based On Sales Orders 10210399.,5 Sep 18,20029,4661,25 days after delivery,Indian Rupee,1,Closed,No,20029-Fwd: Enquiry for Quality tools :: GE Transportation Marhowra Bihar India,711,,
40211038,29 Aug 18,Al Technologies,Based On Sales Orders 10210825.,31 Aug 18,26738,1969803.5,100% Against Delivery,Indian Rupee,1,Closed,No,26738-Fwd: 1819259-Bulk.pdf,300478.50,,
40211039,29 Aug 18,Tej Engineering,Based On Sales Orders 10210823.,30 Aug 18,26281,2655,100% After Delivery,Indian Rupee,1,Closed,No,26281-safety shoes requirement,405,,
40211040,29 Aug 18,Rajdeep Plastic Containers India Pvt Ltd,Based On Sales Orders 10210826.,31 Aug 18,26734,114696,100% Advance,Indian Rupee,1,Closed,No,26734-PO 4591447695,17496,,
40211041,29 Aug 18,Lakshmi Electro Controls and Automation,,4 Sep 18,26572,1534,100% Advance,Indian Rupee,1,Closed,No,26572-Enquiry for Part# 109W0044P001,234,,
40211042,29 Aug 18,Smith Engineering Co.,Based On Sales Orders 10210830.,5 Sep 18,21124,9327.12,100% Advance,Indian Rupee,1,Closed,No,21124-Quotation required for carbide drill bit,1422.8,,
40211043,29 Aug 18,Seimitsu Factory Automation Pvt. Ltd.,Based On Sales Orders 10210827.,29 Nov 18,25674,7584.1,100% advance against MATERIAL READINESS,Indian Rupee,1,Closed,No,25674-Need Quotation THK Rod.,1156.9,,
40211044,30 Aug 18,New India Tools Corporation,Based On Sales Orders 10210828.,1 Sep 18,26696,61360,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26696-PO.NO : 50117 - BULK MRO (V-ANVIL)Trilobe micrometer PR.,9360,,
40211045,30 Aug 18,Al Technologies,Based On Sales Orders 10210834.,1 Sep 18,26778,2004348,100% Against Delivery,Indian Rupee,1,Closed,No,26778-A L Invoice Date 30.08.2018,305748.00,,
40211046,30 Aug 18,Let's Talk,,31 Aug 18,,114999.2,100% Advance,Indian Rupee,1,Closed,No,26573-Request for Quotation : Gadgets,15612.78,,
40211047,30 Aug 18,Popatlal and Co,Based On Sales Orders 10210831.,31 Aug 18,26121,10384,100% Advance,Indian Rupee,1,Closed,No,26121-Fwd: 510000425 | BulkMRO| Plant 1 | Schedule for Aug 2018,1584,,
40211048,30 Aug 18,Indian Institute of Technology Bombay,Based On Sales Orders 10210836.,31 Aug 18,20494,22125,100% advance against proforma invoice,Indian Rupee,1,Closed,No,20494-Fwd: DD for NMR - URGENT.,3375,,
40211049,30 Aug 18,Satyam Enterprises,Based On Sales Orders 10210835.,20 Sep 18,26604,21009.9,7 Days PDC,Indian Rupee,1,Closed,No,26604-FW: Requirement: Schneider Make Power Supply Unit,3204.9,,
40211050,30 Aug 18,Creative Engineers,Based On Sales Orders 10210838.,1 Sep 18,26207,4956,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26207-Fwd: FW: Meeting on EHS implementation at TC,756,,
40211051,30 Aug 18,DewDry Industries,Based On Sales Orders 10210837.,13 Sep 18,26562,1499503.88,50% advance along with PO40% against PI prior to dispatch of material and 10% on commissioning,Indian Rupee,1,Closed,No,26562- Requirement Of Dehumidifier_Jejuri,228737.88,,
40211052,31 Aug 18,AIC Inter-Connect LLP,Based On Sales Orders 10210833.,7 Sep 18,26770,24190,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26770-Order for 8 Pin Connector,3690,,
40211053,31 Aug 18,Local,,1 Sep 18,20983,160,cash on delivery,Indian Rupee,1,Closed,Yes,20983-Medical Center Equipment -Henkel,0,,
40211054,31 Aug 18,Bole Brothers,Based On Sales Orders 10210672.,1 Sep 18,25918,11210,cash on delivery,Indian Rupee,1,Closed,No,25918-Medical Center Equipment -Henkel-2,1710,,
40211055,31 Aug 18,Amratlal and Dhirajlal and Company,Based On Sales Orders 10210674.,1 Sep 18,25924,274.4,cash on delivery,Indian Rupee,1,Closed,No,25924-Medical Center Equipment -Henkel-3,29.4,,
40211056,31 Aug 18,Avishkar,Based On Sales Orders 10210673.,1 Sep 18,25945,313.6,cash on delivery,Indian Rupee,1,Closed,No,25945-Medical Center Equipment -Henkel-5,33.6,,
40211057,31 Aug 18,Kalidas Madhavji and Co.,Based On Sales Orders 10210673.,1 Sep 18,25945,445,cash on delivery,Indian Rupee,1,Closed,No,25945-Medical Center Equipment -Henkel-5,0,,
40211058,31 Aug 18,Amratlal and Dhirajlal and Company,Based On Sales Orders 10210673.,1 Sep 18,25945,549.88,cash on delivery,Indian Rupee,1,Closed,No,25945-Medical Center Equipment -Henkel-5,83.88,,
40211059,31 Aug 18,Samsung India Electronics Pvt. Ltd.,Based On Sales Orders 10210843.,7 Sep 18,26753,30429.99,100% advance against proforma invoice,Indian Rupee,1,Open,No,26753-Requirement of Mahindra - 3,4641.86,,
40211060,31 Aug 18,Samsung India Electronics Pvt. Ltd.,Based On Sales Orders 10210840.,7 Sep 18,26752,24869.99,100% advance against proforma invoice,Indian Rupee,1,Open,No,26752-Requirement of Mahindra - 2,3793.72,,
40211061,31 Aug 18,Samsung India Electronics Pvt. Ltd.,Based On Sales Orders 10210841.,7 Sep 18,26751,24869.99,100% advance against proforma invoice,Indian Rupee,1,Open,No,26751-Requirement of Mahindra - 1,3793.72,,
40211062,31 Aug 18,Vardhaman,,1 Sep 18,20983,160,cash on delivery,Indian Rupee,1,Closed,No,20983-Medical Center Equipment -Henkel,0,,
40211063,1 Sep 18,Vitronics (India),Based On Sales Orders 10210461.,3 Sep 18,17432,4531.2,30 days after delivery,Indian Rupee,1,Closed,No,17432-Enquiry - APM TERMINALS INDIA PVT.LTD,691.2,,
40211064,1 Sep 18,Deluxe Electrical Corporation,Based On Sales Orders 10210461.,8 Sep 18,17432,1699.2,100% advance against proforma invoice,Indian Rupee,1,Closed,No,17432-Enquiry - APM TERMINALS INDIA PVT.LTD,259.2,,
40211065,1 Sep 18,Stanley Black and Decker India Pvt. Ltd.,Based On Sales Orders 10210461.,8 Sep 18,17432,12870,45 days after delivery,Indian Rupee,1,Closed,No,17432-Enquiry - APM TERMINALS INDIA PVT.LTD,1963.22,,
40211066,3 Sep 18,Max Systems Pvt. Ltd.,Based On Sales Orders 10210849.,4 Sep 18,26878,2950,15 days credit,Indian Rupee,1,Closed,No,26878-PGI -2 Instruments,450,,
40211067,3 Sep 18,Sanul.CoLtd,Based On Sales Orders 10210848.,24 Sep 18,26086,30361.27,100% advance against proforma invoice,US Dollar,70.7722,Closed,No,26086-Require quote for Duralco 4525,0,,
40211068,3 Sep 18,Tej Engineering,,3 Sep 18,20493,14602.5,100% advance against proforma invoice,Indian Rupee,1,Closed,No,20493-FW: Safety shoes,2227.5,,
40211069,3 Sep 18,Max Systems Pvt. Ltd.,Based On Sales Orders 10210851.,5 Sep 18,26090,1475,15 days credit,Indian Rupee,1,Closed,No,26090-REQUIRE OFFER FOR CONSUL UPS,225,,
40211070,3 Sep 18,Qualitech Industrial Products,Based On Sales Orders 10210854.,6 Sep 18,26876,71242.5,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26876-FW: [External] Edward - Maint. & Repair Service.,10867.5,,
40211071,3 Sep 18,hardcastle Petrofer,Based On Sales Orders 10210852.,10 Sep 18,26883,72854.38,30 Days Credit,Indian Rupee,1,Closed,No,26883-Quote for Hi-clean,11113.38,,
40211072,3 Sep 18,Amazon.in,Based On Sales Orders 10210850.,6 Sep 18,25858,6180,100% Advance,Indian Rupee,1,Closed,No,25858-Quote for Magnetic Separator tool on urgent basis for CTIPL Pithampur SEZ Plant.,662.14,,
40211073,3 Sep 18,CanCo Fasteners,Based On Sales Orders 10210855.,10 Sep 18,26134,12319.2,100% Advance,Indian Rupee,1,Closed,No,26134-Fwd: RFQ for Mechanical Anchor Bolt (Sleeve type )M10 X 150 mm Long,1879.2,,
40211074,3 Sep 18,Senate Office System,Based On Sales Orders 10210853.,6 Sep 18,26657,23174.26,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26657-Fastener storage bins and Rack,3535.06,,
40211075,4 Sep 18,Indian Institute of Technology Bombay,Based On Sales Orders 10210847.,4 Sep 18,26341,11328,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26341-Fwd: DD of 11328/- for dsc,1728,,
40211076,4 Sep 18,Jay Pump Pvt. Ltd.,Based On Sales Orders 10210856.,11 Sep 18,26700,57512,100% Advance,Indian Rupee,1,Closed,No,26700-GRUNDFOS PUMP,6162,,
40211077,4 Sep 18,Shriji Electronics,Based On Sales Orders 10210858.,11 Sep 18,26444,15045,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26444-Fwd: Temperature meter Quotation required,2295,,
40211078,4 Sep 18,Dynamic Industrials,,5 Sep 18,,48533.4,15 days after delivery,Indian Rupee,1,Closed,No,26378-PO 4300029455,7403.4,,
40211079,4 Sep 18,Bharat Trading Company,,5 Sep 18,,234902.6,15 days after delivery,Indian Rupee,1,Closed,No,26378-PO 4300029455,35832.6,,
40211080,4 Sep 18,Amazon.in,Based On Sales Orders 10210425.,5 Sep 18,21297,139014.24,cash on delivery,Indian Rupee,1,Closed,Yes,21297-Re: EXT: Re: RFQ of Painting consumable list,0,,
40211081,4 Sep 18,Kalpana Minerals Pvt. Ltd.,Based On Sales Orders 10210845.,5 Sep 18,26777,1199.1,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26777-FW: [External]FW: [External],57.1,,
40211082,4 Sep 18,Bosch Ltd.,Based On Sales Orders 10210859.,7 Sep 18,26891,9930.88,100% Advance,Indian Rupee,1,Closed,Yes,26891-Fwd: RFQ : Vaccum cleaner,1514.88,,
40211083,4 Sep 18,Bharat Trading Company,,5 Sep 18,,121379.52,15 days after delivery,Indian Rupee,1,Closed,No,26440-PO 4500349548,18515.52,,
40211084,4 Sep 18,Mahesh Trading Corporation,,5 Sep 18,,68421,15 days after delivery,Indian Rupee,1,Closed,No,26440-PO 4500349548,10437.1,,
40211085,4 Sep 18,S.H.M Tools and Hardware Mart,,5 Sep 18,,43672.98,15 days after delivery,Indian Rupee,1,Closed,No,26440-PO 4500349548,6661.98,,
40211086,4 Sep 18,Dynamic Industrials,,5 Sep 18,,7923.7,15 days after delivery,Indian Rupee,1,Closed,No,26440-PO 4500349548,1208.7,,
40211087,5 Sep 18,Bosch Ltd.,Based On Sales Orders 10610348.,10 Sep 18,26318,17695.28,100% Advance,Indian Rupee,1,Closed,No,26318-RFQ - Maintenance Hand Tools,2699.28,,
40211088,5 Sep 18,Stanley Black and Decker India Pvt. Ltd.,,10 Sep 18,26318,92552.6,45 days after delivery,Indian Rupee,1,Closed,No,26318-RFQ - Maintenance Hand Tools,14118.2,,
40211089,5 Sep 18,Ingersoll Rand Climate Solutions Pvt. Ltd.,,10 Sep 18,25247,89208,50% Advance,Indian Rupee,1,Open,No,25247-RE: [EXT] AMC Proposal for Henkel Hinjewadi Pune_NVH Lab Trane Chillers,13608,,
40211090,5 Sep 18,Fanstech Services,Based On Sales Orders 10210861.,7 Sep 18,26510,7257,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26510-Quotation required---Urgent,1107,,
40211091,5 Sep 18,Cart2india Online Retail Pvt. Ltd.,Based On Sales Orders 10210862.,12 Sep 18,26725,16489,100% Advance,Indian Rupee,1,Closed,Yes,26725-Mobile Workstation,1766.68,,
40211092,5 Sep 18,Nagori Engineers Pvt. Ltd.,Based On Sales Orders 10210864.,5 Oct 18,20836,361080,40% Advance and Balance against PI before Delivery,Indian Rupee,1,Closed,No,20836-Quotation required,55080,,
40211093,5 Sep 18,Udyogi Plastics Pvt Ltd.,Based On Sales Orders 10210864.,5 Oct 18,20836,15253.16,100% Advance,Indian Rupee,1,Closed,Yes,20836-Quotation required,2326.76,,
40211094,5 Sep 18,Taj Enterprises,Based On Sales Orders 10210864.,7 Sep 18,20836,51920,50% advance 50% on delivery,Indian Rupee,1,Closed,No,20836-Quotation required,7920,,
40211095,6 Sep 18,Fluidyne Instruments Pvt. Ltd.,Based On Sales Orders 10210860.,13 Sep 18,26403,14358.24,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26403-Quotation needed for float valve,2190.24,,
40211096,5 Sep 18,Saurashtra Mill Stores,Based On Sales Orders 10210857.,12 Sep 18,26689,10797,7 Days PDC,Indian Rupee,1,Closed,No,26689-Send quotation for timing belt,1647,,
40211097,6 Sep 18,Jai Gopal Steel,Based On Sales Orders 10210867.,13 Sep 18,26837,63720,100% After Delivery,Indian Rupee,1,Closed,No,26837-REVIVSED QUOTATION FOR POT HOLES FILLING,9720,,
40211098,6 Sep 18,Shivam Traders,Based On Sales Orders 10210863.,7 Sep 18,25727,14278,40% advance 60% on delivery,Indian Rupee,1,Closed,No,25727-Fwd: Please provide quotation on urgent basis,2178,,
40211099,6 Sep 18,Isha Enterprises,Based On Sales Orders 10210865.,13 Sep 18,26579,16508.2,100% Against Delivery,Indian Rupee,1,Closed,No,26579-Requirement of Filling machine roller sleeves_Kurkumbh,2518.2,,
40211100,6 Sep 18,Isha Enterprises,Based On Sales Orders 10210868.,13 Sep 18,26989,143853.1,100% Against Delivery,Indian Rupee,1,Closed,No,26989-Requirement of Filling machine roller sleeves_Kurkumbh,21943.7,,
40211101,6 Sep 18,HERMETIC-Pumps Singapore Pte. Ltd.,,6 Sep 18,,1257890.5,30% upon order and balance 70% upon good readiness prior to delivery,US Dollar,71.9,Closed,No,15967-TDI submersible pump (Canned motor pump),0,,
40211102,6 Sep 18,Bharat Trading Company,Based On Sales Orders 11410006.,7 Sep 18,26988,2714,15 days after delivery,Indian Rupee,1,Closed,No,26988-PO 4300029478,414,,
40211103,6 Sep 18,Exim Fasteners,Based On Sales Orders 11410006.,7 Sep 18,26988,25488,50% Advance 50 % Before Delivery,Indian Rupee,1,Closed,No,26988-PO 4300029478,3888,,
40211104,6 Sep 18,Valisons and Co.,Based On Sales Orders 10210461.,7 Sep 18,17432,3059.1,15 Days PDC,Indian Rupee,1,Closed,No,17432-Enquiry - APM TERMINALS INDIA PVT.LTD,466.64,,
40211105,6 Sep 18,Nathani Steels,,5 Oct 18,20836,15253.16,100% Advance,Indian Rupee,1,Closed,No,20836-Quotation required,2326.76,,
40211106,6 Sep 18,Shree Bhadrakali Industries,Based On Sales Orders 10210425.,8 Sep 18,21297,9841.2,100% advance against proforma invoice,Indian Rupee,1,Closed,No,21297-Re: EXT: Re: RFQ of Painting consumable list,1501.2,,
40211107,6 Sep 18,Arihant Electronics,Based On Sales Orders 10210871.,8 Sep 18,26804,31750.26,100% Advance,Indian Rupee,1,Closed,No,26804-Refrigerator,4843.26,,
40211108,6 Sep 18,Bombay Fire Safety,Based On Sales Orders 10210425.,8 Sep 18,21297,36750,30 days after delivery,Indian Rupee,1,Closed,No,21297-Re: EXT: Re: RFQ of Painting consumable list,1750,,
40211109,6 Sep 18,Vibgyor Color Solutions,Based On Sales Orders 10210425.,8 Sep 18,21297,81125,100% advance against proforma invoice,Indian Rupee,1,Closed,No,21297-Re: EXT: Re: RFQ of Painting consumable list,12375,,
40211110,6 Sep 18,Bosch Ltd.,Based On Sales Orders 10210425.,8 Sep 18,21297,2935.84,100% advance against proforma invoice,Indian Rupee,1,Closed,No,21297-Re: EXT: Re: RFQ of Painting consumable list,447.84,,
40211111,6 Sep 18,Vardhaman,Based On Sales Orders 10210671.,6 Sep 18,25925,720,cash on delivery,Indian Rupee,1,Closed,No,25925-Medical Center Equipment -Henkel-4,0,,
