inquiry_number,order_number,created_at,quote_type,After Change Status,Before Change Status,
19263,,5 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19270,,5 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19272,,5 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19259,,5 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19255,,5 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19251,,5 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19243,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19235,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19239,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19222,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
21465,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19217,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19218,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19234,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19230,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19238,,4 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19200,,3 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19207,,3 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19208,,3 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19211,,3 Apr 18,bmro,Quotation Sent,Regret,FALSE
19199,,3 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19212,,3 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19192,,2 Apr 18,bmro,Quotation Sent,Regret,FALSE
19183,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19177,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19175,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19196,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19186,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19189,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19180,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
19194,,2 Apr 18,bmro,Quotation Sent,Order Lost,FALSE
