inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
27229,,10610410,BM9R8F6,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9Q1M3,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9T5U8,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9V9R1,,5,25-Sep-18,,,,,,,,,
27229,,10610410,BM9U9B1,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9Z5S3,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9W6C2,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9W4V5,,5,25-Sep-18,,,,,,,,,
27229,,10610410,BM9U8P9,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9X7F1,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9X6E1,,1,25-Sep-18,,,,,,,,,
27229,,10610410,BM9Z6L4,,1,25-Sep-18,,,,,,,,,
27236,,10210988,BM9Q1K5,,1,25-Sep-18,,,,,,,,,
27248,,10210976,BM9Q1D6,,6,25-Sep-18,,,,,,,,,
27373,,10610411,BM9W4C7,,30,25-Sep-18,,,,,,,,,
27373,,10610411,BM9Y5G6,,25,25-Sep-18,,,,,,,,,
27373,,10610411,BM9Q3B2,,200,25-Sep-18,,,,,,,,,
27443,,10610412,BM9P9B2,,3,25-Sep-18,,,,,,,,,
27489,,11210067,BM9P7Q9,,15,25-Sep-18,,,,,,,,,
27489,,11210067,BM9Y9Q1,,10,25-Sep-18,,,,,,,,,
27489,,11210067,BM00008,,1,25-Sep-18,,,,,,,,,
27489,,11210067,BM00013,,1,25-Sep-18,,,,,,,,,
27489,,11210067,BM9Y1N6,,10,25-Sep-18,,,,,,,,,
27489,,11210067,BM9W9H3,,1,25-Sep-18,,,,,,,,,
27489,,11210067,BM9W9E4,,55,25-Sep-18,,,,,,,,,
27489,,11210067,BM9P5U9,,15,25-Sep-18,,,,,,,,,
27489,,11210067,BM9R4D9,,1,25-Sep-18,,,,,,,,,
27503,,10210982,BM0K9Q2,,15,25-Sep-18,,,,,,,,,
27506,,10210978,BM9P6C1,,1,25-Sep-18,,,,,,,,,
27506,,10210978,BM9R5H4,,1,25-Sep-18,,,,,,,,,
27506,,10210978,BM9Z8B7,,12,25-Sep-18,,,,,,,,,
27506,,10210978,BM9Q4R2,,10,25-Sep-18,,,,,,,,,
27512,,10210979,BM00008,,1,25-Sep-18,,,,,,,,,
27512,,10210979,BM9Q1Z7,,480,25-Sep-18,,,,,,,,,
27512,,10210979,BM9Q1Z7,,1008,25-Sep-18,,,,,,,,,
27512,,10210979,BM9Q1Z7,,1920,25-Sep-18,,,,,,,,,
27512,,10210979,BM9Q1Z7,,960,25-Sep-18,,,,,,,,,
27512,,10210979,BM00008,,1,25-Sep-18,,,,,,,,,
27512,,10210979,BM9Q1Z7,,480,25-Sep-18,,,,,,,,,
27512,,10210979,BM9Q1Z7,,152,25-Sep-18,,,,,,,,,
27526,,10210981,BM00008,,1,25-Sep-18,,,,,,,,,
27526,,10210981,BM9Q2B8,,360,25-Sep-18,,,,,,,,,
27526,,10210981,BM9Q2B8,,720,25-Sep-18,,,,,,,,,
27526,,10210981,BM9Q2B8,,2920,25-Sep-18,,,,,,,,,
27528,,10210975,BM9Q1T8,,63.127,25-Sep-18,,,,,,,,,
27543,,10210977,BM9Z6R8,,150,25-Sep-18,,,,,,,,,
27543,,10210977,BM9R8M6,,250,25-Sep-18,,,,,,,,,
27544,,10610413,BM9Q2C8,,1,25-Sep-18,,,,,,,,,
27548,,10210984,BM9P3Y4,,50,25-Sep-18,,,,,,,,,
27548,,10210984,BM9P3Y4,,8.5,25-Sep-18,,,,,,,,,
27768,,10211033,BM9Q1T8,,34.61,25-Sep-18,,,,,,,,,
10491,,10610147,BM9E9F8,,341,26-Sep-18,,,,,,,,,
26306,,10210990,BM9X2T9,,2,26-Sep-18,,,,,,,,,
27507,,10210991,BM9Z7L2,,1,26-Sep-18,,,,,,,,,
27568,,10610415,BM9E9F8,,250,26-Sep-18,,,,,,,,,
27568,,10610415,BM9E9F8,,150,26-Sep-18,,,,,,,,,
27568,,10610415,BM9E9F8,,80,26-Sep-18,,,,,,,,,
27568,,10610415,BM9E9F8,,146,26-Sep-18,,,,,,,,,
27580,,10210992,BM9Q7U5,,12,26-Sep-18,,,,,,,,,
27580,,10210992,BM9Q7U5,,48,26-Sep-18,,,,,,,,,
27580,,10210992,BM9Q7U5,,15,26-Sep-18,,,,,,,,,
25106,,10910116,BM9Z4N2,,1,27-Sep-18,,,,,,,,,
25106,,10910116,BM9U2V1,,1,27-Sep-18,,,,,,,,,
26276,,10210994,BM9N8G8,,1,27-Sep-18,,,,,,,,,
26844,,10211009,BM9V5G7,,1,27-Sep-18,,,,,,,,,
26844,,10211009,BM9V5G7,,1,27-Sep-18,,,,,,,,,
26844,,10211009,BM9T7N4,,2,27-Sep-18,,,,,,,,,
26844,,10211009,BM9T7G3,,2,27-Sep-18,,,,,,,,,
26844,,10211009,BM9U6G1,,2,27-Sep-18,,,,,,,,,
26844,,10211009,BM9X3C8,,2,27-Sep-18,,,,,,,,,
26844,,10211009,BM9S3K9,,2,27-Sep-18,,,,,,,,,
26844,,10211009,BM9Z7Y6,,1,27-Sep-18,,,,,,,,,
26844,,10211009,BM9R7P9,,1,27-Sep-18,,,,,,,,,
26844,,10211009,BM9U6E1,,1,27-Sep-18,,,,,,,,,
26844,,10211009,BM9W8R1,,1,27-Sep-18,,,,,,,,,
26844,,10211009,BM9V5N2,,1,27-Sep-18,,,,,,,,,
27175,,10210999,BM9U9M1,,1,27-Sep-18,,,,,,,,,
27175,,10210999,BM9P1U2,,1,27-Sep-18,,,,,,,,,
27175,,10210999,BM9R7B6,,1,27-Sep-18,,,,,,,,,
27175,,10210999,BM9P1V4,,1,27-Sep-18,,,,,,,,,
27175,,10210999,BM9U3H5,,1,27-Sep-18,,,,,,,,,
27175,,10210999,BM9S1Z4,,2,27-Sep-18,,,,,,,,,
27230,,10610417,BM9Q2E3,,6,27-Sep-18,,,,,,,,,
27249,,10210993,BM9P3R1,,12,27-Sep-18,,,,,,,,,
27249,,10210993,BM9P2D7,,60,27-Sep-18,,,,,,,,,
27249,,10210993,BM9P2F8,,48,27-Sep-18,,,,,,,,,
27249,,10210993,BM9P2N3,,15000,27-Sep-18,,,,,,,,,
27295,,10210998,BM9Q6E3,,1,27-Sep-18,,,,,,,,,
27295,,10210998,BM9T5E1,,1,27-Sep-18,,,,,,,,,
27295,,10210998,BM9R6L2,,1,27-Sep-18,,,,,,,,,
27418,,10210995,BM9N6Y6,,1,27-Sep-18,,,,,,,,,
27418,,10210995,BM9Q1W5,,1,27-Sep-18,,,,,,,,,
27559,,10910115,BM9P9H7,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9Y2N7,,5,27-Sep-18,,,,,,,,,
27559,,10910115,BM9V2W6,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9U9X2,,5,27-Sep-18,,,,,,,,,
27559,,10910115,BM3W7V2,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9V6S3,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9Z5B7,,20,27-Sep-18,,,,,,,,,
27559,,10910115,BM9S3T6,,20,27-Sep-18,,,,,,,,,
27559,,10910115,BM9A5W1,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM3X3R5,,5,27-Sep-18,,,,,,,,,
27559,,10910115,BM9S9G8,,5,27-Sep-18,,,,,,,,,
27559,,10910115,BM9S4D4,,20,27-Sep-18,,,,,,,,,
27559,,10910115,BM9A4X2,,5,27-Sep-18,,,,,,,,,
27559,,10910115,BM9Y5K3,,5,27-Sep-18,,,,,,,,,
27559,,10910115,BM9U3D1,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9S7E5,,5,27-Sep-18,,,,,,,,,
27559,,10910115,BM9Q8Q1,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9U7W4,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9Z5S4,,10,27-Sep-18,,,,,,,,,
27559,,10910115,BM9X6Z5,,5,27-Sep-18,,,,,,,,,
27604,,10610418,BM9Q2F7,,1,27-Sep-18,,,,,,,,,
27609,,10211003,BM9Q2E7,,500,27-Sep-18,,,,,,,,,
27609,,10211003,BM9Q2E7,,1000,27-Sep-18,,,,,,,,,
27617,,10210997,BM9Q2G5,,1,27-Sep-18,,,,,,,,,
27624,,10211000,BM9P2S4,,20,27-Sep-18,,,,,,,,,
27624,,10211000,BM9P2J6,,20,27-Sep-18,,,,,,,,,
27117,,10211004,BM9Q3R1,,100,28-Sep-18,,,,,,,,,
27117,,10211004,BM9V9D4,,20,28-Sep-18,,,,,,,,,
27197,,10610421,BM00040,,1,28-Sep-18,,,,,,,,,
27197,,10610421,BM9Q1G5,,3,28-Sep-18,,,,,,,,,
27216,,10610420,BM9V6H4,,1680,28-Sep-18,,,,,,,,,
27216,,10610420,BM9V4A7,,3360,28-Sep-18,,,,,,,,,
27265,,10610419,BM9Y8R6,,1,28-Sep-18,,,,,,,,,
27363,,10211010,BM9Q1Q6,,4,28-Sep-18,,,,,,,,,
27407,,10211007,BM9Q1T3,,1,28-Sep-18,,,,,,,,,
27407,,10211007,BM9Q1T3,,1,28-Sep-18,,,,,,,,,
27407,,10211007,BM9Q1T3,,2,28-Sep-18,,,,,,,,,
27467,,10211008,BM9W6A9,,1,28-Sep-18,,,,,,,,,
27467,,10211008,BM9Q5D7,,2,28-Sep-18,,,,,,,,,
27514,,10910117,BM9S1Q2,,1,28-Sep-18,,,,,,,,,
27514,,10910117,BM9R5Y5,,1,28-Sep-18,,,,,,,,,
27535,,10211001,BM9N5X9,,1,28-Sep-18,,,,,,,,,
27658,,10211002,BM9Q1T8,,47.741,28-Sep-18,,,,,,,,,
27668,,10211006,BM9R8M6,,375,28-Sep-18,,,,,,,,,
27668,,10211006,BM9Z6R8,,150,28-Sep-18,,,,,,,,,
27612,,10211014,BM9Q2K9,,1,29-Sep-18,,,,,,,,,
27651,,10211011,BM9Q2K6,,1,29-Sep-18,,,,,,,,,
27692,,10211012,BM9Q1T8,,145.6,29-Sep-18,,,,,,,,,
27692,,10211030,BM9Q1T8,,54.43,29-Sep-18,,,,,,,,,
27694,,10211013,BM9Q1T8,,136.87,29-Sep-18,,,,,,,,,
27694,,10211013,BM9Q1T8,,48.259,29-Sep-18,,,,,,,,,
29429,,10211421,BM9P0U7,,55.5,30-Sep-18,,,,,,,,,
29429,,10211421,BM9P0U7,,45.5,30-Sep-18,,,,,,,,,
29429,,10211421,BM9P0U7,,55.5,30-Sep-18,,,,,,,,,
29429,,10211421,BM9P0U7,,45.5,30-Sep-18,,,,,,,,,
29429,,10211421,BM9P0U7,,52.5,30-Sep-18,,,,,,,,,
29429,,10211421,BM9P0U7,,53.19,30-Sep-18,,,,,,,,,
21447,,10910064,BM9K9K8,,3,01-Oct-18,,,,,,,,,
21458,,10211015,BM9U1X3,,2,01-Oct-18,,,,,,,,,
21458,,10211015,BM9N2H8,,4,01-Oct-18,,,,,,,,,
21458,,10211015,BM9P8W6,,4,01-Oct-18,,,,,,,,,
25005,,11210056,BM00008,,1,01-Oct-18,,,,,,,,,
25005,,11210056,BM9P6S2,,2,01-Oct-18,,,,,,,,,
26416,,10211020,BM9P8N5,,1,01-Oct-18,,,,,,,,,
26993,,10910121,BM00008,,1,01-Oct-18,,,,,,,,,
26993,,10910121,BM9S3J1,,1,01-Oct-18,,,,,,,,,
26993,,10910121,BM9U2U8,,1,01-Oct-18,,,,,,,,,
26993,,10910121,BM9X4W8,,1,01-Oct-18,,,,,,,,,
26993,,10910121,BM9X6C6,,1,01-Oct-18,,,,,,,,,
26993,,10910121,BM9Y8Z3,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9V1K1,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9T8A7,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9T8D5,,4,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q2Q1,,4,01-Oct-18,,,,,,,,,
27044,,10610422,BM9V6B1,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q4C7,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9U8Q9,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9W6T5,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9R6K1,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9X5L7,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9X7B8,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9X6E1,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9S1Q5,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q6K1,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q7U1,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9T2T4,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Z3A5,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9R5N6,,5,01-Oct-18,,,,,,,,,
27044,,10610422,BM9X1Y5,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM0C4U7,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM0C4U8,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9R2X7,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9V3H1,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q4P8,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9S2X4,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q2K3,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Z8E2,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9T8Q2,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9W3K2,,2,01-Oct-18,,,,,,,,,
27044,,10610422,BM9W3W7,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9X1G9,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9X5U1,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9S4A4,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q3K7,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9Q5Q2,,1,01-Oct-18,,,,,,,,,
27044,,10610422,BM9X7F1,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM0C4U7,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM0C4U8,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q2K3,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q2Q1,,4,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q3K7,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q4C7,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q4P8,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q5Q2,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q6K1,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Q7U1,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9R2X7,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9R5N6,,5,01-Oct-18,,,,,,,,,
27044,,10610383,BM9R6K1,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9S1Q5,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9S2X4,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9S4A4,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9T2T4,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9T8D5,,4,01-Oct-18,,,,,,,,,
27044,,10610383,BM9T8Q2,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9U8Q9,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9V3H1,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9V6B1,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9W3K2,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9W3W7,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9W6T5,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9X1G9,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9X1Y5,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9X5L7,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9X5U1,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9X6E1,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9X7B8,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9X7F1,,2,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Z3A5,,1,01-Oct-18,,,,,,,,,
27044,,10610383,BM9Z8E2,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9K9S1,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9T8Q2,,2,01-Oct-18,,,,,,,,,
27045,,10610423,BM9Y1D4,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9Q1M3,,10,01-Oct-18,,,,,,,,,
27045,,10610423,BM9U8Q9,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9T9M8,,2,01-Oct-18,,,,,,,,,
27045,,10610423,BM9R5N6,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9X1Y5,,2,01-Oct-18,,,,,,,,,
27045,,10610423,BM9R4U8,,2,01-Oct-18,,,,,,,,,
27045,,10610423,BM9W5X6,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9U8P9,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9W6S9,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9Q4N2,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9X2B7,,1,01-Oct-18,,,,,,,,,
27045,,10610423,BM9W4V5,,50,01-Oct-18,,,,,,,,,
27300,,10211017,BM9Z9Q1,,1,01-Oct-18,,,,,,,,,
27300,,10211017,BM9S3R2,,1,01-Oct-18,,,,,,,,,
27346,,10211019,BM9P2J3,,150,01-Oct-18,,,,,,,,,
27346,,10211019,BM9P2P5,,9000,01-Oct-18,,,,,,,,,
27346,,10211019,BM9S5B6,,19,01-Oct-18,,,,,,,,,
27346,,10211019,BM9P3W1,,2,01-Oct-18,,,,,,,,,
27456,,10211023,BM9C1Z9,,500,01-Oct-18,,,,,,,,,
27456,,10211023,BM9V6N7,,10,01-Oct-18,,,,,,,,,
27456,,10211023,BM9T1Q2,,2,01-Oct-18,,,,,,,,,
27519,,10910118,BM9Q2L4,,2,01-Oct-18,,,,,,,,,
27530,,10211022,BM9T3U9,,37,01-Oct-18,,,,,,,,,
27530,,10211022,BM9R9W9,,64,01-Oct-18,,,,,,,,,
27671,,10910119,BM9Q2J1,,1,01-Oct-18,,,,,,,,,
27691,,10211026,BM9W3G8,,1,01-Oct-18,,,,,,,,,
27699,,10211018,BM9K5M8,,8,01-Oct-18,,,,,,,,,
27699,,10211018,BM9N2T4,,100,01-Oct-18,,,,,,,,,
27699,,10211018,BM9N2Y4,,50,01-Oct-18,,,,,,,,,
27705,,10211021,BM9Z6S4,,4,01-Oct-18,,,,,,,,,
27709,,11210068,BM9Y9Q1,,35,01-Oct-18,,,,,,,,,
27709,,11210068,BM9T3E9,,10,01-Oct-18,,,,,,,,,
27709,,11210068,BM9Z7R1,,49,01-Oct-18,,,,,,,,,
27709,,11210068,BM9X5D5,,68,01-Oct-18,,,,,,,,,
27709,,11210068,BM9P5E2,,40,01-Oct-18,,,,,,,,,
27709,,11210068,BM9Y8B8,,30,01-Oct-18,,,,,,,,,
27709,,11210068,BM9P7Q9,,40,01-Oct-18,,,,,,,,,
27709,,11210068,BM9P8H4,,30,01-Oct-18,,,,,,,,,
CUM01,,CUM01,CUM01,,1,01-Oct-18,,,,,,,,,
26183,,10211032,BM9P8P3,,2,03-Oct-18,,,,,,,,,
26183,,10211032,BM9Y2Q6,,2,03-Oct-18,,,,,,,,,
26183,,10211032,BM9V4J4,,2,03-Oct-18,,,,,,,,,
26644,,11410025,BM9M5D3,,7,03-Oct-18,,,,,,,,,
26847,,10211031,BM9Z4B8,,1,03-Oct-18,,,,,,,,,
26847,,10211031,BM9Y1H1,,1,03-Oct-18,,,,,,,,,
26847,,10211031,BM9R3B6,,1,03-Oct-18,,,,,,,,,
27013,,11410018,BM9M5D3,,6,03-Oct-18,,,,,,,,,
27013,,11410026,BM9M5D3,,6,03-Oct-18,,,,,,,,,
27318,,10211029,BM9V6G2,,2,03-Oct-18,,,,,,,,,
27318,,10211029,BM9R4P4,,2,03-Oct-18,,,,,,,,,
27318,,10211029,BM00008,,1,03-Oct-18,,,,,,,,,
27427,,10211024,BM9Z9T9,,1,03-Oct-18,,,,,,,,,
27427,,10211024,BM9Q9Z4,,1,03-Oct-18,,,,,,,,,
27427,,10211024,BM9R8V9,,1,03-Oct-18,,,,,,,,,
27427,,10211024,BM1B0F3,,1,03-Oct-18,,,,,,,,,
27530,,10211028,BM9Q8N4,,1,03-Oct-18,,,,,,,,,
27530,,10211028,BM9T6V2,,3,03-Oct-18,,,,,,,,,
27530,,10211028,BM9Q2M6,,114,03-Oct-18,,,,,,,,,
27530,,10211028,BM9Q2N2,,6,03-Oct-18,,,,,,,,,
27649,,10211025,BM9Q2H4,,3,03-Oct-18,,,,,,,,,
27649,,10211025,BM9Q2H4,,1,03-Oct-18,,,,,,,,,
27702,,10211027,BM0K8H6,,100,03-Oct-18,,,,,,,,,
27727,,11210069,BM9W8D9,,12,03-Oct-18,,,,,,,,,
27733,,10910122,BM9Q5K4,,25,03-Oct-18,,,,,,,,,
27735,,10610424,BM9S7F2,,50,03-Oct-18,,,,,,,,,
27735,,10610424,BM9X6E2,,40,03-Oct-18,,,,,,,,,
27735,,10610424,BM9X6E2,,260,03-Oct-18,,,,,,,,,
27742,,10910123,BM9Q5K4,,15,03-Oct-18,,,,,,,,,
27742,,10910123,BM3W7V2,,10,03-Oct-18,,,,,,,,,
27742,,10910123,BM3X3W4,,100,03-Oct-18,,,,,,,,,
27742,,10910123,BM9S2F2,,10,03-Oct-18,,,,,,,,,
27742,,10910123,BM9S8X5,,10,03-Oct-18,,,,,,,,,
27742,,10910123,BM9A4P6,,100,03-Oct-18,,,,,,,,,
27742,,10910123,BM0O4L4,,100,03-Oct-18,,,,,,,,,
27742,,10910123,BM9Y7N1,,500,03-Oct-18,,,,,,,,,
27742,,10910123,BM9R5N1,,400,03-Oct-18,,,,,,,,,
27742,,10910123,BM9S3Y9,,200,03-Oct-18,,,,,,,,,
27752,,10610425,BM9U8P4,,25,03-Oct-18,,,,,,,,,
27752,,10610425,BM9Q3U5,,50,03-Oct-18,,,,,,,,,
26318,,10610427,BM0C9D0,,4,04-Oct-18,,,,,,,,,
26318,,10610427,BM0C7F7,,4,04-Oct-18,,,,,,,,,
26602,,10211039,BM9P9A3,,1,04-Oct-18,,,,,,,,,
26602,,10211039,BM9Q1L7,,1,04-Oct-18,,,,,,,,,
27352,,10211035,BM9Q1Q5,,1,04-Oct-18,,,,,,,,,
27413,,10211041,BM9U4M4,,1,04-Oct-18,,,,,,,,,
27413,,10211041,BM9R8T8,,1,04-Oct-18,,,,,,,,,
27470,,10211036,BM9Q1X5,,3000,04-Oct-18,,,,,,,,,
27498,,10211037,BM9P7H8,,4,04-Oct-18,,,,,,,,,
27592,,10211043,BM9T6R5,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9V8D6,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9U1J8,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9W3Z9,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9R8E5,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9Y5Q4,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9Y3S8,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9U1K3,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9U6U6,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9T3Z3,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9X1S1,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9T4U8,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9Y9A8,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9S1T6,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9T6B6,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9Q4P7,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9V1U8,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9V7J2,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9Z6D6,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9V5K8,,1,04-Oct-18,,,,,,,,,
27592,,10211043,BM9U1J4,,1,04-Oct-18,,,,,,,,,
27679,,10211034,BM9W2E4,,5,04-Oct-18,,,,,,,,,
27679,,10211034,BM9T2S2,,5,04-Oct-18,,,,,,,,,
27758,,10211042,BM9Q2P6,,500,04-Oct-18,,,,,,,,,
27783,,10610426,BM9Q2N8,,1,04-Oct-18,,,,,,,,,
27790,,10211038,BM1G0R0,,420,04-Oct-18,,,,,,,,,
27799,,10211040,BM9Y4U8,,300,04-Oct-18,,,,,,,,,
25880,,10211046,BM9K2L2,,1,05-Oct-18,,,,,,,,,
25880,,10211046,BM0K9T2,,250,05-Oct-18,,,,,,,,,
25880,,10211046,BM9V5Z2,,300,05-Oct-18,,,,,,,,,
25880,,10211046,BM9Q2N3,,25,05-Oct-18,,,,,,,,,
26662,,10610428,BM9P9D1,,1,05-Oct-18,,,,,,,,,
26662,,10610428,BM9P9D2,,1,05-Oct-18,,,,,,,,,
26662,,10610428,BM00018,,1,05-Oct-18,,,,,,,,,
26678,,10211051,BM9P9U7,,1,05-Oct-18,,,,,,,,,
27046,,10610432,BM9W7G1,,5,05-Oct-18,,,,,,,,,
27046,,10610432,BM9U2P8,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Q9Q8,,4,05-Oct-18,,,,,,,,,
27046,,10610432,BM9V5N9,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Q2Q1,,5,05-Oct-18,,,,,,,,,
27046,,10610432,BM9X9L7,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9T8D5,,5,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Q4C7,,3,05-Oct-18,,,,,,,,,
27046,,10610432,BM9X2D7,,1,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Z5M7,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9R1A6,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9T7T6,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9R8F6,,1,05-Oct-18,,,,,,,,,
27046,,10610432,BM9V6B1,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Q3C6,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9U8Q9,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9E7C9,,1,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Y2T6,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9T2P1,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9W6L9,,2,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Q6K1,,1,05-Oct-18,,,,,,,,,
27046,,10610432,BM9Z3A5,,1,05-Oct-18,,,,,,,,,
27046,,10610432,BM9T5K3,,2,05-Oct-18,,,,,,,,,
