address_uid,company_uid,street1,pincode,city_name,country_code,State,gst,,
9048,SC-8503,"D 211 Surbhi Park, Part 3, Manjalpur",390011,Vadodara,IN,GJ,24BRBPK5213N1ZU,,
9048,SC-8503,"D 211 Surbhi Park, Part 3, Manjalpur",390011,Vadodara,IN,GJ,24BRBPK5213N1ZU,,
9038,SC-8493,"No. 65 & 66, Gulmohar, Flat No.G-1,Thulasi Dass Nagar 3rd Street, Near HP Petrol Bunk Via Mangadu",600122,Chennai,IN,TS,33AAHFV3820E1ZH,,
9038,SC-8493,"No. 65 & 66, Gulmohar, Flat No.G-1,Thulasi Dass Nagar 3rd Street, Near HP Petrol Bunk Via Mangadu",600122,Chennai,IN,TS,33AAHFV3820E1ZH,,
A209632,SC-208355,"5/1049-3, Om Shanthi Nagar, Near Kothur Circle, ESI Ring Road, Mookandapalli,",635126,Hosur,IN,TN,33BPVPR5966K1ZU,,
A206656,SC-207668,"14/69 Thambu Lane, Royapuram",600013,Chennai,IN,TN,33ATLPK9117G1ZM,,
A206656,SC-207668,"14/69 Thambu Lane, Royapuram",600013,Chennai,IN,TN,33ATLPK9117G1ZM,,
9042,SC-8497,"45, Suryapur Ind. Soc., A.K.Road",395008,Surat,IN,GJ,24ABKPS9428H1Z7,,
9042,SC-8497,"45, Suryapur Ind. Soc., A.K.Road",395008,Surat,IN,GJ,24ABKPS9428H1Z7,,
9043,SC-8498,"158/60, Narayan Dhuru Street, 2nd Floor",400003,Mumbai,IN,MH,27AADFB7229D1ZP,,
9043,SC-8498,"158/60, Narayan Dhuru Street, 2nd Floor",400003,Mumbai,IN,MH,27AADFB7229D1ZP,,
A206659,SC-202654,"PESH Industrial Premises, Plot no. 79 1 A, First Floor, Gala No. 45 and 46, S Block M.I.D.C, Near Ce",411026,Pune,IN,MH,27AABFI6338L1Z3,,
A206659,SC-202654,"PESH Industrial Premises, Plot no. 79 1 A, First Floor, Gala No. 45 and 46, S Block M.I.D.C, Near Ce",411026,Pune,IN,MH,27AABFI6338L1Z3,,
Bill to,SC-202654,,411026,Pune,IN,MH,,,
A209632,SC-208355,"5/1049-3, Om Shanthi Nagar, Near Kothur Circle, ESI Ring Road, Mookandapalli,",635126,Hosur,IN,TN,33BPVPR5966K1ZU,,
A207436,SC-207927,"D4, 704, Vedant Complex Thane West",400606,Mumbai,IN,MH,27AAUFP6491Q1ZX,,
9045,SC-8500,"Vyas Vertex, 1206/41-A, J.M. Road  Shivajinagar",411004,Pune,IN,MH,27AAVPB4338D1ZQ,,
9045,SC-8500,"Vyas Vertex, 1206/41-A, J.M. Road  Shivajinagar",411004,Pune,IN,MH,27AAVPB4338D1ZQ,,
A207436,SC-207927,"D4, 704, Vedant Complex Thane West",400606,Mumbai,IN,MH,27AAUFP6491Q1ZX,,
8465,SC-7788,"77/79 Nagdevi Cross lane,Patel House,1st Floor",400003,Mumbai,IN,MH,27ALKPP8964D1ZK,,
6276,1008,Beverly Park Residences,400709,Navi Mumbai,IN,MH,27AABCP4405E1ZT,,
1143,490,Power Transformers Division (T1) Kanjur Marg (East),400042,Mumbai,IN,MH,,,
8465,SC-7788,"77/79 Nagdevi Cross lane,Patel House,1st Floor",400003,Mumbai,IN,MH,27ALKPP8964D1ZK,,
A208946,SC-7788,"71, Nagdevi Cross Lane,",400003,Mumbai,IN,MH,27ALKPP8964D1ZK,,
A208946,SC-7788,"71, Nagdevi Cross Lane,",400003,Mumbai,IN,MH,27ALKPP8964D1ZK,,
A209645,SC-208358,"P. Mall, Near Big Bazzar Exhibition Road,",800001,Patna,IN,BH,,,
A209645,SC-208358,"P. Mall, Near Big Bazzar Exhibition Road,",800001,Patna,IN,BH,,,
2207,SC-00878,"Leslico House,3rd Floor, Prof.V.S Agashe Road, Dadar West",400028,Mumbai,IN,MH,27AAHFJ7149Q1ZJ,,
6400,1826,"Plot no -14, Udyog kendra, GB nagar",201304,Greater noida,IN,UP,,,
6400,1826,"Plot no -14, Udyog kendra, GB nagar",201304,Greater noida,IN,UP,,,
2207,SC-00878,"Leslico House,3rd Floor, Prof.V.S Agashe Road, Dadar West",400028,Mumbai,IN,MH,27AAHFJ7149Q1ZJ,,
6276,1008,Beverly Park Residences,400709,Navi Mumbai,IN,MH,27AABCP4405E1ZT,,
6422,1008,"PG House, Near PTA Gate, MIDC Area, Patalganga, Rasayani, Khalapur District",410220,Raigarh,IN,MH,27AABCP4405E1ZT,,
6422,1008,"PG House, Near PTA Gate, MIDC Area, Patalganga, Rasayani, Khalapur District",410220,Raigarh,IN,MH,27AABCP4405E1ZT,,
A207885,SC-208023,"Shop.No. 148.1st Floor OM Arcade ,Opp Turbhe Railway Stn Sector - 20.Turbhe",400705,Navi Mumbai,IN,MH,27ADNPH5774J1ZZ,,
A207885,SC-208023,"Shop.No. 148.1st Floor OM Arcade ,Opp Turbhe Railway Stn Sector - 20.Turbhe",400705,Navi Mumbai,IN,MH,27ADNPH5774J1ZZ,,
A207886,SC-208024,"Plot No. 50, Bibijan Street. First Floor",400003,Mumbai,IN,MH,27AAAFB1345F1ZZ,,
A207886,SC-208024,"Plot No. 50, Bibijan Street. First Floor",400003,Mumbai,IN,MH,27AAAFB1345F1ZZ,,
9047,SC-8502,Tonk Road,302018,Jaipur,IN,RJ,08AAACC0100E1ZN,,
9047,SC-8502,Tonk Road,302018,Jaipur,IN,RJ,08AAACC0100E1ZN,,
6466,1008,"5, TTC industrial Area, Thane Belapur Road, Ghansoli",400701,Navi Mumbai,IN,MH,27AAACR5055K1Z7,,
6466,1008,"5, TTC industrial Area, Thane Belapur Road, Ghansoli",400701,Navi Mumbai,IN,MH,27AAACR5055K1Z7,,
A206605,207636,"Address: Chennai Industrial Park 1 Sez Unit, Plot no.3, Phase IIISipcot Ind Park, Sandavellur (Vil)",602106,Kanchipuram,IN,TN,33AAACF5248E1Z0,,
Bill to,207636,,602106,Kanchipuram,IN,TN,,,
6467,1008,Hazira Petrochemicals Division Village Mora Batha P.O.,394510,Surat,IN,GJ,24AAACR5055K1ZD,,
6467,1008,Hazira Petrochemicals Division Village Mora Batha P.O.,394510,Surat,IN,GJ,24AAACR5055K1ZD,,
A206854,SC-207755,"No 15, Shop No. 1, Kalyan Trade Centre WallersRoad,Chintadripet, Oppsite to Canara Bank, Chennai,",600002,Chennai,IN,TN,33ABJFA8224C1ZU,,
A206854,SC-207755,"No 15, Shop No. 1, Kalyan Trade Centre WallersRoad,Chintadripet, Oppsite to Canara Bank, Chennai,",600002,Chennai,IN,TN,33ABJFA8224C1ZU,,
A207004,SC-207848,"50 B, GIDC, Makarpura",390010,Vadodara,IN,GJ,24AAHCP0865C1ZP,,
A206890,1837,"Chennai Petroleum Corporation Limited, Materials And Contracts Department, Manali",600068,Chennai,IN,TN,33AAACM4392C1ZU,,
A206890,1837,"Chennai Petroleum Corporation Limited, Materials And Contracts Department, Manali",600068,Chennai,IN,TN,33AAACM4392C1ZU,,
A210372,SC-208114,"A 16, Ghatkopar Industrial Estate, Ghatkopar (W)",400086,Mumbai,IN,MH,27AAJPS7546N1ZS,,
A210372,SC-208114,"A 16, Ghatkopar Industrial Estate, Ghatkopar (W)",400086,Mumbai,IN,MH,27AAJPS7546N1ZS,,
110,SC-01741,"Vasudha House, S No. 182/2/1 Main Baner Road Next to Great Punjab Hotel, Nr. Cosmos Bank",411045,Pune,IN,MH,27AAAPO8033F1ZU,,
6646,1008,"No. 89. Dr Radhakrishnan  Salai, Mylapore",600004,Chennai,IN,TN,,,
6646,1008,"No. 89. Dr Radhakrishnan  Salai, Mylapore",600004,Chennai,IN,TN,,,
6673,1008,"1103/4 , C wing, Chaitanya Towers, Prabhadevi, Dadar West",400025,Mumbai,IN,MH,27AAACR5055K1Z7,,
6673,1008,"1103/4 , C wing, Chaitanya Towers, Prabhadevi, Dadar West",400025,Mumbai,IN,MH,27AAACR5055K1Z7,,
A207566,1008,"Building 10 B, first floor, WS 131, RCP, Ghansoli,",400701,Navi Mumbai,IN,MH,27AABCD7169H1ZG,,
A207566,1008,"Building 10 B, first floor, WS 131, RCP, Ghansoli,",400701,Navi Mumbai,IN,MH,27AABCD7169H1ZG,,
A209929,SC-208402,"Regd off:shop No.1, Raut building, Sr.No. 11/1, Jagtap Patil, Muktai Nagar, Nanded Gaon, Sinhagad Ro",411041,Pune,IN,MH,27ABGFM7920E1Z9,,
A209929,SC-208402,"Regd off:shop No.1, Raut building, Sr.No. 11/1, Jagtap Patil, Muktai Nagar, Nanded Gaon, Sinhagad Ro",411041,Pune,IN,MH,27ABGFM7920E1Z9,,
9594,SC-9027,"Shop No.3, Unnathi Gardens, Devdaya Nagar, Opp. Pokharan Rd Number 1, Thane West",400606,Thane,IN,MH,27BBTPP0463P1ZS,,
9594,SC-9027,"Shop No.3, Unnathi Gardens, Devdaya Nagar, Opp. Pokharan Rd Number 1, Thane West",400606,Thane,IN,MH,27BBTPP0463P1ZS,,
2469,SC-01257,"12/28, D-1 MIDC, First Floor, Near Thermax Chowk, Chinchwad, Pune - 411019, Maharashtra",411019,Pune,IN,MH,27AAOCS8730N1ZI,,
2469,SC-01257,"12/28, D-1 MIDC, First Floor, Near Thermax Chowk, Chinchwad, Pune - 411019, Maharashtra",411019,Pune,IN,MH,27AAOCS8730N1ZI,,
9580,SC-01257,"SEIMITSU Tower-Plot No. A-51, H-Block MIDC Industrial Area, Pimpri-Chinchwad",411018,Pune,IN,MH,27AAOCS8730N1ZI,,
9580,SC-01257,"SEIMITSU Tower-Plot No. A-51, H-Block MIDC Industrial Area, Pimpri-Chinchwad",411018,Pune,IN,MH,27AAOCS8730N1ZI,,
A206934,207819,"158, Basement Industrial Area,Phase 2",160017,Chandigarh,IN,CH,04AAXPM2137M1Z9,,
A206934,207819,"158, Basement Industrial Area,Phase 2",160017,Chandigarh,IN,CH,04AAXPM2137M1Z9,,
A206935,207819,"158, Basement Industrial Area,Phase 2",160017,Chandigarh,IN,CH,04AAXPM2137M1Z9,,
A206935,207819,"158, Basement Industrial Area,Phase 2",160017,Chandigarh,IN,CH,04AAXPM2137M1Z9,,
Bill to,17587,,400037,Mumbai,IN,MH,,,
A16544,207586,"Tarapur Atomic Power Station 1-4,Tarapur Maharashtra Site PO TAPP, Via Boisar",401504,Palghar,IN,MH,27AAACN3154F1ZQ,,
A16544,207586,"Tarapur Atomic Power Station 1-4,Tarapur Maharashtra Site PO TAPP, Via Boisar",401504,Palghar,IN,MH,27AAACN3154F1ZQ,,
5001,1524,"Upper Ground Floor  Plot No.19 and 20, Sector 16-A, Film City",201301,Noida,IN,UP,,,
5001,1524,"Upper Ground Floor  Plot No.19 and 20, Sector 16-A, Film City",201301,Noida,IN,UP,,,
110,SC-01741,"Vasudha House, S No. 182/2/1 Main Baner Road Next to Great Punjab Hotel, Nr. Cosmos Bank",411045,Pune,IN,MH,27AAAPO8033F1ZU,,
A207567,1008,"Village Meghpar, Padana, Gagva, Taluka Lalpur,",361140,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
A207567,1008,"Village Meghpar, Padana, Gagva, Taluka Lalpur,",361140,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
A207354,SC-207914,"5-2-430, New Osmangunj Risala Abdula, Near M C H Boys Hostel, Oppsite Dr. Gopichand,",500017,Hyderabad,IN,TS,36AHTPK7586R1ZX,,
A207354,SC-207914,"5-2-430, New Osmangunj Risala Abdula, Near M C H Boys Hostel, Oppsite Dr. Gopichand,",500017,Hyderabad,IN,TS,36AHTPK7586R1ZX,,
A208231,208101,"M/s DLF Cyber City Developers Limited, 16th Floor, Tower C, Building No. 5, DLF Cyber City,",122002,Gurgaon,IN,HR,06AAACL2089B1ZW,,
A208231,208101,"M/s DLF Cyber City Developers Limited, 16th Floor, Tower C, Building No. 5, DLF Cyber City,",122002,Gurgaon,IN,HR,06AAACL2089B1ZW,,
A208539,1008,"PTA Stores B/4, Midc Industrial Area, Patalganga, Rasayani",410207,RAIGAD,IN,MH,27AAACR5055K1Z7,,
A208539,1008,"PTA Stores B/4, Midc Industrial Area, Patalganga, Rasayani",410207,RAIGAD,IN,MH,27AAACR5055K1Z7,,
A209167,1008,"Reliance Green Township Village Meghpar/ Padana / Gagva, PO Moti Khavdi,",361140,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
A209167,1008,"Reliance Green Township Village Meghpar/ Padana / Gagva, PO Moti Khavdi,",361140,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
A207870,SC-208014,"A/p Manjarewadi, Taluka Shirur,",412208,Pune,IN,MH,NoGSTNumber1234,,
A207870,SC-208014,"A/p Manjarewadi, Taluka Shirur,",412208,Pune,IN,MH,NoGSTNumber1234,,
A209209,1008,"DTA PP Control room C/D, JMD Refinery,",361142,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
A209209,1008,"DTA PP Control room C/D, JMD Refinery,",361142,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
1143,490,Power Transformers Division (T1) Kanjur Marg (East),400042,Mumbai,IN,MH,,,
A208496,490,"D-5 industrial area M.P.A.k.V.N,",462046,Mandideep,IN,MP,23AAACC3840K5ZT,,
A208496,490,"D-5 industrial area M.P.A.k.V.N,",462046,Mandideep,IN,MP,23AAACC3840K5ZT,,
A208955,208187,"Plot no. 724, Phase III, G.I.D.C., Savli,",391775,Vadodara,IN,GJ,24AAACA5584C1Z1,,
A208955,208187,"Plot no. 724, Phase III, G.I.D.C., Savli,",391775,Vadodara,IN,GJ,24AAACA5584C1Z1,,
A208897,SC-208179,"Mumbai Office- 187, Narsinatha St, Bhat Bazar, Maszid Bunder (W)",400009,Mumbai,IN,MH,27ABVPJ0250H1ZL,,
A208897,SC-208179,"Mumbai Office- 187, Narsinatha St, Bhat Bazar, Maszid Bunder (W)",400009,Mumbai,IN,MH,27ABVPJ0250H1ZL,,
1982,418,"Siddhartha House, 4th Floor, Plot No. 06, Sector-44, Sector 45",122003,Gurugram,IN,HR,,,
1982,418,"Siddhartha House, 4th Floor, Plot No. 06, Sector-44, Sector 45",122003,Gurugram,IN,HR,,,
6230,418,"Plot  No-537, Gopharu, Shahdol Behind Bharat Petrol Pump, Sudhir Milk Dairy, Near FCI Godown, Tehsil",484001,Shahdol,IN,MP,23AAKCS3608R1ZV,,
6230,418,"Plot  No-537, Gopharu, Shahdol Behind Bharat Petrol Pump, Sudhir Milk Dairy, Near FCI Godown, Tehsil",484001,Shahdol,IN,MP,23AAKCS3608R1ZV,,
6630,1936,"2 and 3B, Chinmayanand Ashram, Powai",400087,Mumbai,IN,MH,,,
6630,1936,"2 and 3B, Chinmayanand Ashram, Powai",400087,Mumbai,IN,MH,,,
1434,83,"Cummins India Office Campus Tower A and B, Survey No. 21, Balewadi",411045,Pune,IN,MH,,,
1434,83,"Cummins India Office Campus Tower A and B, Survey No. 21, Balewadi",411045,Pune,IN,MH,,,
A209054,83,"CTCI, Dhanukar Colony, Kothrud,",411038,Pune,IN,MH,27AABCT2018B1ZY,,
6151,1716,"A-18, First, Okhla Industrial Area, Phase-II, New Delhi, South Delhi",110020,Delhi,IN,DL,24AAICA1334J1ZY,,
6151,1716,"A-18, First, Okhla Industrial Area, Phase-II, New Delhi, South Delhi",110020,Delhi,IN,DL,24AAICA1334J1ZY,,
6153,1716,"Plot No.SM-37, Sanand-II, Industrial Estate, Sanand",382110,Ahmedabad,IN,GJ,24AAICA1334J1ZY,,
6153,1716,"Plot No.SM-37, Sanand-II, Industrial Estate, Sanand",382110,Ahmedabad,IN,GJ,24AAICA1334J1ZY,,
6154,1716,"302, 3Rd Floor Embassy Classic No.11, Vittal Mallaya Road",560001,Bangalore,IN,KA,,,
6154,1716,"302, 3Rd Floor Embassy Classic No.11, Vittal Mallaya Road",560001,Bangalore,IN,KA,,,
6155,1716,"Village - Shahabad Works, Mundel - Chitapur",585229,Gulbarga,IN,KA,,,
6155,1716,"Village - Shahabad Works, Mundel - Chitapur",585229,Gulbarga,IN,KA,,,
6156,1716,"A7, Sector 65",201301,Noida,IN,DL,,,
6156,1716,"A7, Sector 65",201301,Noida,IN,DL,,,
6157,1716,Maneja,390011,Vadodara,IN,GJ,24AAICA1334J1ZY,,
6157,1716,Maneja,390011,Vadodara,IN,GJ,24AAICA1334J1ZY,,
6158,1716,"Plot No. Sm-37, Sanand II Industrial Estate, Sanand",382110,Ahmedabad,IN,GJ,24AAICA1334J1ZY,,
6158,1716,"Plot No. Sm-37, Sanand II Industrial Estate, Sanand",382110,Ahmedabad,IN,GJ,24AAICA1334J1ZY,,
Bill to,207613,,400003,Mumbai,IN,MH,,,
9848,SC-9230,"Godown No-1, Mohatta Compound Dr E. Moses Road, Worli",400018,Mumbai,IN,MH,27AAACW1937F1ZE,,
9848,SC-9230,"Godown No-1, Mohatta Compound Dr E. Moses Road, Worli",400018,Mumbai,IN,MH,27AAACW1937F1ZE,,
A206582,207614,"New Diamond Industrial Estate, Gala No.208, 2 nd Floor, Nr. Veerwani Industrial Estate, Goregaon ( E",400063,Mumbai,IN,MH,27BCLPS6625K1ZX,,
A206582,207614,"New Diamond Industrial Estate, Gala No.208, 2 nd Floor, Nr. Veerwani Industrial Estate, Goregaon ( E",400063,Mumbai,IN,MH,27BCLPS6625K1ZX,,
Bill to,207614,,400063,Mumbai,IN,MH,,,
A208898,SC-208179,"16, Near Devi Mandir, Opp Delhi Gate, Delhi NCR",201001,Ghaziabad,IN,UP,09ADRPJ4022H1ZH,,
9058,SC-8514,"415-429, Ahmed Bldg, Pathe Bapurao Marg, Opp Islampura Street",400004,Mumbai,IN,MH,27ABFFSAA25D1Z0,,
9058,SC-8514,"415-429, Ahmed Bldg, Pathe Bapurao Marg, Opp Islampura Street",400004,Mumbai,IN,MH,27ABFFSAA25D1Z0,,
9063,SC-8517,"Line no. 2, Alam Chowk, 1600 Plot Akot File Akola",444003,,IN,MH,27GWBPS8337F1Z3,,
A208898,SC-208179,"16, Near Devi Mandir, Opp Delhi Gate, Delhi NCR",201001,Ghaziabad,IN,UP,09ADRPJ4022H1ZH,,
9063,SC-8517,"Line no. 2, Alam Chowk, 1600 Plot Akot File Akola",444003,,IN,MH,27GWBPS8337F1Z3,,
8532,SC-7829,379 B Mogal House Opp Creative Ind. N.M. Joshi Marg,400011,Mumbai,IN,MH,27ETJPS1355G1ZD,,
8532,SC-7829,379 B Mogal House Opp Creative Ind. N.M. Joshi Marg,400011,Mumbai,IN,MH,27ETJPS1355G1ZD,,
9064,SC-8518,"New No. 2, Old No. 10, Welder Street, Anna Salai, Near LIC Building",600002,Chennai,IN,TN,33AICPP7535R1ZN,,
9064,SC-8518,"New No. 2, Old No. 10, Welder Street, Anna Salai, Near LIC Building",600002,Chennai,IN,TN,33AICPP7535R1ZN,,
A206587,207617,"Saifee Burhani Park,A Wing,Room No 502, Champsi Bhimji Marg,Anjeerwadi, Mazgaon",400010,Mumbai,IN,MH,27ALIPM3722C1ZD,,
A206587,207617,"Saifee Burhani Park,A Wing,Room No 502, Champsi Bhimji Marg,Anjeerwadi, Mazgaon",400010,Mumbai,IN,MH,27ALIPM3722C1ZD,,
A207889,SC-208025,"Ekta Complex, Relief Road, Kadiakui Nr United Bank",380001,Ahmedabad,IN,GJ,24AAFFP6145A1ZO,,
A207889,SC-208025,"Ekta Complex, Relief Road, Kadiakui Nr United Bank",380001,Ahmedabad,IN,GJ,24AAFFP6145A1ZO,,
A209054,83,"CTCI, Dhanukar Colony, Kothrud,",411038,Pune,IN,MH,27AABCT2018B1ZY,,
1435,84,"Division Of Cummins Technologies India Pvt Ltd,Cummins India Office Campus,Tower B, Survey No. 21, B",411045,Pune,IN,MH,,,
1435,84,"Division Of Cummins Technologies India Pvt Ltd,Cummins India Office Campus,Tower B, Survey No. 21, B",411045,Pune,IN,MH,,,
1436,85,"Plot No. B3-1,Sez Unit, Village-Surwadi and Nandal, Dist.-Satara",415522,Phaltan,IN,MH,27AABCC1533E1Z7,,
6590,1923,"IGL Bhavan 4, Community Centre, Sector-IX, R.K.Puram",110022,New Delhi,IN,DL,07AAACI5076R1ZZ,,
6590,1923,"IGL Bhavan 4, Community Centre, Sector-IX, R.K.Puram",110022,New Delhi,IN,DL,07AAACI5076R1ZZ,,
A209704,SC-208365,"Plot No.104, Service Industrial Estate, Sector-23, Turbhe,",400705,Navi Mumbai,IN,MH,27AAEFD9484B1ZD,,
A209704,SC-208365,"Plot No.104, Service Industrial Estate, Sector-23, Turbhe,",400705,Navi Mumbai,IN,MH,27AAEFD9484B1ZD,,
A209930,SC-208403,"15, Star Hosiery Compound, Gala Na 12 G, Mount Road Sitafalwadi Mazgaon,",400010,Mumbai,IN,MH,27BGCPK3935P1ZX,,
1436,85,"Plot No. B3-1,Sez Unit, Village-Surwadi and Nandal, Dist.-Satara",415522,Phaltan,IN,MH,27AABCC1533E1Z7,,
1437,85,"C-33, Nagapur, MIDC",414111,Ahmednagar,IN,MH,27AABCC1533E1Z7,,
A206589,SC-207621,Croma Devarc Mall,380053,Ahmedabad,IN,GJ,24AACCV1726H1ZK,,
A206589,SC-207621,Croma Devarc Mall,380053,Ahmedabad,IN,GJ,24AACCV1726H1ZK,,
A209210,1008,"PO Moti khavadi,",361142,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
A209210,1008,"PO Moti khavadi,",361142,Jamnagar,IN,GJ,24AAACR5055K1ZD,,
A206591,SC-207623,"202, SECOND FLOOR, COSMOS MARY PARK, OPP.PRATAP CINEMA, KOLBAD, THANE (W)",400601,Mumbai,IN,MH,27AACCK1009Q1ZE,,
A206591,SC-207623,"202, SECOND FLOOR, COSMOS MARY PARK, OPP.PRATAP CINEMA, KOLBAD, THANE (W)",400601,Mumbai,IN,MH,27AACCK1009Q1ZE,,
A207606,SC-207961,"Office No 1003, 10th Floor Ellora Fiesta, B.R. Ambedkar Marg, Juinagar (W),",400706,Navi Mumbai,IN,MH,27AADCE2693R1ZX,,
A207606,SC-207961,"Office No 1003, 10th Floor Ellora Fiesta, B.R. Ambedkar Marg, Juinagar (W),",400706,Navi Mumbai,IN,MH,27AADCE2693R1ZX,,
1437,85,"C-33, Nagapur, MIDC",414111,Ahmednagar,IN,MH,27AABCC1533E1Z7,,
A206594,SC-207626,Centre Warehouse Corporation (CWC)  No.2 Chinnasamy Naidu Road Sidhapudur,641044,Coimbatore,IN,TN,33BENPM6239R1ZO,,
A206594,SC-207626,Centre Warehouse Corporation (CWC)  No.2 Chinnasamy Naidu Road Sidhapudur,641044,Coimbatore,IN,TN,33BENPM6239R1ZO,,
A206596,SC-207628,"1-20-248, IInd. Floor, (Next to Neelkamal Chairs) Rasoolpura",500003,Secunderabad,IN,TS,36AAGCA6049L1ZD,,
A206596,SC-207628,"1-20-248, IInd. Floor, (Next to Neelkamal Chairs) Rasoolpura",500003,Secunderabad,IN,TS,36AAGCA6049L1ZD,,
1438,85,"Dahanukar Colony, Kothrud",411038,Pune,IN,MH,27AABCC1533E1Z7,,
A210104,1008,"Reliance Corporate IT Park Limited, Block 7B, 1st Floor, Thane Belapur Road,",400701,Navi Mumbai,IN,MH,27AAACR5055K1Z7,,
A208084,SC-208073,"No. 9, 7th Cross Link Road, Cholurpalya, Magadi Road, Vijayanagar,",560026,Bangalore,IN,KA,29AHHPJ0128Q1ZZ,,
A208084,SC-208073,"No. 9, 7th Cross Link Road, Cholurpalya, Magadi Road, Vijayanagar,",560026,Bangalore,IN,KA,29AHHPJ0128Q1ZZ,,
1438,85,"Dahanukar Colony, Kothrud",411038,Pune,IN,MH,27AABCC1533E1Z7,,
1439,85,"Plot No.G-06, Ranjangaon MIDC, Tal - Shirur",412220,Pune,IN,MH,27AABCC1533E1Z7,,
1439,85,"Plot No.G-06, Ranjangaon MIDC, Tal - Shirur",412220,Pune,IN,MH,27AABCC1533E1Z7,,
1440,85,"India Office Campus, Tower A, 6th Floor, Survey No. 21, Balewadi",411045,Pune,IN,MH,27AABCC1533E1Z7,,
1440,85,"India Office Campus, Tower A, 6th Floor, Survey No. 21, Balewadi",411045,Pune,IN,MH,27AABCC1533E1Z7,,
1459,86,"Lab Ops , ( Turbo Lab) Cummins Technical Center India. Kothrud",411045,Pune,IN,MH,,,
A207720,SC-207985,"Gala No. 3, Ramdular Compound, Rahat Nagar, R.M. Road, Oshiwara, Jogeshwari (w),",400102,Mumbai,IN,MH,27ASMPS4050J1ZB,,
A207720,SC-207985,"Gala No. 3, Ramdular Compound, Rahat Nagar, R.M. Road, Oshiwara, Jogeshwari (w),",400102,Mumbai,IN,MH,27ASMPS4050J1ZB,,
9840,SC-9223,505-506 Red Rose Building  49-50 Nehru Place,110019,New Delhi,IN,DL,07AABCK8425D1ZQ,,
9840,SC-9223,505-506 Red Rose Building  49-50 Nehru Place,110019,New Delhi,IN,DL,07AABCK8425D1ZQ,,
A210104,1008,"Reliance Corporate IT Park Limited, Block 7B, 1st Floor, Thane Belapur Road,",400701,Navi Mumbai,IN,MH,27AAACR5055K1Z7,,
9079,SC-8536,"FF-4 Alankar Tower, Opp M S University, Sayajigunj, Vadodara,",390005,VADODARA,IN,GJ,24AWNPR3156R1ZO,,
9079,SC-8536,"FF-4 Alankar Tower, Opp M S University, Sayajigunj, Vadodara,",390005,VADODARA,IN,GJ,24AWNPR3156R1ZO,,
A206609,SC-207638,"Plot no PL/11/1 MIDC Additional Ambernath Ind Area Ambernath (E), Dist.Thane",421506,Mumbai,IN,MH,27AABCP4401A1Z5,,
A206609,SC-207638,"Plot no PL/11/1 MIDC Additional Ambernath Ind Area Ambernath (E), Dist.Thane",421506,Mumbai,IN,MH,27AABCP4401A1Z5,,
A210197,1008,"Engineering Stores II, Nagothane Manufacturing Unit, Taluka Roha,",402125,Raigad,IN,MH,27AAACR5055K1Z7,,
A210197,1008,"Engineering Stores II, Nagothane Manufacturing Unit, Taluka Roha,",402125,Raigad,IN,MH,27AAACR5055K1Z7,,
A210254,1008,"(Unit of Reliance Jamnagar SEZ), Village: Meghpar/Padana, Taluka: Lalpur,",361280,Jamnagar,IN,GJ,24AAACR5055K3ZB,,
A210254,1008,"(Unit of Reliance Jamnagar SEZ), Village: Meghpar/Padana, Taluka: Lalpur,",361280,Jamnagar,IN,GJ,24AAACR5055K3ZB,,
A206577,207611,"Plot No. 137 , Functional Industrial Estate , Patparganj",110092,New Delhi,IN,DL,07AAAFW8652N1ZJ,,
A206577,207611,"Plot No. 137 , Functional Industrial Estate , Patparganj",110092,New Delhi,IN,DL,07AAAFW8652N1ZJ,,
9086,SC-8543,"44-C, Bihari Baug,3rd Floor,3rd Bhoiwada,Bhuleshwar",400002,Mumbai,IN,MH,27AIZPM1483A1Z0,,
9086,SC-8543,"44-C, Bihari Baug,3rd Floor,3rd Bhoiwada,Bhuleshwar",400002,Mumbai,IN,MH,27AIZPM1483A1Z0,,
9087,SC-8544,"145/2, GIDC Estate, Nr BOB, Naroda",382330,Ahmedabad,IN,GJ,24AABFP8109Q1ZV,,
9583,SC-9016,"C-31, Sector -63",201301,Noida,IN,UP,09AAACI6863N1ZY,,
956,SC-02353,"Bldg No:152,Narayan Dhuru Street,2nd floor,Office no 25",400003,Mumbai,IN,MH,27AADPS8493A1ZH,,
A206554,207594,"502/ A, Bezzola Complex, Opp, Sion - Trombay Rd, Suman Nagar, Chembur East",400071,Mumbai,IN,MH,27AAACU6725B1ZK,,
A206554,207594,"502/ A, Bezzola Complex, Opp, Sion - Trombay Rd, Suman Nagar, Chembur East",400071,Mumbai,IN,MH,27AAACU6725B1ZK,,
4186,SC-7446,"118, 1st Floor, B-Wing, Sai Darshan, HSG Society, Road No. 7, Near ESIC Sub Regional Office, Next",400093,Mumbai,IN,MH,27AAFCB0777R1Z1,,
