#,Date,Customer,Remarks,Due Date,Branch,Document Status,Document Total (FC),Document Total (SC),Document Status,Canceled,Total Discount,Total Discount (FC),Total Discount (SC),Ship To,Bill to,Applied WTax,Document Total,Tax Amount (SC),Project,Inside Sales Owner,
10210972,24 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2739.,28 Sep 18,Maharashtra,,0,"1,062.00",Closed,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,0,1062,162,27510,Husna Khan,
10210971,24 Sep 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 2730.,4 Oct 18,Maharashtra,,0,"12,25,092.42",Closed,No,0,0,0,Shantipur Parli Part Kamrup (R) MirzaPuzhal Bharathidasan University  Department of Animal Science Tiruchirapalli 620024 Tamil Nadu,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,1225092.42,212239.80,27372,Puja Pawar,
10210970,24 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2247.,14 Sep 18,Maharashtra,,0,"1,22,111.60",Closed,No,0,0,0,Survey No 234 235 And 245Phase-1 Hinjewadi Pune 411057 Maharashtra,Survey No 234 235 And 245Phase-1 Hinjewadi Pune 411057 Maharashtra,0,122111.60,16491.6,26573,Aditya Andankar,
10210969,24 Sep 18,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 2713.,29 Sep 18,Maharashtra,,0,"11,682.00",Closed,No,0,0,0,Stores Dept. Plant 16 Material Handling Division Godrej & Boyce Mfg. Co. Ltd. Vikhroli East Mumbai 400079 Maharashtra,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,0,11682,1782,27387,Kartik Pai,
10210968,24 Sep 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1310.,31 Aug 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"7,774.12",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,7774.12,1185.88,25212,Supriya Govalkar,
10210967,24 Sep 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 2729.,26 Sep 18,Maharashtra,,0,"25,680.86",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,25680.86,3917.42,27493,Supriya Govalkar,
10210966,21 Sep 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 2696.,24 Sep 18,Maharashtra,,0,"40,170.22",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,40170.22,6127.66,27468,Swati Bhosale,
10210965,21 Sep 18,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 2698.,15 Oct 18,Maharashtra,,0,"4,12,262.50",Closed,No,0,0,0,Diesel Locomotive Factory Village Bajid Bhoraha and Talpuraina Tehsil Marhowra Saran 841418 Bihar,Diesel Locomotive Factory Village Bajid Bhoraha and Talpuraina Tehsil Marhowra Saran 841418 Bihar,0,412262.50,62887.5,26980,Swati Bhosale,
10210964,24 Sep 18,Survival Systems India,Based On Sales Quotations 2704.,29 Sep 18,Maharashtra,,0,"6,621.26",Closed,No,0,0,0,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,0,6621.26,709.42,27227,Sarika Tanawade,
10210963,24 Sep 18,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 2679.,28 Sep 18,Maharashtra,,0,"9,764.50",Closed,No,0,0,0,Stores Dept. Plant 16 Material Handling Division Godrej & Boyce Mfg. Co. Ltd. Vikhroli East Mumbai 400079 Maharashtra,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,0,9764.5,1489.5,27408,Kartik Pai,
10210962,24 Sep 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 2690.,30 Sep 18,Maharashtra,,0,"17,088.40",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,17088.4,2558.4,26985,Kartik Pai,
10210961,24 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 2712.,28 Sep 18,Maharashtra,,0,"6,838.64",Closed,No,0,0,0,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,0,6838.64,1043.18,27306,Pravin Shinde,
10210960,21 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2697.,24 Sep 18,Maharashtra,,0,"1,11,439.20",Closed,No,0,0,0,D-4/1KurkumbhMIDCDaund Pune 413802 Maharashtra,D-4/1KurkumbhMIDCDaund Pune 413802 Maharashtra,0,111439.20,16999.2,25834,Husna Khan,
10210959,22 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2707.,29 Sep 18,Maharashtra,,0,"42,367.90",Closed,Yes,0,0,0,Plot No 71 and 72 Sector-3 IIe Pantnagar Udham Singh Nagar 263153 Uttarakhand,Plot No 71 and 72 Sector-3 IIe Pantnagar Udham Singh Nagar 263153 Uttarakhand,0,42367.9,6462.9,27429,Rajani Kyatham,
10210958,21 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2640.,25 Sep 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"1,41,248.36",Open,No,0,0,0,Trading Unit Plant C-75 MIDC Industrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,Trading Unit Plant C-75 MIDC Industrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,0,141248.36,21546.36,27357,Sheeba Shaikh,
10210957,21 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2691.,12 Oct 18,Maharashtra,,0,"1,34,596.70",Open,No,0,0,0,Trading Unit Plant C-75 MIDC Industrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,Trading Unit Plant C-75 MIDC Industrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,0,134596.70,20531.7,27461,Sheeba Shaikh,
10210956,21 Sep 18,Hyosung T and D India Pvt. Ltd.,Based On Sales Quotations 2528.,29 Sep 18,Maharashtra,,0,"12,980.00",Closed,No,0,0,0,IP-11 Khed City Village Nimgaon Khed Taluka Pune-Nashik Road Pune 410505 Maharashtra,IP-11 Khed City Village Nimgaon Khed Taluka Pune-Nashik Road Pune 410505 Maharashtra,0,12980,1980,26933,Sajida Sayyed,
10210955,21 Sep 18,Kirloskar Corrocoat Pvt. Ltd.,Based On Sales Quotations 2686.,5 Oct 18,Maharashtra,,0,"8,421.08",Closed,No,0,0,0,Kirloskarwadi Tal- Palus Dist- Sangli Sangli 416308 Maharashtra,Kirloskarwadi Tal- Palus Dist- Sangli Sangli 416308 Maharashtra,0,8421.08,1284.58,26220,Pravin Shinde,
10210954,21 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2129.,2 Oct 18,Maharashtra,,0,"4,443.22",Closed,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,0,4443.22,677.78,26187,Husna Khan,
10210953,20 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 2337.,2 Oct 18,Maharashtra,,0,"60,132.80",Open,No,0,0,0,CFS / CES Division Plot No. A1-A1/2  Midc Phaltan SurvadI Phaltan Satara 415523 Maharashtra,CFS / CES Division Plot No. A1-A1/2  Midc Phaltan SurvadI Phaltan Satara 415523 Maharashtra,0,60132.8,9172.8,26927,Poonam Mohite,
10210952,20 Sep 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 2560.,1 Nov 18,Maharashtra,,0,"16,127.94",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,16127.94,2460.19,27049,Supriya Govalkar,
10210951,20 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2673.,25 Sep 18,Maharashtra,,0,"2,161.24",Open,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,0,2161.24,329.68,27420,Sheeba Shaikh,
10210950,20 Sep 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 2675.,24 Sep 18,Maharashtra,,0,"6,844.00",Open,No,0,0,0,DSM 433 434 435  4TH FLOOR DLF TOWER  SHIVAJI MARG New Delhi 110015 Delhi,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,6844,1044,27392,Puja Pawar,
10210949,20 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2144.,25 Sep 18,Maharashtra,,0,"3,67,584.42",Open,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,0,367584.42,56072.2,26581,Sheeba Shaikh,
10210948,20 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2511.,24 Sep 18,Maharashtra,,0,"10,557.89",Closed,No,0,0,0,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,0,10557.89,1610.52,26780,Rajani Kyatham,
10210947,20 Sep 18,VVF Ltd.,Based On Sales Quotations 2670.,2 Oct 18,Maharashtra,,0,"19,116.00",Closed,No,0,0,0,403 Haybunder Road Plot No. 1779 & 1998 Sewree Mumbai 400015 Maharashtra,403 Haybunder Road Plot No. 1779 & 1998 Sewree Mumbai 400015 Maharashtra,0,19116,2916,26449,Poonam Mohite,
10210946,20 Sep 18,Bituflex Shipping And Trading LLP,Based On Sales Quotations 2678.,11 Oct 18,Maharashtra,,0,"30,62,477.60",Closed,No,0,0,0,4th Floor Gift One Tower Gandhinagar 382355 Gujarat,4th Floor Gift One Tower Gandhinagar 382355 Gujarat,0,3062477.60,467157.60,27425,Rajani Ong,
10210945,20 Sep 18,Bituflex Shipping And Trading LLP,Based On Sales Quotations 2674.,11 Oct 18,Maharashtra,,0,"20,00,867.00",Closed,No,0,0,0,4th Floor Gift One Tower Gandhinagar 382355 Gujarat,4th Floor Gift One Tower Gandhinagar 382355 Gujarat,0,2000867.00,305217.00,27423,Rajani Ong,
10210944,19 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 2644.,24 Sep 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"22,876.71",Closed,No,0,0,0,CFS / CES Division Plot No. A1-A1/2  Midc Phaltan SurvadI Phaltan Satara 415523 Maharashtra,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,22876.71,3489.66,26590,Sajida Sayyed,
10210943,20 Sep 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 2504.,25 Sep 18,Maharashtra,,0,"37,722.24",Closed,No,0,0,0,Shantipur Parli Part Kamrup (R) Mirza National Institute Of Pharmaceutical Education And Research Niper C/o Nits Campus Nh- 37 Guwahati 781125 Assam,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,37722.24,5754.24,26904,Puja Pawar,
10210942,20 Sep 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 2400.,29 Sep 18,Maharashtra,,0,"5,31,000.00",Closed,No,0,0,0,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,531000.00,81000,27016,Puja Pawar,
10210941,20 Sep 18,Kirloskar Corrocoat Pvt. Ltd.,Based On Sales Quotations 2568.,28 Sep 18,Maharashtra,,0,"5,841.00",Closed,No,0,0,0,Kirloskarwadi Tal- Palus Dist- Sangli Sangli 416308 Maharashtra,Kirloskarwadi Tal- Palus Dist- Sangli Sangli 416308 Maharashtra,0,5841,891,27090,Pravin Shinde,
10210940,19 Sep 18,Survival Systems India,Based On Sales Quotations 2648.,25 Sep 18,Maharashtra,,0,"32,088.21",Closed,No,0,0,0,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,0,32088.21,7019.3,27238,Sarika Tanawade,
10210939,19 Sep 18,Hyosung T and D India Pvt. Ltd.,Based On Sales Quotations 2646.,18 Oct 18,Maharashtra,,0,"3,150.00",Closed,No,0,0,0,IP-11 Khed City Village Nimgaon Khed Taluka Pune-Nashik Road Pune 410505 Maharashtra,IP-11 Khed City Village Nimgaon Khed Taluka Pune-Nashik Road Pune 410505 Maharashtra,0,3150,150,27382,Sajida Sayyed,
10210938,19 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2564.,26 Sep 18,Maharashtra,,0,"74,525.26",Closed,No,0,0,0,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,74525.26,11368.26,26945,Rajani Kyatham,
10210937,18 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2636.,24 Sep 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"8,400.00",Closed,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1KurkumbhMIDCDaund Pune 413802 Maharashtra,0,8400,400,27314,Aditya Andankar,
10210936,19 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2565.,26 Sep 18,Maharashtra,,0,"91,783.14",Open,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,0,91783.14,14000.82,27162,Rajani Kyatham,
10210935,19 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2180.,18 Oct 18,Maharashtra,,0,"2,33,595.93",Closed,No,0,0,0,D3/D4 Midc Industrail Estatetal. Purundhar Jejuri Pune 412303 Maharashtra,D3/D4 Midc Industrail Estatetal. Purundhar Jejuri Pune 412303 Maharashtra,0,233595.93,35633.28,26523,Husna Khan,
10210934,19 Sep 18,ZF India Pvt. Ltd.,Based On Sales Quotations 2605.,12 Oct 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"15,857.06",Open,No,0,0,0,B-38 MIDC Chakan Industrial Area Phase II Vasuli Tal Khed Pune 410501 Maharashtra,B-38 MIDC Chakan Industrial Area Phase II Vasuli Tal Khed Pune 410501 Maharashtra,0,15857.06,2418.86,26399,Pravin Shinde,
10210933,19 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 2417.,2 Oct 18,Maharashtra,,0,"13,222.20",Closed,No,0,0,0,Plot No. M-5 Phase IISpecial Economic Zone Pithampur 454775 Madhya Pradesh,Plot No. M-5 Phase IISpecial Economic Zone Pithampur 454775 Madhya Pradesh,0,13222.2,0,26944,Sarika Tanawade,
10210932,18 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2621.,24 Sep 18,Maharashtra,,0,"6,018.00",Closed,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1KurkumbhMIDCDaund Pune 413802 Maharashtra,0,6018,918,27122,Husna Khan,
10210931,18 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 2625.,18 Oct 18,Maharashtra,,0,"59,116.45",Closed,No,0,0,0,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,0,59116.45,9017.76,26773,Sajida Sayyed,
10210930,18 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2626.,28 Sep 18,Maharashtra,,0,"63,000.00",Closed,No,0,0,0,Manufacturing Unit D3/D4 M.I.D.C Industrial Estate Tal Purundahar Jejuri Pune 412303 Maharashtra,Manufacturing Unit D3/D4 M.I.D.C Industrial Estate Tal Purundahar Jejuri Pune 412303 Maharashtra,0,63000,6750,27166,Sheeba Shaikh,
10210929,18 Sep 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),Based On Sales Quotations 2336.,19 Nov 18,Maharashtra,,0,"49,789.96",Closed,No,0,0,0,Khalumbre Tal- KhedPowai C/O- UTI Worldwide India Pvt. Ltd.Plot No : A-22/1Chakan Industrial Area Phase- II Village: Pune 410501 Maharashtra,Khalumbre Tal- Khed C/O- UTI Worldwide India Pvt. Ltd.Plot No : A-22/1Chakan Industrial Area Phase- II Village: Pune 410501 Maharashtra,0,49789.96,7595.08,26882,Supriya Govalkar,
10210928,18 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2624.,24 Sep 18,Maharashtra,,0,"8,400.00",Closed,Yes,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1KurkumbhMIDCDaund Pune 413802 Maharashtra,0,8400,400,27314,Aditya Andankar,
10210927,18 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2623.,28 Sep 18,Maharashtra,,0,"9,440.00",Closed,No,0,0,0,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,D-4/1 Kurkumbh MIDC  Daund Pune 413802 Maharashtra,0,9440,1440,27331,Sheeba Shaikh,
10210926,18 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 2371.,5 Nov 18,Maharashtra,,0,"3,91,790.72",Closed,No,0,0,0,CFS / CES Division Plot No. A1-A1/2  Midc Phaltan SurvadI Phaltan Satara 415523 Maharashtra,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,391790.72,59764.68,26797,Sarika Tanawade,
10210925,17 Sep 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 1852.,21 Sep 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"19,100.84",Closed,No,0,0,0,C-33 Nagapur MIDC Ahmednagar 414111 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,19100.84,2913.68,25887,Pravin Shinde,
10210924,17 Sep 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 2220.,25 Sep 18,Maharashtra,,0,"2,77,278.76",Closed,No,0,0,0,Plot No.G-06 Ranjangaon MIDC Tal - Shirur Pune 412220 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,277278.76,42296.76,26677,Sajida Sayyed,
10210923,17 Sep 18,Rexel India Pvt. Ltd.,Based On Sales Quotations 2610.,16 Nov 18,Maharashtra,,0,"11,88,614.00",Open,No,0,0,0,Plot No 1198 Under Khata No. 21 Mouza Bhatia Ward No 4  Anac Adityapur Jamshedpur 831013 Jharkhand,Plot No 1198 Under Khata No. 21 Mouza Bhatia Ward No 4  Anac Adityapur Jamshedpur 831013 Jharkhand,0,1188614.00,181314.00,27145,Pravin Shinde,
10210922,14 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 2596.,12 Oct 18,Maharashtra,,0,"1,32,672.00",Open,No,0,0,0,CFS / CES Division Plot No. A1-A1/2  Midc Phaltan SurvadI Phaltan Satara 415523 Maharashtra,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,132672.00,29022,17845,Poonam Mohite,
10210921,17 Sep 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 2597.,19 Sep 18,Maharashtra,,0,"55,663.07",Closed,No,0,0,0,APuzhal Indian Institute of Science CV Raman Road Bangalore 560012 Karnataka,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,55663.07,11918.4,27070,Puja Pawar,
10210920,17 Sep 18,Cummins India Ltd.,Based On Sales Quotations 2594.,1 Oct 18,Maharashtra,,0,"21,240.00",Closed,No,0,0,0,Phaltan CIL_EBU_085   Kothrud Pune 411038 Maharashtra,CIL_EBU_085   Kothrud Pune 411038 Maharashtra,0,21240,3240,27213,Poonam Mohite,
10210919,14 Sep 18,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 2248.,3 Oct 18,Maharashtra,,0,"37,040.00",Closed,No,0,0,0,Diesel Locomotive Factory Village Bajid Bhoraha and Talpuraina Tehsil Marhowra Saran 841418 Bihar,Diesel Locomotive Factory Village Bajid Bhoraha and Talpuraina Tehsil Marhowra Saran 841418 Bihar,0,37040,5040,26132,Neha Mundhe,
10210918,14 Sep 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 2563.,28 Sep 18,Maharashtra,,0,"22,357.89",Closed,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,22357.89,3410.52,26747,Rajani Kyatham,
10210917,14 Sep 18,Reliance Corporate IT Park Ltd.,Based On Sales Quotations 2587.,20 Sep 18,Maharashtra,,0,"28,910.00",Closed,No,0,0,0,RG-1A G-Block Bandra-Kurla Complex Behind The Capital Bandra East Mumbai 400051 Maharashtra,TC23 A Wing 10th Floor RCP Ghansoli Navi Mumbai 400701 Maharashtra,0,28910,4410,26977,Husna Khan,
10210916,14 Sep 18,Ayoki Exports,Based On Sales Quotations 2406.,8 Oct 18,Maharashtra,,0,"82,924.50",Closed,No,0,0,0,A-503 Shree Yamuna C.H.S. Poisar Gymkhana Road Kandivali West Mumbai 400067 Maharashtra,A-503 Shree Yamuna C.H.S. Poisar Gymkhana Road Kandivali West Mumbai 400067 Maharashtra,0,82924.5,12649.5,27020,Neha Mundhe,
10210915,12 Sep 18,Reliance Corporate IT Park Ltd.,Based On Sales Quotations 2542.,4 Oct 18,Maharashtra,,0,"76,913.18",Open,No,0,0,0,RG-1A G-Block Bandra-Kurla Complex Behind The Capital Bandra East Mumbai 400051 Maharashtra,TC23 A Wing 10th Floor RCP Ghansoli Navi Mumbai 400701 Maharashtra,0,76913.18,11732.52,25581,Husna Khan,
10210914,12 Sep 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 1354.,10 Oct 18,Maharashtra,,0,"37,298.86",Open,No,0,0,0,C-33 Nagapur MIDC Ahmednagar 414111 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,37298.86,5689.66,25284,Sarika Tanawade,
10210913,12 Sep 18,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 2383.,29 Sep 18,Maharashtra,,0,"1,01,037.50",Closed,No,0,0,0,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,0,101037.50,15412.5,26892,Kartik Pai,
10210912,12 Sep 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 1698.,4 Oct 18,Maharashtra,,0,"62,186.00",Closed,No,0,0,0,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,0,62186,9486,25308,Poonam Mohite,
