Code,Manufacturer Name,Data Source,User Signature
2044,MAGNALOY,O,1
2045,VS,O,1
2046,AQUA FLOW,O,1
2047,FLOWCON,O,1
2048,METTLE,O,1
2049,SANT,O,1
2050,LANDIS + GYR,O,1
2051,ZERA,O,1
2052,SHREEM,O,1
2053,RED LION,O,1
2054,KLEENAL,O,1
2055,E SCAN,O,1
2056,QNAP,O,1
2057,TREND MICRO,O,1
2058,SOPHOS,O,1
2059,SEQRITE,O,1
2060,ACER,O,1
2061,ROSS,O,1
2062,URMINE,O,1
2063,LORD MICROSTRAIN,O,1
2064,HABASIT,O,1
2065,SCOGEN,O,1
2066,FLUIDYNE,O,1
2067,GBT,O,1
2068,CLEANTEK,O,1
2069,ROSEMOUNT,O,1
2070,EDOSE,O,1
2071,ACURO,O,1
2072,CRABTREE,O,1
2073,HENDO,O,1
2074,MONTEX,O,1
2075,ROTRING,O,1
2076,BIRLA 3M,O,1
2077,EBARA,O,1
2078,INDOVAC,O,1
2079,SAMSONIC,O,1
2080,ENPAC,O,1
2081,80/20,O,1
2082,ACRO,O,1
2083,ABILITY ONE,O,1
2084,AC GUARD,O,1
2085,ACCU-SCOPE,O,1
2086,SOBEET,O,1
2087,TWECO,O,1
2088,WILDCRAFT,O,1
2089,MECSHOT,O,1
2090,COBOLT,O,1
2091,ADBLUE,O,1
2092,KLASS BLUE,O,1
2093,SUBZERO,O,1
2094,ROCKWIN,O,1
2095,KAPSON,O,1
2096,RR WIRES,O,1
2097,UNBRAKO,I,8
2098,AIRPRO,O,1
2099,HILCO,O,1
2100,BHEL,O,1
2101,FUJITEC,O,1
2102,TUFF WEBLIFT,O,1
2103,SAM,O,1
2104,FLUKE BIOMEDICAL,O,1
2105,FLOW POINT,O,1
2106,DEWESOFT,O,1
2107,MWZ,O,1
2108,BMT,O,1
2109,CADBURY,O,1
2110,NANMAC,O,1
2111,DEUTSCH,O,1
2112,DELMHORST,O,1
2113,WAGNER,O,1
2114,OVAL,O,1
2115,WORLDCARD,O,1
2116,KRISHNA,O,1
2117,RECMANN,O,1
2118,PUJA POLYMERS,O,1
2119,JC NITIFIER,O,1
2120,JOHNSONS CONTROL,O,1
2121,JC NOTIFIER,O,1
2122,GIGABYTE,O,1
2123,MAC,O,1
2124,FELDER,O,1
2125,AIRA,O,1
2126,Music 555,O,1
2127,UNIVER,O,1
2128,SAMTECH,O,1
2129,VTAC,O,1
2130,SOLAR CENTER,O,1
2131,PREMIUM,O,1
2132,METROHM,O,1
2133,METRIGUARD,O,1
2134,JLD,O,1
2135,HAGNLEONE,O,1
2136,GANN,O,1
2137,ABHINAV,O,1
2138,MALLCOM,O,1
2139,COMET,I,8
2140,VU,O,1
2141,RECONNECT,O,1
2142,ATORN,O,1
2143,CROMA,O,1
2144,KODAK,O,1
2145,GASTON,O,1
2146,O C KECKLEY COMPANY,O,1
2147,WENGLOR,O,1
2148,FEVIQUICK,O,1
2149,RHP,O,1
2150,BW,O,1
2151,DRG ENGINEERING,O,1
2152,ASHWIN TOOLS,O,1
2154,SIBA,O,1
2155,WILO,O,1
2156,NEPTUNE,O,1
2157,JOYPACK,O,1
2158,COSMO,O,1
2159,BACHAT,O,1
2160,RS COMPONENT,O,1
2161,URUYU,O,1
2162,VERMONT,O,1
2163,FASMATE,O,1
2164,COTRONICS,O,1
2165,TRI-FLP,O,1
2166,SARDA MAGNETS,O,1
687,PILOT,O,1
2167,HYPERTHERM,O,1
2168,AQUA SYSTEM,O,1
2169,AE,O,1
2170,HALDIRAM,O,1
2171,SPIRAX MARSHALL,O,1
2172,UNIVERSAL,O,1
2173,SAFETAK,O,1
