LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
,14209,,2001904,BM0C7I4,Stanley Black and Decker India Pvt. Ltd.,1,08-Nov-17,20%,872.88,700.00,,,,18.00%,157,1030.00
,14209,,2001904,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,08-Nov-17,11%,106.78,95.00,,,,18.00%,19,126.00
,14210,,2001905,BM0Q8Y6,Stanley Black and Decker India Pvt. Ltd.,1,08-Nov-17,44%,639.83,359.00,,,,18.00%,115,755.00
,14210,,2001905,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,08-Nov-17,11%,106.78,95.00,,,,18.00%,19,126.00
,11757,,2001916,BM9J9K9,Valisons and Co.,1,09-Nov-17,2%,569.02,529.00,,,,18.00%,102,671.44
,11757,,2001916,BM9J9L1,Valisons and Co.,1,09-Nov-17,2%,609.04,567.00,,,,18.00%,110,718.67
,11757,,2001916,BM9J9L2,Valisons and Co.,1,09-Nov-17,2%,609.04,567.00,,,,18.00%,110,718.67
,11757,,2001916,BM9J9L3,Valisons and Co.,1,09-Nov-17,2%,732.9,682.00,,,,18.00%,132,864.82
,11757,,2001916,BM9J9L4,Valisons and Co.,1,09-Nov-17,2%,881.42,824.00,,,,18.00%,159,1040.08
,11757,,2001916,BM9J9L5,Valisons and Co.,1,09-Nov-17,2%,"1,364.00",1282.00,,,,18.00%,246,1609.52
,11757,,2001916,BM9J9L6,Valisons and Co.,1,09-Nov-17,1%,"1,983.00",1867.00,,,,18.00%,357,2339.94
,11757,,2001916,BM9J9L7,Valisons and Co.,1,09-Nov-17,1%,"1,983.00",1867.00,,,,18.00%,357,2339.94
,11757,,2001916,BM9J9L8,Valisons and Co.,1,09-Nov-17,1%,"2,986.00",2815.00,,,,18.00%,537,3523.48
,11757,,2001916,BM9J9L9,Valisons and Co.,1,09-Nov-17,1%,"3,806.00",3591.00,,,,18.00%,685,4491.08
,11757,,2001916,BM9J9M1,Valisons and Co.,1,09-Nov-17,10%,104.32,89.00,,,,18.00%,19,123.10
,11757,,2001916,BM9J9M2,Valisons and Co.,1,09-Nov-17,5%,221.41,200.00,,,,18.00%,40,261.26
,14137,,2001911,BM9E3E4,Gifting Xpress,15,09-Nov-17,5%,663.16,630.00,,,,5.00%,497,10444.77
,14173,,2001890,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,09-Nov-17,32%,377.12,255.00,,,,18.00%,68,445.00
,14187,,2001898,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,5,09-Nov-17,31%,651.44,447.20,,,,18.00%,586,3843.50
,14195,,2001895,BM9J7N7,Avin Enterprise,30,09-Nov-17,8%,221.35,193.46,,,,28.00%,"1,859",8499.84
,14228,,2001907,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,09-Nov-17,46%,211.87,115.00,,,,18.00%,38,250.01
,14229,,2001908,BM0C7A2,Stanley Black and Decker India Pvt. Ltd.,1,09-Nov-17,29%,"2,420.00",1710.00,,,,18.00%,436,2855.60
,14230,,2001909,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,09-Nov-17,46%,211.87,115.00,,,,18.00%,38,250.01
,15804,,2002630,BM9F9E3,Krisha Enterprise,1000,09-Nov-17,-4%,0.14,0.14,,,,18.00%,25,165.20
,15804,,2002630,BM9G1P1,Krisha Enterprise,200,09-Nov-17,-6%,42.3,43.00,,,,18.00%,"1,523",9982.80
,11586,,2002256,BM9B1C6,A.K.S.Agencies,60,10-Nov-17,13%,465.68,382.00,,,,18.00%,"5,029",32970.14
,11586,,2002256,BM9B1C7,A.K.S.Agencies,35,10-Nov-17,13%,313.74,260.00,,,,18.00%,"1,977",12957.46
,11586,,2002256,BM9B1C8,A.K.S.Agencies,20,10-Nov-17,14%,122.55,100.00,,,,18.00%,441,2892.18
,11586,,2002256,BM9B1C9,A.K.S.Agencies,1,10-Nov-17,13%,"2,313.00",1900.00,,,,18.00%,416,2729.34
,11632,,2001931,BM9J2R9,Gayatri Traders,1,10-Nov-17,4%,"65,435.00",60000.00,,,,18.00%,"11,778",77213.30
,11632,,2001931,BM9K4V5,Gayatri Traders,1,10-Nov-17,4%,"65,435.00",60000.00,,,,18.00%,"11,778",77213.30
,12671,,2002000,BM9A6U8,Dhiren Traders,100,10-Nov-17,6%,28,25.00,,,,18.00%,504,3304.00
,12671,,2002000,BM9J8H1,"Shree Laxmi Trading
",100,10-Nov-17,15%,47.5,38.00,,,,5.00%,238,4987.50
,12671,,2002000,BM9J8H2,Shree Sai Engineering,100,10-Nov-17,27%,80,55.00,,,,18.00%,"1,440",9440.00
,13334,,2001994,BM9K2K8,Divine Engineering,1,10-Nov-17,16%,"19,689.00",15595.00,,,,18.00%,"3,544",23233.02
,13334,,2001994,BM9K2K9,Divine Engineering,20,10-Nov-17,26%,143.75,100.00,,,,18.00%,518,3392.50
,13334,,2001994,BM9K2L1,Divine Engineering,20,10-Nov-17,24%,118.75,85.00,,,,18.00%,428,2802.50
,13334,,2001994,BM9K2L2,Divine Engineering,20,10-Nov-17,24%,90.63,65.00,,,,18.00%,326,2138.87
,13713,,2002136,BM9K6F5,B & R Industrial Automation Pvt Ltd,1,10-Nov-17,9%,"16,156.00",14040.00,,,,18.00%,"2,908",19064.08
,13827,,2001959,BM9K4R8,Smith Engineering Co.,2,10-Nov-17,10%,"13,880.00",12492.00,,,,18.00%,"4,997",32756.80
,14020,,2001921,BM9E8Z7,Fastenal,30,10-Nov-17,32%,"8,986.00",5349.00,,,,0.00%,-,269580.00
,14175,,2002006,BM9K6M6,Bitsy Infotech Pvt. Ltd.,1,10-Nov-17,26%,"2,500.00",1850.00,,,,18.00%,450,2950.00
,14218,,2001933,BM9K6L9,Ellsworth Adhesives India Pvt. Ltd.,2,10-Nov-17,5%,"100,000.00",95000.00,,,,28.00%,"56,000",256000.00
,14264,,2001922,BM1G9O4,No Supplier Details,1,10-Nov-17,2%,"1,208.00",1180.00,,,,12.00%,145,1352.96
,14264,,2001922,BM3X4Y8,Evergreen Sales,300,10-Nov-17,-24%,25,31.00,,,,12.00%,900,8400.00
,14264,,2001922,BM3X4Y9,Evergreen Sales,300,10-Nov-17,79%,38,8.00,,,,12.00%,"1,368",12768.00
,14264,,2001922,BM4H8M3,Anmol Safety Products Pvt. Ltd.,5,10-Nov-17,-14%,395,450.00,,,,12.00%,237,2212.00
,14270,,2001926,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,15%,567.8,482.00,,,,18.00%,102,670.00
,14272,,2001928,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,15%,567.8,482.00,,,,18.00%,102,670.00
,14273,,2001929,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,15%,567.8,482.00,,,,18.00%,102,670.00
,14274,,2001930,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,15%,567.8,482.00,,,,18.00%,102,670.00
,14296,,2001935,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,18%,694.07,569.00,,,,18.00%,125,819.00
,14297,,2001936,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,31%,384.75,267.00,,,,18.00%,69,454.01
,14300,,2001937,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,32%,377.12,255.00,,,,18.00%,68,445.00
,14301,,2001938,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,15%,567.8,482.00,,,,18.00%,102,670.00
,14302,,2001939,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,18%,694.07,569.00,,,,18.00%,125,819.00
,14414,,2001981,BM0Q6S3,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,19%,"1,271.00",1025.00,,,,18.00%,229,1499.78
,14414,,2001981,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,10-Nov-17,11%,106.78,95.00,,,,18.00%,19,126.00
,13669,,2001963,BM9K4R3,Skyking Instruments,1,11-Nov-17,32%,"11,781.00",7507.00,,,,18.00%,"2,121",13901.58
,14277,,2001934,BM9H5P9,Umiya Gas Co.,1260,11-Nov-17,5%,147,140.00,,,,18.00%,"33,340",218559.60
,14277,,2001934,BM9H5P9,Umiya Gas Co.,180,11-Nov-17,5%,147,140.00,,,,18.00%,"4,763",31222.80
,14277,,2003645,BM9H5P9,Umiya Gas Co.,225,11-Nov-17,5%,147,140.00,,,,18.00%,"5,954",39028.50
,14277,,99999048,BM9H5P9,Umiya Gas Co.,23,11-Nov-17,5%,147,140.00,,,,18.00%,609,3989.58
,14277,,2003645,BM9H5P9,Umiya Gas Co.,262,11-Nov-17,5%,147,140.00,,,,18.00%,"6,933",45446.52
,14277,,2001934,BM9H5P9,Umiya Gas Co.,270,11-Nov-17,5%,147,140.00,,,,18.00%,"7,144",46834.20
,14277,,2003645,BM9H5P9,Umiya Gas Co.,90,11-Nov-17,5%,147,140.00,,,,18.00%,"2,381",15611.40
,14277,,2003645,BM9H5P9,Umiya Gas Co.,90,11-Nov-17,5%,147,140.00,,,,18.00%,"2,381",15611.40
,14303,,2001940,BM9K6Q2,Heena Enterprise,1,11-Nov-17,5%,740,700.00,,,,28.00%,207,947.20
,14303,,2001940,BM9K6Q2,Heena Enterprise,4,11-Nov-17,5%,740,700.00,,,,18.00%,533,3492.80
,14308,,2001941,BM0C8H9,Stanley Black and Decker India Pvt. Ltd.,1,11-Nov-17,26%,"9,641.00",7127.00,,,,18.00%,"1,735",11376.38
,14309,,2001942,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,11-Nov-17,18%,694.07,569.00,,,,18.00%,125,819.00
,14357,,2001966,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,11-Nov-17,47%,847.46,447.00,,,,18.00%,153,1000.00
,14357,,2001966,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,11-Nov-17,11%,106.78,95.00,,,,18.00%,19,126.00
,14310,,2001943,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,12-Nov-17,46%,211.86,115.00,,,,18.00%,38,249.99
,14311,,2001944,BM0Q8X8,Stanley Black and Decker India Pvt. Ltd.,1,12-Nov-17,49%,336.44,170.00,,,,18.00%,61,397.00
,14312,,2001945,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,12-Nov-17,31%,461.87,319.00,,,,18.00%,83,545.01
,14312,,2001945,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,12-Nov-17,10%,42.37,38.00,,,,18.00%,8,50.00
