LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
,7250,,200910,BM9C9W8,Five Star Stationers,36,16-Dec-16,15%,53.86,42.00,,,,5.00%,97,2035.91
,7250,,200910,BM9C9W9,Five Star Stationers,8,16-Dec-16,17%,39.81,30.00,,,,5.00%,16,334.40
,7250,,200910,BM9C9X1,Five Star Stationers,4,16-Dec-16,18%,134.12,100.00,,,,5.00%,27,563.30
,7230,,202087,BM9C9M7,Ajit Power Solutions Pvt. Ltd.,20,16-Dec-16,29%,228.35,162.60,,,,14.00%,639,5206.38
,7243,,200923,BM9C9M7,Shree Hari Electricals,80,16-Dec-16,22%,228.35,178.00,,,,6.00%,"1,096",19364.08
,7243,,200923,BM9C9M8,Shree Hari Electricals,25,16-Dec-16,2%,898.24,878.00,,,,6.00%,"1,347",23803.36
,6768,,200911,BM9C5G4,Micro-Flat Datums Pvt. Ltd.,1,17-Dec-16,20%,"54,829.84",39800.00,,,,14.00%,"7,676",62506.02
,6768,,200911,BM9C5G5,Micro-Flat Datums Pvt. Ltd.,1,17-Dec-16,17%,"24,884.08",19000.00,,,,14.00%,"3,484",28367.85
,7256,,200932,BM9D1A6,Chempack Industries,5,19-Dec-16,25%,"2,125.00",1450.00,,,,14.00%,"1,488",12112.50
,7164,,200924,BM9C9S5,Lomi Enterprise,24,20-Dec-16,17%,67.2,51.00,,,,5.00%,81,1693.44
,7164,,200924,BM9C9S6,Lomi Enterprise,24,20-Dec-16,17%,71.7,54.58,,,,5.00%,86,1806.84
,7248,,200933,BM9C9X9,Ohio Semitronics Inc.,1,20-Dec-16,29%,"79,000.00",43000.00,,,,14.00%,"11,060",90060.00
,6878,,200930,BM9C7R7,Bpl Medical Technologies Pvt Ltd,1,21-Dec-16,7%,"45,937.50",39648.00,,,,2.00%,919,46856.25
,6907,,200928,BM9C6V2,Aditi Associate,7,21-Dec-16,-11%,"2,158.09",2250.00,,,,14.00%,"2,115",17221.56
,7127,,200927,BM9C9F8,Dancal (India) Pvt. Ltd.,4,21-Dec-16,31%,"1,229.56",760.00,,,,14.00%,689,5606.79
,7127,,200927,BM9C9F9,Dancal (India) Pvt. Ltd.,4,21-Dec-16,40%,207.61,110.00,,,,14.00%,116,946.70
,7203,,200929,BM9B5G4,Yamaha Center,3,21-Dec-16,5%,"8,300.00",7313.00,,,,2.00%,498,25398.00
,7240,,200963,BM9C6E2,Durga Bearings (Mumbai) Pvt. Ltd.,50,21-Dec-16,10%,661,550.00,,,,14.00%,"4,627",37677.00
,7240,,200963,BM9C6E2,Durga Bearings (Mumbai) Pvt. Ltd.,50,21-Dec-16,10%,661,550.00,,,,14.00%,"4,627",37677.00
,7238,,200938,BM9D1A5,Kapsun Resources Corporation,2,22-Dec-16,-20%,"44,280.00",50000.00,,,,15.00%,"13,284",101844.00
,7281,,200931,BM9D1G8,Shreenathji Welding And Safety Pvt. Ltd.,80,22-Dec-16,3%,200,180.00,,,,5.00%,800,16800.00
,7293,,200979,BM9B6M5,Ac-Climate Enterprises,2,22-Dec-16,20%,750,600.00,,,,15.00%,225,1725.00
,6779,,200936,BM9C5J7,Storm Detection Systems,5,23-Dec-16,62%,"70,000.00",21533.40,,,,14.00%,"49,000",399000.00
,7323,,Not Booked,BM9A6U8,Dhiren Traders,100,23-Dec-16,4%,28,25.00,,,,5.00%,140,2940.00
,7325,,200952,BM9A9U6,Shree Mahavir Stationery Mart,150,23-Dec-16,16%,19.44,15.00,,,,5.00%,146,3061.80
,7325,,200952,BM9A9T5,Shree Mahavir Stationery Mart,10,23-Dec-16,8%,52.78,45.00,,,,5.00%,26,554.19
,7325,,200952,BM9A9T4,Shree Mahavir Stationery Mart,160,23-Dec-16,3%,2.33,2.10,,,,5.00%,19,391.44
,7325,,200952,BM9A9T9,Shree Mahavir Stationery Mart,10,23-Dec-16,19%,15,11.00,,,,5.00%,8,157.50
,7325,,200952,BM9A9V2,Shree Mahavir Stationery Mart,30,23-Dec-16,30%,30.37,19.00,,,,5.00%,46,956.66
,7325,,200952,BM9A9X3,Shree Mahavir Stationery Mart,60,23-Dec-16,33%,10,6.00,,,,5.00%,30,630.00
,7325,,200952,BM9C1C4,Shree Mahavir Stationery Mart,80,23-Dec-16,24%,16,11.00,,,,5.00%,64,1344.00
,7325,,200952,BM9A9Q4,Kohinoor Paints Mart,15,23-Dec-16,27%,23.2,15.27,,,,5.00%,17,365.40
,7325,,200952,BM9A9V3,Shree Mahavir Stationery Mart,20,23-Dec-16,57%,2.33,0.85,,,,5.00%,2,48.93
,7325,,200952,BM9C1C5,Shree Mahavir Stationery Mart,5,23-Dec-16,19%,30,22.00,,,,5.00%,8,157.50
,7325,,200952,BM9C1C6,Shree Mahavir Stationery Mart,10,23-Dec-16,7%,36,31.00,,,,5.00%,18,378.00
,7325,,200952,BM9C1C7,Shree Mahavir Stationery Mart,2,23-Dec-16,21%,28,20.00,,,,5.00%,3,58.80
,7325,,200952,BM9C1C8,Shree Mahavir Stationery Mart,10,23-Dec-16,12%,18,14.50,,,,5.00%,9,189.00
,6876,,201020-1,BM9C7Y1,Nexus Corporation,7000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,"1,596",28196.00
,7492,,201021,BM9C7Y1,Nexus Corporation,5000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,"1,140",20140.00
,7493,,201022,BM9C7Y1,Nexus Corporation,4000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,912,16112.00
,7494,,201023-1,BM9C7Y1,Nexus Corporation,7400,24-Dec-16,-6%,3.8,3.75,,,,6.00%,"1,687",29807.20
,7496,,201024,BM9C7Y1,Nexus Corporation,4000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,912,16112.00
,7498,,201025-1,BM9C7Y1,Nexus Corporation,4000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,912,16112.00
,7500,,201026,BM9C7Y1,Nexus Corporation,7000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,"1,596",28196.00
,7501,,201027-1,BM9C7Y1,Nexus Corporation,600,24-Dec-16,-6%,3.8,3.75,,,,6.00%,137,2416.80
,7502,,201028-1,BM9C7Y1,Nexus Corporation,1000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,228,4028.00
,7503,,201029,BM9C7Y1,Nexus Corporation,4000,24-Dec-16,-6%,3.8,3.75,,,,6.00%,912,16112.00
,7148,,200965,BM9C9N7,Economy Engineering Corporation,1,26-Dec-16,15%,"3,875.00",3000.00,,,,14.00%,543,4417.50
,7148,,200965,BM9C9N8,Economy Engineering Corporation,1,26-Dec-16,13%,"18,875.00",15000.00,,,,14.00%,"2,643",21517.50
,7347,,200947-1,BM9C7W7,"SHREE DURGA PRINT SOLUTION
",20,26-Dec-16,14%,854,775.00,,,,15.00%,"2,937",19642.00
,7357,,200959-1,BM9D2D9,Safety Solutions,1,27-Dec-16,-56%,"40,871.00",60660.00,,,,2.00%,817,41688.42
,7357,,200959-1,BM9D2E1,SAFETY SOLUTION DELHI,1,27-Dec-16,4%,"12,129.00",10800.00,,,,2.00%,243,12371.58
,6774,,200961,BM9C5G6,Creative Power and Control,2,28-Dec-16,15%,"7,858.53",6100.00,,,,14.00%,"2,200",17917.45
,6774,,200961,BM9C5H1,N.Deep Sons,2,28-Dec-16,10%,"2,833.33",2350.00,,,,14.00%,793,6459.99
,7182,,201051,BM9D1E1,Sea Linkers Pvt. Ltd.,8,28-Dec-16,4%,850,755.00,,,,14.00%,952,7752.00
,7182,,201051,BM9D1E2,Sea Linkers Pvt. Ltd.,8,28-Dec-16,2%,850,775.00,,,,14.00%,952,7752.00
,7182,,201051,BM9D1E3,Sea Linkers Pvt. Ltd.,6,28-Dec-16,4%,"1,680.00",1500.00,,,,14.00%,"1,411",11491.20
,7182,,201051,BM9D1E4,Sea Linkers Pvt. Ltd.,4,28-Dec-16,4%,"2,126.67",1900.00,,,,14.00%,"1,191",9697.62
,7237,,200964,BM9D1C6,Dhiren Traders,8,28-Dec-16,5%,862,760.00,,,,5.00%,345,7240.80
,7237,,200964,BM0A4Q4,Dhiren Traders,8,28-Dec-16,15%,965,752.00,,,,5.00%,386,8106.00
,7442,,201104,BM9D2W6,Al Technologies,79,28-Dec-16,24%,"2,100.04",1600.00,,,,14.00%,"23,226",189129.60
,7442,,201104,BM9D2W7,Al Technologies,44,28-Dec-16,24%,919.08,700.00,,,,14.00%,"5,662",46101.05
,7442,,201104,BM9D2W8,Al Technologies,487,28-Dec-16,24%,"2,264.65",1725.00,,,,14.00%,"154,404",1257288.39
,7442,,201104,BM9D2W9,Al Technologies,274,28-Dec-16,24%,"2,723.56",2075.00,,,,14.00%,"104,476",850731.20
,6717,,201009,BM0C718,No Supplier Details,2,29-Dec-16,-29%,"2,631.80",3199.00,,,,0.00%,-,5263.60
,6717,,201009,BM0C8W6,No Supplier Details,1,29-Dec-16,-11%,"2,533.29",2632.00,,,,0.00%,-,2533.29
,7086,,200977,BM9C8S8,Dynalab Weathertech Pvt Ltd,1,29-Dec-16,15%,"16,737.50",13000.00,,,,14.00%,"2,343",19080.75
,7086,,200977,BM9C8S9,Dynalab Weathertech Pvt Ltd,1,29-Dec-16,15%,"19,312.50",15000.00,,,,14.00%,"2,704",22016.25
,7086,,200977,BM9C8T1,Dynalab Weathertech Pvt Ltd,1,29-Dec-16,15%,"48,281.25",37500.00,,,,14.00%,"6,759",55040.63
,7086,,200977,BM9C8T2,Dynalab Weathertech Pvt Ltd,1,29-Dec-16,15%,"6,437.50",5000.00,,,,14.00%,901,7338.75
,7086,,200977,BM9C8T3,Dynalab Weathertech Pvt Ltd,1,29-Dec-16,15%,"45,062.50",35000.00,,,,14.00%,"6,309",51371.25
,7390,,200992,BM1A3U9,Wendt (India) Limited,20,29-Dec-16,15%,"6,781.00",5251.20,,,,0.00%,-,135620.00
,7408,,200978,BME3X5J,"Harini Shah
",4,30-Dec-16,54%,"13,582.00",5301.25,,,,2.00%,"1,087",55414.56
,7537,,201135,BM9D3J6,Bearing and Tool Centre,5,31-Dec-16,5%,68,60.00,,,,5.00%,17,357.00
,7548,,201076,BM9D3H5,Assure Associates,25,31-Dec-16,9%,83,70.00,,,,15.00%,311,2386.25
,7591,,201065,BM9B7J7,TUF KOTE AUTOMOTIVE PVT LTD,21,31-Dec-16,83%,45,5.10,,,,14.00%,146,1077.30
,10672,,2000382,BM0C7V1,Valisons and Co.,1,31-Dec-16,39%,172.88,172.00,,,,18.00%,50,204.00
,4870,,200782,BM9A2Y9,Perfect Windows,280,01-Jan-17,26%,164.44,109.88,,,,14.00%,"6,446",52489.25
,6311,,200754-1,BM9C2Z5,JayCo Safety Products Pvt. Ltd.,15,01-Jan-17,28%,"27,545.00",17940.00,,,,14.00%,"57,845",471019.50
,7249,,200922-1,BM9C9Y5,Kiran Diamond Tools,2,01-Jan-17,45%,"4,223.75",2039.00,,,,14.00%,"1,183",9630.15
,7249,,200922-1,BM9C9Y6,Kiran Diamond Tools,1,01-Jan-17,45%,"4,507.50",2163.00,,,,14.00%,631,5138.55
,7249,,200922-1,BM9C9Y7,Kiran Diamond Tools,1,01-Jan-17,44%,"4,805.00",2341.00,,,,14.00%,673,5477.70
,7249,,200922-1,BM9C9Y8,Gemini India,2,01-Jan-17,34%,"108,750.00",64375.00,,,,14.00%,"30,450",247950.00
,7249,,200922-1,BM9C9Y9,Valisons and Co.,1,01-Jan-17,-34%,"1,968.75",2500.00,,,,14.00%,276,2244.38
,7249,,200922-1,BM9C9Z1,Valisons and Co.,10,01-Jan-17,20%,"1,968.75",1425.00,,,,14.00%,"2,756",22443.75
,7249,,200922-1,BM9C9Z2,Valisons and Co.,1,01-Jan-17,88%,"29,897.50",1425.00,,,,14.00%,"4,186",34083.15
,7249,,200922-1,BM9C9Z3,Shakti Inc,2,01-Jan-17,13%,"11,156.25",8925.00,,,,14.00%,"3,124",25436.25
,7249,,200922-1,BM9C9Z4,No Supplier Details,1,01-Jan-17,57%,"15,000.00",5449.00,,,,14.00%,"2,100",17100.00
,7249,,200922-1,BM9C9Z4,No Supplier Details,2,01-Jan-17,-199%,"2,000.00",5449.00,,,,14.00%,560,4560.00
,7483,,201014,BM0O4F4,Freesia InCorporation,10,01-Jan-17,29%,34.48,22.00,,,,14.00%,48,393.07
,7483,,201014,BM0O4F6,Bharathi Mro Industrial Products and Solutions Co.,10,01-Jan-17,6%,47.74,41.40,,,,14.00%,67,544.24
,7483,,201014,BM0O3Y7,Sagar Office Automation,20,01-Jan-17,-3%,175.03,168.00,,,,14.00%,490,3990.68
,7483,,201014,BM0O4V1,Bharathi Mro Industrial Products and Solutions Co.,20,01-Jan-17,-1%,37.13,35.00,,,,14.00%,104,846.56
,7483,,201014,BM0O4V3,J K Paper Conversion Products,40,01-Jan-17,24%,21.22,14.70,,,,14.00%,119,967.63
,7483,,201014,BM0O4F2,Embassy Office Automation,10,01-Jan-17,-32%,4.77,6.00,,,,14.00%,7,54.38
,7485,,201015,BM0O4R2,Freesia InCorporation,1,01-Jan-17,11%,27.05,22.00,,,,14.00%,4,30.84
,7485,,201015,BM0O4S7,Bharathi Mro Industrial Products and Solutions Co.,3,01-Jan-17,-1%,148.51,140.00,,,,14.00%,62,507.90
,7485,,201015,BM0O4T0,Embassy Office Automation,3,01-Jan-17,0%,429.62,400.00,,,,14.00%,180,1469.30
,7485,,201015,BM0O4S5,OM Sai Traders,3,01-Jan-17,-83%,34.05,60.00,,,,14.00%,14,116.45
,7485,,201015,BM0O4T1,Rose Cleanwell,5,01-Jan-17,48%,132.6,60.00,,,,14.00%,93,755.82
,7485,,201015,BM0O4S9,Bharathi Mro Industrial Products and Solutions Co.,5,01-Jan-17,-1%,212.16,200.00,,,,14.00%,149,1209.31
,7485,,201015,BM0O4S6,Daily Mart,5,01-Jan-17,16%,58.34,45.00,,,,14.00%,41,332.54
,7486,,201016,BM9A4E4,Bharathi Mro Industrial Products and Solutions Co.,5,01-Jan-17,-1%,58.34,55.00,,,,14.00%,41,332.54
,7486,,201016,BM0O4T7,Bharathi Mro Industrial Products and Solutions Co.,5,01-Jan-17,-1%,7.96,7.40,,,,14.00%,6,45.37
,7486,,201016,BM0O4R3,Bharathi Mro Industrial Products and Solutions Co.,5,01-Jan-17,0%,12.2,11.40,,,,14.00%,9,69.54
,7486,,201016,BM0O4Q3,Rose Cleanwell,5,01-Jan-17,-4%,15.38,15.00,,,,14.00%,11,87.67
,7486,,201016,BM0O4J5,Bharathi Mro Industrial Products and Solutions Co.,10,01-Jan-17,-1%,12.73,12.00,,,,14.00%,18,145.12
,7486,,201016,BM0O4O5,Freesia InCorporation,10,01-Jan-17,26%,29.7,20.00,,,,14.00%,42,338.58
,7486,,201016,BM0O4O7,Freesia InCorporation,10,01-Jan-17,-64%,68.95,108.00,,,,14.00%,97,786.03
,7486,,201016,BM0O4F5,Freesia InCorporation,10,01-Jan-17,17%,50.92,38.50,,,,14.00%,71,580.49
,9495,,2000370,BM0A6A3,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,16%,594.71,500.00,,,,14.00%,83,677.97
,9495,,2000370,BM0C6Z9,Valisons and Co.,1,01-Jan-17,-33%,586,778.00,,,,14.00%,82,668.04
,9495,,2000370,BM0C7A0,Stanley Black and Decker India Pvt. Ltd.,2,01-Jan-17,-1%,454.63,460.00,,,,14.00%,127,1036.56
,9495,,2000370,BM0C7B2,Stanley Black and Decker India Pvt. Ltd.,2,01-Jan-17,5%,299.56,286.00,,,,14.00%,84,683.00
,9495,,2000370,BM0C7B8,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-18%,"1,344.00",1590.00,,,,14.00%,188,1532.16
,9495,,2000370,BM0C7C6,Stanley Black and Decker India Pvt. Ltd.,2,01-Jan-17,8%,380.62,350.00,,,,14.00%,107,867.81
,9495,,2000370,BM0C7C9,Stanley Black and Decker India Pvt. Ltd.,6,01-Jan-17,-3%,193.83,200.00,,,,14.00%,163,1325.80
,9495,,2000370,BM0C7D5,Stanley Black and Decker India Pvt. Ltd.,3,01-Jan-17,-34%,507.49,681.00,,,,14.00%,213,1735.62
,9495,,2000370,BM0C7E4,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-34%,727.75,975.00,,,,14.00%,102,829.64
,9495,,2000370,BM0C7F5,Stanley Black and Decker India Pvt. Ltd.,4,01-Jan-17,13%,222.03,194.00,,,,14.00%,124,1012.46
,9495,,2000370,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,25,01-Jan-17,-34%,621.15,833.00,,,,14.00%,"2,174",17702.78
,9495,,2000370,BM0C7F7,Stanley Black and Decker India Pvt. Ltd.,6,01-Jan-17,2%,281.94,275.00,,,,14.00%,237,1928.47
,9495,,2000370,BM0C7F8,Stanley Black and Decker India Pvt. Ltd.,5,01-Jan-17,-25%,406.17,506.00,,,,14.00%,284,2315.17
,9495,,2000370,BM0C7G2,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-19%,321.59,383.00,,,,14.00%,45,366.61
,9495,,2000370,BM0C7H1,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,1%,337.44,333.00,,,,14.00%,47,384.68
,9495,,2000370,BM0C7H7,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-38%,595.59,820.00,,,,14.00%,83,678.97
,9495,,2000370,BM0C7I4,Stanley Black and Decker India Pvt. Ltd.,14,01-Jan-17,-38%,903.96,1243.00,,,,14.00%,"1,772",14427.20
,9495,,2000370,BM0C7I5,Stanley Black and Decker India Pvt. Ltd.,3,01-Jan-17,-45%,572.69,829.00,,,,14.00%,241,1958.60
,9495,,2000370,BM0C7K0,Stanley Black and Decker India Pvt. Ltd.,2,01-Jan-17,2%,406.17,400.00,,,,14.00%,114,926.07
,9495,,2000370,BM0C7O6,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,0%,651.98,652.00,,,,14.00%,91,743.26
,9495,,2000370,BM0C7O7,Stanley Black and Decker India Pvt. Ltd.,3,01-Jan-17,0%,917.18,917.00,,,,14.00%,385,3136.76
,9495,,2000370,BM0C7P6,Techno Rise Industries,5,01-Jan-17,24%,374.45,285.20,,,,14.00%,262,2134.37
,9495,,2000370,BM0C7Q0,Stanley Black and Decker India Pvt. Ltd.,4,01-Jan-17,19%,"2,296.00",1864.00,,,,14.00%,"1,286",10469.76
,9495,,2000370,BM0C7Q4,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-4%,255.51,266.00,,,,14.00%,36,291.28
,9495,,2000370,BM0C7R8,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-12%,370,413.00,,,,14.00%,52,421.80
,9495,,2000370,BM0C7T2,Stanley Black and Decker India Pvt. Ltd.,2,01-Jan-17,-14%,392.95,448.00,,,,14.00%,110,895.93
,9495,,2000370,BM0C7U2,Stanley Black and Decker India Pvt. Ltd.,10,01-Jan-17,-41%,424.67,600.00,,,,14.00%,595,4841.24
,9495,,2000370,BM0C7U5,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-15%,299.56,344.00,,,,14.00%,42,341.50
,9495,,2000370,BM0C7V0,Techno Rise Industries,3,01-Jan-17,-19%,259.91,308.00,,,,14.00%,109,888.89
,9495,,2000370,BM0C7V1,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-22%,242.29,296.00,,,,14.00%,34,276.21
,9495,,2000370,BM0C8I0,Valisons and Co.,1,01-Jan-17,-46%,"2,549.00",3712.00,,,,14.00%,357,2905.86
,9495,,2000370,BM0C8T0,Stanley Black and Decker India Pvt. Ltd.,3,01-Jan-17,-35%,"1,369.00",1842.00,,,,14.00%,575,4681.98
,9495,,2000370,BM0C8T7,Stanley Black and Decker India Pvt. Ltd.,3,01-Jan-17,67%,300.44,100.00,,,,14.00%,126,1027.50
,9495,,2000370,BM0C8T8,Stanley Black and Decker India Pvt. Ltd.,2,01-Jan-17,-32%,321.59,425.00,,,,14.00%,90,733.23
,9495,,2000370,BM0C8U1,Stanley Black and Decker India Pvt. Ltd.,2,01-Jan-17,1%,"1,327.00",1320.00,,,,14.00%,372,3025.56
,9495,,2000370,BM0C8Y9,Valisons and Co.,19,01-Jan-17,85%,287.22,42.95,,,,14.00%,764,6221.19
,9495,,2000370,BM0C9D0,Valisons and Co.,4,01-Jan-17,88%,550.66,64.25,,,,14.00%,308,2511.01
,9495,,2000370,BM0C9F9,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-21%,506.61,613.00,,,,14.00%,71,577.54
,9495,,2000370,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,33%,623.79,420.00,,,,14.00%,87,711.12
,9495,,2000370,BM0K9O8,Valisons and Co.,2,01-Jan-17,46%,"3,359.00",1800.00,,,,14.00%,941,7658.52
,9495,,2000370,BM0Y9N0,Stanley Black and Decker India Pvt. Ltd.,3,01-Jan-17,-8%,863.44,933.00,,,,14.00%,363,2952.96
,9495,,2000370,BM0Y9N2,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,36%,110.13,71.00,,,,14.00%,15,125.55
,9495,,2000370,BM0Y9N4,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,36%,"1,881.00",1200.00,,,,14.00%,263,2144.34
,9495,,2000370,BM1A7N0,W. W. Grainger Inc.,7,01-Jan-17,95%,"2,643.00",127.00,,,,14.00%,"2,590",21091.14
,9495,,2000370,BM1Z8S5,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,-29%,"1,634.00",2100.00,,,,14.00%,229,1862.76
,9495,,2000370,BM9A6Z6,Stanley Black and Decker India Pvt. Ltd.,1,01-Jan-17,5%,629.84,600.00,,,,14.00%,88,718.02
,6909,,201119,BM9C6U3,Amazon.in,1,02-Jan-17,11%,"10,863.00",8870.00,,,,14.00%,"1,521",12383.82
,6909,,201119,BM9B9U9,Amazon.in,1,02-Jan-17,12%,"23,268.75",18899.00,,,,14.00%,"3,258",26526.38
,6909,,201119,BM9B9V3,Kings Electronics Pvt. Ltd.,1,02-Jan-17,26%,"30,000.00",20176.00,,,,14.00%,"4,200",34200.00
,6909,,201119,BM9B9V4,Kings Electronics Pvt. Ltd.,1,02-Jan-17,29%,"11,012.50",7048.00,,,,14.00%,"1,542",12554.25
,6909,,201119,BM9B9V6,Snapdeal,2,02-Jan-17,6%,"1,858.00",1605.00,,,,14.00%,520,4236.24
,6909,,201119,BM9B9V7,Rajdhani Steel Industries,3,02-Jan-17,59%,"21,000.00",7200.00,,,,14.00%,"8,820",71820.00
,6909,,201119,BM9B9V8,Valisons and Co.,4,02-Jan-17,-16%,689.33,750.00,,,,14.00%,386,3143.34
,6909,,201119,BM9B9V9,Croma Retail,1,02-Jan-17,17%,"8,967.42",6793.00,,,,14.00%,"1,255",10222.86
,7149,,200987,BM9C9U7,Metro Tools Corporation,5,03-Jan-17,56%,724.25,270.00,,,,2.00%,72,3693.68
,7193,,201002,BM9D1A9,Ravi Enterprises (Pune),200,04-Jan-17,16%,4.68,3.58,,,,6.00%,56,992.16
,7193,,201002,BM9D1B7,Ravi Enterprises (Pune),100,04-Jan-17,17%,9.21,7.03,,,,6.00%,55,976.26
,7317,,201006,BM9D1T5,Precision Instruments and Allieds,1,04-Jan-17,2%,"65,545.00",59500.00,,,,15.00%,"9,832",75376.75
,7322,,201005,BM9D1Q3,Dhiren Traders,50,04-Jan-17,14%,38,30.00,,,,15.00%,285,2185.00
,7322,,201005,BM9D1Q4,Dhiren Traders,50,04-Jan-17,13%,63,50.00,,,,15.00%,473,3622.50
,7272,,2001318,BM9D1K8,Kshipraa Mechatronics,1,04-Jan-17,-90%,"113,684.00",216000.00,,,,18.00%,"20,463",134147.12
,7451,,201003,BM9B8A8,No Supplier Details,1,04-Jan-17,7%,"2,592.00",2400.00,,,,5.00%,130,2721.60
,7451,,201003,BM9B8A9,No Supplier Details,1,04-Jan-17,7%,"1,944.00",1800.00,,,,5.00%,97,2041.20
,7460,,201010,BM9C5C1,No Supplier Details,5,05-Jan-17,78%,"2,000.00",300.00,,,,14.00%,"1,400",11400.00
,7467,,201012,BM0O3Y7,Sagar Office Automation,10,05-Jan-17,-3%,175.03,168.00,,,,14.00%,245,1995.34
,7467,,201012,BM0O3Y8,Embassy Office Automation,5,05-Jan-17,3%,334.15,300.00,,,,14.00%,234,1904.66
,7467,,201012,BM0O4E7,Bharathi Mro Industrial Products and Solutions Co.,30,05-Jan-17,15%,6.9,5.37,,,,14.00%,29,235.98
,7467,,201012,BM0O4J5,Bharathi Mro Industrial Products and Solutions Co.,10,05-Jan-17,-1%,12.73,12.00,,,,14.00%,18,145.12
,7467,,201012,BM0O4O6,Bharathi Mro Industrial Products and Solutions Co.,10,05-Jan-17,-2%,41.37,39.00,,,,14.00%,58,471.62
,7467,,201012,BM0O4Q9,Bharathi Mro Industrial Products and Solutions Co.,4,05-Jan-17,-2%,47.74,45.00,,,,14.00%,27,217.69
,7467,,201012,BM0O4R4,Embassy Office Automation,2,05-Jan-17,-96%,68.95,130.00,,,,14.00%,19,157.21
,7467,,201012,BM0O4T1,Rose Cleanwell,3,05-Jan-17,48%,132.6,60.00,,,,14.00%,56,453.49
,7467,,201012,BM0O4T3,Freesia InCorporation,6,05-Jan-17,25%,15.38,10.33,,,,14.00%,13,105.20
,7467,,201012,BM0O4V2,Lucky Plastics,40,05-Jan-17,12%,39.78,32.00,,,,14.00%,223,1813.97
,7467,,201012,BM0O4O5,Freesia InCorporation,5,05-Jan-17,25%,29.7,20.00,,,,14.00%,21,169.29
,7467,,201012,BM9A2Q4,Jafer Coir Ropes Store,2,05-Jan-17,-12%,68.95,72.00,,,,14.00%,19,157.21
,7126,,201033,BM9C9G1,Grabmore Internet Pvt Ltd,2,06-Jan-17,23%,"4,880.00",3410.00,,,,0.00%,-,9760.00
,7266,,201035,BM9D1N2,Gurukrupa Printing Press,500,06-Jan-17,22%,17,12.00,,,,5.00%,425,8925.00
,7463,,201032,BM0O4T6,Bharathi Mro Industrial Products and Solutions Co.,5,06-Jan-17,-1%,678.91,639.80,,,,14.00%,475,3869.79
,7463,,201032,BM0O4O5,Freesia InCorporation,30,06-Jan-17,25%,29.7,20.00,,,,14.00%,125,1015.74
,7463,,201032,BM0O4O7,Freesia InCorporation,50,06-Jan-17,-64%,68.95,108.00,,,,14.00%,483,3930.15
,7463,,201032,BM0O4P1,Bharathi Mro Industrial Products and Solutions Co.,2,06-Jan-17,-1%,678.91,639.50,,,,14.00%,190,1547.91
,7463,,201032,BM0O4W5,Embassy Office Automation,50,06-Jan-17,74%,302.33,56.00,,,,14.00%,"2,116",17232.81
,7463,,201032,BM0O4P0,Bharathi Mro Industrial Products and Solutions Co.,4,06-Jan-17,-1%,647.09,609.75,,,,14.00%,362,2950.73
,7463,,201032,BM0O4P3,Makush Hygiene Products,4,06-Jan-17,34%,541.01,317.50,,,,14.00%,303,2467.01
,7463,,201032,BM0O4O9,Bharathi Mro Industrial Products and Solutions Co.,4,06-Jan-17,-1%,689.52,649.75,,,,14.00%,386,3144.21
,7463,,201032,BM9A5G8,Choudhary Enterprise,4,06-Jan-17,-41%,387.19,517.00,,,,14.00%,217,1765.59
,7463,,201032,BM9A5H1,Kusum General Stores,10,06-Jan-17,2%,397.8,360.00,,,,14.00%,557,4534.92
,7463,,201032,BM9A5G4,Bharathi Mro Industrial Products and Solutions Co.,5,06-Jan-17,-1%,381.89,359.80,,,,14.00%,267,2176.77
,7463,,201032,BM0O4R4,Embassy Office Automation,20,06-Jan-17,-96%,68.95,130.00,,,,14.00%,193,1572.06
