invoice_number,mis_date,inquiry_number,company,report_total,month_code,order_number
20610665,12-Nov-2018,28302,IR,9000,201811,10610485
20610662,12-Nov-2018,28224,ABB India,19620,201811,10610464
20211327,13-Nov-2018,25581,Reliance,50670.03,201811,10210915
20910128,12-Nov-2018,26993,GlaxoSmithKline,88426.08,201811,10910121
20610657,12-Nov-2018,27807,GE,2509.2,201811,10610435
20610658,12-Nov-2018,28350,ABB India,6379,201811,10610483
20211317,13-Nov-2018,28043,Henkel,15497,201811,10211118
20610659,12-Nov-2018,25044,GE Power Systems,6000,201811,10610375
20610668,12-Nov-2018,21508,IR,6974.1,201811,10610183
20610661,12-Nov-2018,28372,GE Power Systems,30868,201811,10610480
20211312,12-Nov-2018,26076,Henkel,800,201811,10211177
20610660,12-Nov-2018,19668,GE Power Systems,34534.06,201811,10610103
20610641,2-Nov-2018,28468,IR,3400,201811,10610477
20610670,12-Nov-2018,27044,ABB India,920.04,201811,10610383
20610669,12-Nov-2018,28540,GE Power Systems,21787.5,201811,10610490
20211300,2-Nov-2018,27992,SSI,17526,201811,10211106
20211323,13-Nov-2018,27925,Hyosung,16400,201811,10211133
20910127,12-Nov-2018,27969,Covestro,3390,201811,10910145
20211331,13-Nov-2018,27323,Henkel,24421.36,201811,10211173
20211328,13-Nov-2018,27357,Henkel,17858,201811,10210958
20211329,13-Nov-2018,27506,Piramal,39899.88,201811,10210978
20211318,13-Nov-2018,26428,SRF,21985,201811,10211102
20211321,13-Nov-2018,27912,Cummins,21950,201811,10211141
20211330,13-Nov-2018,26516,SSI,18013.18,201811,10211005
20211324,13-Nov-2018,28552,Piramal,5150,201811,10211193
20211334,13-Nov-2018,27039,Covestro,798,201811,10210983
20910129,13-Nov-2018,28565,GlaxoSmithKline,27500,201811,10910152
20910125,12-Nov-2018,28381,Delhivery,178000,201811,10910140
20211333,13-Nov-2018,28507,Piramal,27405,201811,10211186
20210908,7-Sep-2018,20836,Cummins,54117.64,201809,10210864
20610673,14-Nov-2018,27207,GE,28105.24,201811,10610430
20210845,31-Aug-2018,25120,Cummins - Recon India,42815,201808,10210641
20211314,13-Nov-2018,26734,Henkel,28421,201811,10210826
20210847,31-Aug-2018,21405,Cummins,73754.32,201808,10210692
20211340,13-Nov-2018,27572,Henkel,63191.49,201811,10211113
20210970,20-Sep-2018,26399,ZF India,460,201809,10210934
20210999,22-Sep-2018,25723,RIL,50070.93,201809,10210750
20211342,13-Nov-2018,28146,Henkel,7194.15,201811,10211132
20211339,13-Nov-2018,28012,Henkel,539886.6,201811,10211157
20211344,14-Nov-2018,28211,AMAT,364086.02,201811,10211137
20210598,24-Jul-2018,25361,Covestro,5775,201807,10210586
20211335,13-Nov-2018,27999,SSI,340430,201811,10211123
20211345,14-Nov-2018,28009,AMAT,110620.96,201811,10211104
20211349,14-Nov-2018,28301,Godrej,7200,201811,10211151
20211351,14-Nov-2018,27580,GE,27645,201811,10210992
20211354,14-Nov-2018,25047,Cummins,233945.21,201811,10210697
20211352,14-Nov-2018,19826,GE,9000,201811,10210312
20211353,14-Nov-2018,26387,GE,11518.75,201811,10210791
20211358,14-Nov-2018,28591,Henkel,18400,201811,10211272
20211356,14-Nov-2018,26700,Cargill,54000,201811,10210856
20310001,25-Oct-2018,28447,KazStroy,5497800,201810,10211275
20310002,25-Oct-2018,28447,KazStroy,2124150,201810,10211275
20310003,25-Oct-2018,28447,KazStroy,3748500,201810,10211275
20910094,4-Oct-2018,27733,Covestro,1225,201810,10910122
20211357,14-Nov-2018,21297,GE,200000,201811,10210425
20910119,2-Nov-2018,25106,Graziano,33950,201811,10910116
20610452,14-Sep-2018,27220,GE Power Systems,4980,201809,10610378
20610451,14-Sep-2018,25044,GE Power Systems,9600,201809,10610375
20610450,12-Sep-2018,26848,GE Power Systems,267490,201809,10610344
20610449,12-Sep-2018,27131,GE Power Systems,1100,201809,10610369
20610447,12-Sep-2018,25225,GE Power Systems,2400,201809,10610255
20610444,12-Sep-2018,21365,GE Power Systems,42560,201809,10610363
20610442,11-Sep-2018,27138,GE Power Systems,3100,201809,10610370
20610441,11-Sep-2018,18742,GE Power Systems,15750,201809,10610368
20610440,11-Sep-2018,19849,GE Power Systems,21600,201809,10610356
20610437,10-Sep-2018,27125,GE Power Systems,1560,201809,10610365
20610436,10-Sep-2018,25225,GE Power Systems,2250,201809,10610255
20610425,6-Sep-2018,26093,GE Power Systems,1200,201809,10610355
20610424,6-Sep-2018,26369,GE Power Systems,26400,201809,10610306
20610421,6-Sep-2018,26802,GE Power Systems,11750,201809,10610342
20610417,5-Sep-2018,25225,GE Power Systems,7200,201809,10610255
20610416,5-Sep-2018,19849,GE Power Systems,4500,201809,10610351
20610415,5-Sep-2018,26093,GE Power Systems,2400,201809,10610353
20610412,5-Sep-2018,26739,GE Power Systems,18050.9,201809,10610343
20610411,4-Sep-2018,25052,GE Power Systems,262678.5,201809,10610259
20610435,10-Sep-2018,18465,GE Power Systems,27750,201809,99999089
20610432,10-Sep-2018,18814,GE Power Systems,1300,201809,10610152
20610583,20-Oct-2018,28229,IR,28725,201810,10610466
20610582,20-Oct-2018,27986,IR,6612.5,201810,10610467
20610602,25-Oct-2018,28250,IR,1274.64,201810,10610474
21910040,15-Nov-2018,27780,Piramal,10165.8,201811,11410035
20211346,14-Nov-2018,28393,Vako Seals,36180,201811,10211214
20211290,31-Oct-2018,20029,GE,5625,201810,10210399
20211294,1-Nov-2018,28597,Henkel,7140,201811,10211211
20211313,13-Nov-2018,28629,Henkel,4800,201811,10211224
20211360,15-Nov-2018,28694,Henkel,180921.05,201811,10211228
20610656,3-Nov-2018,28604,IR,39747.61,201811,10610500
20610671,13-Nov-2018,28713,IR,21496.15,201811,10610508
20211310,3-Nov-2018,28702,Godrej,70000,201811,10211233
20610645,2-Nov-2018,16447,GE Power Systems,1540,201811,2002859
20211359,14-Nov-2018,26052,Henkel,11500,201811,10211210
20211319,13-Nov-2018,21413,IEC-TSL,3515727.93,201811,10211235
20610674,14-Nov-2018,28618,GE,20627.92,201811,10610510
20610568,17-Oct-2018,27737,GE,34000,201810,10610456
20610667,12-Nov-2018,28356,IR,16500,201811,10610493
20211350,14-Nov-2018,28288,Cummins,30340.91,201811,10211223
20910130,14-Nov-2018,28787,GlaxoSmithKline,102600,201811,10910157
20610672,14-Nov-2018,28749,GE,1305.6,201811,10610515
20610666,12-Nov-2018,25097,IEC-TSL,3484350.87,201811,10610509
21210085,14-Nov-2018,28479,Piramal,184167.21,201811,11210079
20610642,2-Nov-2018,28356,IR,2890,201811,10610493
20910126,12-Nov-2018,28690,Covestro,23100,201811,10910154
20211307,3-Nov-2018,28631,The Lalit,6941.3,201811,10211215
20211322,13-Nov-2018,27057,Henkel,9841.18,201811,10211153
20211355,14-Nov-2018,28455,Henkel,466,201811,10211198
20211348,14-Nov-2018,8681,McNally,245046,201811,10210389
20211341,13-Nov-2018,28803,Flextronics,8800,201811,10211247
20211320,13-Nov-2018,28459,Cargill,16814,201811,10211229
20211361,15-Nov-2018,28718,Reliance,17176.44,201811,10211263
20211362,15-Nov-2018,28759,Trident Computer,228125,201811,10211294
22010001,1-Jul-2018,10541,Pragati Power,-3220761.31,201807,10200222
22010002,1-Apr-2018,25697,Raymond,-678500,201804,10210606
22010003,1-Jul-2018,14816,Henkel,-34423,201807,2003085
22010004,1-Jul-2018,14816,Henkel,-2756.26,201807,2003085
22010007,18-Aug-2018,8348,McNally,-13287.96,201808,10200237
22010008,18-Aug-2018,8348,McNally,-20361.49,201808,10200237
22010009,21-Aug-2018,20001,Henkel,-63000,201808,10210205
22010010,10-Aug-2018,3225,APM Terminals,-21681,201808,
22010011,10-Aug-2018,3225,APM Terminals,-25777.4,201808,
22010012,27-Apr-2018,18086,AT India Autoparts,-31270,201804,10210033
22010013,17-Aug-2018,20037,Henkel,-15576,201808,10210215
22010014,17-Aug-2018,19980,Henkel,-23364,201808,10210216
22010015,16-Jul-2018,18515,AMAT,-590,201807,10210062
22010016,24-Aug-2018,6813,PNP Maritime,-936.38,201808,
22010017,11-Sep-2018,20029,GE,-227061.5,201809,10210399
22010018,11-Sep-2018,20029,GE,-200505.6,201809,10210399
22010019,11-Sep-2018,20029,GE,-23080.8,201809,10210399
22010020,11-Sep-2018,20029,GE,-243630.86,201809,10210399
22010021,11-Sep-2018,20029,GE,-25416.02,201809,10210399
22010022,3-Nov-2018,21413,IEC-TSL,-3536842.1,201811,10211235
22010023,16-Jul-2018,21150,Henkel,-1600,201807,10210403
22010024,17-Sep-2018,7407,MGL,-34487.86,201809,2000956
22010025,17-Oct-2018,25361,Covestro,-1593,201810,10210586
22010026,18-Oct-2018,15029,Galiakotwala,-1047923.07,201810,10210128
22010027,30-Oct-2018,13619,Galiakotwala,-27626.46,201810,2002572
22010028,30-Oct-2018,12442,Galiakotwala,-194684.96,201810,2002571
22010029,27-Oct-2018,20132,KazStroy,-2164320,201810,10210294
22010030,27-Oct-2018,18840,KazStroy,-1696031.4,201810,10200216
22010031,27-Oct-2018,18840,KazStroy,-242290.2,201810,10200216
22010032,15-Nov-2018,26285,AMAT,-9296.04,201811,10210738
22410001,16-May-2018,12624,GE Power Systems,-2525.2,201805,2001775
22410002,16-May-2018,9877,GE Power Systems,-2994.84,201805,2000034
22410003,15-Jun-2018,19229,GE Power Systems,-46330.76,201806,10610023
22410004,19-Jul-2018,18819,Metso,-2805.76,201807,10610118
22410005,28-Sep-2018,25003,GE Power Systems,-379338.08,201809,10610212
22410006,15-Oct-2018,26318,Plasser India,-4105.22,201810,10610348
22410007,3-Nov-2018,25097,IEC-TSL,-3536842.1,201811,10610509
22710001,19-Jul-2018,20004,Compass India Support,-152091.45,201807,10910022
