legacy_id,payment_method,amount_received,payment_received_date,entry_date,comments,company,remote_reference,currency,tally_remote_uid,currency_rate
841,"Transfer Acct",50074.90,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200593,1.0000
842,"Transfer Acct",25113.36,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200594,1.0000
843,"Transfer Acct",326649.96,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200595,1.0000
844,"Transfer Acct",31071.05,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200596,1.0000
845,"Transfer Acct",26325.95,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200597,1.0000
846,"Transfer Acct",15071.83,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200598,1.0000
847,"Transfer Acct",43499.47,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200599,1.0000
848,"Transfer Acct",8792.91,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200600,1.0000
849,"Transfer Acct",5436.45,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200601,1.0000
850,"Transfer Acct",9872.73,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200602,1.0000
851,"Transfer Acct",554.75,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200603,1.0000
852,"Transfer Acct",31176.85,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200604,1.0000
853,"Transfer Acct",22037.21,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200605,1.0000
854,"Transfer Acct",5561.39,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200606,1.0000
855,"Transfer Acct",69836.33,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200607,1.0000
856,"Transfer Acct",4057.93,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200608,1.0000
857,checkmo,0.00,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200609,1.0000
858,"Transfer Acct",110549.18,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200610,1.0000
859,"Transfer Acct",19203.59,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200611,1.0000
860,checkmo,0.00,2018-07-04,"2018-09-03 00:00:00",,155,,0,70200612,1.0000
861,"Transfer Acct",15466.32,2018-07-11,"2018-09-03 00:00:00",,155,,0,70200613,1.0000
862,"Transfer Acct",49928.97,2018-07-26,"2018-09-03 00:00:00",,155,,0,70200614,1.0000
863,checkmo,0.00,2018-07-26,"2018-09-03 00:00:00",,155,,0,70200615,1.0000
864,checkmo,0.00,2018-07-30,"2018-09-03 00:00:00",,155,,0,70200616,1.0000
865,checkmo,0.00,2018-07-30,"2018-09-03 00:00:00",,155,,0,70200617,1.0000
866,checkmo,0.00,2018-07-30,"2018-09-03 00:00:00",,155,,0,70200618,1.0000
867,checkmo,0.00,2018-07-30,"2018-09-03 00:00:00",,155,,0,70200619,1.0000
868,checkmo,0.00,2018-08-16,"2018-09-03 00:00:00",,155,,0,70200620,1.0000
869,checkmo,0.00,2018-08-24,"2018-09-03 00:00:00",,155,,0,70200621,1.0000
870,checkmo,0.00,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200622,1.0000
871,checkmo,0.00,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200623,1.0000
872,checkmo,0.00,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200624,1.0000
873,"Transfer Acct",3918.94,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200625,1.0000
874,"Transfer Acct",6401.86,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200626,1.0000
875,"Transfer Acct",6401.86,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200626,1.0000
876,"Transfer Acct",2766.70,2018-07-24,"2018-09-03 00:00:00",,155,,0,70200627,1.0000
877,"Transfer Acct",100689.08,2018-08-06,"2018-09-03 00:00:00",,155,,0,70200628,1.0000
878,"Transfer Acct",267755.06,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200629,1.0000
879,"Transfer Acct",104969.76,2018-04-09,"2018-09-03 00:00:00",,155,,0,70200630,1.0000
880,"Transfer Acct",1723189.46,2018-05-10,"2018-09-03 00:00:00",,155,,0,70200631,1.0000
881,"Transfer Acct",52800.31,2018-05-11,"2018-09-03 00:00:00",,155,,0,70200632,1.0000
882,"Transfer Acct",11871.44,2018-05-11,"2018-09-03 00:00:00",,155,,0,70200633,1.0000
883,"Transfer Acct",14080.08,2018-05-11,"2018-09-03 00:00:00",,155,,0,70200634,1.0000
884,"Transfer Acct",168245.72,2018-05-22,"2018-09-03 00:00:00",,155,,0,70200635,1.0000
885,"Transfer Acct",73641.71,2018-05-22,"2018-09-03 00:00:00",,155,,0,70200636,1.0000
886,"Transfer Acct",16728.26,2018-05-22,"2018-09-03 00:00:00",,155,,0,70200637,1.0000
887,"Transfer Acct",4368.23,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200638,1.0000
888,"Transfer Acct",4229.98,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200639,1.0000
889,"Transfer Acct",3819.45,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200640,1.0000
890,"Transfer Acct",8275.70,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200641,1.0000
891,"Transfer Acct",8275.70,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200641,1.0000
892,"Transfer Acct",34917.94,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200642,1.0000
893,"Transfer Acct",269649.36,2018-06-08,"2018-09-03 00:00:00",,155,,0,70200643,1.0000
894,"Transfer Acct",863.07,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200644,1.0000
895,"Transfer Acct",1449.36,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200645,1.0000
896,"Transfer Acct",5987.80,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200646,1.0000
897,"Transfer Acct",87047.31,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200647,1.0000
898,"Transfer Acct",36960.45,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200648,1.0000
899,checkmo,0.00,2018-06-20,"2018-09-03 00:00:00",,155,,0,70200649,1.0000
900,checkmo,0.00,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200650,1.0000
901,checkmo,0.00,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200651,1.0000
902,checkmo,0.00,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200652,1.0000
903,checkmo,0.00,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200653,1.0000
904,checkmo,0.00,2018-06-28,"2018-09-03 00:00:00",,155,,0,70200654,1.0000
905,checkmo,0.00,2018-07-11,"2018-09-03 00:00:00",,155,,0,70200655,1.0000
906,checkmo,0.00,2018-07-11,"2018-09-03 00:00:00",,155,,0,70200656,1.0000
907,checkmo,0.00,2018-07-11,"2018-09-03 00:00:00",,155,,0,70200656,1.0000
908,checkmo,0.00,2018-07-11,"2018-09-03 00:00:00",,155,,0,70200656,1.0000
909,checkmo,0.00,2018-07-11,"2018-09-03 00:00:00",,155,,0,70200656,1.0000
910,checkmo,0.00,2018-07-11,"2018-09-03 00:00:00",,155,,0,70200657,1.0000
911,checkmo,0.00,2018-07-24,"2018-09-03 00:00:00",,155,,0,70200658,1.0000
912,checkmo,0.00,2018-07-24,"2018-09-03 00:00:00",,155,,0,70200659,1.0000
913,checkmo,0.00,2018-08-09,"2018-09-03 00:00:00",,155,,0,70200660,1.0000
914,checkmo,0.00,2018-08-09,"2018-09-03 00:00:00",,155,,0,70200660,1.0000
915,checkmo,0.00,2018-08-09,"2018-09-03 00:00:00",,155,,0,70200661,1.0000
916,checkmo,0.00,2018-08-09,"2018-09-03 00:00:00",,155,,0,70200662,1.0000
917,checkmo,0.00,2018-08-09,"2018-09-03 00:00:00",,155,,0,70200663,1.0000
918,checkmo,0.00,2018-08-29,"2018-09-03 00:00:00",,155,,0,70200664,1.0000
919,"Transfer Acct",7557.04,2018-04-07,"2018-09-11 00:00:00",,2,,0,70200679,1.0000
920,"Transfer Acct",100620.96,2018-04-09,"2018-09-11 00:00:00",,380,,0,70200680,1.0000
921,checkmo,0.00,2018-09-15,"2018-09-20 00:00:00",,53,,0,70200685,1.0000
922,"Transfer Acct",103426.00,2018-09-10,"2018-09-20 00:00:00",,1716,,0,70200690,1.0000
923,"Transfer Acct",135508.00,2018-09-10,"2018-09-20 00:00:00",,1716,,0,70200691,1.0000
924,"Transfer Acct",139052.34,2018-09-10,"2018-09-20 00:00:00",,1716,,0,70200692,1.0000
925,"Transfer Acct",850824.66,2018-09-10,"2018-09-20 00:00:00",,13,,0,70200693,1.0000
926,"Transfer Acct",1233.82,2018-09-10,"2018-09-20 00:00:00",,155,,0,70200694,1.0000
927,"Transfer Acct",105329.86,2018-09-15,"2018-09-20 00:00:00",,155,,0,70200713,1.0000
928,"Transfer Acct",103336.01,2018-09-15,"2018-09-20 00:00:00",,155,,0,70200725,1.0000
929,"Transfer Acct",351540.44,2018-08-01,"2018-09-22 00:00:00",,4,,0,70200727,1.0000
930,"Transfer Acct",75659.00,2018-08-01,"2018-09-22 00:00:00",,1096,,0,70200728,1.0000
931,"Transfer Acct",0.10,2018-08-01,"2018-09-22 00:00:00",,102,,0,70200729,1.0000
932,"Transfer Acct",500000.00,2018-08-01,"2018-09-22 00:00:00",,198,,0,70200730,1.0000
933,"Transfer Acct",5144.00,2018-08-01,"2018-09-22 00:00:00",,1675,,0,70200731,1.0000
934,"Transfer Acct",9784.00,2018-08-01,"2018-09-22 00:00:00",,1675,,0,70200732,1.0000
935,"Transfer Acct",50000.00,2018-08-01,"2018-09-22 00:00:00",,474,,0,70200733,1.0000
936,"Transfer Acct",192038.00,2018-08-02,"2018-09-22 00:00:00",,198,,0,70200734,1.0000
