LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage bc,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate bc,tax rate,tax amount,total
,17063,,2003151,BM9M4L3,Visaka Industries Ltd.,115,16-Jan-2018,0.06,6.18,1175,1049.53913043478,,,,0.18,18,24322.5,159447.5
,17081,,2003152,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,17082,,2003153,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.18,18.02,694.06,569,,,,0.18,18,124.9308,818.9908
,17083,,2003154,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,17084,,2003155,BM0C7I5,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.33,33.29,700,467,,,,0.18,18,126,826
,17085,,2003156,BM0Q8Y7,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.4,40.41,845.76,504,,,,0.18,18,152.2368,997.9968
,17087,,2003179,BM9K9F9,Unique Industrials,10,16-Jan-2018,0.15,14.67,90,72.8,,,,0.18,18,162,1062
,17087,,2003179,BM9L1W4,Unique Industrials,16,16-Jan-2018,0.06,5.81,121.5,109,,,,0.18,18,349.92,2293.92
,17087,,2003179,BM9L1W6,Unique Industrials,10,16-Jan-2018,0.09,9.39,52.2,45,,,,0.18,18,93.96,615.96
,17087,,2003179,BM9L1W9,Unique Industrials,25,16-Jan-2018,-0.03,-3.15,288.9,285,,,,0.18,18,1300.05,8522.55
,17087,,2003179,BM9L3E8,Unique Industrials,50,16-Jan-2018,-0.05,-4.56,434.7,435,,,,0.18,18,3912.3,25647.3
,17087,,2003179,BM9L3F1,Unique Industrials,10,16-Jan-2018,0.02,2.13,112.5,105,,,,0.18,18,202.5,1327.5
,17087,,2003179,BM9L3F3,Unique Industrials,16,16-Jan-2018,0.09,9.22,237.6,205,,,,0.18,18,684.288,4485.888
,17087,,2003179,BM9M1Y4,Unique Industrials,30,16-Jan-2018,0.06,5.64,18.9,17,,,,0.18,18,102.06,669.06
,17087,,2003179,BM9M3E2,Unique Industrials,50,16-Jan-2018,0.19,18.63,11.7,9,,,,0.18,18,105.3,690.3
,17087,,2003179,BM9M4N1,Unique Industrials,10,16-Jan-2018,0.11,10.65,64.8,55,,,,0.18,18,116.64,764.64
,17119,,2003188,BM0K8L3,Dhiren Traders,100,16-Jan-2018,0.08,7.55,52.3,46,,,,0.18,18,941.4,6171.4
,17119,,2003188,BM0K8T8,Shreenathji Welding And Safety Pvt. Ltd.,20,16-Jan-2018,0.06,5.79,9.5,8.5,,,,0.18,18,34.2,224.2
,17138,,2003233,BM9K5N6,Best It World India Pvt. Ltd.,5,16-Jan-2018,0.15,15.32,692,555,,,,0.18,18,622.8,4082.8
,17138,,2003236,BM9K5N6,Best It World India Pvt. Ltd.,5,16-Jan-2018,0.15,15.32,692,555,,,,0.18,18,622.8,4082.8
,17185,,2003211,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.08,7.51,513.56,475,,,,0.18,18,92.4408,606.0008
,17185,,2003211,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17186,,2003212,BM0Q6S3,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.19,19.29,1270,1025,,,,0.18,18,228.6,1498.6
,17186,,2003212,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17352,,10710001,BM9P2Y4,Nupros Inc .,3,16-Jan-2018,0.6,60.2,402,160,,,,0.18,18,217.08,1423.08
,17352,,10710001,BM9P5C8,Green Electricals Pvt. Ltd.,30,16-Jan-2018,0.6,60.15,107,42.64,,,,0.18,18,577.8,3787.8
,17352,,10710001,BM9P7R5,Mahendra Electricals,3,16-Jan-2018,0.6,60.2,582,231.66,,,,0.18,18,314.28,2060.28
,17352,,10710001,BM9P8W7,Parshwa Instruments,3,16-Jan-2018,0.6,60.19,1457,580,,,,0.18,18,786.78,5157.78
,17352,,10710001,BM9P9Q3,Chanakya Bag Studio,1,16-Jan-2018,0.6,60.17,3270,1302.28,,,,0.18,18,588.6,3858.6
,17352,,10710001,BM9Q2D9,Bulk MRO Industrial Supply Pvt. Ltd.,3,16-Jan-2018,0.12,12.1,6156,5411.33,,,,0.18,18,3324.24,21792.24
,17352,,10710001,BM9Q5U5,United Instrument Services,1,16-Jan-2018,0.6,60.21,22530,8964,,,,0.18,18,4055.4,26585.4
,17352,,10710001,BM9Q6Z8,Parshwa Instruments,3,16-Jan-2018,0.6,59.84,249,100,,,,0.18,18,134.46,881.46
,17352,,10710001,BM9R2A2,Bulk MRO Industrial Supply Pvt. Ltd.,3,16-Jan-2018,0,0,439749,439749,,,,0.18,18,237464.46,1556711.46
,17352,,10710001,BM9R5V4,Kaysons Techno Equipments Pvt. Ltd.,3,16-Jan-2018,0.6,60.2,3015,1200,,,,0.18,18,1628.1,10673.1
,17352,,10710001,BM9R6A7,G.R Enterprise,3,16-Jan-2018,0.66,66.11,375,127.1,,,,0.18,18,202.5,1327.5
,17352,,10710001,BM9R6N7,United Instrument Services,1,16-Jan-2018,0.6,60.2,113078,45000,,,,0.18,18,20354.04,133432.04
,17352,,10710001,BM9R8K3,Kaysons Techno Equipments Pvt. Ltd.,3,16-Jan-2018,0.6,60.2,23746,9450,,,,0.18,18,12822.84,84060.84
,17352,,10710001,BM9S8U3,Green Electricals Pvt. Ltd.,40,16-Jan-2018,0.62,62.22,9,3.4,,,,0.18,18,64.8,424.8
,17352,,10710001,BM9S9Y4,Gauges Bourdon (I) Pvt. Ltd.,1,16-Jan-2018,0.6,60.2,9473,3770,,,,0.18,18,1705.14,11178.14
,17352,,10710001,BM9T4N1,Nupros Inc .,1,16-Jan-2018,0.6,60.2,15077,6000,,,,0.18,18,2713.86,17790.86
,17352,,10710001,BM9U2R6,United Instrument Services,1,16-Jan-2018,0.6,60.2,99509,39600,,,,0.18,18,17911.62,117420.62
,17352,,10710001,BM9U6B3,Gauges Bourdon (I) Pvt. Ltd.,3,16-Jan-2018,0.6,60.2,12564,5000,,,,0.18,18,6784.56,44476.56
,17352,,10710001,BM9U7Z2,Spark Batteries,3,16-Jan-2018,0.6,60.22,1483,590,,,,0.18,18,800.82,5249.82
,17352,,10710001,BM9U9F4,United Instrument Services,20,16-Jan-2018,0.6,60.19,628,250,,,,0.18,18,2260.8,14820.8
,17352,,10710001,BM9V2A6,Gauges Bourdon (I) Pvt. Ltd.,1,16-Jan-2018,0.6,60.2,8003,3185,,,,0.18,18,1440.54,9443.54
,17352,,10710001,BM9W7U6,Gauges Bourdon (I) Pvt. Ltd.,6,16-Jan-2018,0.6,60.21,2136,850,,,,0.18,18,2306.88,15122.88
,17352,,10710001,BM9W8D7,Nupros Inc .,1,16-Jan-2018,-4.17,-416.92,62872,325000,,,,0.18,18,11316.96,74188.96
,17352,,10710001,BM9X5G5,United Instrument Services,7,16-Jan-2018,0.6,60.23,352,140,,,,0.18,18,443.52,2907.52
,17352,,10710001,BM9X8Y2,United Instrument Services,1,16-Jan-2018,0.6,60.2,62872,25020,,,,0.18,18,11316.96,74188.96
,17352,,10710001,BM9X9C6,Tech Connect Retail Pvt Ltd.,1,16-Jan-2018,0.6,60.2,87288,34737,,,,0.18,18,15711.84,102999.84
,17352,,10710001,BM9X9S2,Gauges Bourdon (I) Pvt. Ltd.,1,16-Jan-2018,0.6,60.21,9147,3640,,,,0.18,18,1646.46,10793.46
,17352,,10710001,BM9Z1X9,Green Electricals Pvt. Ltd.,15,16-Jan-2018,0.6,60.18,158,62.92,,,,0.18,18,426.6,2796.6
,17352,,10710001,BM9Z3S5,Amazon.com,3,16-Jan-2018,0.66,65.59,1759,605.333333333333,,,,0.18,18,949.86,6226.86
,17352,,10710001,BM9Z4M9,Nupros Inc .,3,16-Jan-2018,0.6,60.16,251,100,,,,0.18,18,135.54,888.54
,17352,,10710001,BM9Z6V8,Nupros Inc .,3,16-Jan-2018,0.6,60.19,427,170,,,,0.18,18,230.58,1511.58
,17352,,10710001,BM9Z6Y3,Kaysons Techno Equipments Pvt. Ltd.,12,16-Jan-2018,0.6,60.26,302,120,,,,0.18,18,652.32,4276.32
,17352,,10710001,BM9Z6Y7,Nupros Inc .,1,16-Jan-2018,0.6,60.2,972474,387000,,,,0.18,18,175045.32,1147519.32
,17352,,10710001,BM9Z7D1,Chetan Enterprise,14,16-Jan-2018,0.6,60.24,503,200,,,,0.18,18,1267.56,8309.56
,17355,,10610041,BM9P2Y4,Nupros Inc .,3,16-Jan-2018,0.53,52.8,339,160,,,,0.18,18,183.06,1200.06
,17355,,10610041,BM9P5C8,Green Electricals Pvt. Ltd.,30,16-Jan-2018,0.53,52.63,90,42.6333333333333,,,,0.18,18,486,3186
,17355,,10610041,BM9P7R5,Mahendra Electricals,3,16-Jan-2018,0.53,52.72,490,231.666666666667,,,,0.18,18,264.6,1734.6
,17355,,10610041,BM9P8W7,Parshwa Instruments,3,16-Jan-2018,0.53,52.73,1227,580,,,,0.18,18,662.58,4343.58
,17355,,10610041,BM9P9Q3,Chanakya Bag Studio,1,16-Jan-2018,0.53,52.74,2755,1302,,,,0.18,18,495.9,3250.9
,17355,,10610041,BM9Q2D9,Solarland USA Corporation,3,16-Jan-2018,0.57,56.64,5183,2247.33333333333,,,,0.18,18,2798.82,18347.82
,17355,,10610041,BM9Q6Z8,Parshwa Instruments,3,16-Jan-2018,0.53,53.05,213,100,,,,0.18,18,115.02,754.02
,17355,,10610041,BM9Q9H9,Nupros Inc .,1,16-Jan-2018,0.53,52.73,14810,7000,,,,0.18,18,2665.8,17475.8
,17355,,10610041,BM9Q9Z9,Nupros Inc .,1,16-Jan-2018,0.53,52.73,913969,432000,,,,0.18,18,164514.42,1078483.42
,17355,,10610041,BM9R2A2,Bulk MRO Industrial Supply Pvt. Ltd.,3,16-Jan-2018,0,0,370242,370242,,,,0.18,18,199930.68,1310656.68
,17355,,10610041,BM9R5V4,Kaysons Techno Equipments Pvt. Ltd.,3,16-Jan-2018,0.5,50.37,2539,1260,,,,0.18,18,1371.06,8988.06
,17355,,10610041,BM9R6A7,G.R Enterprise,3,16-Jan-2018,0.6,60.09,318.25,127,,,,0.18,18,171.855,1126.605
,17355,,10610041,BM9R8K3,Kaysons Techno Equipments Pvt. Ltd.,3,16-Jan-2018,0.5,50.37,19993,9922.66666666667,,,,0.18,18,10796.22,70775.22
,17355,,10610041,BM9S8U3,Green Electricals Pvt. Ltd.,40,16-Jan-2018,0.51,51.43,7,3.4,,,,0.18,18,50.4,330.4
,17355,,10610041,BM9T8K1,Mahendra Electricals,50,16-Jan-2018,0.54,54.4,5,2.28,,,,0.18,18,45,295
,17355,,10610041,BM9U6B3,Gauges Bourdon (I) Pvt. Ltd.,3,16-Jan-2018,0.53,52.73,10578,5000,,,,0.18,18,5712.12,37446.12
,17355,,10610041,BM9U7Z2,Spark Batteries,3,16-Jan-2018,0.53,52.72,1248,590,,,,0.18,18,673.92,4417.92
,17355,,10610041,BM9U8D6,Nupros Inc .,1,16-Jan-2018,0.53,52.73,38082,18000,,,,0.18,18,6854.76,44936.76
,17355,,10610041,BM9U9F4,United Instrument Services,20,16-Jan-2018,0.53,52.74,529,250,,,,0.18,18,1904.4,12484.4
,17355,,10610041,BM9W3C6,Flipkart Online,1,16-Jan-2018,0.53,52.73,107558,50839,,,,0.18,18,19360.44,126918.44
,17355,,10610041,BM9W6Z2,United Instrument Services,1,16-Jan-2018,0.53,52.73,142808,67500,,,,0.18,18,25705.44,168513.44
,17355,,10610041,BM9W7U6,Gauges Bourdon (I) Pvt. Ltd.,6,16-Jan-2018,0.53,52.73,1798,850,,,,0.18,18,1941.84,12729.84
,17355,,10610041,BM9W8E7,Gauges Bourdon (I) Pvt. Ltd.,1,16-Jan-2018,0.53,52.73,6876,3250,,,,0.18,18,1237.68,8113.68
,17355,,10610041,BM9W9V7,United Instrument Services,1,16-Jan-2018,0.53,52.73,476025,225000,,,,0.18,18,85684.5,561709.5
,17355,,10610041,BM9X4K4,United Instrument Services,1,16-Jan-2018,0.53,52.73,134620,63630,,,,0.18,18,24231.6,158851.6
,17355,,10610041,BM9X5G5,United Instrument Services,7,16-Jan-2018,0.53,52.7,296,140,,,,0.18,18,372.96,2444.96
,17355,,10610041,BM9Y6R1,United Instrument Services,1,16-Jan-2018,0.53,52.73,68548,32400,,,,0.18,18,12338.64,80886.64
,17355,,10610041,BM9Z1X9,Green Electricals Pvt. Ltd.,15,16-Jan-2018,0.53,52.68,133,62.9333333333333,,,,0.18,18,359.1,2354.1
,17355,,10610041,BM9Z3S5,Amazon.com,3,16-Jan-2018,0.59,59.13,1481,605.333333333333,,,,0.18,18,799.74,5242.74
,17355,,10610041,BM9Z4J1,Gauges Bourdon (I) Pvt. Ltd.,1,16-Jan-2018,0.53,52.73,13752,6500,,,,0.18,18,2475.36,16227.36
,17355,,10610041,BM9Z4M9,Nupros Inc .,3,16-Jan-2018,0.53,52.83,212,100,,,,0.18,18,114.48,750.48
,17355,,10610041,BM9Z4U8,Gauges Bourdon (I) Pvt. Ltd.,1,16-Jan-2018,0.53,52.73,8251,3900,,,,0.18,18,1485.18,9736.18
,17355,,10610041,BM9Z6V8,Nupros Inc .,3,16-Jan-2018,0.53,52.78,360,170,,,,0.18,18,194.4,1274.4
,17355,,10610041,BM9Z6Y3,Kaysons Techno Equipments Pvt. Ltd.,12,16-Jan-2018,0.5,50.39,254,126,,,,0.18,18,548.64,3596.64
,17355,,10610041,BM9Z7C9,United Instrument Services,1,16-Jan-2018,0.53,52.73,22621,10692,,,,0.18,18,4071.78,26692.78
,17355,,10610041,BM9Z7D1,Chetan Enterprise,14,16-Jan-2018,0.53,52.72,423,200,,,,0.18,18,1065.96,6987.96
,17671,,2003437,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.33,32.91,377.12,253,,,,0.18,18,67.8816,445.0016
,17672,,2003438,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,17673,,2003439,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.33,32.91,377.12,253,,,,0.18,18,67.8816,445.0016
,17674,,2003440,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.34,34.22,346.61,228,,,,0.18,18,62.3898,408.9998
,17674,,2003440,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,11326,,2003163,BM9J3D8,K.J. Enterprises,8,17-Jan-2018,0.06,5.5,611.11,550,,,,0.18,18,879.9984,5768.8784
,14005,,2003372,BM9K5Z3,Leister Technologies India Pvt. Ltd.,1,17-Jan-2018,0.1,9.9,234983,201159,,,,0.18,18,42296.94,277279.94
,14811,,2003183,BM9M3X8,Solas Fire and Safety Corporation,2000,17-Jan-2018,0.17,16.97,17.24,13.54,,,,0.12,12,4137.6,38617.6
,15577,,2003185,BM9L4M9,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.15,15.36,98.65,79,,,,0.18,18,35.514,232.814
,15577,,2003185,BM9L4N1,No Supplier Details,2,17-Jan-2018,0.1,10.25,162.12,138,,,,0.18,18,58.3632,382.6032
,15577,,2003185,BM9L4N2,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.13,13.34,162.12,133,,,,0.18,18,58.3632,382.6032
,15577,,2003185,BM9L4N3,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.48,48.09,280.27,133,,,,0.18,18,100.8972,661.4372
,15577,,2003185,BM9L4N4,Safe Lifters Pvt. Ltd.,4,17-Jan-2018,0.12,12.45,255.86,212.5,,,,0.18,18,184.2192,1207.6592
,15577,,2003185,BM9L4N5,Safe Lifters Pvt. Ltd.,4,17-Jan-2018,0.14,14.3,67.39,54.75,,,,0.18,18,48.5208,318.0808
,15577,,2003185,BM9L4N6,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.14,14.31,137.71,112,,,,0.18,18,49.5756,324.9956
,15577,,2003185,BM9L4N7,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.14,14.31,137.71,112,,,,0.18,18,49.5756,324.9956
,15577,,2003185,BM9L4N8,Safe Lifters Pvt. Ltd.,4,17-Jan-2018,0.13,13.34,81.06,66.5,,,,0.18,18,58.3632,382.6032
,15577,,2003185,BM9L4N9,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.18,17.53,70.33,55,,,,0.18,18,25.3188,165.9788
,15577,,2003185,BM9L4P1,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.12,12.49,1085,900.5,,,,0.18,18,390.6,2560.6
,15577,,2003185,BM9L4P2,Safe Lifters Pvt. Ltd.,1,17-Jan-2018,0.13,12.97,2167,1789,,,,0.18,18,390.06,2557.06
,15577,,2003185,BM9L4P3,Safe Lifters Pvt. Ltd.,1,17-Jan-2018,0.13,12.93,2367,1955,,,,0.18,18,426.06,2793.06
,15577,,2003185,BM9L4P4,Safe Lifters Pvt. Ltd.,12,17-Jan-2018,0.12,11.87,65.43,54.75,,,,0.18,18,141.3288,926.4888
,15577,,2003185,BM9L4P5,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.17,16.58,79.12,62.5,,,,0.18,18,28.4832,186.7232
,15577,,2003185,BM9L4P6,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.13,13.16,176.76,145.5,,,,0.18,18,63.6336,417.1536
,15577,,2003185,BM9L4P7,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.13,13.16,176.76,145.5,,,,0.18,18,63.6336,417.1536
,15577,,2003185,BM9L4P8,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.13,12.5,430.86,357.5,,,,0.18,18,155.1096,1016.8296
,15577,,2003185,BM9L4P9,Safe Lifters Pvt. Ltd.,4,17-Jan-2018,0.13,12.74,168.46,139.5,,,,0.18,18,121.2912,795.1312
,15577,,2003185,BM9L4Q1,Safe Lifters Pvt. Ltd.,4,17-Jan-2018,0.15,14.68,61.53,49.75,,,,0.18,18,44.3016,290.4216
,15577,,2003185,BM9L4Q2,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.13,13.34,162.12,133,,,,0.18,18,58.3632,382.6032
,15577,,2003185,BM9L4Q3,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.13,12.89,215.82,178.5,,,,0.18,18,77.6952,509.3352
,15577,,2003185,BM9L4Q4,Safe Lifters Pvt. Ltd.,4,17-Jan-2018,0.13,13.25,88.76,73,,,,0.18,18,63.9072,418.9472
,15577,,2003185,BM9L4Q5,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.19,19.08,71.68,55,,,,0.18,18,25.8048,169.1648
,15577,,2003185,BM9L4Q6,Safe Lifters Pvt. Ltd.,2,17-Jan-2018,0.12,12.4,1645,1367,,,,0.18,18,592.2,3882.2
,15577,,2003185,BM9L4Q7,Safe Lifters Pvt. Ltd.,1,17-Jan-2018,0.13,12.52,1230,1021,,,,0.18,18,221.4,1451.4
,15577,,2003185,BM9L4Q8,Safe Lifters Pvt. Ltd.,1,17-Jan-2018,0.13,12.59,720.71,598,,,,0.18,18,129.7278,850.4378
,15577,,2003185,BM9L4Q9,Safe Lifters Pvt. Ltd.,12,17-Jan-2018,0.13,13.04,66.41,54.75,,,,0.18,18,143.4456,940.3656
,15577,,2003185,BM9L6A1,Safe Lifters Pvt. Ltd.,4,17-Jan-2018,0.08,7.68,14325,12581.25,,,,0.18,18,10314,67614
,16364,,2003181,BM9M4S8,Morse Manufacturing Co. Inc.,3,17-Jan-2018,0.65,65.45,9840,3400,,,,0.18,18,5313.6,34833.6
,17101,,2003187,BM9A1V7,Dhiren Traders,24,17-Jan-2018,0.09,8.56,230.02,200,,,,0.28,28,1545.7344,7066.2144
,17125,,2003189,BM0K8Y0,Shah Dharamchand Chhaganlal,100,17-Jan-2018,0.08,7.78,34.2,30,,,,0.05,5,171,3591
,17134,,2003200,BM9K9E3,Unique Industrials,120,17-Jan-2018,-0.04,-4.4,205.2,205,,,,0.18,18,4432.32,29056.32
,17134,,2003200,BM9K9E4,Unique Industrials,60,17-Jan-2018,-0.06,-6.47,131.4,134,,,,0.18,18,1419.12,9303.12
,17134,,2003200,BM9K9E5,Unique Industrials,30,17-Jan-2018,0.11,11.24,52.2,44,,,,0.18,18,281.88,1847.88
,17134,,2003200,BM9K9E6,Unique Industrials,60,17-Jan-2018,0.19,19.49,34.2,26,,,,0.18,18,369.36,2421.36
,17134,,2003200,BM9K9E9,Unique Industrials,120,17-Jan-2018,0.15,15.1,627.3,504.4,,,,0.18,18,13549.68,88825.68
,17134,,2003200,BM9K9F1,Unique Industrials,30,17-Jan-2018,0.23,23.3,90,65,,,,0.18,18,486,3186
,17134,,2003200,BM9K9F2,Unique Industrials,40,17-Jan-2018,0.11,10.54,306,260,,,,0.18,18,2203.2,14443.2
,17134,,2003200,BM9L1W4,Unique Industrials,25,17-Jan-2018,0.06,5.78,121.5,109,,,,0.18,18,546.75,3584.25
,17134,,2003200,BM9L1W6,Unique Industrials,40,17-Jan-2018,0.09,9.29,52.2,45,,,,0.18,18,375.84,2463.84
,17134,,2003200,BM9L1W9,Unique Industrials,80,17-Jan-2018,-0.03,-3.15,288.9,285,,,,0.18,18,4160.16,27272.16
,17134,,2003200,BM9L1X3,Unique Industrials,30,17-Jan-2018,0.08,7.8,17.1,15,,,,0.18,18,92.34,605.34
,17134,,2003200,BM9L5C9,Unique Industrials,50,17-Jan-2018,0.15,14.59,82.8,67,,,,0.18,18,745.2,4885.2
,17134,,2003200,BM9L9S6,Unique Industrials,1000,17-Jan-2018,0.04,3.97,36.05,33,,,,0.18,18,6489,42539
,17134,,2003200,BM9L9S7,Unique Industrials,100,17-Jan-2018,0.26,26.29,53.45,37,,,,0.18,18,962.1,6307.1
,17134,,2003200,BM9M2Y6,Unique Industrials,1500,17-Jan-2018,0.07,6.61,41.62,37,,,,0.18,18,11237.4,73667.4
,17134,,2003200,BM9M4X9,Unique Industrials,100,17-Jan-2018,0.14,13.68,165,135,,,,0.18,18,2970,19470
,17134,,2003200,BM9M4Y1,Unique Industrials,500,17-Jan-2018,0.16,15.68,81.43,65,,,,0.18,18,7328.7,48043.7
,17675,,2003441,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,17-Jan-2018,0.34,34.22,346.61,228,,,,0.18,18,62.3898,408.9998
,17676,,2003442,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,17-Jan-2018,0.34,34.22,346.61,228,,,,0.18,18,62.3898,408.9998
,18131,,10400004,BM9K5N6,Best It World India Pvt. Ltd.,1,17-Jan-2018,0.15,15.32,692,555,,,,0.18,18,124.56,816.56
,18152,,10400003,BM9K5N6,Best It World India Pvt. Ltd.,1,17-Jan-2018,0.15,15.32,692,555,,,,0.18,18,124.56,816.56
,18157,,10400002,BM9K5N6,Best It World India Pvt. Ltd.,1,17-Jan-2018,0.15,15.32,692,555,,,,0.18,18,124.56,816.56
,14339,,2003205,BM9K8X8,Vitronics (India),3,18-Jan-2018,0.05,5.37,202800,182800.666666667,,,,0.18,18,109512,717912
,14339,,2003205,BM9K8X9,Vitronics (India),1,18-Jan-2018,0.05,5.37,441196,397688,,,,0.18,18,79415.28,520611.28
,16438,,2003687,BM9K5N6,Best It World India Pvt. Ltd.,4,18-Jan-2018,0.15,15.32,692,555,,,,0.18,18,498.24,3266.24
,16925,,2003328,BM9M4R6,Hakimi Sales Corporation,21,18-Jan-2018,0.26,25.98,117,81.3638095238095,,,,0.18,18,442.26,2899.26
,17086,,10200119,BM00008,Renu Electronics Pvt. Ltd.,1,18-Jan-2018,0.8,80,1000,200,,,,0.18,18,180,1180
,17086,,10200119,BM9M4M6,Renu Electronics Pvt. Ltd.,1,18-Jan-2018,0.01,1.07,9000,8500,,,,0.18,18,1620,10620
,17086,,10200119,BM9M4M7,Renu Electronics Pvt. Ltd.,1,18-Jan-2018,0.01,0.84,211.77,200,,,,0.18,18,38.1186,249.8886
,17102,,2003186,BM9M4R4,Sumit Lab Solutions,1,18-Jan-2018,0.22,22.3,2893,2248,,,,0.18,18,520.74,3413.74
,17102,,2003186,BM9M4R5,Sumit Lab Solutions,6,18-Jan-2018,0.25,24.63,424.56,320,,,,0.18,18,458.5248,3005.8848
,17139,,2003191,BM0Q8X8,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.47,47.21,322.03,170,,,,0.18,18,57.9654,379.9954
,17140,,2003192,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.34,34.22,346.61,228,,,,0.18,18,62.3898,408.9998
,17141,,2003193,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17141,,2003193,BM9B1Q7,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,-2.73,-272.6,155.93,581,,,,0.18,18,28.0674,183.9974
,17142,,2003194,BM0Q8Y7,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.4,40.41,845.76,504,,,,0.18,18,152.2368,997.9968
,17146,,2003230,BM9D3D9,Accent Industries Ltd.,200,18-Jan-2018,0.26,25.5,37.14,26,,,,0.05,5,371.4,7799.4
,17146,,2003230,BM9D3E1,Accent Industries Ltd.,150,18-Jan-2018,0.26,25.51,37.14,26,,,,0.05,5,278.55,5849.55
,17146,,2003230,BM9F1U8,No Supplier Details,100,18-Jan-2018,0.26,25.5,40,28,,,,0.05,5,200,4200
,17147,,2003714,BM9G5K1,Kohinoor Paints Mart,400,18-Jan-2018,0.1,9.81,13.35,11.44,,,,0.18,18,961.2,6301.2
,17147,,2003326,BM9G5K1,Kohinoor Paints Mart,400,18-Jan-2018,0.1,9.81,13.35,11.44,,,,0.18,18,961.2,6301.2
,17160,,2003202,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,17164,,2003203,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.34,34.22,346.61,228,,,,0.18,18,62.3898,408.9998
,17164,,2003203,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,17172,,2003216,BM9D3V6,Victor Imports,25000,18-Jan-2018,0.24,24.39,2.25,1.6,,,,0.12,12,6750,63000
,17187,,2003213,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.08,7.51,513.56,475,,,,0.18,18,92.4408,606.0008
,17187,,2003213,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17188,,2003214,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17188,,2003214,BM9B1Q7,Stanley Black and Decker India Pvt. Ltd.,1,18-Jan-2018,-2.73,-272.58,155.94,581,,,,0.18,18,28.0692,184.0092
,17208,,2003235,BM9K5N6,Best It World India Pvt. Ltd.,3,18-Jan-2018,0.15,15.32,692,555,,,,0.18,18,373.68,2449.68
