LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage bc,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate bc,tax rate,tax amount,total
,14618,,2002055,BM9H5Q1,Umiya Gas Co.,1080,17-Nov-2017,0.07,7.39,42.11,39,,,,0.18,18,8186.184,53664.984
,14618,,2003646,BM9H5Q1,Umiya Gas Co.,360,17-Nov-2017,0.07,7.39,42.11,39,,,,0.18,18,2728.728,17888.328
,14618,,99999047,BM9H5Q1,Umiya Gas Co.,60,17-Nov-2017,0.07,7.39,42.11,39,,,,0.18,18,454.788,2981.388
,14645,,2002057,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.28,27.84,1354,977,,,,0.18,18,243.72,1597.72
,14646,,2002058,BM0C9A0,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.23,22.93,877.12,676,,,,0.18,18,157.8816,1035.0016
,14650,,2002059,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14650,,2002059,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,14651,,2002060,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.14,14.09,561.02,482,,,,0.18,18,100.9836,662.0036
,14652,,2002061,BM0Q8Y7,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.4,40.41,845.76,504,,,,0.18,18,152.2368,997.9968
,14667,,2002065,BM0C8Y9,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.1,9.89,139.83,126,,,,0.18,18,25.1694,164.9994
,14667,,2002065,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14668,,2002066,BM0C7I4,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.2,19.81,872.88,700,,,,0.18,18,157.1184,1029.9984
,14668,,2002066,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14669,,2002067,BM0Q8Y6,Stanley Black and Decker India Pvt. Ltd.,2,17-Nov-2017,0.44,43.97,639.83,358.5,,,,0.18,18,230.3388,1509.9988
,14669,,2002067,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.11,11.03,213.56,190,,,,0.18,18,38.4408,252.0008
,14705,,2002078,BM9G6B9,J.K Industries,4,17-Nov-2017,0.07,7.05,1022,950,,,,0.18,18,735.84,4823.84
,14754,,2002090,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.05,5.21,508.5,482,,,,0.18,18,91.53,600.03
,14754,,2002090,BM0C9M9,Stanley Black and Decker India Pvt. Ltd.,1,17-Nov-2017,0.07,6.78,339,316,,,,0.18,18,61.02,400.02
,15172,,2002287,BM9G5F5,Hawe Hydraulics Pvt. Ltd.,1,17-Nov-2017,0.06,5.9,40398,36200,,,,0.18,18,7271.64,47669.64
,15172,,2002287,BM9G5F7,Hawe Hydraulics Pvt. Ltd.,1,17-Nov-2017,0.06,5.97,38533,34500,,,,0.18,18,6935.94,45468.94
,15231,,2002288,BM9G6B9,J.K Industries,1,17-Nov-2017,0.07,7.05,1022,950,,,,0.18,18,183.96,1205.96
,11078,,2002227,BM9L2K4,Local,4,18-Nov-2017,-0.4,-40,25,35,,,,0.28,28,28,128
,11078,,2002227,BM9L2K5,Apss Eneterprise's Deccan Pharmacy and Agro Mart,4,18-Nov-2017,-1.68,-168,25,67,,,,0.28,28,28,128
,11078,,2002227,BM9L2K6,Local,8,18-Nov-2017,0.2,20,25,20,,,,0.28,28,56,256
,11078,,2002227,BM9L2K7,Local,10,18-Nov-2017,0.6,60,20,8,,,,0.28,28,56,256
,11078,,2002227,BM9L2K8,Local,20,18-Nov-2017,0.96,95.83,120,5,,,,0.28,28,672,3072
,11078,,2002227,BM9L2K9,Local,1,18-Nov-2017,0.15,15,100,85,,,,0.28,28,28,128
,11078,,2002227,BM9L2L1,Local,1,18-Nov-2017,0.76,75.56,450,110,,,,0.28,28,126,576
,11078,,2002227,BM9L2L2,Local,2,18-Nov-2017,0.09,8.57,350,320,,,,0.28,28,196,896
,11078,,2002227,BM9L2L3,Local,1,18-Nov-2017,-0.6,-60,50,80,,,,0.28,28,14,64
,11078,,2002227,BM9L2L4,Local,4,18-Nov-2017,0.8,80,100,20,,,,0.28,28,112,512
,11078,,2002227,BM9L2L5,Headliners,20,18-Nov-2017,0.58,58.17,150,62.75,,,,0.28,28,840,3840
,11078,,2002227,BM9L2L6,Standard Mechanical and Iron Works,1,18-Nov-2017,0.15,15.12,377,320,,,,0.28,28,105.56,482.56
,11078,,2002227,BM9L2L7,Apss Eneterprise's Deccan Pharmacy and Agro Mart,1,18-Nov-2017,0.87,86.67,75,10,,,,0.28,28,21,96
,11078,,2002227,BM9L2L8,Manisha Steel Center,2,18-Nov-2017,0.3,29.7,1000,703,,,,0.28,28,560,2560
,11078,,2002227,BM9L2L9,Local,2,18-Nov-2017,-11.5,-1150,2,25,,,,0.28,28,1.12,5.12
,11078,,2002227,BM9L2M1,Local,2,18-Nov-2017,0.01,1.49,335,330,,,,0.28,28,187.6,857.6
,11078,,2002227,BM9L2M2,Local,1,18-Nov-2017,0.83,82.86,350,60,,,,0.28,28,98,448
,11078,,2002227,BM9L2M3,Local,1,18-Nov-2017,0.66,66,250,85,,,,0.28,28,70,320
,11078,,2002227,BM9L2M4,Apss Eneterprise's Deccan Pharmacy and Agro Mart,4,18-Nov-2017,-0.52,-52,50,76,,,,0.28,28,56,256
,11078,,2002227,BM9L2M5,Local,4,18-Nov-2017,0.67,66.67,150,50,,,,0.28,28,168,768
,11078,,2002227,BM9L2M6,Local,4,18-Nov-2017,0.17,16.67,30,25,,,,0.28,28,33.6,153.6
,11078,,2002227,BM9L2M7,Apss Eneterprise's Deccan Pharmacy and Agro Mart,1,18-Nov-2017,0.11,11.43,35,31,,,,0.28,28,9.8,44.8
,11078,,2002227,BM9L2M8,Local,1,18-Nov-2017,0,0,50,50,,,,0.28,28,14,64
,11078,,2002227,BM9L2M9,Local,8,18-Nov-2017,0.73,73.33,75,20,,,,0.28,28,168,768
,11078,,2002227,BM9L2N1,Standard Mechanical and Iron Works,1,18-Nov-2017,0.15,15.25,649,550,,,,0.28,28,181.72,830.72
,11078,,2002227,BM9L2N2,Local,4,18-Nov-2017,0.5,50,20,10,,,,0.28,28,22.4,102.4
,11078,,2002227,BM9L2N3,Local,1,18-Nov-2017,0.67,66.67,30,10,,,,0.28,28,8.4,38.4
,11078,,2002227,BM9L2N4,Local,1,18-Nov-2017,0.55,55,100,45,,,,0.28,28,28,128
,11078,,2002227,BM9L2N5,Local,2,18-Nov-2017,0.5,50,20,10,,,,0.28,28,11.2,51.2
,11078,,2002227,BM9L2N6,Local,4,18-Nov-2017,-0.33,-33.33,30,40,,,,0.28,28,33.6,153.6
,14686,,2002068,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,18-Nov-2017,0.14,14.09,561.02,482,,,,0.18,18,100.9836,662.0036
,14689,,2002069,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,18-Nov-2017,0.14,14.09,561.02,482,,,,0.18,18,100.9836,662.0036
,14690,,2002070,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,18-Nov-2017,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,14713,,2002072,BM0O7C5,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.89,88.52,156.78,18,,,,0.18,18,28.2204,185.0004
,14713,,2002072,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14714,,2002073,BM1A7X9,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.58,58.25,2841,1186,,,,0.18,18,511.38,3352.38
,14714,,2002073,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14715,,2002074,BM0C8G8,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.16,15.58,1630,1376,,,,0.18,18,293.4,1923.4
,14715,,2002074,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14716,,2002075,BM0C7I4,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.2,19.81,872.88,700,,,,0.18,18,157.1184,1029.9984
,14716,,2002075,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,19-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,11241,,2002092,BM9J2H6,Divine Engineering,2,20-Nov-2017,0.26,25.82,1220,850,,,,0.18,18,439.2,2879.2
,12969,,2002104,BM9A6U9,Micron Engineering Corporation,3,20-Nov-2017,0.08,7.52,5114,4500,,,,0.28,28,4295.76,19637.76
,12981,,2002105,BM9D5N6,Kiran Diamond Tools,2,20-Nov-2017,0.23,23.48,3960,2852,,,,0.18,18,1425.6,9345.6
,12981,,210200097,BM9K6H1,Setalvad Bros.,1,20-Nov-2017,0,-0.49,4850,4656,,,,0.18,18,873,5723
,12981,,2002105,BM9K6H1,Setalvad Bros.,1,20-Nov-2017,0,-0.49,4850,4656,,,,0.18,18,873,5723
,12981,,2002105,BM9K6H2,No Supplier Details,2,20-Nov-2017,0.11,10.92,2400,2030,,,,0.18,18,864,5664
,13325,,2002095,BM9K1H7,Hallmark Electronics,30,20-Nov-2017,0.19,19.01,196.08,150,,,,0.18,18,1058.832,6941.232
,14741,,2002079,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,14742,,2002080,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14743,,2002081,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.48,47.81,220.34,115,,,,0.18,18,39.6612,260.0012
,14743,,2002081,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,14744,,2002082,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14745,,2002083,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.48,47.81,220.34,115,,,,0.18,18,39.6612,260.0012
,14750,,2002084,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,14751,,2002085,BM1G0B8,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.41,40.7,338.98,201,,,,0.18,18,61.0164,399.9964
,14752,,2002086,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.48,47.81,220.34,115,,,,0.18,18,39.6612,260.0012
,14752,,2002086,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.1,10.34,21.19,19,,,,0.18,18,3.8142,25.0042
,14770,,2002094,BM0O7C5,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.89,88.52,156.78,18,,,,0.18,18,28.2204,185.0004
,14770,,2002094,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,20-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,11235,,2002121,BM9B8B1,Dhiren Traders,120,21-Nov-2017,0.07,6.8,248,220,,,,0.18,18,5356.8,35116.8
,11235,,2002121,BM9B8B1,Dhiren Traders,30,21-Nov-2017,-0.07,-6.68,248,220,,,,0.18,18,1339.2,8779.2
,11235,,2002121,BM9B8J9,Dhiren Traders,60,21-Nov-2017,0.08,7.51,125,110,,,,0.18,18,1350,8850
,11235,,2002121,BM9C2D8,Dhiren Traders,100,21-Nov-2017,0.23,22.77,22,16,,,,0.18,18,396,2596
,11235,,2002121,BM9C2D9,Dhiren Traders,100,21-Nov-2017,0.23,22.77,22,16,,,,0.18,18,396,2596
,11235,,2002121,BM9C2E4,Dhiren Traders,80,21-Nov-2017,0.07,6.62,135,120,,,,0.18,18,1944,12744
,11235,,2002121,BM9J1F8,Dhiren Traders,6,21-Nov-2017,0.09,8.83,300,260,,,,0.18,18,324,2124
,12234,,2002088,BM9J5W7,Shubham Sales,30,21-Nov-2017,0.02,1.51,2182,2051,,,,0.18,18,11782.8,77242.8
,12234,,2002088,BM9J5W8,Shubham Sales,30,21-Nov-2017,0.02,1.5,3135,2947,,,,0.18,18,16929,110979
,12234,,2002088,BM9J5W9,Shubham Sales,30,21-Nov-2017,0.02,1.5,711.7,669,,,,0.18,18,3843.18,25194.18
,13439,,2002748,BM0C0S9,Valisons and Co.,56,21-Nov-2017,0.23,22.86,45,34.7142857142857,,,,0.18,18,453.6,2973.6
,13439,,2002748,BM0C4G7,Valisons and Co.,56,21-Nov-2017,0.15,15.35,121.6,102.928571428571,,,,0.18,18,1225.728,8035.328
,13439,,2002748,BM0C4H4,Valisons and Co.,56,21-Nov-2017,0.4,40.05,27.91,16.7321428571429,,,,0.18,18,281.3328,1844.2928
,13439,,2002748,BM0C4M0,Valisons and Co.,56,21-Nov-2017,0.33,32.58,27.6,18.6071428571429,,,,0.18,18,278.208,1823.808
,13439,,2002748,BM0C7Q4,Stanley Black and Decker India Pvt. Ltd.,56,21-Nov-2017,0.18,17.58,177.51,146.303571428571,,,,0.18,18,1789.3008,11729.8608
,13439,,2002748,BM0Q8Y1,No Supplier Details,56,21-Nov-2017,0.09,8.73,42.73,39,,,,0.18,18,430.7184,2823.5984
,13439,,2002748,BM1G0J3,Stanley Black and Decker India Pvt. Ltd.,56,21-Nov-2017,0.25,25.44,52.38,39.0535714285714,,,,0.18,18,527.9904,3461.2704
,13439,,2002748,BM1G0J4,Stanley Black and Decker India Pvt. Ltd.,56,21-Nov-2017,0.18,17.91,154.78,127.053571428571,,,,0.18,18,1560.1824,10227.8624
,13439,,2002748,BM9K1N8,Divine Engineering,56,21-Nov-2017,0.45,44.51,27.03,15,,,,0.18,18,272.4624,1786.1424
,13439,,2002748,BM9K1N9,Deluxe Electrical Corporation,56,21-Nov-2017,0.15,15.15,565.72,480,,,,0.18,18,5702.4576,37382.7776
,13439,,2002748,BM9K4L2,Starlite Engineer Co.,56,21-Nov-2017,0.57,57.16,16.34,7,,,,0.18,18,164.7072,1079.7472
,13439,,2002748,BM9L1T8,Veejay Tex,56,21-Nov-2017,0.14,13.79,191.4,165,,,,0.18,18,1929.312,12647.712
,13464,,2002112,BM9K1Y8,Dhiren Traders,15,21-Nov-2017,0.19,19.07,280,214,,,,0.18,18,756,4956
,13464,,2002112,BM9K1Y9,Dhiren Traders,12,21-Nov-2017,0.31,30.9,65,42,,,,0.18,18,140.4,920.4
,14002,,2002087,BM9K6E4,Balia Security IT Solutions Pvt. Ltd.,50,21-Nov-2017,0.05,5,236.84,225,,,,0.28,28,3315.76,15157.76
,14002,,2002087,BM9K6E5,Balia Security IT Solutions Pvt. Ltd.,164,21-Nov-2017,0.05,5,63.16,60,,,,0.18,18,1864.4832,12222.7232
,14203,,2002107,BM9K6J8,Ex Zone Solution,12,21-Nov-2017,0.08,8.21,5175,4750,,,,0.28,28,17388,79488
,14203,,2002107,BM9K6J9,Ex Zone Solution,150,21-Nov-2017,0.1,9.95,107.72,97,,,,0.18,18,2908.44,19066.44
,14203,,2002107,BM9K6K1,Ex Zone Solution,1,21-Nov-2017,0.09,9.39,9105,8250,,,,0.18,18,1638.9,10743.9
,14203,,2002107,BM9K6K2,Ex Zone Solution,24,21-Nov-2017,0.21,20.72,52.98,42,,,,0.18,18,228.8736,1500.3936
,14203,,2002107,BM9K6K3,Ex Zone Solution,1,21-Nov-2017,0.05,5,18947,18000,,,,0.18,18,3410.46,22357.46
,14203,,2002107,BM9K6K4,Ex Zone Solution,1,21-Nov-2017,0.05,5,13158,12500,,,,0.18,18,2368.44,15526.44
,14526,,2002102,BM9H1Z3,Swastik Scientific Co.,5,21-Nov-2017,0.18,18.32,2073,1600,,,,0.18,18,1865.7,12230.7
,14598,,2002111,BM9K8B5,Ex Zone Solution,2,21-Nov-2017,0.05,5.24,20872,19779,,,,0.18,18,7513.92,49257.92
,14699,,2002097,BM9K8S5,Trident Services Pvt. Ltd.,1,21-Nov-2017,0.08,7.78,13890,12810,,,,0.28,28,3889.2,17779.2
,14759,,2002091,BM9D3V6,Victor Imports,25000,21-Nov-2017,0.24,24.39,2.25,1.6,,,,0.12,12,6750,63000
,14796,,2002098,BM0C7H0,Stanley Black and Decker India Pvt. Ltd.,1,21-Nov-2017,0.43,43.05,293.22,167,,,,0.18,18,52.7796,345.9996
,14797,,2002099,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,21-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14798,,2002100,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,21-Nov-2017,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,14817,,2002108,BM0O7C5,Stanley Black and Decker India Pvt. Ltd.,2,21-Nov-2017,0.9,90.43,193.22,18.5,,,,0.18,18,69.5592,455.9992
,14817,,2002108,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,21-Nov-2017,0.11,11.03,213.56,190,,,,0.18,18,38.4408,252.0008
,14947,,2002751,BM0C0S9,Valisons and Co.,21,21-Nov-2017,0.23,22.86,45,34.7142857142857,,,,0.18,18,170.1,1115.1
,14947,,2002751,BM0C4G7,Valisons and Co.,21,21-Nov-2017,0.15,15.37,121.6,102.904761904762,,,,0.18,18,459.648,3013.248
,14947,,2002751,BM0C4H4,Valisons and Co.,21,21-Nov-2017,0.4,39.94,27.91,16.7619047619048,,,,0.18,18,105.4998,691.6098
,14947,,2002751,BM0C4M0,Valisons and Co.,21,21-Nov-2017,0.33,32.54,27.6,18.6190476190476,,,,0.18,18,104.328,683.928
,14947,,2002751,BM0C7Q4,No Supplier Details,21,21-Nov-2017,0.14,13.81,177.51,153,,,,0.18,18,670.9878,4398.6978
,14947,,2002751,BM0Q8Y1,Stanley Black and Decker India Pvt. Ltd.,21,21-Nov-2017,0.24,24.11,42.73,32.4285714285714,,,,0.18,18,161.5194,1058.8494
,14947,,2002751,BM1G0J3,Stanley Black and Decker India Pvt. Ltd.,21,21-Nov-2017,0.25,25.45,52.38,39.0476190476191,,,,0.18,18,197.9964,1297.9764
,14947,,2002751,BM1G0J4,No Supplier Details,21,21-Nov-2017,0.13,13.42,154.77,134,,,,0.18,18,585.0306,3835.2006
,14947,,2002751,BM9K1N8,Divine Engineering,21,21-Nov-2017,0.45,44.53,27.04,15,,,,0.18,18,102.2112,670.0512
,14947,,2002751,BM9K1N9,Deluxe Electrical Corporation,21,21-Nov-2017,0.15,15.15,565.72,480,,,,0.18,18,2138.4216,14018.5416
,14947,,2002751,BM9K4L2,Starlite Engineer Co.,21,21-Nov-2017,0.57,57.16,16.34,7,,,,0.18,18,61.7652,404.9052
,14947,,2002751,BM9L1T8,Veejay Tex,21,21-Nov-2017,0.14,13.79,191.4,165,,,,0.18,18,723.492,4742.892
,14954,,2002749,BM0C0S9,Valisons and Co.,13,21-Nov-2017,0.23,22.91,45,34.6923076923077,,,,0.18,18,105.3,690.3
,14954,,2002749,BM0C4G7,Valisons and Co.,13,21-Nov-2017,0.15,15.36,121.6,102.923076923077,,,,0.18,18,284.544,1865.344
,14954,,2002749,BM0C4H4,Valisons and Co.,13,21-Nov-2017,0.4,39.92,27.91,16.7692307692308,,,,0.18,18,65.3094,428.1394
,14954,,2002749,BM0C4M0,Valisons and Co.,13,21-Nov-2017,0.33,32.55,27.6,18.6153846153846,,,,0.18,18,64.584,423.384
,14954,,2002749,BM0C7Q4,No Supplier Details,13,21-Nov-2017,0.14,13.81,177.51,153,,,,0.18,18,415.3734,2723.0034
,14954,,2002749,BM0Q8Y1,No Supplier Details,13,21-Nov-2017,0.09,8.73,42.73,39,,,,0.18,18,99.9882,655.4782
,14954,,2002749,BM1G0J3,No Supplier Details,13,21-Nov-2017,0.12,12.18,52.38,46,,,,0.18,18,122.5692,803.5092
,14954,,2002749,BM1G0J4,No Supplier Details,13,21-Nov-2017,0.13,13.42,154.77,134,,,,0.18,18,362.1618,2374.1718
,14954,,2002749,BM9K1N8,Divine Engineering,13,21-Nov-2017,0.45,44.53,27.04,15,,,,0.18,18,63.2736,414.7936
,14954,,2002749,BM9K1N9,Deluxe Electrical Corporation,13,21-Nov-2017,0.15,15.15,565.72,480,,,,0.18,18,1323.7848,8678.1448
,14954,,2002749,BM9K4L2,Starlite Engineer Co.,13,21-Nov-2017,0.57,57.16,16.34,7,,,,0.18,18,38.2356,250.6556
,14954,,2002749,BM9L1T8,Veejay Tex,13,21-Nov-2017,0.14,13.79,191.4,165,,,,0.18,18,447.876,2936.076
,14959,,2002750,BM0C0S9,SHREENATH TOOLS CENTRE,15,21-Nov-2017,0.19,18.81,45,36.5333333333333,,,,0.18,18,121.5,796.5
,14959,,2002750,BM0C4G7,No Supplier Details,15,21-Nov-2017,0.1,10.36,121.6,109,,,,0.18,18,328.32,2152.32
,14959,,2002750,BM0C4H4,No Supplier Details,15,21-Nov-2017,0.1,10.43,27.91,25,,,,0.18,18,75.357,494.007
,14959,,2002750,BM0C4M0,No Supplier Details,15,21-Nov-2017,0.09,9.42,27.6,25,,,,0.18,18,74.52,488.52
,14959,,2002750,BM0C7Q4,No Supplier Details,15,21-Nov-2017,0.14,13.81,177.51,153,,,,0.18,18,479.277,3141.927
,14959,,2002750,BM0Q8Y1,No Supplier Details,15,21-Nov-2017,0.09,8.73,42.73,39,,,,0.18,18,115.371,756.321
,14959,,2002750,BM1G0J3,No Supplier Details,15,21-Nov-2017,0.12,12.18,52.38,46,,,,0.18,18,141.426,927.126
,14959,,2002750,BM1G0J4,No Supplier Details,15,21-Nov-2017,0.13,13.42,154.77,134,,,,0.18,18,417.879,2739.429
,14959,,2002750,BM9K1N8,No Supplier Details,15,21-Nov-2017,0.11,11.24,27.04,24,,,,0.18,18,73.008,478.608
,14959,,2002750,BM9K1N9,No Supplier Details,15,21-Nov-2017,0.14,13.92,565.72,487,,,,0.18,18,1527.444,10013.244
,14959,,2002750,BM9K4L2,No Supplier Details,15,21-Nov-2017,0.14,14.32,16.34,14,,,,0.18,18,44.118,289.218
,14959,,2002750,BM9L1T8,No Supplier Details,15,21-Nov-2017,0.13,12.75,191.4,167,,,,0.18,18,516.78,3387.78
,14962,,2002755,BM0C0S9,No Supplier Details,37,21-Nov-2017,0.13,13.33,45,39,,,,0.18,18,299.7,1964.7
,14962,,2002755,BM0C4G7,No Supplier Details,37,21-Nov-2017,0.1,10.36,121.6,109,,,,0.18,18,809.856,5309.056
,14962,,2002755,BM0C4H4,No Supplier Details,37,21-Nov-2017,0.1,10.43,27.91,25,,,,0.18,18,185.8806,1218.5506
,14962,,2002755,BM0C4M0,No Supplier Details,37,21-Nov-2017,0.09,9.42,27.6,25,,,,0.18,18,183.816,1205.016
,14962,,2002755,BM0C7Q4,No Supplier Details,37,21-Nov-2017,0.14,13.81,177.51,153,,,,0.18,18,1182.2166,7750.0866
,14962,,2002755,BM0Q8Y1,No Supplier Details,37,21-Nov-2017,0.09,8.73,42.73,39,,,,0.18,18,284.5818,1865.5918
,14962,,2002755,BM1G0J3,No Supplier Details,37,21-Nov-2017,0.12,12.18,52.38,46,,,,0.18,18,348.8508,2286.9108
,14962,,2002755,BM1G0J4,No Supplier Details,37,21-Nov-2017,0.13,13.42,154.77,134,,,,0.18,18,1030.7682,6757.2582
,14962,,2002755,BM9K1N8,No Supplier Details,37,21-Nov-2017,0.11,11.24,27.04,24,,,,0.18,18,180.0864,1180.5664
,14962,,2002755,BM9K1N9,No Supplier Details,37,21-Nov-2017,0.14,13.92,565.72,487,,,,0.18,18,3767.6952,24699.3352
,14962,,2002755,BM9K4L2,No Supplier Details,37,21-Nov-2017,0.14,14.32,16.34,14,,,,0.18,18,108.8244,713.4044
,14962,,2002755,BM9L1T8,No Supplier Details,37,21-Nov-2017,0.13,12.75,191.4,167,,,,0.18,18,1274.724,8356.524
,14965,,2002752,BM0C0S9,No Supplier Details,26,21-Nov-2017,0.13,13.33,45,39,,,,0.18,18,210.6,1380.6
,14965,,2002752,BM0C4G7,No Supplier Details,26,21-Nov-2017,0.1,10.36,121.6,109,,,,0.18,18,569.088,3730.688
,14965,,2002752,BM0C4H4,No Supplier Details,26,21-Nov-2017,0.1,10.43,27.91,25,,,,0.18,18,130.6188,856.2788
,14965,,2002752,BM0C4M0,No Supplier Details,26,21-Nov-2017,0.09,9.42,27.6,25,,,,0.18,18,129.168,846.768
,14965,,2002752,BM0C7Q4,No Supplier Details,26,21-Nov-2017,0.14,13.81,177.51,153,,,,0.18,18,830.7468,5446.0068
,14965,,2002752,BM0Q8Y1,No Supplier Details,26,21-Nov-2017,0.09,8.73,42.73,39,,,,0.18,18,199.9764,1310.9564
,14965,,2002752,BM1G0J3,No Supplier Details,26,21-Nov-2017,0.12,12.18,52.38,46,,,,0.18,18,245.1384,1607.0184
,14965,,2002752,BM1G0J4,No Supplier Details,26,21-Nov-2017,0.13,13.42,154.77,134,,,,0.18,18,724.3236,4748.3436
,14965,,2002752,BM9K1N8,No Supplier Details,26,21-Nov-2017,0.11,11.24,27.04,24,,,,0.18,18,126.5472,829.5872
,14965,,2002752,BM9K1N9,No Supplier Details,26,21-Nov-2017,0.14,13.92,565.72,487,,,,0.18,18,2647.5696,17356.2896
,14965,,2002752,BM9K4L2,No Supplier Details,26,21-Nov-2017,0.14,14.32,16.34,14,,,,0.18,18,76.4712,501.3112
,14965,,2002752,BM9L1T8,No Supplier Details,26,21-Nov-2017,0.13,12.75,191.4,167,,,,0.18,18,895.752,5872.152
,14968,,2002754,BM0C0S9,No Supplier Details,34,21-Nov-2017,0.13,13.33,45,39,,,,0.18,18,275.4,1805.4
,14968,,2002754,BM0C4G7,No Supplier Details,34,21-Nov-2017,0.1,10.36,121.6,109,,,,0.18,18,744.192,4878.592
,14968,,2002754,BM0C4H4,No Supplier Details,34,21-Nov-2017,0.1,10.43,27.91,25,,,,0.18,18,170.8092,1119.7492
,14968,,2002754,BM0C4M0,No Supplier Details,34,21-Nov-2017,0.09,9.42,27.6,25,,,,0.18,18,168.912,1107.312
,14968,,2002754,BM0C7Q4,No Supplier Details,34,21-Nov-2017,0.14,13.81,177.51,153,,,,0.18,18,1086.3612,7121.7012
,14968,,2002754,BM0Q8Y1,No Supplier Details,34,21-Nov-2017,0.09,8.73,42.73,39,,,,0.18,18,261.5076,1714.3276
,14968,,2002754,BM1G0J3,No Supplier Details,34,21-Nov-2017,0.12,12.18,52.38,46,,,,0.18,18,320.5656,2101.4856
,14968,,2002754,BM1G0J4,No Supplier Details,34,21-Nov-2017,0.13,13.42,154.77,134,,,,0.18,18,947.1924,6209.3724
,14968,,2002754,BM9K1N8,No Supplier Details,34,21-Nov-2017,0.11,11.24,27.04,24,,,,0.18,18,165.4848,1084.8448
,14968,,2002754,BM9K1N9,No Supplier Details,34,21-Nov-2017,0.14,13.92,565.72,487,,,,0.18,18,3462.2064,22696.6864
