Inquiry number,company id,company name
18316,1508,Saipem India Projects Ltd.
13758,1039,Packwell Gaskets Pvt. Ltd.
13753,977,MRL Tyres Ltd.
13750,1240,Ravi Technoforge Pvt. Ltd.
18328,585,Fujifilm Sericol India Pvt. Ltd.
4847,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
13744,1219,Karam Industries
18349,663,Haier Appliances India Pvt. Ltd.
13738,204,Lupin Ltd.
25245,1702,National Academy of Agricultural Sciences (NAAS)
13728,155,Indraprastha Gas Ltd.
13723,1221,Shroff And Associates Engineers Pvt. Ltd.
26479,1783,Metal Forms Pvt. Ltd.
13703,267,Rail Coach Factory
13699,1000,Mondelez India Foods Pvt. Ltd.
4857,407,V.M. Products
18409,1464,Oerlikon Friction Systems India Ltd.
6790,207,Reliance Gas Pipelines Ltd.
13688,882,Krishna Builder
13683,1212,IP Cleaning India Pvt. Ltd.
13626,611,Demosha Chemicals Pvt. Ltd.
13681,1261,Trishul Engineering
6798,267,Rail Coach Factory
13677,1251,M.B.A. Consulting India Pvt. Ltd.
18460,247,Oerlikon Balzers Coating India Pvt. Ltd.
18441,1501,Gujarat Fluorochemicals Ltd.
18459,664,Silverline Electricals Pvt. Ltd.
13631,1264,Orbit Industries
13633,1095,Ascent Precision India Pvt. Ltd.
13629,1036,Turbo Bearings Pvt. Ltd.
13610,958,Remsons Industries Ltd.
18504,1049,Dyna Filters Pvt. Ltd.
13607,1096,Master Fluid Solutions India Pvt. Ltd.
13600,443,Max Machinery and Automation
20679,1598,Aurobindo Pharma Ltd.
13597,918,Prakash Engitech Pvt. Ltd.
13595,809,Mahadev Manufactures
20698,1392,GHCL Ltd.
13579,1266,VPS Hospital Rockland
13571,691,Motherson Sumi Systems Ltd.
18542,1361,Ecolab Food Safety and Hygiene Solutions Pvt. Ltd.
6938,352,Armstrong World Industries
4890,387,National Informatics Center
13558,573,Incedo Technology Solutions Ltd.
18573,646,Suncity Projects Pvt. Ltd.
18575,424,Johnson Matthey Chemicals India Pvt. Ltd.
18608,516,Tata Power DDL
20699,1392,GHCL Ltd.
13520,765,Metso India Pvt. Ltd.
13546,719,Unilever Industries Pvt. Ltd.
18609,267,Rail Coach Factory
7076,291,Sew-Eurodrive India Pvt. Ltd.
13535,695,Haitian Huayuan Machinery India Pvt. Ltd.
13530,1218,Cotmac Electronics Pvt. Ltd.
6997,399,Techno Mac Systems
18648,1214,Consortium For Educational Communication
18649,1214,Consortium For Educational Communication
13515,1002,MRK Steel Cast
13513,1272,Orchev Pharma Pvt. Ltd.
13511,470,Shivam Engineering
18650,1214,Consortium For Educational Communication
18654,1472,Western Coalfields Limited
4914,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
18731,267,Rail Coach Factory
4916,374,"INS Tanaji, Indian Navy"
13498,1274,Bharat Bijlee Ltd.
13483,722,Brahmaputra Infrastructure Ltd.
25533,1718,Samrat Hotel
13478,1275,Ankita Plast Industries
13470,326,The Times of India Group
13466,453,Mavani Engineering and Die Maker
18701,443,Max Machinery and Automation
13460,1009,McClelland Engineers Pvt. Ltd.
20500,498,Colgate-Palmolive India Ltd.
18729,1500,Thyssenkrupp India Pvt. Ltd.
13452,611,Demosha Chemicals Pvt. Ltd.
13445,1011,Asian Institute of Medical Sciences
13441,1015,Faridabad Control Electricals Pvt. Ltd.
7112,203,Lovely Professional University
13436,576,Columbia Asia Hospitals Pvt. Ltd.
13425,625,Aircel Ltd.
13420,899,Essar Steel India Ltd.
18763,550,Intas Pharmaceuticals
13413,595,Gabriel India Ltd.
18764,371,Indian Navy
13410,595,Gabriel India Ltd.
18765,664,Silverline Electricals Pvt. Ltd.
18766,1051,Mansons International Pvt. Ltd.
13404,420,Kulkarni Power Tools Ltd.
18790,741,Indiana Traders
13402,268,Raj Dies and Engineering
18870,265,Quippo Oil and Gas Infrastructure Ltd.
13400,452,R.P. Polymers
13397,576,Columbia Asia Hospitals Pvt. Ltd.
13396,576,Columbia Asia Hospitals Pvt. Ltd.
7157,15,Accuramech Industrial Engineering Pvt. Ltd.
13389,466,DHR Holding India Pvt. Ltd.
18812,888,Vako Seals Pvt. Ltd.
18817,1499,Bekaert Industries Pvt. Ltd.
13374,976,Shilpi Cable Technlogies Ltd.
18827,249,Oil India Ltd.
13349,972,Shree Polymers
13348,980,Venkatesh Enterprises
13346,554,Unipart Services India Pvt. Ltd.
7231,206,Hitanshi Metal
18845,267,Rail Coach Factory
13331,984,Everest Spices Pvt. Ltd.
18869,1498,QRG Health City
26825,445,GlaxoSmithKline Consumer Healthcare Ltd.
13059,487,Bennett University
13057,487,Bennett University
18903,1497,Intex Technologies India Ltd.
13052,931,Clean Science and Technology Pvt. Ltd.
13047,539,Beam Global Spirits and Wine India Pvt. Ltd.
13043,996,Mercator Ltd.
7334,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
18923,437,Panacea Biotec Ltd.
18924,1496,HPL Additives Ltd.
7366,80,D. P. Jindal Group of Industries
19382,267,Rail Coach Factory
13027,722,Brahmaputra Infrastructure Ltd.
13019,1005,Charaniya Industries
27011,267,Rail Coach Factory
13015,1004,K. K. Nag Pvt. Ltd.
13008,475,Sanmarg Projects Pvt. Ltd.
7369,164,Indobox
12997,529,United Rubber Industries
12996,529,United Rubber Industries
12994,529,United Rubber Industries
7396,199,Lanco Kondapalli Power Ltd.
12984,1003,Repro India Ltd.
12979,470,Shivam Engineering
12977,470,Shivam Engineering
4953,24,Allison Transmission India Pvt. Ltd.
19245,1495,Mangalore Refinery And Petrochemicals Ltd.
12974,470,Shivam Engineering
12972,470,Shivam Engineering
4962,97,Dr B.R. Ambedkar National Institute of Technology
5466,394,Stesalit Systems Ltd.
19275,1073,Rama Krishi Rasayn
12950,1000,Mondelez India Foods Pvt. Ltd.
19274,237,National Institute of Technology Delhi
12946,999,Ovn Trading Engineers Pvt. Ltd.
12941,997,Swastik Industries
19298,1051,Mansons International Pvt. Ltd.
19300,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
12936,13,Aastral Industries
12922,576,Columbia Asia Hospitals Pvt. Ltd.
4987,396,Symatic Engineering Pvt. Ltd.
4991,104,Elektromatics
12916,992,Kenway Infratech Pvt. Ltd.
12913,979,SM Cylinders
4997,350,Almdarij International Marketing Co. Ltd.
20619,1044,Presto Infosolutions Pvt. Ltd.
25623,1392,GHCL Ltd.
12903,971,Renfro India Pvt. Ltd.
5003,308,Sterlite Technologies Ltd.
12896,949,Prince Pipes and Fittings Pvt. Ltd.
12890,970,Himanshu Projects Pvt. Ltd.
7314,90,Devi Engineering and constructions Pvt. Ltd.
5011,105,Emerson Innovation Center
12886,969,Unichem Laboratories Ltd.
20624,1608,Avasarala Technologies Ltd.
25203,1392,GHCL Ltd.
12876,590,Mohan Meakin Ltd.
12872,965,Hanaprotech Moulding and Tools Pvt. Ltd.
25202,1392,GHCL Ltd.
26487,1781,NS Instruments India Pvt. Ltd.
5045,296,Shreeji Trading Co.
12862,1025,Atlantis Agritech Pvt. Ltd.
25200,1668,The Lalit
5052,188,KEM Hospital
5062,356,Crossways Vertical Solutions Pvt. Ltd.
5065,138,Gruppe Littlesilver
12846,1280,FDC Ltd.
20625,1392,GHCL Ltd.
12839,1028,Green Gas Ltd.
5079,356,Crossways Vertical Solutions Pvt. Ltd.
5083,157,Indian Institute of Technology Delhi
5090,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
5095,109,ESP Safety Pvt. Ltd.
20637,815,Greiner Packaging India Pvt. Ltd.
19438,899,Essar Steel India Ltd.
12812,1282,Leo Network Power Systems
5113,296,Shreeji Trading Co.
27683,611,Demosha Chemicals Pvt. Ltd.
12797,1246,Stable Packaging Pvt. Ltd.
19492,265,Quippo Oil and Gas Infrastructure Ltd.
12786,1284,Hemmo Pharmaceuticals Pvt. Ltd.
2159,265,Quippo Oil and Gas Infrastructure Ltd.
2152,265,Quippo Oil and Gas Infrastructure Ltd.
5173,381,Kalpataru Power Transmission Ltd.
12757,1159,Convertex India
5182,108,ESK Telecom India
12747,1130,Sumo Poly Plast Pvt. Ltd.
12745,471,Jyoti Cnc Automation Ltd.
12574,7680,Amazon Online Sales
1874,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
12736,611,Demosha Chemicals Pvt. Ltd.
12575,7680,Amazon Online Sales
12707,871,Super Seals India Pvt. Ltd.
12705,1125,Aura Energy
19581,1464,Oerlikon Friction Systems India Ltd.
20697,1392,GHCL Ltd.
19586,1661,Shantha Biotechnics Pvt. Ltd.
12690,213,Mahindra Comviva
12685,1121,Cemcon Concrete Industries LLP
5232,272,Reliance Infrastructure Ltd.
12680,1120,Saraswathi Institute of Medical Sciences
5231,200,Lechler India Pvt. Ltd.
12676,906,Rama Hospital and Research Center
12670,908,Elixir India and Co.
19613,1600,Magnaflux
5239,138,Gruppe Littlesilver
5242,394,Stesalit Systems Ltd.
5243,50,Bharat Foils Ltd.
4739,142,Hanuman Paints Co.
47,200,Lechler India Pvt. Ltd.
12611,1117,Iris Polymers
12609,1115,Paras Colours And Pigments
12595,719,Unilever Industries Pvt. Ltd.
7649,273,Renishaw Metrology Systems Ltd.
19689,1598,Aurobindo Pharma Ltd.
20677,1392,GHCL Ltd.
5272,126,GE Transportation Systems
7643,259,Precision Automation and Robotics India Ltd.
12555,843,Mojj Engineering Systems Ltd.
19712,1517,Indian Railway Board
12543,704,Nova Technocast Pvt. Ltd.
12542,960,Falcon Yarns Pvt. Ltd.
5300,366,HMT Machine Tools Ltd.
12540,214,Mahindra Gears and Transmissions Pvt. Ltd.
26958,620,Vedanta Ltd. (Division # Cairn Oil and Gas)
12534,903,Asian Oilfield Services Ltd.
12522,1076,Sterling Auxiliaries Pvt. Ltd.
20696,1392,GHCL Ltd.
5309,50,Bharat Foils Ltd.
5313,257,Poona Pressings Pvt. Ltd.
12486,54,Tata Steel BSL Ltd.
19742,1392,GHCL Ltd.
20701,1392,GHCL Ltd.
7685,264,Project Supply Systems
5326,370,Department of Mechanical Engineering
7750,203,Lovely Professional University
12447,962,Jai Bhavani Mata Engitech Pvt. Ltd.
5328,101,Dynasty Oil and Gas Pvt. Ltd.
5339,345,Yash Industries
7749,264,Project Supply Systems
12440,961,Avenue Engineers
12435,942,CHT India Pvt. Ltd.
25104,237,National Institute of Technology Delhi
8354,213,Mahindra Comviva
5358,97,Dr B.R. Ambedkar National Institute of Technology
25737,1689,Adani Hazira Port Pvt. Ltd.
12413,294,Shelf Drilling Offshore Services India Pvt. Ltd.
5362,377,"Naval Dockyard, Visakhapatnam"
7803,223,MEC Technology
5367,24,Allison Transmission India Pvt. Ltd.
12392,939,Super Lite Jointings Pvt. Ltd.
5374,149,Hindustan Colas Pvt. Ltd.
12358,937,Kisaan Die Tech Pvt. Ltd.
26328,1392,GHCL Ltd.
12353,932,IPEM Group of Institutions
12348,929,Saj Test Plant Pvt. Ltd.
26488,1780,Precision Equipments Pvt. Ltd.
12340,326,The Times of India Group
5412,203,Lovely Professional University
2261,26,Amazon Seller Services Pvt. Ltd.
7865,173,IPS Automation Products Pvt. Ltd.
737,26,Amazon Seller Services Pvt. Ltd.
12331,443,Max Machinery and Automation
5420,57,Bridgestone India Pvt. Ltd.
11116,510,Omya India
7861,203,Lovely Professional University
12308,921,Jabil Circuit India Pvt. Ltd.
5437,24,Allison Transmission India Pvt. Ltd.
7911,203,Lovely Professional University
5443,60,ExxonMobil Service and Technology Pvt. Ltd.
20761,1392,GHCL Ltd.
5452,60,ExxonMobil Service and Technology Pvt. Ltd.
5454,194,L. K. Machinery India Pvt. Ltd.
15057,611,Demosha Chemicals Pvt. Ltd.
5456,93,Directorate Of Purchase And Stores
20767,134,Grasim Industries Ltd.
5465,138,Gruppe Littlesilver
15054,836,Servewell Household Appliances
15046,475,Sanmarg Projects Pvt. Ltd.
5478,97,Dr B.R. Ambedkar National Institute of Technology
15037,1074,TVS Logistics Services Ltd.
19995,1594,Dr. B.R. Ambedkar Center for Biomedical Research
15004,929,Saj Test Plant Pvt. Ltd.
14994,846,Prashant Castings Pvt. Ltd.
14993,1289,Meera Metal
14991,660,Uma Polymers
5500,241,Neelyog Engineers
7879,204,Lupin Ltd.
7927,398,Tata Consultancy Services Ltd.
11844,611,Demosha Chemicals Pvt. Ltd.
5515,15,Accuramech Industrial Engineering Pvt. Ltd.
5525,37,Atomberg Technologies Pvt. Ltd.
8136,170,"INS Garuda, Indian Navy"
8131,307,Spartan Supply Pvt. Ltd.
5546,278,Ross Process Equipment Pvt. Ltd.
14933,864,Multitone Polypack Pvt.Ltd.
5542,203,Lovely Professional University
5548,93,Directorate Of Purchase And Stores
14921,663,Haier Appliances India Pvt. Ltd.
5559,66,Citrus processing India Pvt. Ltd.
14911,936,Ball Beverage Packing India Pvt. Ltd.
14906,470,Shivam Engineering
1546,59,Cairn India Ltd.
7001,343,Wohr Parking System Pvt. Ltd.
14876,910,Delhi Cantonment Board
20809,267,Rail Coach Factory
5592,233,Mylo Industries Pvt. Ltd.
14872,1070,Scandic Food India Pvt. Ltd.
14869,888,Vako Seals Pvt. Ltd.
14867,978,Apollo Pharmacy
14863,1130,Sumo Poly Plast Pvt. Ltd.
14861,1255,Core Cables Pvt. Ltd.
5600,24,Allison Transmission India Pvt. Ltd.
20152,1666,Taj City Centre
11903,611,Demosha Chemicals Pvt. Ltd.
5613,282,Safety Projects Pvt. Ltd.
5644,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
14825,899,Essar Steel India Ltd.
5624,194,L. K. Machinery India Pvt. Ltd.
5626,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
5629,52,Bharat Wire Ropes Ltd.
20491,1630,Entertainment City Ltd.
12698,7680,Amazon Online Sales
20834,424,Johnson Matthey Chemicals India Pvt. Ltd.
5636,138,Gruppe Littlesilver
20501,1672,Biological E Ltd
14814,885,Greenply Industries Ltd.
20606,267,Rail Coach Factory
8281,137,Grover Sales Corporation
5682,260,Preipolar Engineering Pvt. Ltd.
14788,1249,Safe Air Engineers Pvt. Ltd.
14783,667,Gates India Pvt. Ltd.
5696,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
5700,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
14779,1237,Amtek Auto Ltd.
14775,1257,Kinjal Industries
14774,611,Demosha Chemicals Pvt. Ltd.
5708,15,Accuramech Industrial Engineering Pvt. Ltd.
5712,298,Siddharth Enterprises
5716,267,Rail Coach Factory
8413,85,Dakshinamurti - Akash Ceramics Pvt. Ltd.
26490,1778,Electro Flux Equipments Pvt. Ltd.
14739,899,Essar Steel India Ltd.
16638,7680,Amazon Online Sales
5739,256,PNP Maritime Services Pvt. Ltd.
14728,676,Kiran Industries
14726,266,Radhe Shyam Industries
5753,108,ESK Telecom India
5758,256,PNP Maritime Services Pvt. Ltd.
5757,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
14719,679,Raptakos Brett and Co. Ltd.
5760,190,KION India Pvt. Ltd.
5771,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
8492,113,Fine Line Furniture
5773,15,Accuramech Industrial Engineering Pvt. Ltd.
8463,7,Cipla Ltd.
20742,1392,GHCL Ltd.
5790,84,Danieli Corus
14683,845,Poonam Equipment Pvt. Ltd.
14681,1170,Hyundai Construction Equipment India Pvt. Ltd.
14678,1060,PerfectPac Ltd.
14676,825,RPS Infrastructure Ltd.
4985,28,Anchor Offshore Services Ltd.
14673,465,DB Corp Ltd.
14672,547,Apollo Hospitals
5832,334,Uttam Galva Steels Ltd.
20780,498,Colgate-Palmolive India Ltd.
5854,147,Hind Rectifiers Ltd.
8530,15,Accuramech Industrial Engineering Pvt. Ltd.
14649,999,Ovn Trading Engineers Pvt. Ltd.
14643,944,RDC Concrete India Pvt. Ltd.
14640,1132,Zamil Steel Buildings India Pvt. Ltd.
14637,552,Orient Electric
20805,1392,GHCL Ltd.
5883,111,Fairfield Marriott
14634,131,Glenmark Pharmaceuticals Ltd.
3351,83,Dana India Pvt. Ltd.
14621,715,Orbit Bearings India Pvt. Ltd.
14623,852,KEC Bearings Pvt.Ltd.
14620,1135,EPP Composites Pvt. Ltd.
20833,424,Johnson Matthey Chemicals India Pvt. Ltd.
8552,323,Tata Motors Ltd.
14593,1136,Wave Infratech
5941,39,Bakshi Chempharma Equipments Pvt. Ltd.
14575,998,Integral Enterprise LLP
14589,1137,Echelon India LLP
14580,801,GMI Zarhak Moulders Pvt. Ltd.
14573,1036,Turbo Bearings Pvt. Ltd.
14567,938,USK Exports Pvt. Ltd.
20891,1671,Reckitt Benckiser (India) Ltd
5980,267,Rail Coach Factory
20884,1392,GHCL Ltd.
8624,193,Kubota Agricultural Machinery India Pvt. Ltd.
5991,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
5992,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
8529,275,Rishant Agencies
20953,1350,FPI Industries Pvt. Ltd.
6013,309,Sud-Chemie India Pvt. Ltd.
14527,990,Barry-Callebaut India Pvt. Ltd.
8690,294,Shelf Drilling Offshore Services India Pvt. Ltd.
6043,29,APM Terminals India Pvt. Ltd.
20977,977,MRL Tyres Ltd.
8687,264,Project Supply Systems
6038,97,Dr B.R. Ambedkar National Institute of Technology
8620,256,PNP Maritime Services Pvt. Ltd.
14504,990,Barry-Callebaut India Pvt. Ltd.
14496,1144,Deepak Electricals
6054,159,"Material Organization Karwar, Indian Navy"
14491,825,RPS Infrastructure Ltd.
6060,100,Dutt Engicon
6089,208,Macpower CNC Machines Pvt. Ltd.
6088,208,Macpower CNC Machines Pvt. Ltd.
8896,256,PNP Maritime Services Pvt. Ltd.
8987,271,Raymond Ltd.
25961,1668,The Lalit
8720,7,Cipla Ltd.
8977,271,Raymond Ltd.
20949,324,Tata Projects Ltd.
20950,1670,Delhi Agricultural Marketing Board
6142,390,Sourceone Industrial Supply
6146,174,ITC Grand Central - A Luxury Collection Hotel
14461,324,Tata Projects Ltd.
8849,264,Project Supply Systems
6162,256,PNP Maritime Services Pvt. Ltd.
9098,271,Raymond Ltd.
14457,646,Suncity Projects Pvt. Ltd.
6181,31,Arabian Ocean Drilling Supplies and Services Pvt. Ltd.
6201,208,Macpower CNC Machines Pvt. Ltd.
20976,977,MRL Tyres Ltd.
9083,271,Raymond Ltd.
6208,82,Dali and Samir Engineering Pvt. Ltd.
9144,206,Hitanshi Metal
9020,118,Galiakotwala Engineering Co. Pvt. Ltd.
14452,1089,Dyna Biotech
14450,811,Shree Dies
17093,1378,Triune Energy Services Private Limited
6214,518,Nocil Ltd.
14447,533,Victora Tool Engineers Pvt. Ltd.
9177,332,Universal Electrical and Electronics Co.
6223,91,DG Infrastructure Pvt. Ltd.
14442,978,Apollo Pharmacy
21169,256,PNP Maritime Services Pvt. Ltd.
9201,402,Time Techno Plast Ltd.
14434,1110,Shree Chakra Organics Pvt. Ltd.
14430,1148,IPCA Laboratories Ltd.
21021,1647,Omaxe Ltd
6267,208,Macpower CNC Machines Pvt. Ltd.
14415,890,KEC International Ltd.
6276,21,Afcons Infrastructure Ltd.
26254,1756,Konecranes Pvt. Ltd.
14405,489,Gufic Lifescience Pvt. Ltd.
6284,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
9272,135,Great Eastern Energy Corporation Ltd.
26638,49,Bhagyanagar Gas Ltd.
14401,1051,Mansons International Pvt. Ltd.
6289,106,Emerson Process Management Chennai Pvt. Ltd.
6294,357,Digital Signage Networks India Pvt. Ltd.
9325,146,Hicotronics Devices Pvt. Ltd.
9320,128,GerOil Oil and Gas Products
6304,28,Anchor Offshore Services Ltd.
14383,882,Krishna Builder
14378,1173,Eagle System
7510,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
9387,219,Maxxis Rubber India Pvt. Ltd.
14373,526,Continental Milkose India Ltd.
14370,1025,Atlantis Agritech Pvt. Ltd.
9378,128,GerOil Oil and Gas Products
14369,470,Shivam Engineering
6323,274,Research Innovation Incubation Design Labs
9456,51,Bharat Petroleum Corporation Ltd.
9500,294,Shelf Drilling Offshore Services India Pvt. Ltd.
14340,719,Unilever Industries Pvt. Ltd.
9514,224,Medispray Laboratories Pvt. Ltd.
9420,219,Maxxis Rubber India Pvt. Ltd.
9552,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
9509,135,Great Eastern Energy Corporation Ltd.
6405,29,APM Terminals India Pvt. Ltd.
21407,1669,Power Finance Corporation Ltd.
17890,28,Anchor Offshore Services Ltd.
9551,138,Gruppe Littlesilver
21431,1704,Division of Microbilogy
6421,108,ESK Telecom India
14323,765,Metso India Pvt. Ltd.
18118,1510,Manpro Equipments Pvt. Ltd.
26189,80,D. P. Jindal Group of Industries
26546,1392,GHCL Ltd.
6465,214,Mahindra Gears and Transmissions Pvt. Ltd.
6476,155,Indraprastha Gas Ltd.
6480,171,Institute for Plasma Research
21170,1029,GAIL Gas Ltd.
6492,138,Gruppe Littlesilver
6510,374,"INS Tanaji, Indian Navy"
14306,862,Gujarat Forgings Pvt. Ltd.
14304,476,Bhavani Industries
6519,160,"INS Dega, Indian Navy"
6522,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
25483,1495,Mangalore Refinery And Petrochemicals Ltd.
14291,1174,Gits Food Products Pvt. Ltd.
26327,1392,GHCL Ltd.
6531,170,"INS Garuda, Indian Navy"
20850,1392,GHCL Ltd.
2818,174,ITC Grand Central - A Luxury Collection Hotel
14281,214,Mahindra Gears and Transmissions Pvt. Ltd.
6583,240,Neeky Enterprise
26374,381,Kalpataru Power Transmission Ltd.
6598,203,Lovely Professional University
6600,115,Flipkart Internet Pvt. Ltd.
21213,691,Motherson Sumi Systems Ltd.
6620,182,Jones Lang Lasalle Property Consultants India Pvt. Ltd.
14256,946,GSH Utilities Services Pvt. Ltd.
20678,267,Rail Coach Factory
2737,308,Sterlite Technologies Ltd.
9698,294,Shelf Drilling Offshore Services India Pvt. Ltd.
20676,1392,GHCL Ltd.
6633,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
26433,1791,Balkrishna Industries Ltd.
26446,155,Indraprastha Gas Ltd.
20663,1612,Labard Instruchem Pvt. Ltd.
6672,14,ABB Global Industries and Services Pvt. Ltd.
26475,1789,Scigenics India Pvt. Ltd.
26477,1788,Lonestar Industries
25617,1392,GHCL Ltd.
20626,1392,GHCL Ltd.
26522,1776,Bombardiar Transportation India Pvt. Ltd.
5206,198,Lab India Instruments Pvt. Ltd.
6698,61,Cello Stationery Products Pvt. Ltd.
6699,61,Cello Stationery Products Pvt. Ltd.
20620,1044,Presto Infosolutions Pvt. Ltd.
21283,1646,Directorate General of Civil Aviation
2637,3,Ingersoll Rand Technologies and Services Pvt. Ltd.
19319,433,Defence Research and Development Organization
20447,1667,Schenck Rotec India Ltd
21296,1641,Petronet LNG Limited
26575,1775,Das Offshore Engineering Pvt. Ltd.
26577,1774,Savair Energy Ltd.
27093,1028,Green Gas Ltd.
6743,21,Afcons Infrastructure Ltd.
6775,203,Lovely Professional University
26617,1772,Ask Automotive Pvt. Ltd.
26618,174,ITC Grand Central - A Luxury Collection Hotel
26619,174,ITC Grand Central - A Luxury Collection Hotel
26645,1771,Orchid Chemicals and Pharmaceuticals Ltd.
26649,1770,HD Wires Pvt. Ltd.
21342,1643,Arjun Chemicals Pvt. Ltd
26653,1768,Indian Institute of Maize Research
6838,203,Lovely Professional University
6846,191,Kirpekar Engineering Pvt. Ltd.
26672,1767,Shriram EPC
20068,267,Rail Coach Factory
26688,1766,Sapura Energy
21370,237,National Institute of Technology Delhi
21371,237,National Institute of Technology Delhi
6883,138,Gruppe Littlesilver
19532,1575,Siemens Product Lifecycle Management Software Inc.
19559,1451,Sujan Industries
26720,1765,L. P. Gas Engineers and Consultants
26721,1764,K. L. Project Pvt. Ltd.
26723,1668,The Lalit
13090,7680,Amazon Online Sales
9604,294,Shelf Drilling Offshore Services India Pvt. Ltd.
27178,1785,Division of Plant Physiology
26760,921,Jabil Circuit India Pvt. Ltd.
26758,1797,Patvin Engineering Pvt. Ltd.
26849,1802,Fairfield Atlas Ltd.
19915,213,Mahindra Comviva
19914,267,Rail Coach Factory
21406,550,Intas Pharmaceuticals
19886,237,National Institute of Technology Delhi
26811,1811,SK Oilfiled Services Pvt. Ltd.
26813,1814,Wam India Pvt. Ltd.
26941,419,HP International
26830,445,GlaxoSmithKline Consumer Healthcare Ltd.
7009,24,Allison Transmission India Pvt. Ltd.
7011,20,Aesseal India Pvt. Ltd.
26860,1797,Patvin Engineering Pvt. Ltd.
26861,1807,GRP Ltd.
9719,312,Sunflag Iron And Steel Co. Ltd.
26908,1808,Adarsh Oxygen Pvt. Ltd.
19809,265,Quippo Oil and Gas Infrastructure Ltd.
19798,1597,Bajaj Auto Ltd.
26907,1809,Madhyachal Steel Pvt. Ltd.
26914,1807,GRP Ltd.
26915,1806,Apar Industries
2160,265,Quippo Oil and Gas Infrastructure Ltd.
2169,265,Quippo Oil and Gas Infrastructure Ltd.
7099,203,Lovely Professional University
26951,1805,JSW Infrastructure Ltd.
9701,80,D. P. Jindal Group of Industries
21509,1703,WAPCOS Ltd.
7119,9,Survival Systems India
19711,267,Rail Coach Factory
9805,421,ACC India Pvt. Ltd.
19688,237,National Institute of Technology Delhi
7143,29,APM Terminals India Pvt. Ltd.
27007,1809,Madhyachal Steel Pvt. Ltd.
19640,126,GE Transportation Systems
27066,477,Akzo Nobel India Ltd.
19614,1599,Exel Rubber Ltd.
7181,322,Tata Cummins Pvt. Ltd.
7197,291,Sew-Eurodrive India Pvt. Ltd.
20163,1214,Consortium For Educational Communication
14223,664,Silverline Electricals Pvt. Ltd.
7219,207,Reliance Gas Pipelines Ltd.
20250,155,Indraprastha Gas Ltd.
19551,1660,Mass Machine Tools
7226,201,Liugong India Pvt. Ltd.
7227,59,Cairn India Ltd.
21506,646,Suncity Projects Pvt. Ltd.
20649,1610,Potence Controls Pvt. Ltd.
27258,155,Indraprastha Gas Ltd.
20669,1392,GHCL Ltd.
1589,111,Fairfield Marriott
27309,1689,Adani Hazira Port Pvt. Ltd.
7327,182,Jones Lang Lasalle Property Consultants India Pvt. Ltd.
9820,148,Hindalco Industries Ltd.
27307,1760,ITC Maratha - A Luxury Collection Hotel
25182,1686,GAIL India Limited
19246,326,The Times of India Group
7364,245,Nuvision Instrumentation Solutions Pvt. Ltd.
25204,1392,GHCL Ltd.
7399,93,Directorate Of Purchase And Stores
14167,237,National Institute of Technology Delhi
7405,195,Larsen and Toubro Ltd.
9821,34,ATA Enterprises
7670,264,Project Supply Systems
9843,294,Shelf Drilling Offshore Services India Pvt. Ltd.
9811,59,Cairn India Ltd.
9610,454,Evergreen Sales
27437,237,National Institute of Technology Delhi
14156,731,Indian Immunologicals Ltd.
9881,347,Mohan Clothing Co. Pvt. Ltd.
14153,890,KEC International Ltd.
7684,264,Project Supply Systems
14148,1182,Param Dairy Ltd.
3630,9,Survival Systems India
14143,1157,Raj Petro Specialties Pvt. Ltd.
7489,215,Maschio Gaspardo India Pvt. Ltd.
14132,946,GSH Utilities Services Pvt. Ltd.
27474,1804,Vardhman Industries Ltd.
14102,443,Max Machinery and Automation
14114,1183,Overseas Infrastructure Alliance India Pvt. Ltd.
14110,824,Transfix India Pvt. Ltd.
14105,1187,IDBI Federal Life Insurance Co. Ltd.
14099,1042,Mita India Pvt. Ltd..
14091,815,Greiner Packaging India Pvt. Ltd.
14089,208,Macpower CNC Machines Pvt. Ltd.
25233,9,Survival Systems India
14063,483,MK LIDE Auto Clutch Industries Pvt. Ltd.
14058,859,Polyplastics Industries India Pvt. Ltd.
14055,1191,Sancheti Industries
14052,267,Rail Coach Factory
14050,882,Krishna Builder
14043,1051,Mansons International Pvt. Ltd.
14040,1196,Rolex Rings Pvt. Ltd.
14015,694,Manlift India Pvt. Ltd.
