legacy_id,invoice_number,order_number,original_file_name,original_file_path,duplicate_file_name,duplicate_file_path,triplicate_file_name,triplicate_file_path
848769,20210950,10210397,invoice_Original_20210950.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210950.pdf,invoice_Duplicate_20210950.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210950.pdf,invoice_Triplicate_20210950.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210950.pdf
848767,20210949,10210901,invoice_Original_20210949.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210949.pdf,invoice_Duplicate_20210949.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210949.pdf,invoice_Triplicate_20210949.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210949.pdf
848765,20610460,10610361,invoice_Original_20610460.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610460.pdf,invoice_Duplicate_20610460.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610460.pdf,invoice_Triplicate_20610460.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610460.pdf
848763,20210948,10210038,invoice_Original_20210948.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210948.pdf,invoice_Duplicate_20210948.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210948.pdf,invoice_Triplicate_20210948.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210948.pdf
848761,20610459,10610329,invoice_Original_20610459.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610459.pdf,invoice_Duplicate_20610459.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610459.pdf,invoice_Triplicate_20610459.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610459.pdf
848759,20610458,10610337,invoice_Original_20610458.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610458.pdf,invoice_Duplicate_20610458.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610458.pdf,invoice_Triplicate_20610458.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610458.pdf
848757,20910081,10910109,invoice_Original_20910081.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20910081.pdf,invoice_Duplicate_20910081.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20910081.pdf,invoice_Triplicate_20910081.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20910081.pdf
848755,20610457,10610374,invoice_Original_20610457.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610457.pdf,invoice_Duplicate_20610457.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610457.pdf,invoice_Triplicate_20610457.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610457.pdf
848753,20210947,10210863,invoice_Original_20210947.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20210947.pdf,invoice_Duplicate_20210947.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20210947.pdf,invoice_Triplicate_20210947.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20210947.pdf
848751,20610456,10610293,invoice_Original_20610456.pdf,https://bulkmro.com/media/poattachment/invoice_Original_20610456.pdf,invoice_Duplicate_20610456.pdf,https://bulkmro.com/media/poattachment/invoice_Duplicate_20610456.pdf,invoice_Triplicate_20610456.pdf,https://bulkmro.com/media/poattachment/invoice_Triplicate_20610456.pdf
