#,Date,Customer,Document Was Closed Manually,Due Date,Document Status,Branch,Document Total,Project Code,Total Tax,Canceled,Bill to,BPL ID Assigned to Invoice,Document Type,Rejection Reason,Related Type,Tax Amount (SC)
20610226,6 Jul 18,GHCL Ltd.,No,6 Jul 18,Open,Gujarat,600.62,21033-4850001691 - Hex head bolt,91.62,No,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,Item,,,91.62
20610227,6 Jul 18,GHCL Ltd.,No,6 Jul 18,Open,Gujarat,4169.54,21209-4850001704 -PO FOR VARIOUS H.T FASTNERS,636.04,No,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,Item,,,636.04
20610228,6 Jul 18,GE Power Systems India Pvt. Ltd.,No,6 Jul 18,Closed,Gujarat,93151.56,19876-CALIBRATION,14209.56,Yes,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,14209.56
20610229,7 Jul 18,GE T and D India Ltd.,No,7 Jul 18,Closed,Gujarat,23500.8,21378-Offer for Rotex make Rubber spider for Vertical coil winding machine,5140.8,No,Naini WorksMirzapur RoadNain Allahabad 211008 Uttar Pradesh,0,Item,,,5140.8
20610230,7 Jul 18,GE Power Systems India Pvt. Ltd.,No,7 Jul 18,Closed,Gujarat,2950,25089-safety items,450,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,450
20610231,7 Jul 18,Ingersoll Rand (India) Ltd.,No,7 Jul 18,Open,Gujarat,74363.6,18549-Envelop required,11343.6,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,11343.6
20610232,7 Jul 18,Ingersoll Rand (India) Ltd.,No,7 Jul 18,Closed,Gujarat,30194.11,20038-mechanical seal for KDS,4605.88,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,4605.88
20610233,7 Jul 18,Ingersoll Rand (India) Ltd.,No,7 Jul 18,Closed,Gujarat,43122.3,21304-need quotation for LLDP stationary.,5674.5,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,5674.5
20610234,11 Jul 18,GE Power Systems India Pvt. Ltd.,No,11 Jul 18,Closed,Gujarat,81564.92,21487-MRO ITEMS,17842.32,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,17842.32
20610235,11 Jul 18,Ingersoll Rand (India) Ltd.,No,11 Jul 18,Closed,Gujarat,78175,19515 - Open PO,11925,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,11925
20610236,11 Jul 18,GE Power Systems India Pvt. Ltd.,No,11 Jul 18,Closed,Gujarat,2107.48,19668-MRO Items,321.48,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,321.48
20610237,11 Jul 18,GHCL Ltd.,No,11 Jul 18,Closed,Gujarat,5630.96,21123-Requirement of SS tube cutter,858.96,No,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,Item,,,858.96
20610238,11 Jul 18,Ingersoll Rand (India) Ltd.,No,11 Jul 18,Closed,Gujarat,138288.22,20109-West bin,21094.82,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,21094.82
20610239,11 Jul 18,GE T and D India Ltd.,No,11 Jul 18,Closed,Gujarat,18712.21,20167-Offer for Stanley Tools,2854.42,No,Naini WorksMirzapur RoadNain Allahabad 211008 Uttar Pradesh,0,Item,,,2854.42
20610240,11 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,11 Jul 18,Closed,Gujarat,251499.60,18019-Glass Epoxy Sheet from 4101468032,38364.34,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,38364.34
20610241,11 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,11 Jul 18,Open,Gujarat,770009.00,19294-DC reactor,117459.00,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,117459.00
20610242,11 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,11 Jul 18,Closed,Gujarat,1486.8,18502-PO_4101571658_PPEs for Plant_BulkMRO,226.8,Yes,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,226.8
20610243,12 Jul 18,Ingersoll Rand (India) Ltd.,No,12 Jul 18,Closed,Gujarat,16314.68,21501-calibration charges of instruments,2488.68,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,2488.68
20610244,12 Jul 18,Asahi India Glass Ltd.,No,12 Jul 18,Closed,Gujarat,1183.54,21250-Fire Equipment,180.54,No,Kadi Dist Mehsana E141516 Mascot industrial Park at. Jadhavpura Kadi – Vitthalpur highway Kadi Jadhavpura Ta. Mehsana 38271 Gujarat,0,Item,,,180.54
20610245,12 Jul 18,Ingersoll Rand (India) Ltd.,No,12 Jul 18,Closed,Gujarat,233227.00,18719-keypad,35577,No,21-30 GIDC Estate NarodaAhmedabad Gujarat 382330 India,0,Item,,,35577
20610246,13 Jul 18,GE Power Systems India Pvt. Ltd.,No,13 Jul 18,Closed,Gujarat,356942.92,20755-LED light and Abb drive,54448.92,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,54448.92
20610247,13 Jul 18,Nivea India Pvt. Ltd.,No,13 Jul 18,Closed,Gujarat,28826.96,21381-A4H series Mercury Slip Ring,4397.34,No,NIVEA India Pvt. Ltd.   BDF Manufacturing India SM-9/1 Sanand II Industrial Estate Ahmedabad 382110 Gujarat,0,Item,,,4397.34
20610248,13 Jul 18,GHCL Ltd.,No,13 Jul 18,Closed,Gujarat,3717,21030-Battery charger,567,No,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,Item,,,567
20610249,13 Jul 18,GE Power Systems India Pvt. Ltd.,No,13 Jul 18,Open,Gujarat,506420.32,20755-LED light and Abb drive,54259.32,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,54259.32
20610250,13 Jul 18,ABB India Ltd.,No,13 Jul 18,Closed,Gujarat,53153.1,21419-SCI_SOE_SOU_20180623_100002 / ABB RCCB,8108.1,No,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,8108.1
20610251,13 Jul 18,GE Power Systems India Pvt. Ltd.,No,13 Jul 18,Closed,Gujarat,12744,19848- drum safety cabinet,1944,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1944
20610252,13 Jul 18,GE Power Systems India Pvt. Ltd.,No,13 Jul 18,Closed,Gujarat,3505.3,19847-JOTUN Paint Thinner No. 2,534.7,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,534.7
20610253,13 Jul 18,GE Power Systems India Pvt. Ltd.,No,13 Jul 18,Closed,Gujarat,3505.3,19847-JOTUN Paint Thinner No. 2,534.7,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,534.7
20610254,14 Jul 18,ABB India Ltd.,No,14 Jul 18,Closed,Gujarat,519.2,25088-Polyester Belt  level sensor magnet base,79.2,No,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,79.2
20610255,14 Jul 18,GE Power Systems India Pvt. Ltd.,No,14 Jul 18,Closed,Gujarat,7303.1,19668-MRO Items,673.1,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,673.1
20610256,16 Jul 18,GHCL Ltd.,No,16 Jul 18,Open,Gujarat,26935.86,20631-Group RFQ(1836) from GHCL_MRO,4108.86,No,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,Item,,,4108.86
20610257,17 Jul 18,Ingersoll Rand (India) Ltd.,No,17 Jul 18,Closed,Gujarat,7599.2,25253-Kohinoor tapes,1159.2,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,1159.2
20610258,17 Jul 18,ABB India Ltd.,No,17 Jul 18,Closed,Gujarat,13172.88,21464-RFQ for lifting tool requirement at ABB Nerul service station,1671.97,No,Plot No.79 Street No.17 MIDC Industrial Area Satpur Nasik 422007 Maharashtra,0,Item,,,1671.97
20610259,17 Jul 18,Ingersoll Rand (India) Ltd.,No,17 Jul 18,Closed,Gujarat,32214,20799-Quotation for lane marking Tapes,4914,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,4914
20610260,17 Jul 18,ABB India Ltd.,No,17 Jul 18,Closed,Gujarat,5770.92,25088-Polyester Belt  level sensor magnet base,880.32,Yes,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,880.32
20610261,18 Jul 18,Ingersoll Rand (India) Ltd.,No,18 Jul 18,Closed,Gujarat,18478.8,21508-Blister roll,2818.8,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,2818.8
20610262,18 Jul 18,Ingersoll Rand (India) Ltd.,No,18 Jul 18,Closed,Gujarat,896,25509-Engraving Machine,196,No,4-5 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,196
20610263,18 Jul 18,GE Power Systems India Pvt. Ltd.,No,18 Jul 18,Closed,Gujarat,71553.32,25552-Gas,10914.92,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,10914.92
20610264,18 Jul 18,GE Power Systems India Pvt. Ltd.,No,18 Jul 18,Closed,Gujarat,12744,19848- drum safety cabinet,1944,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1944
20610265,18 Jul 18,GE Power Systems India Pvt. Ltd.,No,18 Jul 18,Open,Gujarat,2719312.36,19412-RFQ sleeve - Renusagar,414810.36,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,414810.36
20610266,18 Jul 18,Ingersoll Rand (India) Ltd.,No,18 Jul 18,Closed,Gujarat,24678.68,25491-Cosmos Paint and Gasket shellac required - 30022725,4972.68,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,4972.68
20610267,19 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,7965,18412-PO_4101571658_PPEs for Plant_BulkMRO,1215,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,1215
20610268,19 Jul 18,GE Power Systems India Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,5310,19849-shoes,810,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,810
20610269,19 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,72853.2,18715-gas cylinder,11113.2,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,11113.2
20610270,19 Jul 18,GE Power Systems India Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,6372,20917-Plant PPE'S,972,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,972
20610271,19 Jul 18,GE Power Systems India Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,16992,20917-Plant PPE'S,2592,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,2592
20610272,19 Jul 18,GE Power Systems India Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,11328,19849-shoes,1728,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1728
20610273,19 Jul 18,GE Power Systems India Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,1416,20917-Plant PPE'S,216,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,216
20610274,19 Jul 18,GE Power Systems India Pvt. Ltd.,No,19 Jul 18,Closed,Gujarat,3161.22,19668-MRO Items,482.22,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,482.22
20610275,20 Jul 18,GE Power Systems India Pvt. Ltd.,No,20 Jul 18,Closed,Gujarat,1677.9,19668-MRO Items,79.9,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,79.9
20610276,20 Jul 18,GE Power Systems India Pvt. Ltd.,No,20 Jul 18,Closed,Gujarat,8496,19848- drum safety cabinet,1296,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1296
20610277,20 Jul 18,GE Power Systems India Pvt. Ltd.,No,20 Jul 18,Closed,Gujarat,40859.6,19668-MRO Items,6232.82,Yes,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,6232.82
20610278,20 Jul 18,John Energy Ltd.,No,20 Jul 18,Open,Gujarat,50150,25562-Purchase Order # POL/18/2042 Of Chain Tong  Rig # 24,7650,No,S-126 RIICO Industrial Area Barmer 344001 Rajasthan,0,Item,,,7650
20610279,23 Jul 18,Ingersoll Rand (India) Ltd.,No,23 Jul 18,Closed,Gujarat,3186,25157- MMPN MARKING MACHINE SERVICE CHARGES,486,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,486
20610280,24 Jul 18,Ingersoll Rand (India) Ltd.,No,24 Jul 18,Open,Gujarat,5022.3,21229-Printing Tags required,642.9,No,21-30 GIDC Estate Naroda Ahmadabad 382330 Gujarat,0,Item,,,642.9
20610281,24 Jul 18,Ingersoll Rand (India) Ltd.,No,24 Jul 18,Closed,Gujarat,18838.7,25468-Safety PPES required,2873.7,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,2873.7
20610282,24 Jul 18,Ingersoll Rand (India) Ltd.,No,24 Jul 18,Closed,Gujarat,64272.72,25512-Kirlosker Mono block pump required,6886.36,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,6886.36
20610283,24 Jul 18,GE Power Systems India Pvt. Ltd.,No,24 Jul 18,Closed,Gujarat,16992,19849-shoes,2592,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,2592
20610284,24 Jul 18,ABB India Ltd.,No,24 Jul 18,Closed,Gujarat,7046.96,25088-Polyester Belt  level sensor magnet base,1074.96,No,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,1074.96
20610285,24 Jul 18,GE Power Systems India Pvt. Ltd.,No,24 Jul 18,Open,Gujarat,53477.6,25556-mask 6200 + 2091 P100,8157.6,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,8157.6
20610286,24 Jul 18,Ingersoll Rand (India) Ltd.,No,24 Jul 18,Closed,Gujarat,8400,25516-Xerox paper required,900,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,900
20610287,25 Jul 18,ABB India Ltd.,No,25 Jul 18,Closed,Gujarat,182988.50,21419-SCI_SOE_SOU_20180623_100002 / ABB RCCB,27913.5,No,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,27913.5
20610288,25 Jul 18,GE Power Systems India Pvt. Ltd.,No,25 Jul 18,Closed,Gujarat,2525.2,20792-acetone,385.2,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,385.2
20610289,25 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,25 Jul 18,Closed,Gujarat,9440,18218-PO_4101444057_PPE Online_BulkMRO,1440,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1440
20610290,25 Jul 18,Ingersoll Rand (India) Ltd.,No,25 Jul 18,Closed,Gujarat,2832,21028-Plant 4 Tools requirement,432,No,21-30 GIDC EstateNaroda Ahmadabad 382 33 Gujarat,0,Item,,,432
20610291,25 Jul 18,GE Power Systems India Pvt. Ltd.,No,25 Jul 18,Open,Gujarat,10620,25089-safety items,1620,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1620
20610292,25 Jul 18,GE Power Systems India Pvt. Ltd.,No,25 Jul 18,Closed,Gujarat,379338.08,25003- Di-electric Flooring,82980.2,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,82980.2
20610293,26 Jul 18,ABB India Ltd.,No,26 Jul 18,Closed,Gujarat,424.8,25336-quotation required for electrical insulation tape,64.8,No,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,64.8
20610294,26 Jul 18,GE Power Systems India Pvt. Ltd.,No,26 Jul 18,Open,Gujarat,2525.2,20792-acetone,385.2,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,385.2
20610295,26 Jul 18,GE Power Systems India Pvt. Ltd.,No,26 Jul 18,Closed,Gujarat,37170,25634-Enquiry for Coupling,5670,Yes,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,5670
20610296,26 Jul 18,GE Power Systems India Pvt. Ltd.,No,26 Jul 18,Closed,Gujarat,13047.4,25198-Gouging Torch and Spares,1990.26,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1990.26
20610297,26 Jul 18,Ingersoll Rand (India) Ltd.,No,26 Jul 18,Closed,Gujarat,3240.38,25682-Marker,347.18,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,347.18
20610298,26 Jul 18,GE Power Systems India Pvt. Ltd.,No,26 Jul 18,Closed,Gujarat,14696.9,19668-MRO Items,2241.9,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,2241.9
20610299,27 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,27 Jul 18,Closed,Gujarat,3894,18323-PO_4101444057_PPE Online_BulkMRO,594,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,594
20610300,27 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,27 Jul 18,Open,Gujarat,29137.5,18465 - Open PO,1387.5,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,1387.5
20610301,30 Jul 18,GE Power Systems India Pvt. Ltd.,No,30 Jul 18,Closed,Gujarat,26461.5,19857-CABLE PROTECTOR CHENNEL,4036.5,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,4036.5
20610302,30 Jul 18,Ingersoll Rand (India) Ltd.,No,30 Jul 18,Open,Gujarat,7080,21229-Printing Tags required,1080,No,21-30 GIDC Estate Naroda Ahmadabad 382330 Gujarat,0,Item,,,1080
20610303,30 Jul 18,Ingersoll Rand (India) Ltd.,No,30 Jul 18,Closed,Gujarat,2832,25172-flocurt jelly,432,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,432
20610304,30 Jul 18,GE T and D India Ltd.,No,30 Jul 18,Closed,Gujarat,21989.66,25311-GONG BELLS.,3354.36,No,Milestone 87 Vadodara Halol Highway Kotambi Post Office Jarod Vadodara 391510 Gujarat,0,Item,,,3354.36
20610305,30 Jul 18,Ingersoll Rand (India) Ltd.,No,30 Jul 18,Closed,Gujarat,3086.88,25468-Safety PPES required,470.88,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,470.88
20610306,30 Jul 18,Ingersoll Rand (India) Ltd.,No,30 Jul 18,Closed,Gujarat,32365.98,25861-Filter and mask required,3467.78,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,3467.78
20610307,30 Jul 18,GE Power Systems India Pvt. Ltd.,No,30 Jul 18,Open,Gujarat,2525.2,20792-acetone,385.2,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,385.2
20610308,30 Jul 18,ABB India Ltd.,No,30 Jul 18,Closed,Gujarat,2675.3,25088-Polyester Belt  level sensor magnet base,408.1,No,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,408.1
20610309,31 Jul 18,Alstom Bharat Forge Power Pvt. Ltd.,No,31 Jul 18,Closed,Gujarat,69325,10491-WD40 - Bundling,10575,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,10575
20610310,31 Jul 18,Ingersoll Rand (India) Ltd.,No,31 Jul 18,Closed,Gujarat,19470,25677-Bottles - Cello Make,2970,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,2970
20610311,31 Jul 18,GHCL Ltd.,No,31 Jul 18,Closed,Gujarat,82600,25171-FILTER ELEMENT,12600,Yes,GHCL House Opp. Punjabi Hall Navrangpura Ahmedabad 380009 Gujarat,0,Item,,,12600
20610312,31 Jul 18,GE Power Systems India Pvt. Ltd.,No,31 Jul 18,Open,Gujarat,392126.43,25039-Drill cum Tapping Machine & MAGNETIC BASE DRILL MACHIN,59815.9,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,59815.9
20610313,31 Jul 18,GE Power Systems India Pvt. Ltd.,No,31 Jul 18,Closed,Gujarat,2525.2,20792-acetone,385.2,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,385.2
20610314,31 Jul 18,GHCL Ltd.,No,31 Jul 18,Open,Gujarat,47995.32,21016-GHCL ENQUIRY,7321.32,No,GHCL House Opp. Punjabi Hall Navrangpura Ahmedabad 380009 Gujarat,0,Item,,,7321.32
20610315,31 Jul 18,Ingersoll Rand (India) Ltd.,No,31 Jul 18,Closed,Gujarat,23998.8,25240-PU Coated Gloves,1142.8,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,1142.8
20610316,31 Jul 18,GE Power Systems India Pvt. Ltd.,No,31 Jul 18,Open,Gujarat,2655,25225- PR - 121507850,405,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,405
20610317,1 Aug 18,GE Power Systems India Pvt. Ltd.,No,1 Aug 18,Closed,Gujarat,84704,19921-universal relay type exide battery,18529,Yes,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,18529
20610318,1 Aug 18,Ingersoll Rand (India) Ltd.,No,1 Aug 18,Closed,Gujarat,6903,25568-Gasket Sheet,1053,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,1053
20610319,6 Aug 18,GE Power Systems India Pvt. Ltd.,No,6 Aug 18,Closed,Gujarat,19084.8,25801-coupling,4174.8,No,Plot No. Sm-37 Sanand II Industrial Estate Ahmedabad 382164 Gujarat,0,Item,,,4174.8
20610320,6 Aug 18,Alstom Bharat Forge Power Pvt. Ltd.,No,6 Aug 18,Closed,Gujarat,3894,16447-PO_4101444057_PPE Online_BulkMRO,594,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,594
20610321,6 Aug 18,GE Power Systems India Pvt. Ltd.,No,6 Aug 18,Open,Gujarat,2832,25052-wheel waste bin,432,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,432
20610322,6 Aug 18,ABB India Ltd.,No,6 Aug 18,Closed,Gujarat,30583.24,25068-Quotation required for Polythene bag requirement,4665.24,No,No.8 National Highway Maneja Vadodara 390013 Gujarat,0,Item,,,4665.24
20610323,6 Aug 18,GE Power Systems India Pvt. Ltd.,No,6 Aug 18,Closed,Gujarat,3505.3,19847-JOTUN Paint Thinner No. 2,534.7,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,534.7
20610324,6 Aug 18,GE Power Systems India Pvt. Ltd.,No,6 Aug 18,Closed,Gujarat,3505.3,19847-JOTUN Paint Thinner No. 2,534.7,No,Plot No.SM-37 Sanand-II Industrial Estate SanandAhmedabad Gujarat 382110 India,0,Item,,,534.7
20610325,6 Aug 18,GE Power Systems India Pvt. Ltd.,No,6 Aug 18,Closed,Gujarat,7965,25225- PR - 121507850,1215,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,1215
20610326,6 Aug 18,Ingersoll Rand (India) Ltd.,No,6 Aug 18,Open,Gujarat,12862,25172-flocurt jelly,1962,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,1962
20610327,7 Aug 18,Alstom Bharat Forge Power Pvt. Ltd.,No,7 Aug 18,Closed,Gujarat,16025.22,13035-gas cylinder,2444.52,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,2444.52
20610328,7 Aug 18,Alstom Bharat Forge Power Pvt. Ltd.,No,7 Aug 18,Open,Gujarat,5711.2,18323-PO_4101444057_PPE Online_BulkMRO,871.2,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,871.2
20610329,8 Aug 18,GE T and D India Ltd.,No,8 Aug 18,Closed,Gujarat,6076.58,25957-Taparia list,926.94,No,Milestone 87 Vadodara Halol Highway Kotambi Post Office Jarod Vadodara 391510 Gujarat,0,Item,,,926.94
20610330,8 Aug 18,Ingersoll Rand (India) Ltd.,No,8 Aug 18,Open,Gujarat,2177.28,25973-Markers required,233.28,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,233.28
20610331,8 Aug 18,Ingersoll Rand (India) Ltd.,No,8 Aug 18,Open,Gujarat,65914.8,26108-PP straps,10054.8,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,10054.8
20610332,8 Aug 18,Ingersoll Rand (India) Ltd.,No,8 Aug 18,Open,Gujarat,4720,25114-Plastic bottle required,720,No,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,720
20610333,9 Aug 18,GHCL Ltd.,No,9 Aug 18,Closed,Gujarat,3102.46,26151-4520029531 - Allen head bolt M 20X90,473.26,No,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,Item,,,473.26
20610334,9 Aug 18,GHCL Ltd.,No,9 Aug 18,Open,Gujarat,128.38,26161-4850001996 - HT CSK SOCKET HEAD SCREW M8 x 50,19.58,No,Soda Ash Division Sutrapada Veraval 362275 Gujarat,0,Item,,,19.58
20610335,10 Aug 18,GE Power Systems India Pvt. Ltd.,No,10 Aug 18,Closed,Gujarat,2619.6,26093-safety items,399.6,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,399.6
20610336,10 Aug 18,GE Power Systems India Pvt. Ltd.,No,10 Aug 18,Closed,Gujarat,41602.4,26017-hand gloves,4457.4,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Item,,,4457.4
20610337,10 Aug 18,Ingersoll Rand (India) Ltd.,No,10 Aug 18,Closed,Gujarat,20681.44,26125-Cosmos Paint and Gasket shellac required - 30022888,3154.78,Yes,21-30 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Item,,,3154.78
