Inquiry No.,SO No.,MIS Date
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
8348,10200237,31-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
8480,10210041,07-Jul-17
,,
,,
,,
8625,2000077,01-Jul-17
8674,2000148,07-Jul-17
,,
8698,2000179-1,14-Jul-17
,,
,,
,,
8922,2000274,07-Jul-17
,,
8968,Not Booked,14-Jul-17
9071,2000078,01-Jul-17
9146,201779,01-Jul-17
9226,2000021,01-Jul-17
,,
,,
,,
,,
,,
9234,2000089,07-Jul-17
9261,2000088-1,07-Jul-17
,,
9298,2000225,26-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
9313,201801,01-Jul-17
,,
,,
9336,2000134-1,17-Jul-17
,,
,,
9342,2000405,01-Jul-17
,,
9344,2000133,07-Jul-17
9440,2000008,04-Jul-17
9447,201853,01-Jul-17
9464,2000093-1,07-Jul-17
,,
9472,2000070,01-Jul-17
,,
,,
,,
9484,2000212,26-Jul-17
9507,2000246,10-Jul-17
9555,202007,01-Jul-17
,,
9566,201900,01-Jul-17
,,
,,
9607,2000510,18-Jul-17
,,
9623,2000108,07-Jul-17
9626,2000153-1,19-Jul-17
,,
,,
,,
,,
9631,2000115,07-Jul-17
9635,2000002,01-Jul-17
,,
9674,202038,01-Jul-17
9682,2000276,18-Jul-17
9686,99999099,28-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
9686,2000298,28-Jul-17
9730,2000147,07-Jul-17
,,
9731,2000107,07-Jul-17
,,
,,
,,
9741,2000116,07-Jul-17
9764,201996,01-Jul-17
,,
9771,2000067,07-Jul-17
9781,2000038,07-Jul-17
9786,2000162,22-Jul-17
,,
9800,2000085,07-Jul-17
,,
,,
9804,2000245,28-Jul-17
,,
9831,2000426,11-Jul-17
,,
,,
,,
,,
9864,2000170,07-Jul-17
9869,2000268,07-Jul-17
9874,2001213,24-Jul-17
,,
,,
,,
,,
,,
,,
,,
9879,2000161-1,07-Jul-17
9893,2000086,07-Jul-17
9898,2000001-1,07-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9906,2000048,10-Jul-17
9907,2000032,03-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9909,2000644,07-Jul-17
,,
,,
,,
,,
,,
,,
9929,2000011,05-Jul-17
9932,2000249,28-Jul-17
10003,2000040,07-Jul-17
,,
,,
,,
10004,2000016,11-Jul-17
10004,99999087,11-Jul-17
,,
,,
,,
,,
10022,2000015,05-Jul-17
10038,2000113,17-Jul-17
10043,2000215,07-Jul-17
10051,2000030,06-Jul-17
,,
10061,2000037,12-Jul-17
10072,2000105,07-Jul-17
10078,2000036,07-Jul-17
10080,2000119,07-Jul-17
10084,99999085,06-Jul-17
,,
,,
,,
10084,2000041,06-Jul-17
10089,2000039-1,07-Jul-17
10100,2000090,07-Jul-17
,,
10108,2000097,11-Jul-17
10111,2000203,26-Jul-17
,,
10113,2002944,12-Jul-17
10117,2000072,07-Jul-17
10118,2000163,20-Jul-17
10127,2000132,18-Jul-17
10131,2003612,07-Jul-17
10131,2000084,07-Jul-17
10138,2000415,07-Jul-17
10139,2000281,29-Jul-17
10140,2000106-1,07-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
10142,2000438,07-Jul-17
10143,2000669,07-Jul-17
10162,2000101,13-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10163,2000146,20-Jul-17
10165,2000104,07-Jul-17
10170,2000273,07-Jul-17
,,
,,
,,
10176,2000110,07-Jul-17
10177,2001348,17-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10181,2000501,27-Jul-17
,,
10185,2000118,07-Jul-17
,,
,,
,,
,,
,,
,,
10195,2000122,07-Jul-17
,,
10198,2000190,07-Jul-17
10200,2000150-2,18-Jul-17
10203,2000182,07-Jul-17
,,
,,
,,
10206,2000139,07-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10216,2001798,19-Jul-17
10220,2000193,26-Jul-17
,,
10223,2000152,07-Jul-17
10224,2000169,07-Jul-17
10227,2000138,07-Jul-17
,,
,,
10228,2000144,07-Jul-17
,,
10240,2000188,20-Jul-17
10252,2000159,07-Jul-17
10252,99999081,07-Jul-17
10257,2000155,21-Jul-17
10273,2000406,25-Jul-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10278,2000160-2,07-Jul-17
10284,2000172,24-Jul-17
10286,2000236,27-Jul-17
,,
10295,2000175,24-Jul-17
,,
10301,2000180,07-Jul-17
,,
10305,2000231,27-Jul-17
10310,2001044,25-Jul-17
,,
10312,2000201,26-Jul-17
,,
,,
10346,2000270,27-Jul-17
10362,2000241,28-Jul-17
10370,2000228,28-Jul-17
10378,2000238,28-Jul-17
,,
10392,99999078,29-Jul-17
10392,2000559,29-Jul-17
10405,2000250,28-Jul-17
10407,2000251,28-Jul-17
10408,2000252,28-Jul-17
10409,2000253,28-Jul-17
10422,2000272,31-Jul-17
,,
10425,2000271,07-Jul-17
10438,2000293,31-Jul-17
10744,2000454,27-Jul-17
10805,2000467,28-Jul-17
10807,2000468,28-Jul-17
10811,2000471,21-Jul-17
,,
,,
,,
,,
,,
,,
10976,2000573,25-Jul-17
,,
,,
,,
,,
12268,2001032,25-Jul-17
14949,2002158,25-Jul-17
14949,99999014,25-Jul-17
,,
14949,2002158,25-Jul-17
,,
,,
15104,2002266,25-Jul-17
,,
15134,2002257,25-Jul-17
,,
,,
15780,2002593,25-Jul-17
7514,2000509,24-Aug-17
8034,2000512,24-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
8730,2000380-2,08-Aug-17
,,
8992,2000277,01-Aug-17
8992,99999002,01-Aug-17
,,
,,
,,
8992,2000277,01-Aug-17
,,
,,
,,
9149,2000569,28-Aug-17
9377,2000647,31-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9383,2000262,01-Aug-17
9383,99999003,01-Aug-17
,,
9383,2000262,01-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9419,2000828,28-Aug-17
,,
,,
9430,2000388,11-Aug-17
9560,2000347,08-Aug-17
9600,2000436,18-Aug-17
9618,2000126,01-Aug-17
,,
,,
9633,2000044,01-Aug-17
,,
,,
,,
9645,2000437,18-Aug-17
,,
,,
,,
,,
,,
,,
9732,2000280,01-Aug-17
,,
,,
,,
,,
9793,2001145,22-Aug-17
9865,2000279,01-Aug-17
9865,99999004,01-Aug-17
,,
,,
,,
,,
,,
,,
,,
9865,2000279,01-Aug-17
9901,2000186,08-Aug-17
,,
,,
,,
9933,2000355,01-Aug-17
10000,2000395,14-Aug-17
,,
10019,2000557,30-Aug-17
,,
,,
,,
,,
10034,2002215,01-Aug-17
10069,2000412,09-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10085,2000363,10-Aug-17
,,
,,
10091,2000312,03-Aug-17
10093,2000091,01-Aug-17
10107,2000289,02-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
10121,2000318,04-Aug-17
,,
10123,2000490,23-Aug-17
10123,99999079,23-Aug-17
10123,2000490,23-Aug-17
,,
10123,99999079,23-Aug-17
,,
,,
10123,2000490,23-Aug-17
,,
,,
,,
10146,2000414,09-Aug-17
10148,2000472,22-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
10156,2000411,16-Aug-17
10156,210200084,16-Aug-17
,,
10171,2000291,01-Aug-17
10202,2000424,17-Aug-17
,,
,,
,,
,,
10205,2000300,02-Aug-17
,,
10208,2000143,19-Aug-17
10211,2000129,01-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10213,2000282,01-Aug-17
10215,2000373,11-Aug-17
10236,2000430,17-Aug-17
,,
,,
,,
10242,2000157,31-Aug-17
10258,2000340,05-Aug-17
10259,2000416,01-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
10261,2000543,23-Aug-17
10263,2000353,01-Aug-17
,,
10289,2000571,31-Aug-17
,,
,,
,,
10292,2000514,01-Aug-17
,,
,,
10293,2000458-1,22-Aug-17
10300,2000290,02-Aug-17
,,
,,
10302,2000403,16-Aug-17
10314,2000330-1,05-Aug-17
,,
10315,2000327,02-Aug-17
10317,2000360,10-Aug-17
,,
,,
10326,2001910,18-Aug-17
10327,2000283,01-Aug-17
,,
,,
10351,2000553,25-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10363,2000439,17-Aug-17
,,
10375,2000513,24-Aug-17
10386,99999042,08-Aug-17
10386,10200024,08-Aug-17
,,
10386,2000345,08-Aug-17
,,
,,
10386,99999042,08-Aug-17
10399,2000603,21-Aug-17
,,
,,
10418,2000407,01-Aug-17
10428,2000304,02-Aug-17
10435,2002137,22-Aug-17
,,
,,
,,
10440,2000441,18-Aug-17
10443,2000562,30-Aug-17
,,
,,
10445,2000404,16-Aug-17
10446,2000421,16-Aug-17
,,
,,
,,
,,
10456,2000299,01-Aug-17
10461,2000525,23-Aug-17
10463,2000325,04-Aug-17
10467,2000351,09-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10469,2000428,18-Aug-17
10470,2000386,11-Aug-17
10473,2000354,10-Aug-17
10475,2000294,02-Aug-17
,,
10478,2000496,23-Aug-17
10483,2000302,02-Aug-17
,,
,,
,,
,,
10486,2000387-1,04-Aug-17
,,
10489,2000545,24-Aug-17
,,
,,
10490,2000303,02-Aug-17
10491,10610147,03-Aug-17
10491,2000485,03-Aug-17
10491,10610147,03-Aug-17
10491,2000485,03-Aug-17
,,
,,
,,
10491,10610147,03-Aug-17
10491,2000485,03-Aug-17
,,
10491,10610147,03-Aug-17
10491,2000485,03-Aug-17
10492,2000445,18-Aug-17
10495,2000554,25-Aug-17
,,
10497,2000443,18-Aug-17
,,
10498,2000366,10-Aug-17
10506,2000397,14-Aug-17
,,
10507,2000314,03-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
10510,2000476,20-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
10514,2000315-1,04-Aug-17
10515,2000563,21-Aug-17
,,
10516,2000365,10-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
10517,202090,31-Aug-17
10525,2000391,11-Aug-17
10527,2000322,01-Aug-17
10529,2000326,01-Aug-17
,,
,,
,,
,,
10536,2000479,22-Aug-17
,,
10539,2000394,11-Aug-17
,,
10540,2000329,05-Aug-17
10543,2000331-1,03-Aug-17
,,
10546,2000339,01-Aug-17
10549,2000341,01-Aug-17
10550,2000349,04-Aug-17
10554,2000343,04-Aug-17
10555,2000344,04-Aug-17
,,
,,
10558,2000379,08-Aug-17
,,
,,
,,
,,
10559,2000606,28-Aug-17
,,
,,
,,
,,
,,
,,
10560,2000536,28-Aug-17
10570,2000431,18-Aug-17
10608,2000483,19-Aug-17
10611,2000502,23-Aug-17
10614,2000417-1,14-Aug-17
,,
,,
,,
,,
10617,2001027,24-Aug-17
10625,2000359,01-Aug-17
10627,2000561,30-Aug-17
10628,2000475,22-Aug-17
10631,2000447,18-Aug-17
10634,2000361,10-Aug-17
10638,2000362,10-Aug-17
10639,2000364,10-Aug-17
,,
10641,2000367,10-Aug-17
10653,2000381,10-Aug-17
10667,2000478,22-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10671,2000383,11-Aug-17
10675,2000385,11-Aug-17
10676,2000390,11-Aug-17
10685,2000456,18-Aug-17
10686,2000401,16-Aug-17
10688,2000546,28-Aug-17
10690,2000399,16-Aug-17
,,
,,
,,
,,
10691,2000526,24-Aug-17
10695,2000396,14-Aug-17
10697,2000392,14-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
10703,2000462,21-Aug-17
10704,2000419,14-Aug-17
10708,2000425,17-Aug-17
,,
10711,2000499,18-Aug-17
,,
,,
,,
10713,2000410,16-Aug-17
10720,2000408,01-Aug-17
10724,2000492,22-Aug-17
,,
10726,2000601,31-Aug-17
10728,2000464,01-Aug-17
10731,2000551,29-Aug-17
,,
10734,2000420,16-Aug-17
10735,2000568,31-Aug-17
10740,2000504,23-Aug-17
10742,2000451,11-Aug-17
10745,2000522,01-Aug-17
10748,2000440,18-Aug-17
,,
10763,99999038,22-Aug-17
,,
,,
,,
10763,2000470,22-Aug-17
,,
,,
10763,99999038,22-Aug-17
,,
,,
,,
10763,2000470,22-Aug-17
10763,2003622,22-Aug-17
,,
10763,99999038,22-Aug-17
10763,2000470,22-Aug-17
10763,210200086,22-Aug-17
10763,2003622,22-Aug-17
10763,99999038,22-Aug-17
10763,2003622,22-Aug-17
,,
10763,2000470,22-Aug-17
,,
,,
10763,99999038,22-Aug-17
10763,2000470,22-Aug-17
,,
,,
10763,99999038,22-Aug-17
10765,2000465,22-Aug-17
10766,2000448,18-Aug-17
10767,2000449,18-Aug-17
10768,2000450,18-Aug-17
10777,2000455,01-Aug-17
10780,2000548,28-Aug-17
10784,2000521,01-Aug-17
10786,2003625,01-Aug-17
,,
10786,2000515,01-Aug-17
,,
,,
,,
10791,2000540,28-Aug-17
10793,2002293,16-Aug-17
10802,2000463,22-Aug-17
10804,2000466,01-Aug-17
10810,2000469,01-Aug-17
10812,2000518,22-Aug-17
10813,2000480,01-Aug-17
10815,2000520,02-Aug-17
,,
,,
,,
10826,2000489,22-Aug-17
10828,2000481,01-Aug-17
10829,2000577-1,29-Aug-17
10830,2000482,28-Aug-17
10837,2000493,01-Aug-17
10858,2000508,10-Aug-17
10859,2000552,29-Aug-17
10861,2000495,01-Aug-17
10862,2000497,02-Aug-17
,,
,,
,,
,,
,,
10865,2000500,23-Aug-17
,,
,,
10867,2000507,23-Aug-17
10874,2000506,23-Aug-17
10894,2000516,24-Aug-17
10897,210200088,25-Aug-17
10897,2003636,25-Aug-17
10897,2000738,25-Aug-17
,,
10897,2003636,25-Aug-17
10897,210200088,25-Aug-17
10897,2003636,25-Aug-17
,,
,,
,,
,,
10897,2000738,25-Aug-17
10902,2000524,04-Aug-17
10903,2000527,01-Aug-17
10904,2000564,24-Aug-17
10905,2000528,01-Aug-17
10906,2000530,01-Aug-17
10913,2000532,01-Aug-17
10914,2000533,01-Aug-17
10915,2000534,02-Aug-17
10925,2000538,24-Aug-17
10938,2000560,30-Aug-17
10940,2000547,24-Aug-17
10960,2000570,31-Aug-17
10960,2003627,31-Aug-17
,,
,,
10960,2000570,31-Aug-17
10960,2003627,31-Aug-17
10960,2000570,31-Aug-17
10960,2003627,31-Aug-17
10960,2000570,31-Aug-17
10962,2000558,30-Aug-17
10972,2000572,31-Aug-17
,,
,,
,,
,,
,,
11011,10210110,30-Aug-17
,,
11015,2000611,31-Aug-17
,,
11071,2000627,01-Aug-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
11362,2000712,31-Aug-17
,,
12487,2001129,01-Aug-17
,,
12489,2001130,01-Aug-17
,,
12490,2001131,01-Aug-17
,,
12491,2001132,01-Aug-17
,,
12493,2001134,01-Aug-17
,,
12494,2001135,01-Aug-17
,,
12495,2001136,01-Aug-17
,,
12506,2001146,01-Aug-17
,,
12507,2001147,01-Aug-17
,,
12508,2001148,01-Aug-17
,,
12510,2001150,01-Aug-17
,,
12513,2001153,01-Aug-17
,,
12514,2001154,01-Aug-17
,,
12515,2001155,01-Aug-17
,,
12517,2001156,01-Aug-17
,,
12519,2001158,01-Aug-17
,,
12520,2001159,01-Aug-17
,,
12521,2001161,01-Aug-17
,,
12524,2001163,01-Aug-17
,,
12526,2001164,01-Aug-17
,,
12527,2001165,01-Aug-17
,,
12528,2001166,01-Aug-17
,,
12529,2001167,01-Aug-17
,,
12531,2001169,01-Aug-17
,,
12533,2001171,01-Aug-17
,,
12535,2001172,01-Aug-17
,,
12536,2001173,01-Aug-17
,,
,,
12537,2001174,01-Aug-17
,,
12539,2001175,01-Aug-17
,,
12545,2001176,01-Aug-17
,,
12546,2001177,01-Aug-17
,,
12547,2001178,01-Aug-17
,,
12548,2001179,01-Aug-17
,,
12549,2001180,01-Aug-17
,,
12550,2001181,01-Aug-17
,,
12552,2001182,01-Aug-17
,,
12553,2001183,01-Aug-17
,,
12565,2001184,01-Aug-17
,,
12566,2001185,01-Aug-17
,,
12568,2001186,01-Aug-17
,,
12569,2001187,01-Aug-17
,,
12571,2001190,01-Aug-17
,,
12572,2001188,01-Aug-17
,,
12577,2001191,01-Aug-17
,,
12581,2001194,01-Aug-17
,,
12583,2001195,01-Aug-17
,,
12584,2001196,01-Aug-17
,,
12585,2001197,01-Aug-17
,,
12586,2001198,01-Aug-17
,,
12588,2001199,01-Aug-17
,,
12589,2001200,01-Aug-17
,,
12590,2001201,01-Aug-17
,,
12591,2001202,01-Aug-17
,,
12592,2001203,01-Aug-17
,,
12594,2001204,01-Aug-17
,,
12596,2001205,01-Aug-17
,,
12599,2001209,01-Aug-17
,,
12601,2001210,01-Aug-17
,,
12602,2001211,01-Aug-17
,,
12605,2001212,01-Aug-17
,,
12616,2001214,01-Aug-17
,,
12617,2001215,01-Aug-17
,,
12618,2001216,01-Aug-17
,,
12619,2001217,01-Aug-17
,,
12621,2001218,01-Aug-17
,,
12622,2001219,01-Aug-17
,,
12626,2001221,01-Aug-17
,,
12627,2001222,01-Aug-17
,,
12628,2001225,01-Aug-17
,,
12629,2001226,01-Aug-17
,,
12641,2001239,01-Aug-17
,,
12642,2001228,01-Aug-17
,,
12645,2001229,01-Aug-17
,,
12646,2001230,01-Aug-17
,,
12647,2001231,01-Aug-17
,,
12648,2001233,01-Aug-17
,,
12649,2001234,01-Aug-17
,,
12650,2001235,01-Aug-17
,,
12651,2001236,01-Aug-17
,,
12652,2001238,01-Aug-17
,,
12665,2001246,01-Aug-17
,,
12667,2001247,01-Aug-17
,,
12668,2001249,01-Aug-17
,,
12669,2001260,01-Aug-17
,,
12696,2001254,01-Aug-17
,,
12700,2001255,01-Aug-17
,,
12701,2001256,01-Aug-17
,,
12702,2001257,01-Aug-17
,,
12703,2001258,01-Aug-17
12704,2001259,01-Aug-17
,,
12714,2001268,01-Aug-17
,,
12715,2001269,01-Aug-17
,,
12716,2001270,01-Aug-17
,,
12718,2001271,01-Aug-17
,,
12719,2001272,01-Aug-17
,,
12720,2001273,01-Aug-17
,,
,,
12721,2001275,01-Aug-17
,,
12722,2001276,01-Aug-17
,,
12723,2001277,01-Aug-17
,,
12724,2001278,01-Aug-17
,,
12725,2001280,01-Aug-17
,,
12726,2001281,01-Aug-17
,,
12727,2001282,01-Aug-17
,,
12728,2001283,01-Aug-17
,,
12730,2001284,01-Aug-17
,,
12732,2001285,01-Aug-17
,,
12733,2001286,01-Aug-17
,,
12734,2001287,01-Aug-17
,,
12735,2001288,01-Aug-17
,,
12761,2001295,01-Aug-17
,,
12762,2001296,01-Aug-17
,,
12763,2001297,01-Aug-17
,,
12764,2001298,01-Aug-17
,,
12765,2001299,01-Aug-17
,,
12767,2001300,01-Aug-17
,,
12768,2001301,01-Aug-17
,,
12769,2001302,01-Aug-17
,,
12770,2001303,01-Aug-17
,,
12829,2001326,01-Aug-17
,,
12835,2001327,01-Aug-17
,,
12836,2001329,01-Aug-17
,,
12840,2001335,01-Aug-17
,,
12852,2001339,01-Aug-17
,,
12853,2001340,01-Aug-17
,,
12855,2001341,01-Aug-17
,,
12857,2001343,01-Aug-17
,,
12894,2001346,01-Aug-17
,,
12898,2001351,01-Aug-17
,,
12919,2001353,01-Aug-17
,,
12920,2001355,01-Aug-17
,,
12924,2001356,01-Aug-17
,,
12926,2001357,01-Aug-17
,,
12927,2001359,01-Aug-17
,,
12928,2001360,01-Aug-17
,,
12954,2001364,01-Aug-17
,,
12955,2001365,01-Aug-17
,,
12957,2001366,01-Aug-17
,,
12958,2001367,01-Aug-17
,,
12960,2001368,01-Aug-17
,,
12964,2001370,01-Aug-17
13063,2001392,01-Aug-17
13064,2001393,01-Aug-17
13065,2001394,01-Aug-17
13066,2001395,01-Aug-17
13067,2001396,01-Aug-17
13068,2001397,01-Aug-17
13069,2001398,01-Aug-17
13070,2001399,01-Aug-17
13071,2001400,01-Aug-17
,,
13072,2001401,01-Aug-17
13073,2001402,01-Aug-17
13074,2001403,01-Aug-17
13075,2001404,01-Aug-17
,,
13076,2001405,01-Aug-17
,,
13077,2001406,01-Aug-17
,,
13078,2001407,01-Aug-17
,,
13079,2001408,01-Aug-17
13080,2001409,01-Aug-17
13081,2001410,01-Aug-17
13082,2001411,01-Aug-17
13083,2001412,01-Aug-17
13084,2001413,01-Aug-17
,,
13085,2001414,01-Aug-17
,,
13086,2001415,01-Aug-17
13087,2001416,01-Aug-17
13088,2001417,01-Aug-17
13089,2001418,01-Aug-17
13091,2001420,01-Aug-17
13092,2001421,01-Aug-17
13093,2001422,01-Aug-17
13094,2001423,01-Aug-17
13095,2001424,01-Aug-17
13096,2001425,01-Aug-17
13097,2001426,01-Aug-17
13098,2001427,01-Aug-17
,,
13099,2001428,01-Aug-17
13100,2001429,01-Aug-17
13101,2001430,01-Aug-17
13102,2001431,01-Aug-17
13103,2001432,01-Aug-17
13104,2001433,01-Aug-17
13105,2001434,01-Aug-17
13106,2001435,01-Aug-17
,,
13107,2001436,01-Aug-17
,,
13108,2001437,01-Aug-17
13109,2001438,01-Aug-17
,,
13110,2001439,01-Aug-17
,,
13111,2001440,01-Aug-17
13112,2001441,01-Aug-17
13113,2001442,01-Aug-17
13114,2001443,01-Aug-17
13115,2001444,01-Aug-17
,,
13116,2001445,01-Aug-17
,,
13117,2001446,01-Aug-17
13118,2001447,01-Aug-17
13119,2001448,01-Aug-17
13120,2001449,01-Aug-17
13121,2001450,01-Aug-17
13122,2001451,01-Aug-17
13123,2001452,01-Aug-17
13125,2001454,01-Aug-17
,,
13126,2001455,01-Aug-17
13127,2001456,01-Aug-17
,,
13128,2001457,01-Aug-17
13129,2001458,01-Aug-17
13130,2001459,01-Aug-17
,,
13131,2001460,01-Aug-17
,,
13132,2001461,01-Aug-17
,,
13133,2001462,01-Aug-17
,,
13134,2001463,01-Aug-17
,,
13135,2001464,01-Aug-17
,,
13136,2001465,01-Aug-17
13149,2001478,01-Aug-17
,,
13184,2001514,01-Aug-17
,,
13243,2001572,01-Aug-17
15780,99999015,01-Aug-17
17436,99999054,01-Aug-17
17727,2003488,01-Aug-17
8675,2000931,20-Sep-17
9189,10210100,18-Sep-17
,,
9415,2000626,04-Sep-17
9565,2003362,05-Sep-17
,,
9728,2000651,06-Sep-17
9807,2000537,01-Sep-17
9828,2000795,15-Sep-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
9858,2000657,01-Sep-17
10010,2000631,05-Sep-17
10076,2000869,21-Sep-17
,,
10083,2000823,16-Sep-17
,,
,,
,,
,,
10110,2000678,07-Sep-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10152,2000574,01-Sep-17
10152,210200083,01-Sep-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10152,2000574,01-Sep-17
,,
,,
,,
,,
,,
,,
10175,2000686,11-Sep-17
10232,2000635,05-Sep-17
10304,2000632,05-Sep-17
10323,2000997,22-Sep-17
,,
,,
10328,2000633,05-Sep-17
,,
,,
,,
10396,2000984,22-Sep-17
10401,2000655,05-Sep-17
10413,2000649,06-Sep-17
10424,2000590,01-Sep-17
,,
10465,2000746,06-Sep-17
,,
,,
,,
,,
10472,2000672,06-Sep-17
,,
,,
,,
10479,2001279,06-Sep-17
,,
,,
,,
10494,2001142,01-Sep-17
,,
,,
,,
10496,2000640,05-Sep-17
10502,2000639,05-Sep-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10503,2001028,08-Sep-17
10503,99999072,08-Sep-17
,,
,,
,,
10503,2001028,08-Sep-17
10505,2000576,01-Sep-17
10531,99999077,04-Sep-17
10531,2000617,04-Sep-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10534,2000653,06-Sep-17
,,
,,
,,
10562,2001266,06-Sep-17
10629,2000737,07-Sep-17
10650,2000650,04-Sep-17
10655,2000579,01-Sep-17
,,
,,
,,
10674,2000932,25-Sep-17
10736,2000663,07-Sep-17
,,
,,
,,
,,
,,
,,
,,
10762,2000689,11-Sep-17
,,
10769,2000634,05-Sep-17
10772,2000600,02-Sep-17
10803,2000688,11-Sep-17
10808,2000954,05-Sep-17
10809,2000620,11-Sep-17
,,
10816,2000731,11-Sep-17
,,
10831,99999076,05-Sep-17
10831,2000636,05-Sep-17
,,
,,
10836,2000690,07-Sep-17
,,
,,
,,
,,
,,
,,
,,
,,
,,
10838,2000629,05-Sep-17
,,
,,
10842,2000628,04-Sep-17
10848,2000732,14-Sep-17
10860,2000638,05-Sep-17
10868,2000680,10-Sep-17
10870,2000592,01-Sep-17
,,
,,
,,
,,
,,
10888,2000581,01-Sep-17
,,
10890,2000586,01-Sep-17
,,
10891,2000894,19-Sep-17
,,
,,
,,
,,
,,
10893,2001764,02-Sep-17
,,
,,
,,
10895,2000841,21-Sep-17
,,
,,
,,
10896,2000779,16-Sep-17
,,
,,
10907,2000751,13-Sep-17
10928,2001056,15-Sep-17
10929,2000675,08-Sep-17
10947,2000612,02-Sep-17
10950,2000896,20-Sep-17
,,
10952,2000615,02-Sep-17
10959,2000575,01-Sep-17
,,
10961,2000708,12-Sep-17
,,
,,
,,
,,
,,
10965,2000993,27-Sep-17
10980,2000950,25-Sep-17
10987,2001251,29-Sep-17
10988,2000995,27-Sep-17
,,
10990,2000714,13-Sep-17
10994,2000884,22-Sep-17
11000,2000935,25-Sep-17
11003,2000583,01-Sep-17
11005,2000584,01-Sep-17
,,
,,
,,
,,
,,
,,
,,
11006,2000890,18-Sep-17
11007,2000585,01-Sep-17
11009,2000593,07-Sep-17
11010,2000709,12-Sep-17
