LookUp,quote number,order number,inquiry number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total,%,minus,divide,selling price is not consistent with margin,ORDER NUMBER is a NUMBER
,,200739-2,5678,BM0C3P3,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,5,181.91,160,,,,15.00%,109,836.79,,,,FALSE,FALSE
,,200739-2,5678,BM0C3P3,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,5,181.91,160,,,,15.00%,109,836.79,,,,FALSE,FALSE
,,200739-2,5678,BM0C3P3,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,5,181.91,160,,,,15.00%,109,836.79,,,,FALSE,FALSE
,,200739-2,5678,BM0C3P3,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,5,181.91,160,,,,15.00%,109,836.79,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4A8,Bostan Engineering.,5,07-Jul-17,17,193.88,160,,,,28.00%,271,1240.83,,,,FALSE,FALSE
,,2000765-1,11353,BM9J1L8,Sunshine Corporation,5,14-Sep-17,34,258.82,160,,,,28.00%,362,1656.45,,,,FALSE,FALSE
,,200739-2,5678,BM0C3P3,Swan Machine Tools Pvt. Ltd.,8,01-Dec-16,8,181.91,160.13,,,,15.00%,218,1673.57,,,,FALSE,FALSE
,,200739-2,5678,BM0C3P3,Swan Machine Tools Pvt. Ltd.,8,01-Dec-16,8,181.91,160.13,,,,15.00%,218,1673.57,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,170.05,162,,,,18.00%,31,200.66,,,,FALSE,FALSE
,,200305-1,6076,BM0K9P5,NULL,2,08-Sep-16,13,206.1,164,,,,15.00%,62,474.03,,,,FALSE,FALSE
,,201690-2,8990,BM0O4U0,Benir E Store Solution Pvt. Ltd.,1,29-Apr-17,-12,148.51,166,,,,14.00%,21,169.3,,,,FALSE,FALSE
,,201936-1,9621,BM9F6K2,Smith Engineering Co.,20,14-Jun-17,0,174.81,166.5,,,,5.00%,175,3671.01,,,,FALSE,FALSE
,,100000960-1,2505,BM0O3Y7,Sagar Office Automation,60,06-Jan-16,-18,150,168,,,,13.00%,1192,10170,,,,FALSE,FALSE
,,100000140-1,4914,BM0O3Y7,Sagar Office Automation,100,07-Jun-16,-16,154,168,,,,13.00%,2002,17402,,,,FALSE,FALSE
,,201690-2,8990,BM0O3Y7,Sagar Office Automation,20,29-Apr-17,4,175.03,168,,,,14.00%,490,3990.68,,,,FALSE,FALSE
,,200739-2,5678,BM0C0O4,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,193.68,170,,,,15.00%,29,222.73,,,,FALSE,FALSE
,,200739-2,5678,BM0C0O4,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,193.68,170,,,,15.00%,29,222.73,,,,FALSE,FALSE
,,200739-2,5678,BM0C0O4,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,193.68,170,,,,15.00%,29,222.73,,,,FALSE,FALSE
,,200739-2,5678,BM0C0O4,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,193.68,170,,,,15.00%,29,222.73,,,,FALSE,FALSE
,,200837-1,6405,BM9C3C7,Sagar Office Automation,30,15-Jan-17,19,230.58,170,,,,14.00%,968,7885.84,,,,FALSE,FALSE
,,200739-2,5678,BM0C0O4,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,193.68,170.5,,,,15.00%,58,445.46,,,,FALSE,FALSE
,,200739-2,5678,BM0C0O4,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,193.68,170.5,,,,15.00%,58,445.46,,,,FALSE,FALSE
,,100001036-1,4964,BM0C7V1,Valisons and Co.,1,15-Jun-16,2,189,172,,,,6.00%,11,200.34,,,,FALSE,FALSE
,,200837-1,6405,BM0C8Z1,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,11,210.69,172,,,,14.00%,29,240.19,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y6,Valisons and Co.,2,01-Dec-16,7,202.34,174,,,,15.00%,61,465.38,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y6,Valisons and Co.,2,01-Dec-16,7,202.34,174,,,,15.00%,61,465.38,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y6,Valisons and Co.,4,01-Dec-16,10,202.34,174,,,,15.00%,121,930.76,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y6,Valisons and Co.,4,01-Dec-16,10,202.34,174,,,,15.00%,121,930.76,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y6,Valisons and Co.,2,01-Dec-16,7,202.34,174,,,,15.00%,61,465.38,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y6,Valisons and Co.,2,01-Dec-16,7,202.34,174,,,,15.00%,61,465.38,,,,FALSE,FALSE
,,100001202-2,5316,BM0L0B0,Madhuraj Industrial Gases Pvt. Ltd.,7,04-Jul-16,-432,33.33,175,,,,5.00%,12,244.98,,,,FALSE,FALSE
,,100001202-2,5316,BM0L0B0,Madhuraj Industrial Gases Pvt. Ltd.,28,04-Jul-16,-427,33.33,175,,,,5.00%,47,979.9,,,,FALSE,FALSE
,,100000549-1,3426,BM0O8J3,SWIT,100,07-May-16,6,202,175,,,,2.00%,404,20604,,,,FALSE,FALSE
,,200306-1,5951,BM9B7B3,Valisons and Co.,2,11-Sep-16,85,2200,178,,,,14.00%,616,5016,,,,FALSE,FALSE
,,200046-1,5850,BM0C7B2,No Supplier Details,1,02-Aug-16,22,179.16,179,,,,7.00%,16,191.7,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4L1,Tirupathi Stationery Mart,18,07-Jun-16,7,209.99,180,,,,13.00%,491,4271.2,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4A4,Bostan Engineering.,2,07-Jul-17,17,218.12,180,,,,28.00%,122,558.39,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4B1,Bostan Engineering.,5,07-Jul-17,17,218.12,180,,,,28.00%,305,1395.97,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4C3,Bostan Engineering.,5,07-Jul-17,17,218.12,180,,,,28.00%,305,1395.97,,,,FALSE,FALSE
,,100000480-1,1373,BM0L8K2,Kirti Enterprises,15,08-Jul-15,97,4277,180,,,,13.00%,11265,72495.15,,,,FALSE,FALSE
,,100001057-1,5174,BM0C7H1,Stanley Black and Decker India Pvt. Ltd.,1,24-Jun-16,32,291,183,,,,6.00%,17,308.46,,,,FALSE,FALSE
,,100001202-2,5316,BM0O9Q4,Madhuraj Industrial Gases Pvt. Ltd.,7,04-Jul-16,-2,196,185,,,,5.00%,69,1440.6,,,,FALSE,FALSE
,,100001202-2,5316,BM0O9Q4,Madhuraj Industrial Gases Pvt. Ltd.,21,04-Jul-16,3,196,185,,,,5.00%,206,4321.8,,,,FALSE,FALSE
,,200384-1,6282,BM9B9U8,Jayantilal J Gandhi Chemicals Pvt. Ltd.,135,27-Sep-16,8,218.82,186,,,,14.00%,4136,33676.4,,,,FALSE,FALSE
,,200837-1,6405,BM1Z9Q1,Valisons and Co.,2,15-Jan-17,-128,85.26,188,,,,14.00%,24,194.39,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7V3,Starlite Engineer Co.,40,03-Sep-15,37,312.15,188,,,,2.00%,255,12735.72,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B6,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,217.98,191.5,,,,15.00%,65,501.35,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B6,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,217.98,191.5,,,,15.00%,65,501.35,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B6,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,217.98,192,,,,15.00%,33,250.68,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B6,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,217.98,192,,,,15.00%,33,250.68,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B6,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,217.98,192,,,,15.00%,33,250.68,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B6,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,217.98,192,,,,15.00%,33,250.68,,,,FALSE,FALSE
,,2000380-2,8730,BM9F1K3,No Supplier Details,2,08-Aug-17,15,227.22,193,,,,18.00%,82,536.24,,,,FALSE,FALSE
,,200837-1,6405,BM1A6Q6,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-17,18,257.67,193,,,,14.00%,36,293.74,,,,FALSE,FALSE
,,Order4,O-0004,BM0C7C9,No Supplier Details,1,30-Apr-18,2,134.15,195,,,,18.00%,36,158.3,,,,FALSE,FALSE
,,Order4,O-0004,BM0C7C9,No Supplier Details,1,30-Apr-18,2,134.15,195,,,,18.00%,36,158.3,,,,FALSE,FALSE
,,200305-1,6076,BM0K8V4,No Supplier Details,6,08-Sep-16,-1,207.3,195,,,,15.00%,187,1430.37,,,,FALSE,FALSE
,,200211-2,5824,BM9B6M8,Ac-Climate Enterprises,40,23-Aug-16,20,243,195,,,,13.00%,1264,10983.6,,,,FALSE,FALSE
,,2000387-1,10486,BM9G9K4,Active Power,1,04-Aug-17,3,201.5,196,,,,18.00%,36,237.77,,,,FALSE,FALSE
,,Order5,O-0005,BM99999,No Supplier Details,1,31-May-18,2,201.53,197,,,,18.00%,36,237.81,,,,FALSE,FALSE
,,100000866-2,2424,BM0L8J9,Neeta Electricals,16,19-Nov-15,35,325.13,197.5,,,,13.00%,676,5878.35,,,,FALSE,FALSE
,,200906-2,7037,BM9C8P1,E-Square Alliance Pvt. Ltd.,20,14-Dec-16,9,235,198,,,,14.00%,658,5358,,,,FALSE,FALSE
,,201936-1,9621,BM9F6G8,Shree Ganesh Trading Co.,20,14-Jun-17,12,237.6,198,,,,5.00%,238,4989.6,,,,FALSE,FALSE
,,200100-1,5403,BM9A9R9,Gaurav Tools and Traders,5,11-Aug-16,17,260,198,,,,2.00%,26,1326,,,,FALSE,FALSE
,,100000896-1,3630,BM1A5X2,Mahadev Computers,1,29-Mar-16,-31,161.83,200,,,,13.00%,21,182.87,,,,FALSE,FALSE
,,201937-1,9652,BM9F6R7,Vivek Trading Co.,24,14-Jun-17,4,217.39,200,,,,15.00%,783,5999.96,,,,FALSE,FALSE
,,201348-1,8214,BM9C4Z8,Kohinoor Paints Mart,20,04-Mar-17,13,249,200,,,,15.00%,747,5727,,,,FALSE,FALSE
,,Order6,O-0006,BM4K4E7,No Supplier Details,1,31-May-18,2,205.76,202,,,,18.00%,37,242.8,,,,FALSE,FALSE
,,Order6,O-0006,BM4K4E7,No Supplier Details,1,31-May-18,2,205.76,202,,,,18.00%,37,242.8,,,,FALSE,FALSE
,,Order6,O-0006,BM9K7E7,No Supplier Details,1,31-May-18,2,205.76,202,,,,18.00%,37,242.8,,,,FALSE,FALSE
,,100000774-2,4009,BM1A9C4,C.Parekh and Co.,1,31-Mar-16,6,217,204,,,,13.00%,28,245.21,,,,FALSE,FALSE
,,201083-1,7620,BM9D4B6,Halston Distributors,50,18-Jan-17,-47,130.74,207,,,,6.00%,422,6929.22,,,,FALSE,FALSE
,,2000069-1,9739,BM9A8U2,Stanley Black and Decker India Pvt. Ltd.,30,23-Jun-17,21,281.54,208.47,,,,18.00%,1520,9966.52,,,,FALSE,FALSE
,,100000906-1,4228,BM1B2B2,Think Health Solution Pvt. Ltd.,3,18-May-16,37,377,210,,,,13.00%,147,1278.03,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,222.45,211,,,,18.00%,40,262.49,,,,FALSE,FALSE
,,200149-1,6342,BM0C7G8,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,4,237.8,212,,,,14.00%,33,271.09,,,,FALSE,FALSE
,,200686-1,6102,BM9B8S3,Tej Engineering,4,01-Dec-16,81,1491,214.25,,,,14.00%,835,6798.96,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y4,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,252.7,214.5,,,,15.00%,76,581.21,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y4,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,252.7,214.5,,,,15.00%,76,581.21,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y4,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,252.7,214.5,,,,15.00%,76,581.21,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y4,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,252.7,214.5,,,,15.00%,76,581.21,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y4,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,11,252.7,214.75,,,,15.00%,152,1162.42,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y4,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,11,252.7,214.75,,,,15.00%,152,1162.42,,,,FALSE,FALSE
,,201809-1,8760,BM9E5U8,Sorbead India,15,23-May-17,25,232.2,215,,,,5.00%,224,3657.15,,,,FALSE,FALSE
,,100000199-1,3237,BM0O4C8,Vaishanavi Engineers,24,11-Feb-16,41,389,215,,,,13.00%,1214,10549.68,,,,FALSE,FALSE
,,100000199-1,3237,BM0O4C8,Vaishanavi Engineers,326,11-Feb-16,44,389,215,,,,13.00%,16486,143299.82,,,,FALSE,FALSE
,,200350-1,6131,BM0O4C8,Vaishanavi Engineers,61,20-Sep-16,38,389.52,215,,,,14.00%,3327,27087.22,,,,FALSE,FALSE
,,100001123-1,4618,BM0Y9Z5,Avon Lifestyle Pvt. Ltd.,700,01-Jul-16,3,244.44,220,,,,6.00%,10266,181374.48,,,,FALSE,FALSE
,,200547-1,6572,BM9C3W3,Manilal Pack Plast Pvt. Ltd.,21,21-Oct-16,11,270,220,,,,5.00%,284,5953.5,,,,FALSE,FALSE
,,200547-1,6572,BM9C3W3,Manilal Pack Plast Pvt. Ltd.,9,21-Oct-16,2,270,220,,,,5.00%,122,2551.5,,,,FALSE,FALSE
,,200547-1,6572,BM9C3W3,Manilal Pack Plast Pvt. Ltd.,170,21-Oct-16,18,270,220,,,,5.00%,2295,48195,,,,FALSE,FALSE
,,2000380-2,8730,BM9F1L4,B.P. ENTERPRISES,1,08-Aug-17,60,588.1,221,,,,12.00%,71,658.67,,,,FALSE,FALSE
,,100001052-1,5129,BM0C8Y8,Stanley Black and Decker India Pvt. Ltd.,1,22-Jun-16,-60,151,224,,,,6.00%,9,160.06,,,,FALSE,FALSE
,,100001053-1,5130,BM0C8Y8,Stanley Black and Decker India Pvt. Ltd.,1,22-Jun-16,-60,151,224,,,,6.00%,9,160.06,,,,FALSE,FALSE
,,100001054-2,5131,BM0C8Y8,Stanley Black and Decker India Pvt. Ltd.,1,22-Jun-16,-60,151,224,,,,6.00%,9,160.06,,,,FALSE,FALSE
,,100001055-1,5132,BM0C8Y8,Stanley Black and Decker India Pvt. Ltd.,2,22-Jun-16,-60,151,224,,,,6.00%,18,320.12,,,,FALSE,FALSE
,,200460-1,5944,BM9B7A4,Volga Agency,2,05-Oct-16,42,441.18,225,,,,14.00%,124,1005.89,,,,FALSE,FALSE
,,200837-1,6405,BM1A6V2,Valisons and Co.,1,15-Jan-17,-39,172.04,227,,,,14.00%,24,196.13,,,,FALSE,FALSE
,,100001059-1,5186,BM0C8Y9,Stanley Black and Decker India Pvt. Ltd.,1,27-Jun-16,-29,189,227,,,,6.00%,11,200.34,,,,FALSE,FALSE
,,100001063-1,5297,BM0C8Y9,Stanley Black and Decker India Pvt. Ltd.,1,30-Jun-16,-29,189,227,,,,6.00%,11,200.34,,,,FALSE,FALSE
,,100001061-1,5290,BM0C8Y9,Stanley Black and Decker India Pvt. Ltd.,1,02-Jul-16,-28,190,227,,,,6.00%,11,201.4,,,,FALSE,FALSE
,,100001035-1,4881,BM0C9I8,Stanley Black and Decker India Pvt. Ltd.,1,31-May-16,-19,206.01,229,,,,6.00%,12,218.37,,,,FALSE,FALSE
,,100001035-1,4881,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,31-May-16,23,321.3,229,,,,6.00%,19,340.58,,,,FALSE,FALSE
,,Order5,O-0005,BM0C7G1,No Supplier Details,1,31-May-18,2,234.66,230,,,,18.00%,42,276.9,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8C7,Devang Electrotech,25,08-Sep-15,49,437,230,,,,2.00%,244,11143.5,,,,FALSE,FALSE
,,100001108-1,5408,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,11-Jul-16,25,330.75,231,,,,6.00%,20,350.6,,,,FALSE,FALSE
,,100001023-1,5265,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,01-Jul-16,25,332.5,231,,,,6.00%,20,352.45,,,,FALSE,FALSE
,,100001379-2,4924,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,13-Jun-16,29,350,231,,,,6.00%,21,371,,,,FALSE,FALSE
,,201729-2,8541,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,09-May-17,35,356.5,231,,,,14.00%,50,406.41,,,,FALSE,FALSE
,,100001136-1,5386,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,01-Jul-16,37,365,231,,,,13.00%,47,412.45,,,,FALSE,FALSE
,,Order1,O-0001,BM4K4E7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,207.28,233,,,,18.00%,43,244.59,,,,FALSE,FALSE
,,Order3,O-0003,BM4K4E7,No Supplier Details,1,30-Apr-18,2,207.28,233,,,,18.00%,43,244.59,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F5,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,11,141.1,236,,,,18.00%,48,166.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F5,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,145.68,236,,,,18.00%,43,171.9,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F5,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,19,167.37,236,,,,18.00%,53,197.5,,,,FALSE,FALSE
,,Order2,O-0002,BM0C8Y9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,176.53,237,,,,18.00%,43,208.31,,,,FALSE,FALSE
,,100001124-1,5304,BM9A8U8,Rf Technosolutions Pvt. Ltd.,100,13-Jul-16,8,284.44,240,,,,14.00%,3982,32426.16,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4C4,Bostan Engineering.,5,07-Jul-17,17,290.82,240,,,,28.00%,407,1861.25,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4C5,Bostan Engineering.,5,07-Jul-17,17,290.82,240,,,,28.00%,407,1861.25,,,,FALSE,FALSE
,,200421-1,6344,BM9B4B6,Bharat Mechanical Hoists and Co.,16,01-Oct-16,26,361,240,,,,2.00%,116,5891.52,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7Q4,Stanley Black and Decker India Pvt. Ltd.,3,31-Mar-18,2,200.76,241,,,,18.00%,133,710.69,,,,FALSE,FALSE
,,Order2,O-0002,BM4K4E7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order2,O-0002,BM4K4E7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order2,O-0002,BM4K4E7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order2,O-0002,BM4K4E7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order2,O-0002,BM4K4E7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order2,O-0002,BM4K4E7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order4,O-0004,BM4K4E7,No Supplier Details,1,30-Apr-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order4,O-0004,BM4K4E7,No Supplier Details,1,30-Apr-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order4,O-0004,BM4K4E7,No Supplier Details,1,30-Apr-18,2,205.76,241,,,,18.00%,44,242.8,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7F5,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,175,245,,,,18.00%,45,206.5,,,,FALSE,FALSE
,,Order1,O-0001,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,205,245,,,,18.00%,45,241.9,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,8,290,246,,,,15.00%,44,333.5,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,8,290,246,,,,15.00%,44,333.5,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,8,290,246,,,,15.00%,44,333.5,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,8,290,246,,,,15.00%,44,333.5,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,11,290,246.5,,,,15.00%,87,667,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,11,290,246.5,,,,15.00%,87,667,,,,FALSE,FALSE
,,200461-2,6471,BM0O8P4,MP Jain Tubing Solutions LLP,24,10-Oct-16,-5,255.1,250,,,,13.00%,796,6918.31,,,,FALSE,FALSE
,,201673-1,8481,BM9E3D6,Shreenathji Welding And Safety Pvt. Ltd.,35,27-Apr-17,8,285,250,,,,5.00%,499,10473.75,,,,FALSE,FALSE
,,201933-1,9643,BM9F6P9,Shree Hari Paints,50,13-Jun-17,11,294.74,250,,,,5.00%,737,15473.85,,,,FALSE,FALSE
,,200437-1,5956,BM9B7H8,Reflectosafe,50,09-Sep-16,16,325.07,250,,,,6.00%,975,17228.71,,,,FALSE,FALSE
,,201936-1,9621,BM9F6H4,Shree Ganesh Trading Co.,20,14-Jun-17,12,304.8,254,,,,5.00%,305,6400.8,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4A1,Jai Hind Stationery,5,07-Jun-16,2,280,255,,,,13.00%,182,1582,,,,FALSE,FALSE
,,200739-2,5678,BM0C6H5,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,290.12,255,,,,15.00%,44,333.64,,,,FALSE,FALSE
,,200739-2,5678,BM0C6H5,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,290.12,255,,,,15.00%,44,333.64,,,,FALSE,FALSE
,,200739-2,5678,BM0C6H5,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,290.12,255,,,,15.00%,44,333.64,,,,FALSE,FALSE
,,200739-2,5678,BM0C6H5,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,290.12,255,,,,15.00%,44,333.64,,,,FALSE,FALSE
,,200739-2,5678,BM0C6H5,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,290.12,255.5,,,,15.00%,87,667.28,,,,FALSE,FALSE
,,200739-2,5678,BM0C6H5,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,290.12,255.5,,,,15.00%,87,667.28,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q3,Shree Hari Paints,375,13-Jun-17,1,269.47,256,,,,15.00%,15158,116208.94,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q5,Shree Hari Paints,150,13-Jun-17,1,271.58,258,,,,15.00%,6111,46847.55,,,,FALSE,FALSE
,,200461-2,6471,BM9B2U2,Ganesh Computer,2,10-Oct-16,-2,275,260,,,,13.00%,72,621.5,,,,FALSE,FALSE
,,200837-1,6405,BM1A4T3,Deluxe Electrical Corporation,1,15-Jan-17,21,362.6,260,,,,14.00%,51,413.36,,,,FALSE,FALSE
,,200837-1,6405,BM1A4T3,Deluxe Electrical Corporation,1,15-Jan-17,21,362.6,260,,,,14.00%,51,413.36,,,,FALSE,FALSE
,,200837-1,6405,BM0C7Q4,Valisons and Co.,1,15-Jan-17,-39,197.8,261,,,,14.00%,28,225.49,,,,FALSE,FALSE
,,100001086-1,5353,BM0C7R0,Stanley Black and Decker India Pvt. Ltd.,1,30-Jun-16,-36,207.9,263,,,,6.00%,12,220.37,,,,FALSE,FALSE
,,100001075-1,5330,BM0C7R0,Stanley Black and Decker India Pvt. Ltd.,1,05-Jul-16,26,382.13,263,,,,6.00%,23,405.06,,,,FALSE,FALSE
,,200837-1,6405,BM0C7R0,Valisons and Co.,1,15-Jan-17,-39,200.08,264,,,,14.00%,28,228.09,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-563,40,265,,,,18.00%,7,47.2,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-308,65,265,,,,18.00%,12,76.7,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-308,65,265,,,,18.00%,12,76.7,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-308,65,265,,,,18.00%,12,76.7,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-308,65,265,,,,18.00%,12,76.7,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-104,130,265,,,,18.00%,23,153.4,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-36,195,265,,,,18.00%,35,230.1,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,-36,195,265,,,,18.00%,35,230.1,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,2,270.01,265,,,,18.00%,49,318.61,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,10,295,265,,,,18.00%,53,348.1,,,,FALSE,FALSE
,,Order6,O-0006,BM99999,No Supplier Details,1,31-May-18,12,300.01,265,,,,18.00%,54,354.01,,,,FALSE,FALSE
,,100000195-1,3248,BM0C7B2,Stanley Black and Decker India Pvt. Ltd.,1,05-Feb-16,-29,158,267,,,,0.00%,-,158,,,,FALSE,FALSE
,,200622-1,6737,BM9B7H8,No Supplier Details,100,17-Oct-16,10,325,270,,,,2.00%,650,33150,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F7,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,212.97,272,,,,18.00%,50,251.3,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7G1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,234.66,274,,,,18.00%,50,276.9,,,,FALSE,FALSE
,,200739-2,5678,BM0C5G3,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,5,311.29,274,,,,15.00%,93,715.97,,,,FALSE,FALSE
,,200739-2,5678,BM0C5G3,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,5,311.29,274,,,,15.00%,93,715.97,,,,FALSE,FALSE
