LookUp,quote number,order number,inquiry number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total,%,minus,divide,selling price is not consistent with margin,ORDER NUMBER is a NUMBER
,,Order6,O-0006,BM0C7F6,No Supplier Details,1,31-May-18,1,371.44,367,,,,18.00%,67,438.3,,,,FALSE,FALSE
,,Order6,O-0006,BM0C7F6,No Supplier Details,1,31-May-18,1,371.44,367,,,,18.00%,67,438.3,,,,FALSE,FALSE
,,Order6,O-0006,BM0C7F6,No Supplier Details,2,31-May-18,2,374.49,367,,,,18.00%,135,883.8,,,,FALSE,FALSE
,,100001060-1,5187,BM0C7H7,Stanley Black and Decker India Pvt. Ltd.,1,27-Jun-16,31,576.45,369,,,,6.00%,35,611.04,,,,FALSE,FALSE
,,201774-1,9212,BM9E9Y7,Metro Trading,30,16-May-17,0,389,370,,,,14.00%,1634,13303.8,,,,FALSE,FALSE
,,200305-1,6076,BM0L0A6,Shreenathji Welding And Safety Pvt. Ltd.,10,08-Sep-16,-623,52.4,375,,,,15.00%,79,602.6,,,,FALSE,FALSE
,,100000965-1,4241,BM1B2M0,No Supplier Details,1,31-May-16,-4,392,380,,,,5.00%,20,411.6,,,,FALSE,FALSE
,,200367-1,5616,BM0X6T9,P.P. Enterprises,20,01-Aug-16,18,511,382,,,,2.00%,204,10424.4,,,,FALSE,FALSE
,,200614-3,6313,BM9C1B5,P.P. Enterprises,20,01-Dec-16,24,511,382,,,,14.00%,1431,11650.8,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7Q2,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,326.53,384,,,,18.00%,70,385.31,,,,FALSE,FALSE
,,200367-1,5616,BM9B4X3,P.P. Enterprises,20,01-Aug-16,1,424,390,,,,2.00%,170,8649.6,,,,FALSE,FALSE
,,200614-3,6313,BM9B4B3,P.P. Enterprises,20,01-Dec-16,7,424,390,,,,14.00%,1187,9667.2,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,360.94,398,,,,18.00%,73,425.91,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,360.94,398,,,,18.00%,73,425.91,,,,FALSE,FALSE
,,Order3,O-0003,BM0C7B3,No Supplier Details,1,30-Apr-18,2,360.94,398,,,,18.00%,73,425.91,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y3,Valisons and Co.,2,01-Dec-16,-867,41.69,400,,,,15.00%,13,95.89,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y3,Valisons and Co.,2,01-Dec-16,-867,41.69,400,,,,15.00%,13,95.89,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y3,Valisons and Co.,4,01-Dec-16,-863,41.69,400,,,,15.00%,25,191.77,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y3,Valisons and Co.,4,01-Dec-16,-863,41.69,400,,,,15.00%,25,191.77,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y3,Valisons and Co.,2,01-Dec-16,-867,41.69,400,,,,15.00%,13,95.89,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y3,Valisons and Co.,2,01-Dec-16,-867,41.69,400,,,,15.00%,13,95.89,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1A3,Bagadia Industrial Fasteners,1,12-May-16,-7,400,400,,,,2.00%,8,408,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B8,Bagadia Industrial Fasteners,3,12-May-16,-7,400,400,,,,2.00%,24,1224,,,,FALSE,FALSE
,,200367-1,5616,BM9B4B5,P.P. Enterprises,8,01-Aug-16,7,467,400,,,,2.00%,75,3810.72,,,,FALSE,FALSE
,,200614-3,6313,BM9B4B5,P.P. Enterprises,10,01-Dec-16,13,467,400,,,,14.00%,654,5323.8,,,,FALSE,FALSE
,,2000577-1,10829,BM9H5K6,Abdullatif Habibbhoy & Sons,8,29-Aug-17,34,650.04,400,,,,18.00%,936,6136.38,,,,FALSE,FALSE
,,201497-1,8452,BM9E2M8,Shree Marutinandan Enterprise,5,28-Feb-17,72,1419,400,,,,2.00%,142,7236.9,,,,FALSE,FALSE
,,100000765-1,25,BM1A7H4,W. W. Grainger Inc.,5,22-Jan-15,82,2340,400.4,,,,13.00%,1521,13221,,,,FALSE,FALSE
,,200904-1,6910,BM9C6S4,Extreme Adventure Sports,4,16-Dec-16,23,579.06,402.75,,,,14.00%,324,2640.51,,,,FALSE,FALSE
,,201668-1,8923,BM9E7W3,P.P. Enterprises,4,01-May-17,21,511.36,405,,,,14.00%,286,2331.8,,,,FALSE,FALSE
,,Order6,O-0006,BM0C9M9,No Supplier Details,2,31-May-18,2,413.81,405.5,,,,18.00%,149,976.59,,,,FALSE,FALSE
,,Order6,O-0006,BM0C9M9,No Supplier Details,1,31-May-18,-23,329.07,406,,,,18.00%,59,388.3,,,,FALSE,FALSE
,,201531-1,8618,BM0L7X0,Prachin Industrial Corporation,1,05-Apr-17,83,2320,406,,,,14.00%,325,2644.8,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,427.97,407,,,,18.00%,77,505,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X6,Valisons and Co.,1,01-Dec-16,7,475.57,410,,,,15.00%,71,546.91,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X6,Valisons and Co.,1,01-Dec-16,7,475.57,410,,,,15.00%,71,546.91,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X6,Valisons and Co.,2,01-Dec-16,10,475.57,410,,,,15.00%,143,1093.81,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X6,Valisons and Co.,2,01-Dec-16,10,475.57,410,,,,15.00%,143,1093.81,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X6,Valisons and Co.,1,01-Dec-16,7,475.57,410,,,,15.00%,71,546.91,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X6,Valisons and Co.,1,01-Dec-16,7,475.57,410,,,,15.00%,71,546.91,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-7,320.59,411,,,,18.00%,69,378.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-7,320.59,411,,,,18.00%,69,378.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,354.49,411,,,,18.00%,76,418.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,6,371.44,411,,,,18.00%,79,438.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,6,371.44,411,,,,18.00%,79,438.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,374.49,411,,,,18.00%,76,441.9,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,374.49,411,,,,18.00%,76,441.9,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,37,608.39,411,,,,18.00%,118,717.9,,,,FALSE,FALSE
,,100001064-1,5190,BM0C8T8,No Supplier Details,1,27-Jun-16,-62,274.05,413,,,,6.00%,16,290.49,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,434.32,413,,,,18.00%,78,512.5,,,,FALSE,FALSE
,,200149-1,6342,BM0I0R4,Stanley Black and Decker India Pvt. Ltd.,4,01-Dec-16,4,468,416.5,,,,14.00%,262,2134.08,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,474,417.5,,,,15.00%,142,1090.2,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,474,417.5,,,,15.00%,142,1090.2,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,474.38,417.5,,,,15.00%,142,1091.07,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,474.38,417.5,,,,15.00%,142,1091.07,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474,418,,,,15.00%,71,545.1,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474,418,,,,15.00%,71,545.1,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474,418,,,,15.00%,71,545.1,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474,418,,,,15.00%,71,545.1,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474.38,418,,,,15.00%,71,545.54,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474.38,418,,,,15.00%,71,545.54,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474.38,418,,,,15.00%,71,545.54,,,,FALSE,FALSE
,,200739-2,5678,BM0C1B9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,474.38,418,,,,15.00%,71,545.54,,,,FALSE,FALSE
,,201933-1,9643,BM9F6P7,Shree Hari Paints,2,13-Jun-17,0,442.11,420,,,,5.00%,44,928.43,,,,FALSE,FALSE
,,100000357-1,1639,BM1A8J2,No Supplier Details,30,19-Oct-15,26,526.43,430,,,,2.00%,374,16108.76,,,,FALSE,FALSE
,,201936-1,9621,BM9F6G9,Shree Ganesh Trading Co.,20,14-Jun-17,12,528,440,,,,5.00%,528,11088,,,,FALSE,FALSE
,,200906-2,7037,BM9C8T6,E-Square Alliance Pvt. Ltd.,5,14-Dec-16,-13,420,445,,,,14.00%,294,2394,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1A4,Bagadia Industrial Fasteners,4,12-May-16,-7,450,450,,,,2.00%,36,1836,,,,FALSE,FALSE
,,100000146-1,4523,BM9A2Y4,Unique Industries,50,18-May-16,14,511,450,,,,2.00%,574,26061,,,,FALSE,FALSE
,,Not Booked,6376,BM9A2Y4,Unique Industries,75,04-Oct-16,13,511.1,450,,,,2.00%,845,39099.15,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P7,Khas Enterprises,5,01-Dec-16,14,568.19,450,,,,15.00%,426,3267.09,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P7,Khas Enterprises,5,01-Dec-16,14,568.19,450,,,,15.00%,426,3267.09,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P7,Khas Enterprises,10,01-Dec-16,17,568.19,450,,,,15.00%,852,6534.19,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P7,Khas Enterprises,10,01-Dec-16,17,568.19,450,,,,15.00%,852,6534.19,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P7,Khas Enterprises,5,01-Dec-16,14,568.19,450,,,,15.00%,426,3267.09,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P7,Khas Enterprises,5,01-Dec-16,14,568.19,450,,,,15.00%,426,3267.09,,,,FALSE,FALSE
,,Not Booked,3120,BM1A3Z2,Gauges Bourdon (I) Pvt. Ltd.,15,19-Jan-16,24,650,450,,,,13.00%,1268,11017.5,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1C0,Bagadia Industrial Fasteners,1,12-May-16,52,1100,450,,,,2.00%,22,1122,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C4,Just Mobile Ltd- Taiwan,20,31-Jul-16,16,748.5,453.3,,,,6.00%,898,15868.2,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z4,Just Mobile Ltd.,30,31-Jul-16,17,759.67,453.33,,,,6.00%,1367,24157.51,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C8,Just Mobile Ltd.,20,31-Jul-16,17,759.67,453.35,,,,6.00%,912,16105,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C9,Just Mobile Ltd.,20,31-Jul-16,17,759.67,453.35,,,,6.00%,912,16105,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z3,Just Mobile Ltd- Taiwan,30,31-Jul-16,16,759.67,460.07,,,,6.00%,1367,24157.51,,,,FALSE,FALSE
,,200100-1,5403,BM0C9H1,M.M.Tools and Hardware,5,11-Aug-16,-16,424.49,461,,,,2.00%,42,2164.9,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,529.27,465.5,,,,15.00%,159,1217.32,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,8,529.27,465.5,,,,15.00%,159,1217.32,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,529.27,466,,,,15.00%,79,608.66,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,529.27,466,,,,15.00%,79,608.66,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,529.27,466,,,,15.00%,79,608.66,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,5,529.27,466,,,,15.00%,79,608.66,,,,FALSE,FALSE
,,Order2,O-0002,BM0C9M9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-19,329.07,469,,,,18.00%,71,388.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C9M9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,413.81,469,,,,18.00%,86,488.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C9M9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,413.81,469,,,,18.00%,86,488.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C9M9,Stanley Black and Decker India Pvt. Ltd.,2,31-Mar-18,2,413.81,469,,,,18.00%,172,976.59,,,,FALSE,FALSE
,,Not Booked,2915,BM1A3U0,M. Adamji Kathawala,5,25-Feb-16,71,1730.4,470,,,,13.00%,1125,9776.76,,,,FALSE,FALSE
,,Not Booked,2915,BM1A3U3,M. Adamji Kathawala,5,25-Feb-16,83,2893,470,,,,13.00%,1880,16345.45,,,,FALSE,FALSE
,,100001171-1,4671,BM0C7U8,Valisons and Co.,3,01-Jul-16,12,588.14,475,,,,13.00%,229,1993.79,,,,FALSE,FALSE
,,201933-1,9643,BM9F6P8,Shree Hari Paints,5,13-Jun-17,0,505.26,480,,,,5.00%,126,2652.62,,,,FALSE,FALSE
,,2000160-2,10278,BM9G4A5,Bostan Engineering.,5,07-Jul-17,17,581.65,480,,,,28.00%,814,3722.56,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7U2,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,426.53,482,,,,18.00%,88,503.31,,,,FALSE,FALSE
,,100000140-1,4914,BM9A3Q7,Tirupathi Stationery Mart,2,07-Jun-16,8,580.08,490,,,,13.00%,151,1310.98,,,,FALSE,FALSE
,,201721-1,7448,BM9D3B9,Aditya Electronics,30,10-May-17,19,636.36,490,,,,0.00%,-,19090.8,,,,FALSE,FALSE
,,200537-1,6611,BM9C3Z4,Al Technologies,2000,01-Nov-16,5,520.58,494.55,,,,14.00%,145762,1186922.4,,,,FALSE,FALSE
,,200537-1,6611,BM9C3Z5,Al Technologies,2000,01-Nov-16,5,520.58,494.55,,,,14.00%,145762,1186922.4,,,,FALSE,FALSE
,,200537-1,6611,BM9C3Z6,Al Technologies,1505,01-Nov-16,5,520.58,494.55,,,,14.00%,109686,893159.11,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1A8,Bagadia Industrial Fasteners,1,12-May-16,-32,400,500,,,,2.00%,8,408,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B2,Bagadia Industrial Fasteners,1,12-May-16,-7,500,500,,,,2.00%,10,510,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1C2,Bagadia Industrial Fasteners,3,12-May-16,79,3500,500,,,,2.00%,210,10710,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,-5,413.81,501,,,,18.00%,86,488.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,446.02,501,,,,18.00%,92,526.3,,,,FALSE,FALSE
,,200837-1,6405,BM1A4T2,Deluxe Electrical Corporation,2,15-Jan-17,16,656.6,505,,,,14.00%,184,1497.05,,,,FALSE,FALSE
,,100001051-1,5128,BM0A6A3,Stanley Black and Decker India Pvt. Ltd.,1,22-Jun-16,4,567,506,,,,6.00%,34,601.02,,,,FALSE,FALSE
,,200520-3,6500,BM0O4P0,Bharathi Mro Industrial Products and Solutions Co.,2,19-Oct-16,5,575,506,,,,14.00%,161,1311,,,,FALSE,FALSE
,,100001049-1,5118,BM0A6A3,Stanley Black and Decker India Pvt. Ltd.,1,22-Jun-16,54,1195,506,,,,6.00%,72,1266.7,,,,FALSE,FALSE
,,200520-3,6500,BM0O4T8,Office Planet,4,19-Oct-16,-7,510,510,,,,14.00%,286,2325.6,,,,FALSE,FALSE
,,200100-1,5403,BM0C9H4,M.M.Tools and Hardware,5,11-Aug-16,-18,460.96,511,,,,2.00%,46,2350.9,,,,FALSE,FALSE
,,200520-3,6500,BM9A5G8,Choudhary Enterprise,3,19-Oct-16,-2,545,517,,,,14.00%,229,1863.9,,,,FALSE,FALSE
,,Order1,O-0001,BM0C7U2,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,484.66,519,,,,18.00%,95,571.9,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8M6,No Supplier Details,2,08-Sep-15,1,567,520,,,,2.00%,23,1156.68,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z6,Just Mobile Ltd.,30,31-Jul-16,17,871.38,520,,,,13.00%,3398,29539.78,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z7,Just Mobile Ltd.,30,31-Jul-16,17,871.38,520,,,,6.00%,1568,27709.88,,,,FALSE,FALSE
,,100001062-1,5296,BM0Y9N0,Stanley Black and Decker India Pvt. Ltd.,1,02-Jul-16,34,855.23,526,,,,6.00%,51,906.54,,,,FALSE,FALSE
,,Order1,O-0001,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,503.14,527,,,,18.00%,97,593.71,,,,FALSE,FALSE
,,Order1,O-0001,BM0C6Z9,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,15,573.64,527,,,,18.00%,111,676.9,,,,FALSE,FALSE
,,200189-1,5064,BM9A4Z5,Just Mobile Ltd- Taiwan,30,31-Jul-16,16,871.38,527.73,,,,13.00%,3398,29539.78,,,,FALSE,FALSE
,,Order6,O-0006,BM0C7U8,No Supplier Details,1,31-May-18,2,542.29,531,,,,18.00%,98,639.9,,,,FALSE,FALSE
,,201668-1,8923,BM9E7W8,No Supplier Details,1,01-May-17,-37,390,534,,,,14.00%,55,444.6,,,,FALSE,FALSE
,,201638-1,8867,BM9E6L8,Remi Sales and Engineering Ltd.,1,08-May-17,5,564.21,536,,,,14.00%,79,643.2,,,,FALSE,FALSE
,,100000140-1,4914,BM9A3Q8,Tirupathi Stationery Mart,5,07-Jun-16,9,640.08,540,,,,13.00%,416,3616.45,,,,FALSE,FALSE
,,Order5,O-0005,BM0C7D3,No Supplier Details,2,31-May-18,2,552.46,541.5,,,,18.00%,199,1303.81,,,,FALSE,FALSE
,,Order6,O-0006,BM0C7D3,No Supplier Details,2,31-May-18,2,552.46,541.5,,,,18.00%,199,1303.81,,,,FALSE,FALSE
,,Order6,O-0006,BM0C7D3,No Supplier Details,1,31-May-18,1,549.41,542,,,,18.00%,99,648.3,,,,FALSE,FALSE
,,2000196-1,10330,BM0C7T2,Stanley Black and Decker India Pvt. Ltd.,2,28-Feb-17,-43,271.19,542.5,,,,18.00%,136,640.01,,,,FALSE,FALSE
,,201936-1,9621,BM9F6H1,Shree Ganesh Trading Co.,20,14-Jun-17,12,652.8,544,,,,5.00%,653,13708.8,,,,FALSE,FALSE
,,100000941-1,4524,BM0C7F6,Stanley Black and Decker India Pvt. Ltd.,1,18-May-16,-14,515,545,,,,6.00%,31,545.9,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8C9,Devang Electrotech,100,08-Sep-15,7,567,550,,,,2.00%,1266,57834,,,,FALSE,FALSE
,,100001068-1,4685,BM9A1K1,Dhiren Traders,6,01-Jul-16,3,611,550,,,,5.00%,183,3849.3,,,,FALSE,FALSE
,,200499-1,6541,BM9A1K1,Dhiren Traders,8,17-Oct-16,3,611,550,,,,5.00%,244,5132.4,,,,FALSE,FALSE
,,201937-1,9652,BM9A1K1,Dhiren Traders,8,14-Jun-17,5,611.11,550,,,,5.00%,244,5133.32,,,,FALSE,FALSE
,,201283-1,7828,BM9D5V7,Hhv Pumps Pvt. Ltd.,5,10-Feb-17,39,791.46,550,,,,13.00%,587,4471.75,,,,FALSE,FALSE
,,200338-1,5970,BM1G1I2,Al Technologies,297,19-Sep-16,5,586.2,558.29,,,,6.00%,10446,184547.48,,,,FALSE,FALSE
,,200338-1,5970,BM1G1I1,Al Technologies,279,19-Sep-16,5,586.2,558.29,,,,6.00%,9813,173362.79,,,,FALSE,FALSE
,,201774-1,9212,BM9E9Y8,Metro Trading,20,16-May-17,0,589,560,,,,14.00%,1649,13429.2,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q2,Shree Hari Paints,50,13-Jun-17,1,589.47,560,,,,15.00%,4421,33894.53,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B9,Just Mobile Ltd.,20,31-Jul-16,17,949.59,566.65,,,,6.00%,1140,20131.31,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C1,Just Mobile Ltd.,20,31-Jul-16,17,949.59,566.65,,,,6.00%,1140,20131.31,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C2,Just Mobile Ltd.,20,31-Jul-16,17,949.59,566.65,,,,6.00%,1140,20131.31,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C3,Just Mobile Ltd.,20,31-Jul-16,17,949.59,566.65,,,,6.00%,1140,20131.31,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B8,Just Mobile Ltd.,50,31-Jul-16,17,949.59,566.66,,,,13.00%,6172,53651.84,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C7,Just Mobile Ltd.,30,31-Jul-16,17,949.59,566.67,,,,6.00%,1709,30196.96,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,598.31,568,,,,18.00%,108,706.01,,,,FALSE,FALSE
,,201448-1,7929,BM9D8G8,Novabond,10,20-Mar-17,12,709,570,,,,5.00%,355,7444.5,,,,FALSE,FALSE
,,201448-1,7929,BM9D8H1,Novabond,10,20-Mar-17,12,709,570,,,,5.00%,355,7444.5,,,,FALSE,FALSE
,,201729-2,8541,BM9E3S5,Kiran Diamond Tools,2,09-May-17,36,898.75,572,,,,14.00%,252,2049.15,,,,FALSE,FALSE
,,100000734-1,4099,BM1A9W8,Sethia Syndicate,6,30-Apr-16,21,805.6,575,,,,2.00%,97,4930.27,,,,FALSE,FALSE
,,200189-1,5064,BM9A5B7,Just Mobile Ltd- Taiwan,50,31-Jul-16,16,949.59,575.1,,,,13.00%,6172,53651.84,,,,FALSE,FALSE
,,Order3,O-0003,BM0C7D3,No Supplier Details,1,30-Apr-18,3,552.46,577,,,,18.00%,108,651.9,,,,FALSE,FALSE
,,Order3,O-0003,BM0C7D3,No Supplier Details,1,30-Apr-18,2,553.98,577,,,,18.00%,106,653.7,,,,FALSE,FALSE
,,Order3,O-0003,BM0C7D3,No Supplier Details,1,30-Apr-18,2,553.98,577,,,,18.00%,106,653.7,,,,FALSE,FALSE
,,200643-1,6103,BM9C1A1,International Tools Syndicate,1,11-Nov-16,32,942.06,577,,,,14.00%,132,1073.95,,,,FALSE,FALSE
,,200837-1,6405,BM0C7G3,Valisons and Co.,1,15-Jan-17,-67,363.78,580,,,,14.00%,51,414.71,,,,FALSE,FALSE
,,201729-2,8541,BM9E3S6,Kiran Diamond Tools,2,09-May-17,36,911.25,580,,,,14.00%,255,2077.65,,,,FALSE,FALSE
,,200307-1,6048,BM9B7R6,Shore Auto Rubber Exports Pvt. Ltd.,10,11-Sep-16,54,1477.09,581,,,,14.00%,2068,16838.83,,,,FALSE,FALSE
,,201840-1,9406,BM9F3J2,Shree Hari Paints,96,30-May-17,0,616,586,,,,15.00%,8870,68006.4,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C5,Just Mobile Ltd- Taiwan,20,31-Jul-16,16,971.93,588.65,,,,6.00%,1166,20604.92,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8M7,No Supplier Details,39,08-Sep-15,-25,508.26,590,,,,2.00%,396,20218.58,,,,FALSE,FALSE
,,200617-1,6729,BM0C7O7,No Supplier Details,1,27-Oct-16,36,1041,591,,,,0.00%,-,1041,,,,FALSE,FALSE
,,201936-1,9621,BM9F6J6,Smith Engineering Co.,5,14-Jun-17,0,623,593.4,,,,5.00%,156,3270.75,,,,FALSE,FALSE
,,200520-3,6500,BM0O4O9,Bharathi Mro Industrial Products and Solutions Co.,3,19-Oct-16,5,675,594,,,,14.00%,284,2308.5,,,,FALSE,FALSE
,,200211-2,5824,BM9B6M5,Ac-Climate Enterprises,7,23-Aug-16,20,750,600,,,,13.00%,683,5932.5,,,,FALSE,FALSE
,,200211-2,5824,BM9B6X1,Ac-Climate Enterprises,2,23-Aug-16,20,750,600,,,,13.00%,195,1695,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,549.41,602,,,,18.00%,111,648.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,549.41,602,,,,18.00%,111,648.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,549.41,602,,,,18.00%,111,648.3,,,,FALSE,FALSE
,,Order4,O-0004,BM0C7D3,No Supplier Details,1,30-Apr-18,2,549.41,602,,,,18.00%,111,648.3,,,,FALSE,FALSE
,,Order4,O-0004,BM0C7D3,No Supplier Details,1,30-Apr-18,2,549.41,602,,,,18.00%,111,648.3,,,,FALSE,FALSE
,,Order4,O-0004,BM0C7D3,No Supplier Details,1,30-Apr-18,2,549.41,602,,,,18.00%,111,648.3,,,,FALSE,FALSE
,,Order2,O-0002,BM0C7D3,Stanley Black and Decker India Pvt. Ltd.,2,31-Mar-18,-1,552.46,602,,,,18.00%,215,1303.81,,,,FALSE,FALSE
