role_name,model,action,permission
Inside Sales Manager,brand_supplier,new,No
Inside Sales Manager,brand_supplier,edit,No
Inside Sales Manager,callback_request,update,No
Inside Sales Manager,callback_request,new,No
Inside Sales Manager,callback_request,edit,No
Inside Sales Manager,callback_request,create,No
Inside Sales Manager,callback_request,destroy,No
Inside Sales Manager,callback_request,show,No
Inside Sales Manager,callback_request,index,No
Inside Sales Manager,cart,index,No
Inside Sales Manager,cart,show,No
Inside Sales Manager,cart,destroy,No
Inside Sales Manager,cart,update,No
Inside Sales Manager,cart,create,No
Inside Sales Manager,cart,edit,No
Inside Sales Manager,cart,new,No
Inside Sales Manager,cart_item,destroy,No
Inside Sales Manager,cart_item,create,No
Inside Sales Manager,cart_item,edit,No
Inside Sales Manager,cart_item,new,No
Inside Sales Manager,cart_item,index,No
Inside Sales Manager,cart_item,show,No
Inside Sales Manager,cart_item,update,No
Inside Sales Manager,category,new,No
Inside Sales Manager,category,index,Yes
Inside Sales Manager,category,edit,No
Inside Sales Manager,category,create,No
Inside Sales Manager,category,update,No
Inside Sales Manager,category,show,Yes
Inside Sales Manager,category,destroy,No
Inside Sales Manager,category,autocomplete_closure_tree,Yes
Inside Sales Manager,category_supplier,new,No
Inside Sales Manager,category_supplier,show,No
Inside Sales Manager,category_supplier,destroy,No
Inside Sales Manager,category_supplier,update,No
Inside Sales Manager,category_supplier,create,No
Inside Sales Manager,category_supplier,edit,No
Inside Sales Manager,category_supplier,index,No
Inside Sales Manager,chat_message,index,No
Inside Sales Manager,chat_message,edit,No
Inside Sales Manager,chat_message,create,No
Inside Sales Manager,chat_message,update,No
Inside Sales Manager,chat_message,destroy,No
Inside Sales Manager,chat_message,show,No
Inside Sales Manager,chat_message,new,No
Inside Sales Manager,company,new,No
Inside Sales Manager,company,create,No
Inside Sales Manager,company,update,No
Inside Sales Manager,company,destroy,No
Inside Sales Manager,company,show,Yes
Inside Sales Manager,company,new_inquiry,Yes
Inside Sales Manager,company,new_contact,No
Inside Sales Manager,company,new_address,No
Inside Sales Manager,company,ageing_report,Yes
Inside Sales Manager,company,create_customer_products,No
Inside Sales Manager,company,render_rating_form,Yes
Inside Sales Manager,company,update_rating,Yes
Inside Sales Manager,company,edit_remote_uid,No
Inside Sales Manager,company,export_all,Yes
Inside Sales Manager,company,download_customer_product_template,Yes
Inside Sales Manager,company,new_excel_customer_product_import,Yes
Inside Sales Manager,company,new_rating,Yes
Inside Sales Manager,company,company_report,Yes
Inside Sales Manager,company,payment_collections,Yes
Inside Sales Manager,company,edit,No
Inside Sales Manager,company,export_company_report,Yes
Inside Sales Manager,company,index,Yes
Inside Sales Manager,company_bank,create,No
Inside Sales Manager,company_bank,index,Yes
Inside Sales Manager,company_bank,new,No
Inside Sales Manager,company_bank,edit,No
Inside Sales Manager,company_bank,update,No
Inside Sales Manager,company_bank,destroy,No
Inside Sales Manager,company_bank,show,Yes
Inside Sales Manager,company_contact,create,No
Inside Sales Manager,company_contact,index,Yes
Inside Sales Manager,company_contact,new,No
Inside Sales Manager,company_contact,edit,No
Inside Sales Manager,company_contact,show,Yes
Inside Sales Manager,company_contact,destroy,No
Inside Sales Manager,company_contact,update,No
Inside Sales Manager,company_creation_request,created,Yes
Inside Sales Manager,company_creation_request,index,Yes
Inside Sales Manager,company_creation_request,new,No
Inside Sales Manager,company_creation_request,requested,Yes
Inside Sales Manager,company_creation_request,destroy,No
Inside Sales Manager,company_creation_request,update,Yes
Inside Sales Manager,company_creation_request,create,Yes
Inside Sales Manager,company_creation_request,show,Yes
Inside Sales Manager,company_creation_request,exchange_with_existing_company,No
Inside Sales Manager,company_creation_request,edit,No
Inside Sales Manager,company_rating,new,No
Inside Sales Manager,company_rating,show,Yes
Inside Sales Manager,company_rating,edit,No
Inside Sales Manager,company_rating,destroy,Yes
Inside Sales Manager,company_rating,update,Yes
Inside Sales Manager,company_rating,create,Yes
Inside Sales Manager,company_rating,index,Yes
Inside Sales Manager,company_review,export_filtered_records,No
Inside Sales Manager,company_review,show,Yes
Inside Sales Manager,company_review,destroy,No
Inside Sales Manager,company_review,update,Yes
Inside Sales Manager,company_review,create,Yes
Inside Sales Manager,company_review,edit,No
Inside Sales Manager,company_review,new,No
Inside Sales Manager,company_review,index,Yes
Inside Sales Manager,company_review,export_all,Yes
Inside Sales Manager,company_review,render_form,No
Inside Sales Manager,contact,create,No
Inside Sales Manager,contact,update,No
Inside Sales Manager,contact,destroy,No
Inside Sales Manager,contact,show,Yes
Inside Sales Manager,contact,become,No
Inside Sales Manager,contact,index,Yes
Inside Sales Manager,contact,new,No
Inside Sales Manager,contact,edit,No
Inside Sales Manager,contact_creation_request,destroy,No
Inside Sales Manager,contact_creation_request,index,Yes
Inside Sales Manager,contact_creation_request,new,No
Inside Sales Manager,contact_creation_request,edit,No
Inside Sales Manager,contact_creation_request,create,Yes
Inside Sales Manager,contact_creation_request,show,Yes
Inside Sales Manager,contact_creation_request,update,Yes
Inside Sales Manager,currency,show,No
Inside Sales Manager,currency,destroy,No
Inside Sales Manager,currency,update,No
Inside Sales Manager,currency,create,No
Inside Sales Manager,currency,index,No
Inside Sales Manager,currency,new,No
Inside Sales Manager,currency,edit,No
Inside Sales Manager,currency_rate,new,No
Inside Sales Manager,currency_rate,show,No
Inside Sales Manager,currency_rate,destroy,No
Inside Sales Manager,currency_rate,update,No
Inside Sales Manager,currency_rate,create,No
Inside Sales Manager,currency_rate,edit,No
Inside Sales Manager,currency_rate,index,No
Inside Sales Manager,customer_order,refresh_payment,Yes
Inside Sales Manager,customer_order,index,Yes
Inside Sales Manager,customer_order,new,No
Inside Sales Manager,customer_order,edit,No
Inside Sales Manager,customer_order,create,Yes
Inside Sales Manager,customer_order,update,Yes
Inside Sales Manager,customer_order,destroy,No
Inside Sales Manager,customer_order,show,Yes
Inside Sales Manager,customer_order,can_create_inquiry,Yes
Inside Sales Manager,customer_order,company_customer_orders,Yes
Inside Sales Manager,customer_order,convert,Yes
Inside Sales Manager,customer_order,approve,Yes
Inside Sales Manager,customer_order,reject,Yes
Inside Sales Manager,customer_order,payments,Yes
Inside Sales Manager,customer_order_approval,create,Yes
Inside Sales Manager,customer_order_approval,update,Yes
Inside Sales Manager,customer_order_approval,destroy,Yes
Inside Sales Manager,customer_order_approval,show,Yes
Inside Sales Manager,customer_order_approval,new,No
Inside Sales Manager,customer_order_approval,index,Yes
Inside Sales Manager,customer_order_approval,edit,No
Inside Sales Manager,customer_order_comment,create,No
Inside Sales Manager,customer_order_comment,update,No
Inside Sales Manager,customer_order_comment,destroy,No
Inside Sales Manager,customer_order_comment,index,No
Inside Sales Manager,customer_order_comment,show,No
Inside Sales Manager,customer_order_comment,new,No
Inside Sales Manager,customer_order_comment,edit,No
Inside Sales Manager,customer_order_rejection,update,Yes
Inside Sales Manager,customer_order_rejection,destroy,Yes
Inside Sales Manager,customer_order_rejection,show,Yes
Inside Sales Manager,customer_order_rejection,edit,No
Inside Sales Manager,customer_order_rejection,new,No
Inside Sales Manager,customer_order_rejection,index,Yes
Inside Sales Manager,customer_order_rejection,create,Yes
Inside Sales Manager,customer_order_row,show,No
Inside Sales Manager,customer_order_row,update,No
Inside Sales Manager,customer_order_row,create,No
Inside Sales Manager,customer_order_row,edit,No
Inside Sales Manager,customer_order_row,index,No
Inside Sales Manager,customer_order_row,new,No
Inside Sales Manager,customer_order_row,destroy,No
Inside Sales Manager,customer_product,create,No
Inside Sales Manager,customer_product,update,No
Inside Sales Manager,customer_product,destroy,No
Inside Sales Manager,customer_product,show,No
Inside Sales Manager,customer_product,destroy_all,No
Inside Sales Manager,customer_product,generate_catalog,No
Inside Sales Manager,customer_product,index,No
Inside Sales Manager,customer_product,new,No
Inside Sales Manager,customer_product,edit,No
Inside Sales Manager,customer_product_import,create,Yes
Inside Sales Manager,customer_product_import,show,Yes
Inside Sales Manager,customer_product_import,new,No
Inside Sales Manager,customer_product_import,index,Yes
Inside Sales Manager,customer_product_import,destroy,Yes
Inside Sales Manager,customer_product_import,update,Yes
Inside Sales Manager,customer_product_import,edit,No
Inside Sales Manager,customer_product_import_row,update,Yes
Inside Sales Manager,customer_product_import_row,show,Yes
Inside Sales Manager,customer_product_import_row,index,Yes
Inside Sales Manager,customer_product_import_row,new,No
Inside Sales Manager,customer_product_import_row,edit,No
Inside Sales Manager,customer_product_import_row,create,Yes
Inside Sales Manager,customer_product_import_row,destroy,Yes
Inside Sales Manager,customer_product_tag,destroy,No
Inside Sales Manager,customer_product_tag,index,No
Inside Sales Manager,customer_product_tag,new,No
Inside Sales Manager,customer_product_tag,edit,No
Inside Sales Manager,customer_product_tag,create,No
Inside Sales Manager,customer_product_tag,update,No
Inside Sales Manager,customer_product_tag,show,No
Inside Sales Manager,dashboard,new,No
Inside Sales Manager,dashboard,create,No
Inside Sales Manager,dashboard,edit,No
Inside Sales Manager,dashboard,update,No
Inside Sales Manager,dashboard,show,No
Inside Sales Manager,dashboard,chewy,No
Inside Sales Manager,dashboard,console,No
Inside Sales Manager,dashboard,index,No
Inside Sales Manager,dashboard,reset_index,No
Inside Sales Manager,dashboard,migrations,No
Inside Sales Manager,doc,index,No
Inside Sales Manager,doc,create,No
Inside Sales Manager,doc,edit,No
Inside Sales Manager,doc,update,No
Inside Sales Manager,doc,show,No
Inside Sales Manager,doc,new,No
Inside Sales Manager,document_creation,show,No
Inside Sales Manager,document_creation,index,No
Inside Sales Manager,document_creation,new,No
Inside Sales Manager,document_creation,create,No
Inside Sales Manager,document_creation,edit,No
Inside Sales Manager,document_creation,update,No
Inside Sales Manager,email_message,new,No
Inside Sales Manager,email_message,create,Yes
Inside Sales Manager,email_message,destroy,Yes
Inside Sales Manager,email_message,show,Yes
Inside Sales Manager,email_message,update,Yes
Inside Sales Manager,email_message,index,Yes
Inside Sales Manager,email_message,edit,No
Inside Sales Manager,export,destroy,No
Inside Sales Manager,export,update,No
Inside Sales Manager,export,new,No
Inside Sales Manager,export,edit,No
Inside Sales Manager,export,create,No
Inside Sales Manager,export,index,No
Inside Sales Manager,export,show,No
Inside Sales Manager,extensions,index,No
Inside Sales Manager,extensions,new,No
Inside Sales Manager,extensions,edit,No
Inside Sales Manager,extensions,create,No
Inside Sales Manager,extensions,update,No
Inside Sales Manager,extensions,destroy,No
Inside Sales Manager,extensions,show,No
Inside Sales Manager,freight_quote,index,Yes
Inside Sales Manager,freight_quote,new,No
Inside Sales Manager,freight_quote,update,Yes
Inside Sales Manager,freight_quote,destroy,Yes
Inside Sales Manager,freight_quote,show,Yes
Inside Sales Manager,freight_quote,edit,No
Inside Sales Manager,freight_quote,create,Yes
Inside Sales Manager,freight_quote_comment,update,Yes
Inside Sales Manager,freight_quote_comment,create,Yes
Inside Sales Manager,freight_quote_comment,edit,No
Inside Sales Manager,freight_quote_comment,new,No
Inside Sales Manager,freight_quote_comment,index,Yes
Inside Sales Manager,freight_quote_comment,show,Yes
Inside Sales Manager,freight_quote_comment,destroy,Yes
Inside Sales Manager,freight_request,index,No
Inside Sales Manager,freight_request,completed,Yes
Inside Sales Manager,freight_request,edit_request,Yes
Inside Sales Manager,freight_request,new_freight_quote,Yes
Inside Sales Manager,freight_request,edit_freight_quote,Yes
Inside Sales Manager,freight_request,create,Yes
Inside Sales Manager,freight_request,update,Yes
Inside Sales Manager,freight_request,destroy,Yes
Inside Sales Manager,freight_request,show,Yes
Inside Sales Manager,freight_request,show_freight_quote,Yes
Inside Sales Manager,freight_request,edit,No
Inside Sales Manager,freight_request,new,No
Inside Sales Manager,freight_request_comment,update,No
Inside Sales Manager,freight_request_comment,index,No
Inside Sales Manager,freight_request_comment,new,No
Inside Sales Manager,freight_request_comment,edit,No
Inside Sales Manager,freight_request_comment,create,No
Inside Sales Manager,freight_request_comment,destroy,No
Inside Sales Manager,freight_request_comment,show,No
Inside Sales Manager,ifsc_code,show,No
Inside Sales Manager,ifsc_code,destroy,No
Inside Sales Manager,ifsc_code,update,No
Inside Sales Manager,ifsc_code,index,No
Inside Sales Manager,ifsc_code,new,No
Inside Sales Manager,ifsc_code,edit,No
Inside Sales Manager,ifsc_code,create,No
Inside Sales Manager,ifsc_code,suggestion,No
Inside Sales Manager,image_reader,show,No
Inside Sales Manager,image_reader,destroy,No
Inside Sales Manager,image_reader,update,No
Inside Sales Manager,image_reader,create,No
Inside Sales Manager,image_reader,edit,No
Inside Sales Manager,image_reader,new,No
Inside Sales Manager,image_reader,index,No
Inside Sales Manager,industry,index,Yes
Inside Sales Manager,industry,show,Yes
Inside Sales Manager,industry,destroy,Yes
Inside Sales Manager,industry,create,Yes
Inside Sales Manager,industry,edit,No
Inside Sales Manager,industry,update,Yes
Inside Sales Manager,industry,new,No
Inside Sales Manager,inquiry,new_from_customer_order,Yes
Inside Sales Manager,inquiry,resolve,No
Inside Sales Manager,inquiry,suggestion,Yes
Inside Sales Manager,inquiry,bulk_update,Yes
Inside Sales Manager,inquiry,export_kra_report,Yes
Inside Sales Manager,inquiry,kra_report_per_sales_owner,Yes
Inside Sales Manager,inquiry,kra_report,Yes
Inside Sales Manager,inquiry,create_purchase_orders_requests,Yes
Inside Sales Manager,inquiry,preview_stock_po_request,Yes
Inside Sales Manager,inquiry,new_freight_request,Yes
Inside Sales Manager,inquiry,restrict_fields_on_completed_orders,No
Inside Sales Manager,inquiry,pipeline_report,No
Inside Sales Manager,inquiry,resync_unsync_inquiry_products,Yes
Inside Sales Manager,inquiry,resync_inquiry_products,Yes
Inside Sales Manager,inquiry,get_relationship_map_json,No
Inside Sales Manager,inquiry,relationship_map,Yes
Inside Sales Manager,inquiry,stages,Yes
Inside Sales Manager,inquiry,sales_invoices,No
Inside Sales Manager,inquiry,sales_shipments,Yes
Inside Sales Manager,inquiry,purchase_orders,No
Inside Sales Manager,inquiry,comments,Yes
Inside Sales Manager,inquiry,calculation_sheet,Yes
Inside Sales Manager,inquiry,has_no_approved_sales_orders,Yes
Inside Sales Manager,inquiry,has_approved_sales_orders,Yes
Inside Sales Manager,inquiry,sales_orders,Yes
Inside Sales Manager,inquiry,new_sales_quote,Yes
Inside Sales Manager,inquiry,sales_quotes,Yes
Inside Sales Manager,inquiry,update_suppliers,Yes
Inside Sales Manager,inquiry,sales_owner_status_avg,Yes
Inside Sales Manager,inquiry,edit_suppliers,Yes
Inside Sales Manager,inquiry,imports,Yes
Inside Sales Manager,inquiry,create_excel_import,Yes
Inside Sales Manager,inquiry,export_inquiries_tat,Yes
Inside Sales Manager,inquiry,tat_report,Yes
Inside Sales Manager,inquiry,export,Yes
Inside Sales Manager,inquiry,export_all,Yes
Inside Sales Manager,inquiry,edit,Yes
Inside Sales Manager,inquiry,new_excel_import,Yes
Inside Sales Manager,inquiry,excel_template,Yes
Inside Sales Manager,inquiry,create_list_import,Yes
Inside Sales Manager,inquiry,new_list_import,Yes
Inside Sales Manager,inquiry,can_manage_inquiry,Yes
Inside Sales Manager,inquiry,create_email_message,Yes
Inside Sales Manager,inquiry,new_email_message,Yes
Inside Sales Manager,inquiry,smart_queue,Yes
Inside Sales Manager,inquiry,show,Yes
Inside Sales Manager,inquiry,destroy,Yes
Inside Sales Manager,inquiry,update,Yes
Inside Sales Manager,inquiry,create,Yes
Inside Sales Manager,inquiry,edit,No
Inside Sales Manager,inquiry,new,No
Inside Sales Manager,inquiry,index,Yes
Inside Sales Manager,inquiry,disable_billing_shipping_details,No
Inside Sales Manager,inquiry,index_pg,Yes
Inside Sales Manager,inquiry_comment,index,No
Inside Sales Manager,inquiry_comment,show,No
Inside Sales Manager,inquiry_comment,destroy,No
Inside Sales Manager,inquiry_comment,update,No
Inside Sales Manager,inquiry_comment,create,No
Inside Sales Manager,inquiry_comment,edit,No
Inside Sales Manager,inquiry_comment,new,No
Inside Sales Manager,inquiry_currency,show,No
Inside Sales Manager,inquiry_currency,index,No
Inside Sales Manager,inquiry_currency,edit,No
Inside Sales Manager,inquiry_currency,create,No
Inside Sales Manager,inquiry_currency,update,No
Inside Sales Manager,inquiry_currency,destroy,No
Inside Sales Manager,inquiry_currency,new,No
Inside Sales Manager,inquiry_import,index,No
Inside Sales Manager,inquiry_import,create_failed_skus,No
Inside Sales Manager,inquiry_import,manage_failed_skus,No
Inside Sales Manager,inquiry_import,show,No
Inside Sales Manager,inquiry_import,destroy,No
Inside Sales Manager,inquiry_import,update,No
Inside Sales Manager,inquiry_import,create,No
Inside Sales Manager,inquiry_import,edit,No
Inside Sales Manager,inquiry_import,new,No
Inside Sales Manager,inquiry_import_row,create,No
Inside Sales Manager,inquiry_import_row,show,No
Inside Sales Manager,inquiry_import_row,update,No
Inside Sales Manager,inquiry_import_row,destroy,No
Inside Sales Manager,inquiry_import_row,index,No
Inside Sales Manager,inquiry_import_row,edit,No
Inside Sales Manager,inquiry_import_row,new,No
Inside Sales Manager,inquiry_mapping_tat,show,No
Inside Sales Manager,inquiry_mapping_tat,index,No
Inside Sales Manager,inquiry_mapping_tat,new,No
Inside Sales Manager,inquiry_mapping_tat,edit,No
Inside Sales Manager,inquiry_mapping_tat,create,No
Inside Sales Manager,inquiry_mapping_tat,update,No
Inside Sales Manager,inquiry_mapping_tat,destroy,No
Inside Sales Manager,inquiry_product,new,No
Inside Sales Manager,inquiry_product,index,No
Inside Sales Manager,inquiry_product,edit,No
Inside Sales Manager,inquiry_product,create,No
Inside Sales Manager,inquiry_product,update,No
Inside Sales Manager,inquiry_product,destroy,No
Inside Sales Manager,inquiry_product,show,No
Inside Sales Manager,inquiry_product_supplier,show,No
Inside Sales Manager,inquiry_product_supplier,index,No
Inside Sales Manager,inquiry_product_supplier,new,No
Inside Sales Manager,inquiry_product_supplier,edit,No
Inside Sales Manager,inquiry_product_supplier,create,No
Inside Sales Manager,inquiry_product_supplier,update,No
Inside Sales Manager,inquiry_product_supplier,destroy,No
Inside Sales Manager,inquiry_status_record,create,No
Inside Sales Manager,inquiry_status_record,update,No
Inside Sales Manager,inquiry_status_record,show,No
Inside Sales Manager,inquiry_status_record,destroy,No
Inside Sales Manager,inquiry_status_record,index,No
Inside Sales Manager,inquiry_status_record,new,No
Inside Sales Manager,inquiry_status_record,edit,No
Inside Sales Manager,invoice_request,render_cancellation_form,Yes
Inside Sales Manager,invoice_request,pending,Yes
Inside Sales Manager,invoice_request,completed,Yes
Inside Sales Manager,invoice_request,can_cancel_or_reject,No
Inside Sales Manager,invoice_request,cancelled,No
Inside Sales Manager,invoice_request,edit,No
Inside Sales Manager,invoice_request,cancel_invoice_request,No
Inside Sales Manager,invoice_request,new,No
Inside Sales Manager,invoice_request,create,No
Inside Sales Manager,invoice_request,update,No
Inside Sales Manager,invoice_request,destroy,No
Inside Sales Manager,invoice_request,show,Yes
Inside Sales Manager,invoice_request,index,No
Inside Sales Manager,invoice_request_comment,edit,No
Inside Sales Manager,invoice_request_comment,index,No
Inside Sales Manager,invoice_request_comment,new,No
Inside Sales Manager,invoice_request_comment,create,No
Inside Sales Manager,invoice_request_comment,update,No
Inside Sales Manager,invoice_request_comment,destroy,No
Inside Sales Manager,invoice_request_comment,show,No
Inside Sales Manager,inward_dispatch,delivered,No
Inside Sales Manager,inward_dispatch,remove_products,No
Inside Sales Manager,inward_dispatch,update_logistics_owner_for_inward_dispatches,No
Inside Sales Manager,inward_dispatch,add_products,No
Inside Sales Manager,inward_dispatch,confirm_delivery,No
Inside Sales Manager,inward_dispatch,can_request_invoice,No
Inside Sales Manager,inward_dispatch,delivered_material,No
Inside Sales Manager,inward_dispatch,inward_dispatch_delivered_queue,Yes
Inside Sales Manager,inward_dispatch,inward_dispatch_pickup_queue,Yes
Inside Sales Manager,inward_dispatch,show,Yes
Inside Sales Manager,inward_dispatch,edit,No
Inside Sales Manager,inward_dispatch,new,No
Inside Sales Manager,inward_dispatch,index,Yes
Inside Sales Manager,inward_dispatch,create,No
Inside Sales Manager,inward_dispatch,update,No
Inside Sales Manager,inward_dispatch,destroy,No
Inside Sales Manager,inward_dispatch_comment,create,No
Inside Sales Manager,inward_dispatch_comment,index,No
Inside Sales Manager,inward_dispatch_comment,new,No
Inside Sales Manager,inward_dispatch_comment,edit,No
Inside Sales Manager,inward_dispatch_comment,update,No
Inside Sales Manager,inward_dispatch_comment,destroy,No
Inside Sales Manager,inward_dispatch_comment,show,No
Inside Sales Manager,inward_dispatch_row,show,No
Inside Sales Manager,inward_dispatch_row,edit,No
Inside Sales Manager,inward_dispatch_row,index,No
Inside Sales Manager,inward_dispatch_row,new,No
Inside Sales Manager,inward_dispatch_row,create,No
Inside Sales Manager,inward_dispatch_row,update,No
Inside Sales Manager,inward_dispatch_row,destroy,No
Inside Sales Manager,kit,best_prices_and_supplier_bp_catalog,Yes
Inside Sales Manager,kit,show,Yes
Inside Sales Manager,kit,sku_purchase_history,Yes
Inside Sales Manager,kit,comments,Yes
Inside Sales Manager,kit,customer_bp_catalog,Yes
Inside Sales Manager,kit,destroy,Yes
Inside Sales Manager,kit,update,Yes
Inside Sales Manager,kit,create,Yes
Inside Sales Manager,kit,edit,No
Inside Sales Manager,kit,new,No
Inside Sales Manager,kit,index,Yes
Inside Sales Manager,kit_product_row,create,No
Inside Sales Manager,kit_product_row,destroy,No
Inside Sales Manager,kit_product_row,show,No
Inside Sales Manager,kit_product_row,index,No
Inside Sales Manager,kit_product_row,new,No
Inside Sales Manager,kit_product_row,edit,No
Inside Sales Manager,kit_product_row,update,No
Inside Sales Manager,lead_time_option,destroy,No
Inside Sales Manager,lead_time_option,index,Yes
Inside Sales Manager,lead_time_option,new,No
Inside Sales Manager,lead_time_option,edit,No
Inside Sales Manager,lead_time_option,create,No
Inside Sales Manager,lead_time_option,update,No
Inside Sales Manager,lead_time_option,show,Yes
Inside Sales Manager,measurement_unit,create,No
Inside Sales Manager,measurement_unit,update,No
Inside Sales Manager,measurement_unit,destroy,No
Inside Sales Manager,measurement_unit,show,Yes
Inside Sales Manager,measurement_unit,index,Yes
Inside Sales Manager,measurement_unit,new,No
Inside Sales Manager,measurement_unit,edit,No
Inside Sales Manager,mixins,show,No
Inside Sales Manager,mixins,create,No
Inside Sales Manager,mixins,edit,No
Inside Sales Manager,mixins,index,No
Inside Sales Manager,mixins,new,No
Inside Sales Manager,mixins,destroy,No
Inside Sales Manager,mixins,update,No
Inside Sales Manager,mpr_row,new,No
Inside Sales Manager,mpr_row,destroy,No
Inside Sales Manager,mpr_row,show,No
Inside Sales Manager,mpr_row,update,No
Inside Sales Manager,mpr_row,edit,No
Inside Sales Manager,mpr_row,create,No
Inside Sales Manager,mpr_row,index,No
Inside Sales Manager,notification,create,No
Inside Sales Manager,notification,mark_as_read,No
Inside Sales Manager,notification,queue,No
Inside Sales Manager,notification,update,No
Inside Sales Manager,notification,destroy,No
Inside Sales Manager,notification,show,No
Inside Sales Manager,notification,edit,No
Inside Sales Manager,notification,index,No
Inside Sales Manager,notification,new,No
Inside Sales Manager,online_payment,new,No
Inside Sales Manager,online_payment,show,No
Inside Sales Manager,online_payment,edit,No
Inside Sales Manager,online_payment,destroy,No
Inside Sales Manager,online_payment,update,No
Inside Sales Manager,online_payment,create,No
Inside Sales Manager,online_payment,index,No
Inside Sales Manager,overall_average,index,No
Inside Sales Manager,overall_average,new,No
Inside Sales Manager,overall_average,edit,No
Inside Sales Manager,overall_average,create,No
Inside Sales Manager,overall_average,update,No
Inside Sales Manager,overall_average,destroy,No
Inside Sales Manager,overall_average,show,No
Inside Sales Manager,overseer,new,No
Inside Sales Manager,overseer,edit,No
Inside Sales Manager,overseer,create,No
Inside Sales Manager,overseer,update,No
Inside Sales Manager,overseer,destroy,No
Inside Sales Manager,overseer,update_acl,No
Inside Sales Manager,overseer,edit_acl,No
Inside Sales Manager,overseer,save_acl_resources,No
Inside Sales Manager,overseer,get_resources,No
Inside Sales Manager,overseer,show,Yes
Inside Sales Manager,overseer,index,Yes
Inside Sales Manager,payment_collection,new,No
Inside Sales Manager,payment_collection,show,Yes
Inside Sales Manager,payment_collection,edit,No
Inside Sales Manager,payment_collection,index,Yes
Inside Sales Manager,payment_collection,create,No
Inside Sales Manager,payment_collection,update,No
Inside Sales Manager,payment_collection,destroy,No
Inside Sales Manager,payment_collection_emails,edit,No
Inside Sales Manager,payment_collection_emails,index,No
Inside Sales Manager,payment_collection_emails,update,No
Inside Sales Manager,payment_collection_emails,show,No
Inside Sales Manager,payment_collection_emails,new,No
Inside Sales Manager,payment_collection_emails,create,No
Inside Sales Manager,payment_option,destroy,No
Inside Sales Manager,payment_option,show,No
Inside Sales Manager,payment_option,edit,No
Inside Sales Manager,payment_option,new,No
Inside Sales Manager,payment_option,index,Yes
Inside Sales Manager,payment_option,create,No
Inside Sales Manager,payment_option,update,No
Inside Sales Manager,payment_request,create,No
Inside Sales Manager,payment_request,destroy,No
Inside Sales Manager,payment_request,show,Yes
Inside Sales Manager,payment_request,update_payment_status,No
Inside Sales Manager,payment_request,payment_request_logistics_and_accounts,No
Inside Sales Manager,payment_request,edit_payment_logistics,No
Inside Sales Manager,payment_request,edit_payment_queue,No
Inside Sales Manager,payment_request,index,Yes
Inside Sales Manager,payment_request,new,No
Inside Sales Manager,payment_request,edit,No
Inside Sales Manager,payment_request,update,No
Inside Sales Manager,payment_request_comment,new,No
Inside Sales Manager,payment_request_comment,index,No
Inside Sales Manager,payment_request_comment,show,No
Inside Sales Manager,payment_request_comment,update,No
Inside Sales Manager,payment_request_comment,destroy,No
Inside Sales Manager,payment_request_comment,create,No
Inside Sales Manager,payment_request_comment,edit,No
Inside Sales Manager,payment_request_transaction,destroy,No
Inside Sales Manager,payment_request_transaction,update,No
Inside Sales Manager,payment_request_transaction,edit,No
Inside Sales Manager,payment_request_transaction,disabled_fields,No
Inside Sales Manager,payment_request_transaction,show,No
Inside Sales Manager,payment_request_transaction,index,No
Inside Sales Manager,payment_request_transaction,new,No
Inside Sales Manager,payment_request_transaction,create,No
Inside Sales Manager,po_comment,update,No
Inside Sales Manager,po_comment,edit,No
Inside Sales Manager,po_comment,new,No
Inside Sales Manager,po_comment,index,No
Inside Sales Manager,po_comment,show,No
Inside Sales Manager,po_comment,destroy,No
Inside Sales Manager,po_comment,create,No
Inside Sales Manager,pod_row,create,No
Inside Sales Manager,pod_row,edit,No
Inside Sales Manager,pod_row,new,No
Inside Sales Manager,pod_row,index,No
Inside Sales Manager,pod_row,destroy,No
Inside Sales Manager,pod_row,update,No
Inside Sales Manager,pod_row,show,No
Inside Sales Manager,po_request,can_process_amended_po_requests,Yes
Inside Sales Manager,po_request,new,No
Inside Sales Manager,po_request,sending_po_to_supplier_create_email_message,Yes
Inside Sales Manager,po_request,dispatch_supplier_delayed_new_email_message,Yes
Inside Sales Manager,po_request,dispatch_supplier_delayed_create_email_message,Yes
Inside Sales Manager,po_request,material_received_in_bm_warehouse_new_email_msg,Yes
Inside Sales Manager,po_request,material_received_in_bm_warehouse_create_email_msg,Yes
Inside Sales Manager,po_request,cancel_porequest,Yes
Inside Sales Manager,po_request,edit,No
Inside Sales Manager,po_request,create,Yes
Inside Sales Manager,po_request,update,Yes
Inside Sales Manager,po_request,destroy,Yes
Inside Sales Manager,po_request,can_update_rejected_po_requests,Yes
Inside Sales Manager,po_request,can_reject,Yes
Inside Sales Manager,po_request,can_cancel,Yes
Inside Sales Manager,po_request,render_cancellation_form,Yes
Inside Sales Manager,po_request,stock,Yes
Inside Sales Manager,po_request,show,Yes
Inside Sales Manager,po_request,index,Yes
Inside Sales Manager,po_request,can_amend_completed_po_requests,Yes
Inside Sales Manager,po_request,can_supplier_po_created_not_sent_requests,Yes
Inside Sales Manager,po_request,can_supplier_po_request_pending,Yes
Inside Sales Manager,po_request,pending_stock_approval,Yes
Inside Sales Manager,po_request,completed_stock,Yes
Inside Sales Manager,po_request,add_service_product,Yes
Inside Sales Manager,po_request,new_purchase_order,Yes
