role_name,model,action,permission
Inside Sales Executive,lead_time_option,index,Yes
Inside Sales Executive,lead_time_option,new,No
Inside Sales Executive,lead_time_option,edit,No
Inside Sales Executive,lead_time_option,create,No
Inside Sales Executive,lead_time_option,update,No
Inside Sales Executive,lead_time_option,show,Yes
Inside Sales Executive,measurement_unit,create,No
Inside Sales Executive,measurement_unit,update,No
Inside Sales Executive,measurement_unit,destroy,No
Inside Sales Executive,measurement_unit,show,Yes
Inside Sales Executive,measurement_unit,index,Yes
Inside Sales Executive,measurement_unit,new,No
Inside Sales Executive,measurement_unit,edit,No
Inside Sales Executive,mixins,show,No
Inside Sales Executive,mixins,create,No
Inside Sales Executive,mixins,edit,No
Inside Sales Executive,mixins,index,No
Inside Sales Executive,mixins,new,No
Inside Sales Executive,mixins,destroy,No
Inside Sales Executive,mixins,update,No
Inside Sales Executive,mpr_row,new,No
Inside Sales Executive,mpr_row,destroy,No
Inside Sales Executive,mpr_row,show,No
Inside Sales Executive,mpr_row,update,No
Inside Sales Executive,mpr_row,edit,No
Inside Sales Executive,mpr_row,create,No
Inside Sales Executive,mpr_row,index,No
Inside Sales Executive,notification,create,No
Inside Sales Executive,notification,mark_as_read,No
Inside Sales Executive,notification,queue,No
Inside Sales Executive,notification,update,No
Inside Sales Executive,notification,destroy,No
Inside Sales Executive,notification,show,No
Inside Sales Executive,notification,edit,No
Inside Sales Executive,notification,index,No
Inside Sales Executive,notification,new,No
Inside Sales Executive,online_payment,new,No
Inside Sales Executive,online_payment,show,No
Inside Sales Executive,online_payment,edit,No
Inside Sales Executive,online_payment,destroy,No
Inside Sales Executive,online_payment,update,No
Inside Sales Executive,online_payment,create,No
Inside Sales Executive,online_payment,index,No
Inside Sales Executive,overall_average,index,No
Inside Sales Executive,overall_average,new,No
Inside Sales Executive,overall_average,edit,No
Inside Sales Executive,overall_average,create,No
Inside Sales Executive,overall_average,update,No
Inside Sales Executive,overall_average,destroy,No
Inside Sales Executive,overall_average,show,No
Inside Sales Executive,overseer,new,No
Inside Sales Executive,overseer,edit,No
Inside Sales Executive,overseer,create,No
Inside Sales Executive,overseer,update,No
Inside Sales Executive,overseer,destroy,No
Inside Sales Executive,overseer,update_acl,No
Inside Sales Executive,overseer,edit_acl,No
Inside Sales Executive,overseer,save_acl_resources,No
Inside Sales Executive,overseer,get_resources,No
Inside Sales Executive,overseer,show,No
Inside Sales Executive,overseer,index,No
Inside Sales Executive,payment_collection,new,No
Inside Sales Executive,payment_collection,show,No
Inside Sales Executive,payment_collection,edit,No
Inside Sales Executive,payment_collection,index,No
Inside Sales Executive,payment_collection,create,No
Inside Sales Executive,payment_collection,update,No
Inside Sales Executive,payment_collection,destroy,No
Inside Sales Executive,payment_collection_emails,edit,No
Inside Sales Executive,payment_collection_emails,index,No
Inside Sales Executive,payment_collection_emails,update,No
Inside Sales Executive,payment_collection_emails,show,No
Inside Sales Executive,payment_collection_emails,new,No
Inside Sales Executive,payment_collection_emails,create,No
Inside Sales Executive,payment_option,destroy,No
Inside Sales Executive,payment_option,show,No
Inside Sales Executive,payment_option,edit,No
Inside Sales Executive,payment_option,new,No
Inside Sales Executive,payment_option,index,Yes
Inside Sales Executive,payment_option,create,No
Inside Sales Executive,payment_option,update,No
Inside Sales Executive,payment_request,create,No
Inside Sales Executive,payment_request,destroy,No
Inside Sales Executive,payment_request,show,Yes
Inside Sales Executive,payment_request,update_payment_status,No
Inside Sales Executive,payment_request,payment_request_logistics_and_accounts,No
Inside Sales Executive,payment_request,edit_payment_logistics,No
Inside Sales Executive,payment_request,edit_payment_queue,No
Inside Sales Executive,payment_request,index,Yes
Inside Sales Executive,payment_request,new,No
Inside Sales Executive,payment_request,edit,No
Inside Sales Executive,payment_request,update,No
Inside Sales Executive,payment_request_comment,new,No
Inside Sales Executive,payment_request_comment,index,No
Inside Sales Executive,payment_request_comment,show,No
Inside Sales Executive,payment_request_comment,update,No
Inside Sales Executive,payment_request_comment,destroy,No
Inside Sales Executive,payment_request_comment,create,No
Inside Sales Executive,payment_request_comment,edit,No
Inside Sales Executive,payment_request_transaction,destroy,No
Inside Sales Executive,payment_request_transaction,update,No
Inside Sales Executive,payment_request_transaction,edit,No
Inside Sales Executive,payment_request_transaction,disabled_fields,No
Inside Sales Executive,payment_request_transaction,show,No
Inside Sales Executive,payment_request_transaction,index,No
Inside Sales Executive,payment_request_transaction,new,No
Inside Sales Executive,payment_request_transaction,create,No
Inside Sales Executive,po_comment,update,No
Inside Sales Executive,po_comment,edit,No
Inside Sales Executive,po_comment,new,No
Inside Sales Executive,po_comment,index,No
Inside Sales Executive,po_comment,show,No
Inside Sales Executive,po_comment,destroy,No
Inside Sales Executive,po_comment,create,No
Inside Sales Executive,pod_row,create,No
Inside Sales Executive,pod_row,edit,No
Inside Sales Executive,pod_row,new,No
Inside Sales Executive,pod_row,index,No
Inside Sales Executive,pod_row,destroy,No
Inside Sales Executive,pod_row,update,No
Inside Sales Executive,pod_row,show,No
Inside Sales Executive,po_request,can_process_amended_po_requests,Yes
Inside Sales Executive,po_request,new,No
Inside Sales Executive,po_request,sending_po_to_supplier_create_email_message,Yes
Inside Sales Executive,po_request,dispatch_supplier_delayed_new_email_message,Yes
Inside Sales Executive,po_request,dispatch_supplier_delayed_create_email_message,Yes
Inside Sales Executive,po_request,material_received_in_bm_warehouse_new_email_msg,Yes
Inside Sales Executive,po_request,material_received_in_bm_warehouse_create_email_msg,Yes
Inside Sales Executive,po_request,cancel_porequest,Yes
Inside Sales Executive,po_request,edit,No
Inside Sales Executive,po_request,create,Yes
Inside Sales Executive,po_request,update,Yes
Inside Sales Executive,po_request,destroy,Yes
Inside Sales Executive,po_request,can_update_rejected_po_requests,Yes
Inside Sales Executive,po_request,can_reject,Yes
Inside Sales Executive,po_request,can_cancel,Yes
Inside Sales Executive,po_request,render_cancellation_form,Yes
Inside Sales Executive,po_request,stock,Yes
Inside Sales Executive,po_request,show,Yes
Inside Sales Executive,po_request,index,Yes
Inside Sales Executive,po_request,can_amend_completed_po_requests,Yes
Inside Sales Executive,po_request,can_supplier_po_created_not_sent_requests,Yes
Inside Sales Executive,po_request,can_supplier_po_request_pending,Yes
Inside Sales Executive,po_request,pending_stock_approval,Yes
Inside Sales Executive,po_request,completed_stock,Yes
Inside Sales Executive,po_request,add_service_product,Yes
Inside Sales Executive,po_request,new_purchase_order,Yes
Inside Sales Executive,po_request,amended,Yes
Inside Sales Executive,po_request,under_amend,Yes
Inside Sales Executive,po_request,cancelled,Yes
Inside Sales Executive,po_request,pending_and_rejected,Yes
Inside Sales Executive,po_request,resolve,Yes
Inside Sales Executive,po_request,can_reject_stock_po,Yes
Inside Sales Executive,po_request,edit_payment_request,Yes
Inside Sales Executive,po_request,sending_po_to_supplier_new_email_message,Yes
Inside Sales Executive,po_request,new_payment_request,Yes
Inside Sales Executive,po_request,show_payment_request,Yes
Inside Sales Executive,po_request_comment,edit,No
Inside Sales Executive,po_request_comment,new,No
Inside Sales Executive,po_request_comment,destroy,No
Inside Sales Executive,po_request_comment,update,No
Inside Sales Executive,po_request_comment,create,No
Inside Sales Executive,po_request_comment,show,No
Inside Sales Executive,po_request_comment,index,No
Inside Sales Executive,po_request_row,new,No
Inside Sales Executive,po_request_row,edit,No
Inside Sales Executive,po_request_row,show,No
Inside Sales Executive,po_request_row,create,No
Inside Sales Executive,po_request_row,update,No
Inside Sales Executive,po_request_row,destroy,No
Inside Sales Executive,po_request_row,index,No
Inside Sales Executive,product,resync,Yes
Inside Sales Executive,product,resync_inventory,Yes
Inside Sales Executive,product,index,Yes
Inside Sales Executive,product,new,No
Inside Sales Executive,product,edit,No
Inside Sales Executive,product,create,No
Inside Sales Executive,product,update,No
Inside Sales Executive,product,destroy,No
Inside Sales Executive,product,show,Yes
Inside Sales Executive,product,best_prices_and_supplier_bp_catalog,Yes
Inside Sales Executive,product,sku_purchase_history,Yes
Inside Sales Executive,product,approve,No
Inside Sales Executive,product,pending,No
Inside Sales Executive,product,comments,Yes
Inside Sales Executive,product,suggestion,Yes
Inside Sales Executive,product,get_product_details,Yes
Inside Sales Executive,product,autocomplete_suppliers,Yes
Inside Sales Executive,product,non_kit_autocomplete,Yes
Inside Sales Executive,product,autocomplete_mpn,Yes
Inside Sales Executive,product,service_autocomplete,Yes
Inside Sales Executive,product,export_all,No
Inside Sales Executive,product,customer_bp_catalog,Yes
Inside Sales Executive,product,merge,No
Inside Sales Executive,product,reject,No
Inside Sales Executive,product_approval,destroy,No
Inside Sales Executive,product_approval,index,Yes
Inside Sales Executive,product_approval,new,No
Inside Sales Executive,product_approval,edit,No
Inside Sales Executive,product_approval,create,No
Inside Sales Executive,product_approval,update,No
Inside Sales Executive,product_approval,show,Yes
Inside Sales Executive,product_comment,edit,No
Inside Sales Executive,product_comment,new,No
Inside Sales Executive,product_comment,create,No
Inside Sales Executive,product_comment,update,No
Inside Sales Executive,product_comment,destroy,No
Inside Sales Executive,product_comment,show,No
Inside Sales Executive,product_comment,index,No
Inside Sales Executive,product_rejection,new,No
Inside Sales Executive,product_rejection,create,No
Inside Sales Executive,product_rejection,update,No
Inside Sales Executive,product_rejection,destroy,No
Inside Sales Executive,product_rejection,show,Yes
Inside Sales Executive,product_rejection,index,Yes
Inside Sales Executive,product_rejection,edit,No
Inside Sales Executive,product_supplier,destroy,Yes
Inside Sales Executive,product_supplier,index,Yes
Inside Sales Executive,product_supplier,new,No
Inside Sales Executive,product_supplier,edit,No
Inside Sales Executive,product_supplier,create,Yes
Inside Sales Executive,product_supplier,update,Yes
Inside Sales Executive,product_supplier,show,Yes
Inside Sales Executive,profile,edit,No
Inside Sales Executive,profile,update,No
Inside Sales Executive,profile,show,No
Inside Sales Executive,profile,index,No
Inside Sales Executive,profile,new,No
Inside Sales Executive,profile,create,No
Inside Sales Executive,purchase_order,autocomplete_without_po_requests,No
Inside Sales Executive,purchase_order,show,No
Inside Sales Executive,purchase_order,autocomplete,No
Inside Sales Executive,purchase_order,get_relationship_map_json,No
Inside Sales Executive,purchase_order,relationship_map,No
Inside Sales Executive,purchase_order,search_or_create,No
Inside Sales Executive,purchase_order,update_logistics_owner_for_inward_dispatches,No
Inside Sales Executive,purchase_order,update_logistics_owner,No
Inside Sales Executive,purchase_order,create_email_message,Yes
Inside Sales Executive,purchase_order,new_email_message,Yes
Inside Sales Executive,purchase_order,inward_dispatch_delivered_queue,Yes
Inside Sales Executive,purchase_order,inward_dispatch_pickup_queue,Yes
Inside Sales Executive,purchase_order,new_inward_dispatch,No
Inside Sales Executive,purchase_order,material_readiness_queue,Yes
Inside Sales Executive,purchase_order,update_material_followup,No
Inside Sales Executive,purchase_order,edit_material_followup,No
Inside Sales Executive,purchase_order,can_request_invoice,No
Inside Sales Executive,purchase_order,show_document,Yes
Inside Sales Executive,purchase_order,destroy,No
Inside Sales Executive,purchase_order,export_all,No
Inside Sales Executive,purchase_order,update,No
Inside Sales Executive,purchase_order,create,No
Inside Sales Executive,purchase_order,edit,No
Inside Sales Executive,purchase_order,new,No
Inside Sales Executive,purchase_order,index,Yes
Inside Sales Executive,purchase_order_row,index,No
Inside Sales Executive,purchase_order_row,show,No
