invoice_number,created_at,inquiry_number,created_at,customer_committed_date,delivery_date,Date Difference,Cat,Delivery Date
202001510,2019-08-07 10:38:31,34293,2019-05-06 15:52:51,7/28/2019,7/27/2019,-1,ON OR BEFORE TIME,7/27/2019
208000075,2019-08-19 19:14:37,37536,2019-08-13 17:13:48,8/22/2019,8/16/2019,-6,ON OR BEFORE TIME,8/16/2019
202001673,2019-08-19 19:06:40,29546,2018-12-04 17:46:01,1/26/2019,1/25/2019,-1,ON OR BEFORE TIME,1/25/2019
202001665,2019-08-19 15:04:39,36617,2019-07-20 12:57:29,8/13/2019,8/20/2019,7,DELAYED BY 7-14 DAYS,8/20/2019
202001676,2019-08-20 11:58:52,34779,2019-05-20 17:17:16,6/19/2019,6/18/2019,-1,ON OR BEFORE TIME,6/18/2019
202001677,2019-08-20 12:28:05,37116,2019-08-02 14:58:42,5/1/2019,4/30/2019,-1,ON OR BEFORE TIME,4/30/2019
202001678,2019-08-20 13:10:17,37118,2019-08-02 15:00:35,5/1/2019,4/30/2019,-1,ON OR BEFORE TIME,4/30/2019
202001680,2019-08-20 13:25:31,37119,2019-08-02 15:01:59,8/17/2019,8/23/2019,6,DELAYED BY 2-7 DAYS,8/23/2019
202001684,2019-08-20 14:36:10,33741,2019-04-17 16:31:00,4/30/2019,4/29/2019,-1,ON OR BEFORE TIME,4/29/2019
202001679,2019-08-20 14:02:56,34396,2019-05-08 17:57:40,5/20/2019,5/19/2019,-1,ON OR BEFORE TIME,5/19/2019
202001685,2019-08-20 14:39:07,34226,2019-05-03 15:52:10,5/20/2019,5/19/2019,-1,ON OR BEFORE TIME,5/19/2019
202001682,2019-08-20 13:38:55,34773,2019-05-20 16:27:45,7/1/2019,6/30/2019,-1,ON OR BEFORE TIME,6/30/2019
202001681,2019-08-20 13:39:59,31102,2019-01-24 12:31:36,1/31/2019,1/30/2019,-1,ON OR BEFORE TIME,1/30/2019
202001683,2019-08-20 14:32:52,34154,2019-05-02 13:00:42,5/20/2019,5/19/2019,-1,ON OR BEFORE TIME,5/19/2019
202001686,2019-08-20 14:44:07,35208,2019-06-03 13:22:14,6/30/2019,6/29/2019,-1,ON OR BEFORE TIME,6/29/2019
202001689,2019-08-20 14:54:30,36854,2019-07-26 12:48:28,8/6/2019,8/4/2019,-2,ON OR BEFORE TIME,8/4/2019
202001687,2019-08-20 15:10:21,28591,2018-10-30 16:27:47,11/12/2018,11/11/2018,-1,ON OR BEFORE TIME,11/11/2018
202001690,2019-08-20 15:37:19,34773,2019-05-20 16:27:45,7/1/2019,6/30/2019,-1,ON OR BEFORE TIME,6/30/2019
202001694,2019-08-20 16:16:41,36499,2019-07-17 15:00:05,8/30/2019,2019-08-20,-10,ON OR BEFORE TIME,8/20/2019
202001696,2019-08-20 17:01:19,37449,2019-08-12 15:51:26,8/19/2019,8/20/2019,1,DELAYED BY <2 DAYS,8/20/2019
202001697,2019-08-20 17:24:44,34540,2019-05-14 12:53:16,6/30/2019,6/29/2019,-1,ON OR BEFORE TIME,6/29/2019
202001479,2019-08-03 10:56:33,35112,2019-05-30 10:59:52,8/2/2019,8/5/2019,3,DELAYED BY 2-7 DAYS,8/5/2019
202001700,2019-08-20 18:45:19,36354,2019-07-11 18:48:29,8/28/2019,2019-08-20,-8,ON OR BEFORE TIME,8/20/2019
204000590,2019-08-21 16:22:27,35633,2019-06-18 14:12:00,9/30/2019,8/21/2019,-40,ON OR BEFORE TIME,8/21/2019
202001708,2019-08-21 16:36:35,37481,2019-08-13 10:55:36,8/20/2019,2019-08-21,1,DELAYED BY <2 DAYS,8/21/2019
204000588,2019-08-21 11:15:12,36759,2019-07-24 15:36:12,8/31/2019,8/22/2019,-9,ON OR BEFORE TIME,8/22/2019
204000589,2019-08-21 11:53:08,37641,2019-08-16 10:51:07,8/31/2019,8/21/2019,-10,ON OR BEFORE TIME,8/21/2019
202001703,2019-08-21 13:59:43,36540,2019-07-18 13:03:43,7/25/2019,7/23/2019,-2,ON OR BEFORE TIME,7/23/2019
204000587,2019-08-20 16:06:30,37491,2019-08-13 12:07:33,8/22/2019,8/22/2019,0,ON OR BEFORE TIME,8/22/2019
202001707,2019-08-21 16:16:03,33542,2019-04-11 12:33:54,4/22/2019,4/21/2019,-1,ON OR BEFORE TIME,4/21/2019
202001710,2019-08-21 18:15:00,37683,2019-08-17 10:36:10,9/10/2019,2019-08-21,-20,ON OR BEFORE TIME,8/21/2019
202001711,2019-08-21 18:53:43,37752,2019-08-19 18:47:41,9/9/2019,2019-08-21,-19,ON OR BEFORE TIME,8/21/2019
204000594,2019-08-21 18:02:14,36381,2019-07-12 16:11:05,9/3/2019,8/21/2019,-13,ON OR BEFORE TIME,8/21/2019
202001713,2019-08-21 18:58:52,37206,2019-08-05 17:10:36,8/16/2019,8/22/2019,6,DELAYED BY 2-7 DAYS,8/22/2019
202001712,2019-08-21 18:54:00,37753,2019-08-19 18:49:04,8/4/2019,8/2/2019,-2,ON OR BEFORE TIME,8/2/2019
202001705,2019-08-22 11:03:42,37821,2019-08-21 11:16:21,8/28/2019,8/17/2019,-11,ON OR BEFORE TIME,8/17/2019
202001715,2019-08-22 11:36:54,33232,2019-04-01 11:15:35,5/2/2019,5/1/2019,-1,ON OR BEFORE TIME,5/1/2019
202001719,2019-08-22 12:01:18,30762,2019-01-15 18:21:57,3/21/2019,3/20/2019,-1,ON OR BEFORE TIME,3/20/2019
204000595,2019-08-21 19:40:58,34215,2019-05-03 12:35:25,7/18/2019,7/17/2019,-1,ON OR BEFORE TIME,7/17/2019
202001704,2019-08-22 11:02:32,37821,2019-08-21 11:16:21,8/28/2019,8/23/2019,-5,ON OR BEFORE TIME,8/23/2019
202001716,2019-08-22 11:37:05,33197,2019-03-29 16:40:18,5/8/2019,5/7/2019,-1,ON OR BEFORE TIME,5/7/2019
204000598,2019-08-22 11:54:09,36917,2019-07-29 13:25:22,8/29/2019,8/21/2019,-8,ON OR BEFORE TIME,8/21/2019
202001724,2019-08-22 12:32:50,37076,2019-08-01 14:56:43,8/9/2019,8/23/2019,14,DELAYED BY 14-28 DAYS,8/23/2019
202001717,2019-08-22 12:00:53,31555,2019-02-07 10:54:41,3/7/2019,3/6/2019,-1,ON OR BEFORE TIME,3/6/2019
202001718,2019-08-22 12:01:07,32534,2019-03-11 10:11:54,3/26/2019,3/25/2019,-1,ON OR BEFORE TIME,3/25/2019
202001721,2019-08-22 12:01:35,31500,2019-02-05 15:29:22,5/2/2019,5/1/2019,-1,ON OR BEFORE TIME,5/1/2019
202001723,2019-08-22 12:23:58,36376,2019-07-12 15:30:32,8/20/2019,8/23/2019,3,DELAYED BY 2-7 DAYS,8/23/2019
202001726,2019-08-22 12:57:03,37389,2019-08-09 15:57:44,9/10/2019,8/23/2019,-18,ON OR BEFORE TIME,8/23/2019
202001720,2019-08-22 12:00:20,37046,2019-07-31 18:59:43,8/8/2019,8/23/2019,15,DELAYED BY 14-28 DAYS,8/23/2019
202001722,2019-08-22 12:15:10,36746,2019-07-24 11:46:57,7/31/2019,7/29/2019,-2,ON OR BEFORE TIME,7/29/2019
204000591,2019-08-21 16:49:08,37642,2019-08-16 10:53:39,8/19/2019,8/21/2019,2,DELAYED BY 2-7 DAYS,8/21/2019
204000600,2019-08-22 16:19:28,37831,2019-08-21 11:45:59,9/15/2019,8/22/2019,-24,ON OR BEFORE TIME,8/22/2019
205000204,2019-08-03 12:17:34,36190,2019-07-06 12:39:58,9/20/2019,8/3/2019,-48,ON OR BEFORE TIME,8/3/2019
205000216,2019-08-08 12:32:05,37078,2019-08-01 15:13:39,8/8/2019,2019-08-08,0,ON OR BEFORE TIME,8/8/2019
202001729,2019-08-22 14:30:26,37583,2019-08-14 15:47:38,8/14/2019,8/13/2019,-1,ON OR BEFORE TIME,8/13/2019
202001730,2019-08-22 15:44:17,37467,2019-08-12 18:32:25,8/4/2019,8/2/2019,-2,ON OR BEFORE TIME,8/2/2019
205000248,2019-08-22 14:58:29,34717,2019-05-17 18:17:17,5/23/2019,5/22/2019,-1,ON OR BEFORE TIME,5/22/2019
202001572,2019-08-09 19:12:36,37247,2019-08-06 16:16:47,9/10/2019,8/13/2019,-28,ON OR BEFORE TIME,8/13/2019
205000252,2019-08-22 16:52:23,37173,2019-08-05 12:53:53,9/30/2019,8/23/2019,-38,ON OR BEFORE TIME,8/23/2019
205000251,2019-08-22 16:01:01,37572,2019-08-14 13:51:39,8/28/2019,8/23/2019,-5,ON OR BEFORE TIME,8/23/2019
205000253,2019-08-22 17:20:41,36319,2019-07-10 19:37:56,7/24/2019,7/23/2019,-1,ON OR BEFORE TIME,7/23/2019
202001733,2019-08-22 17:19:35,37285,2019-08-07 12:13:26,8/15/2019,8/23/2019,8,DELAYED BY 7-14 DAYS,8/23/2019
204000603,2019-08-23 12:50:39,36374,2019-07-12 14:54:04,7/31/2019,7/29/2019,-2,ON OR BEFORE TIME,7/29/2019
202001747,2019-08-23 17:15:34,36849,2019-07-26 12:03:43,8/17/2019,2019-08-23,6,DELAYED BY 2-7 DAYS,8/23/2019
202001732,2019-08-22 17:15:39,37380,2019-08-09 14:11:27,8/16/2019,8/23/2019,7,DELAYED BY 7-14 DAYS,8/23/2019
202001736,2019-08-22 18:06:43,37655,2019-08-16 13:10:39,9/9/2019,8/23/2019,-17,ON OR BEFORE TIME,8/23/2019
202001734,2019-08-22 17:31:57,36766,2019-07-24 17:02:18,8/21/2019,8/23/2019,2,DELAYED BY 2-7 DAYS,8/23/2019
202001739,2019-08-23 12:53:50,36036,2019-07-01 18:43:43,7/25/2019,7/24/2019,-1,ON OR BEFORE TIME,7/24/2019
202001746,2019-08-23 17:12:03,37672,2019-08-16 17:48:02,8/30/2019,2019-08-23,-7,ON OR BEFORE TIME,8/23/2019
202001735,2019-08-22 17:48:34,34778,2019-05-20 17:05:40,8/14/2019,8/13/2019,-1,ON OR BEFORE TIME,8/13/2019
202001737,2019-08-23 10:50:40,37027,2019-07-31 16:40:15,8/2/2019,7/31/2019,-2,ON OR BEFORE TIME,7/31/2019
204000601,2019-08-23 10:59:04,37759,2019-08-20 10:10:54,8/20/2019,8/23/2019,3,DELAYED BY 2-7 DAYS,8/23/2019
202001738,2019-08-23 11:01:22,36963,2019-07-30 15:45:09,8/23/2019,2019-08-23,0,ON OR BEFORE TIME,8/23/2019
202001714,2019-08-22 11:14:10,32798,2019-03-15 19:43:14,3/20/2019,3/19/2019,-1,ON OR BEFORE TIME,3/19/2019
204000602,2019-08-23 12:22:15,36888,2019-07-28 19:55:58,8/6/2019,8/4/2019,-2,ON OR BEFORE TIME,8/4/2019
205000254,2019-08-23 14:28:42,37686,2019-08-17 11:11:34,10/30/2019,2019-08-23,-68,ON OR BEFORE TIME,8/23/2019
205000255,2019-08-23 14:35:19,36714,2019-07-23 15:09:21,9/30/2019,2019-08-23,-38,ON OR BEFORE TIME,8/23/2019
202001740,2019-08-23 14:40:54,33634,2019-04-15 17:58:04,4/30/2019,4/29/2019,-1,ON OR BEFORE TIME,4/29/2019
202001741,2019-08-23 14:47:17,37188,2019-08-05 15:40:24,8/28/2019,2019-08-23,-5,ON OR BEFORE TIME,8/23/2019
202001742,2019-08-23 14:52:56,37296,2019-08-07 13:26:37,8/29/2019,2019-08-23,-6,ON OR BEFORE TIME,8/23/2019
205000256,2019-08-23 15:44:37,37506,2019-08-13 15:35:51,8/24/2019,2019-08-23,-1,ON OR BEFORE TIME,8/23/2019
202001743,2019-08-23 15:04:31,37389,2019-08-09 15:57:44,9/10/2019,2019-08-23,-18,ON OR BEFORE TIME,8/23/2019
202001725,2019-08-22 12:36:21,36956,2019-07-30 14:58:38,8/8/2019,8/23/2019,15,DELAYED BY 14-28 DAYS,8/23/2019
202001727,2019-08-22 13:20:47,36804,2019-07-25 12:51:56,8/20/2019,8/23/2019,3,DELAYED BY 2-7 DAYS,8/23/2019
202001744,2019-08-23 16:45:06,36480,2019-07-17 10:10:34,7/23/2019,7/22/2019,-1,ON OR BEFORE TIME,7/22/2019
208000076,2019-08-22 11:07:15,37536,2019-08-13 17:13:48,8/22/2019,8/23/2019,1,DELAYED BY <2 DAYS,8/23/2019
202001751,2019-08-23 18:04:51,36769,2019-07-24 17:55:44,8/20/2019,2019-08-23,3,DELAYED BY 2-7 DAYS,8/23/2019
202001745,2019-08-23 17:08:25,37673,2019-08-16 17:49:53,9/13/2019,2019-08-23,-21,ON OR BEFORE TIME,8/23/2019
202001752,2019-08-23 18:22:27,35851,2019-06-25 18:05:02,7/10/2019,7/9/2019,-1,ON OR BEFORE TIME,7/9/2019
202001748,2019-08-23 17:19:42,37656,2019-08-16 13:38:49,9/9/2019,2019-08-23,-17,ON OR BEFORE TIME,8/23/2019
205000257,2019-08-23 18:39:38,37286,2019-08-07 12:16:21,8/19/2019,2019-08-23,4,DELAYED BY 2-7 DAYS,8/23/2019
202001750,2019-08-23 17:41:48,33542,2019-04-11 12:33:54,4/22/2019,4/21/2019,-1,ON OR BEFORE TIME,4/21/2019
202001749,2019-08-23 17:36:30,36301,2019-07-10 15:06:13,8/10/2019,8/9/2019,-1,ON OR BEFORE TIME,8/9/2019
202001753,2019-08-23 18:24:48,35707,2019-06-20 12:10:48,8/22/2019,8/21/2019,-1,ON OR BEFORE TIME,8/21/2019
202001755,2019-08-23 18:49:54,36560,2019-07-18 17:02:27,7/28/2019,7/26/2019,-2,ON OR BEFORE TIME,7/26/2019
202001757,2019-08-23 19:00:36,36045,2019-07-02 12:52:32,7/25/2019,8/23/2019,29,DELAYED BY >28 DAYS,8/23/2019
202001756,2019-08-23 18:56:35,36301,2019-07-10 15:06:13,8/10/2019,8/9/2019,-1,ON OR BEFORE TIME,8/9/2019
202001758,2019-08-23 19:35:47,36944,2019-07-30 12:19:39,8/27/2019,8/23/2019,-4,ON OR BEFORE TIME,8/23/2019
204000599,2019-08-22 15:58:01,37164,2019-08-05 10:38:59,8/19/2019,8/22/2019,3,DELAYED BY 2-7 DAYS,8/22/2019
202001688,2019-08-20 14:50:00,37502,2019-08-13 15:11:28,9/20/2019,8/17/2019,-34,ON OR BEFORE TIME,8/17/2019
