inquiry_number,client order date,order_number,old_order_number,order date,SKU,sprint_total,sprint_total_with_tax,bible_total,bible_total_with_tax,mismatch(total with tax),,total with tax mismatch(sprint - bible),Analysis notes,Kit order
8427,17-Mar-2017,201631,nil,17-Mar-2017,BM9C8Y1,95600.00,97512.00,109176.00,111359.52,13847.52,,-13847.52,,
8336,25-Mar-2017,201633,nil,25-Mar-2017,BM9E3B5,1416.00,1614.24,23767.96,27095.47,25481.23,,-25481.23,,
7737,6-Feb-2017,201635,nil,6-Feb-2017,BM0C0O4,582.00,669.30,185238.00,213023.70,212354.40,,-212354.40,,
8874,18-Apr-2017,201636,nil,18-Apr-2017,BM9A1K1,3055.00,3207.75,5663.68,5946.86,2739.11,,-2739.11,,
8854,24-Apr-2017,201637,nil,24-Apr-2017,BM9E6K2,2915.00,3323.10,29352.29,33461.61,30138.51,,-30138.51,,
8788,24-Apr-2017,201641,nil,24-Apr-2017,BM9E5X3,8940.00,10191.60,18837.02,21474.20,11282.60,,-11282.60,,
8890,26-Apr-2017,201642,nil,26-Apr-2017,BM0O3Y7,87515.00,99767.10,398463.56,454248.46,354481.36,,-354481.36,,
8595,14-Apr-2017,201646,nil,14-Apr-2017,BM9E5Q5,184222.00,195275.32,189322.00,200681.32,5406.00,,-5406.00,,
8907,24-Apr-2017,201648,nil,24-Apr-2017,BM0K8R8,21600.00,22680.00,27570.00,28948.50,6268.50,,-6268.50,,
8565,24-Apr-2017,201649,nil,24-Apr-2017,BM9E4C4,4111.80,4687.45,7135.30,8134.24,3446.79,,-3446.79,,
8407,25-Apr-2017,201651,nil,25-Apr-2017,BM9E6S3,34020.00,38782.80,56700.00,64638.00,25855.20,,-25855.20,,
8915,25-Apr-2017,201652,nil,25-Apr-2017,BM9E7R1,127725.00,135388.50,326498.30,346088.20,210699.70,,-210699.70,,
8931,26-Apr-2017,201655,nil,26-Apr-2017,BM9E5Q3,122400.00,140760.00,448800.00,516120.00,375360.00,,-375360.00,,
8952,27-Apr-2017,201664,nil,27-Apr-2017,BM0K8M6,1880.00,2162.00,4120.00,4738.00,2576.00,,-2576.00,,
8971,27-Apr-2017,201671,nil,27-Apr-2017,BM9A5F5,4375.00,5031.25,39705.60,45661.44,40630.19,,-40630.19,,
8724,27-Apr-2017,201674,nil,27-Apr-2017,BM9E5K5,149193.00,170080.02,200458.00,228522.12,58442.10,,-58442.10,,
8934,28-Apr-2017,201680,nil,28-Apr-2017,BM0O3Y7,3500.00,3990.00,4379.07,4992.14,1002.14,,-1002.14,,
8985,25-Apr-2017,201681,nil,25-Apr-2017,BM0O4J5,127.30,145.12,3293.88,3755.02,3609.90,,-3609.90,,
8408,28-Apr-2017,201682,nil,28-Apr-2017,BM9E4W6,13614.00,14294.70,25319.00,26584.95,12290.25,,-12290.25,,
8986,25-Apr-2017,201683,nil,25-Apr-2017,BM0O4F4,343.80,391.93,2024.20,2307.59,1915.66,,-1915.66,,
8471,2-May-2017,201693,nil,2-May-2017,BM9E3A7,229940.00,262131.60,376495.00,429204.30,167072.70,,-167072.70,,
8518,2-May-2017,201694,nil,2-May-2017,BM9E4J2,6866.70,7278.70,38111.14,40397.81,33119.11,,-33119.11,,
9026,3-May-2017,201697,nil,3-May-2017,BM9D9Q4,31120.00,35788.00,70104.00,80619.60,44831.60,,-44831.60,,
8989,3-May-2017,201698,nil,3-May-2017,BM9E8M6,334.80,381.67,51768.48,59016.07,58634.40,,-58634.40,,
7630,4-May-2017,201700,nil,1-Jun-2017,BM9D4H8,1250.00,1325.00,3500.00,3710.00,2385.00,,-2385.00,,
9011,5-May-2017,201705,nil,5-May-2017,BM9D9Q3,4316.00,4920.24,4916.00,5604.24,684.00,,-684.00,,
9078,5-May-2017,201708,nil,5-May-2017,BM9C6Q6,4050.00,4617.00,4560.00,5198.40,581.40,,-581.40,,
9082,5-May-2017,201711,nil,5-May-2017,BM0K8J3,3500.00,3675.00,9092.00,9546.60,5871.60,,-5871.60,,
8940,6-May-2017,201713,nil,6-May-2017,BM9E7V9,12000.00,12720.00,19200.00,20352.00,7632.00,,-7632.00,,
8948,8-May-2017,201718,nil,8-May-2017,BM9B7B3,10705.00,10919.10,85847.00,87563.94,76644.84,,-76644.84,,
8761,19-Apr-2017,201723,nil,19-Apr-2017,BM9B9U9,23268.00,26525.52,124178.00,141562.92,115037.40,,-115037.40,,
8996,9-May-2017,201727,nil,9-May-2017,BM9E9C2,39120.00,41076.00,269995.00,283494.75,242418.75,,-242418.75,,
8842,9-May-2017,201728,nil,9-May-2017,BM9D9A7,796.00,843.76,75292.68,79810.24,78966.48,,-78966.48,,
9157,10-May-2017,201736,nil,10-May-2017,BM9E9K3,17368.00,19799.52,72557.00,82714.98,62915.46,,-62915.46,,
8930,10-May-2017,201743,nil,10-May-2017,BM1A8I3,28041.00,31966.74,131958.00,150432.12,118465.38,,-118465.38,,
8739,12-May-2017,201753,nil,12-May-2017,BM9E5R3,19772.40,22540.54,231476.40,263883.10,241342.56,,-241342.56,,
9163,12-May-2017,201754,nil,12-May-2017,BM9E9M1,4400.00,5060.00,8400.00,9660.00,4600.00,,-4600.00,,
9079,12-May-2017,201755,nil,12-May-2017,BM9E9J6,81775.00,93223.50,119916.75,136705.10,43481.60,,-43481.60,,
9216,15-May-2017,201759,nil,15-May-2017,BM9A1K1,4888.00,5132.40,10105.36,10610.63,5478.23,,-5478.23,,
9181,16-May-2017,201764,nil,16-May-2017,BM9E9Q6,65194.00,74321.16,110926.84,126456.60,52135.44,,-52135.44,,
9040,15-May-2017,201767,nil,15-May-2017,BM9E8P9,64516.00,73548.24,83884.00,95627.76,22079.52,,-22079.52,,
9197,16-May-2017,201768,nil,16-May-2017,BM0C1J0,288.18,328.53,19833.54,22610.24,22281.71,,-22281.71,,
8429,17-May-2017,201783,nil,17-May-2017,BM9E2K3,7916.00,9024.24,38055.00,43382.70,34358.46,,-34358.46,,
9221,17-May-2017,201794,nil,17-May-2017,BM9E7D8,1405.75,1602.56,16535.75,18850.76,17248.20,,-17248.20,,
9295,20-May-2017,201797,nil,20-May-2017,BM9E9M5,6000.00,6840.00,40860.00,46580.40,39740.40,,-39740.40,,
9305,22-May-2017,201799,nil,22-May-2017,BM9F2A7,91980.00,105777.00,148692.00,170995.80,65218.80,,-65218.80,,
9313,22-May-2017,201801,nil,1-Jul-2017,BM9F2B8,179200.00,188160.00,1198310.00,1258225.50,1070065.50,,-1070065.50,,
9319,22-May-2017,201802,nil,22-May-2017,BM9B5U2,8394.50,8814.23,25609.00,26889.45,18075.23,,-18075.23,,
9028,22-May-2017,201803,nil,22-May-2017,BM9E9A2,640.84,672.88,6170.22,6478.73,5805.85,,-5805.85,,
8939,20-May-2017,201805,nil,20-May-2017,BM9B1C6,28500.00,28500.00,44560.00,44560.00,16060.00,,-16060.00,,
9122,18-May-2017,201806,nil,18-May-2017,BM0M4P3,96.00,100.80,84972.52,89221.15,89120.35,,-89120.35,,
8741,4-May-2017,201807,nil,4-May-2017,BM9E3G4,207640.00,218022.00,225070.00,236323.50,18301.50,,-18301.50,,
8869,23-May-2017,201808,nil,23-May-2017,BM9E8B8,14864.00,16944.96,34570.00,39409.80,22464.84,,-22464.84,,
9334,23-May-2017,201810,nil,23-May-2017,BM9F2H1,151600.00,174340.00,200130.00,230149.50,55809.50,,-55809.50,,
9340,23-May-2017,201812,nil,23-May-2017,BM9F2H4,18900.00,21546.00,26250.00,29925.00,8379.00,,-8379.00,,
9249,24-May-2017,201815,nil,24-May-2017,BM9F1D2,1555.20,1632.96,10886.40,11430.72,9797.76,,-9797.76,,
8995,24-May-2017,201816,nil,24-May-2017,BM9E8D4,3900.00,4095.00,7100.00,7455.00,3360.00,,-3360.00,,
8902,23-May-2017,201818,nil,23-May-2017,BM0C8F1,384.84,438.72,28357.08,32327.07,31888.35,,-31888.35,,
8817,5-May-2017,201828,nil,5-May-2017,BM9E8T5,842.00,884.10,92808.00,97448.40,96564.30,,-96564.30,,
9323,25-May-2017,201829,nil,25-May-2017,BM9F2C8,4197.60,4785.26,18045.55,20571.93,15786.66,,-15786.66,,
8394,16-Mar-2017,201830,nil,16-Mar-2017,BM9C8K5,23643376.75,26007714.43,36750.00,41895.00,25965819.43,,25965819.43,Issue with sku quantity and UCP,
9137,29-May-2017,201833,nil,29-May-2017,BM0J4R2,153.85,175.39,32304.21,36826.80,36651.41,,-36651.41,,
9390,29-May-2017,201834,nil,29-May-2017,BM0Y9N6,7750.00,8137.50,25067.75,26321.14,18183.64,,-18183.64,,
9375,29-May-2017,201838,nil,29-May-2017,BM9F3G5,12216.00,12826.80,71716.75,75302.59,62475.79,,-62475.79,,
9360,30-May-2017,201839,nil,30-May-2017,BM9F3E3,91980.00,105777.00,139236.00,160121.40,54344.40,,-54344.40,,
9434,30-May-2017,201841,nil,1-Jun-2017,BM88887,1127940.00,1127940.00,1139344.16,1139344.16,11404.16,,-11404.16,,
9433,30-May-2017,201843,nil,1-Jun-2017,BM88886,366122.00,366122.00,369824.18,369824.18,3702.18,,-3702.18,,
8602,30-May-2017,201844,nil,30-May-2017,BM9E4L3,22295.00,22295.00,31355.00,31355.00,9060.00,,-9060.00,,
9455,31-May-2017,201859,nil,31-May-2017,BM88884,109585.00,126022.75,277548.00,319180.20,193157.45,,-193157.45,,
9459,31-May-2017,201860,nil,31-May-2017,BM88884,43105.00,49570.75,210494.00,242068.10,192497.35,,-192497.35,,
9478,1-Jun-2017,201869,nil,1-Jun-2017,BM9C8K4,3990.00,4229.40,6270.00,6646.20,2416.80,,-2416.80,,
9480,1-Jun-2017,201871,nil,1-Jun-2017,BM9C8K4,3990.00,4229.40,6270.00,6646.20,2416.80,,-2416.80,,
9481,1-Jun-2017,201872,nil,1-Jun-2017,BM9C8K4,3990.00,4229.40,6270.00,6646.20,2416.80,,-2416.80,,
9482,1-Jun-2017,201873,nil,1-Jun-2017,BM9C8K4,3990.00,4229.40,6270.00,6646.20,2416.80,,-2416.80,,
9376,1-Jun-2017,201874,nil,1-Jun-2017,BM9F2X4,3282.00,3478.92,28416.00,30120.96,26642.04,,-26642.04,,
9493,2-Jun-2017,201877,nil,2-Jun-2017,BM9F4C9,2736.00,3119.04,2936.00,3347.04,228.00,,-228.00,,
9435,1-Jun-2017,201878,nil,1-Jun-2017,BM9A3P9,5736.80,6081.01,243731.20,258355.07,252274.06,,-252274.06,,
9503,2-Jun-2017,201879,nil,2-Jun-2017,BM9F4R5,331488.00,348062.40,490991.00,515540.55,167478.15,,-167478.15,,
8742,2-Jun-2017,201881,nil,2-Jun-2017,BM9E7X8,5091.00,5396.46,21186.00,22457.16,17060.70,,-17060.70,,
9302,5-Jun-2017,201884,nil,5-Jun-2017,BM9F2E3,65481.00,75303.15,121873.00,140153.95,64850.80,,-64850.80,,
9517,5-Jun-2017,201885,nil,5-Jun-2017,BM0O4A1,742.55,846.51,63834.17,72770.95,71924.45,,-71924.45,,
9490,5-Jun-2017,201889,nil,5-Jun-2017,BM9F4C7,1813.00,2066.82,2113.00,2408.82,342.00,,-342.00,,
9444,5-Jun-2017,201891,nil,5-Jun-2017,BM9B4E8,5700.00,5985.00,25450.00,26722.50,20737.50,,-20737.50,,
6678,5-Oct-2016,201894,nil,5-Oct-2016,BM9C4K8,624000.00,636480.00,1207100.00,1231242.00,594762.00,,-594762.00,,
9566,7-Jun-2017,201900,nil,1-Jul-2017,BM9F5G2,1832599.50,1832599.50,2523934.25,2523934.25,691334.75,,-691334.75,,
9389,29-May-2017,201902,nil,29-May-2017,BM9F3F8,15904.80,18131.47,28712.60,32732.36,14600.89,,-14600.89,,
9403,8-Jun-2017,201908,nil,8-Jun-2017,BM9F5M9,7950.00,9142.50,15370.00,17675.50,8533.00,,-8533.00,,
9129,29-May-2017,201910,nil,29-May-2017,BM9F3F6,2162.00,2162.00,59995.20,59995.20,57833.20,,-57833.20,,
9431,9-Jun-2017,201911,nil,9-Jun-2017,BM9E1P9,11850.00,13509.00,12140.70,13840.40,331.40,,-331.40,,
9064,12-Jun-2017,201913,nil,12-Jun-2017,BM9D4B3,500.00,525.00,1706.00,1791.30,1266.30,,-1266.30,,
9569,12-Jun-2017,201914,nil,12-Jun-2017,BM9F5G6,6520.00,6846.00,7070.00,7423.50,577.50,,-577.50,,
9579,12-Jun-2017,201922,nil,12-Jun-2017,BM0O4O5,891.00,1015.74,36845.15,42003.47,40987.73,,-40987.73,,
9627,12-Jun-2017,201924,nil,12-Jun-2017,BM9F5Z8,276624.00,318117.60,464225.76,533859.62,215742.02,,-215742.02,,
9321,6-Jun-2017,201928,nil,6-Jun-2017,BM0O3Y7,1050.18,1197.21,7555.50,8613.27,7416.06,,-7416.06,,
8369,13-Jun-2017,201931,nil,13-Jun-2017,BM9E1Y3,6576.00,7496.64,7576.00,8636.64,1140.00,,-1140.00,,
9331,13-Jun-2017,201934,nil,13-Jun-2017,BM9F2Y8,3650.00,3832.50,27450.00,28822.50,24990.00,,-24990.00,,
9661,13-Jun-2017,201941,nil,13-Jun-2017,BM9A2X9,4000.00,4600.00,19142.00,22013.30,17413.30,,-17413.30,,
9672,14-Jun-2017,201949,nil,14-Jun-2017,BM9F6T4,10320.00,11868.00,147173.60,169249.64,157381.64,,-157381.64,,
9662,15-Jun-2017,201954,nil,15-Jun-2017,BM9F6R9,1763.16,2010.00,6052.61,6899.98,4889.97,,-4889.97,,
9614,15-Jun-2017,201956,nil,15-Jun-2017,BM9F5W5,49263.00,56159.82,61163.00,69725.82,13566.00,,-13566.00,,
9729,17-Jun-2017,201966,nil,17-Jun-2017,BM0K8H5,2800.00,2940.00,33940.00,35637.00,32697.00,,-32697.00,,
9744,27-Apr-2016,201973,nil,27-Apr-2016,BM1A5R0,560.00,638.40,55729.00,63531.06,62892.66,,-62892.66,,
9750,4-Jul-2016,201975,nil,30-Jun-2016,BM9A8K1,2543.00,2899.02,9818.00,11192.52,8293.50,,-8293.50,,
9502,19-Jun-2017,201984,nil,31-May-2017,BM9F4F9,4067.00,4311.02,18218.76,19311.89,15000.87,,-15000.87,,
9690,19-Jun-2017,201990,nil,19-Jun-2017,BM9F8X3,1790.00,2040.60,3623.00,4130.22,2089.62,,-2089.62,,
9764,19-Jun-2017,201996,nil,1-Jul-2017,BM1A0E4,690.00,786.60,990.00,1128.60,342.00,,-342.00,,
8273,20-Jun-2017,201999,nil,20-Jun-2017,BM0C7D6,969.72,1144.27,22464.39,26507.98,25363.71,,-25363.71,,
9797,9-Jun-2017,202000,nil,9-Jun-2017,BM9F9D8,260.00,273.00,4865.20,5108.46,4835.46,,-4835.46,,
9541,21-Jun-2017,202003,nil,21-Jun-2017,BM9F4Z4,796.00,835.80,4888.00,5132.40,4296.60,,-4296.60,,
9034,20-Jun-2017,202004,nil,20-Jun-2017,BM9E8W2,3800.00,3990.00,4500.00,4725.00,735.00,,-735.00,,
9555,8-Jun-2017,202007,nil,1-Jul-2017,BM9F5E1,1565688.95,1597002.73,1728626.00,1763198.52,166195.79,,-166195.79,,
9818,7-Jun-2017,202008,nil,7-Jun-2017,BM9F5E3,1019562.25,1039953.50,1027562.25,1048113.50,8160.00,,-8160.00,,
9223,22-Jun-2017,202024,nil,22-Jun-2017,BM1A5P6,8111.00,9246.54,15599.78,17783.75,8537.21,,-8537.21,,
9674,6-Jun-2017,202038,nil,1-Jul-2017,BM9F6T3,4564906.50,4564906.50,4525847.70,4525847.70,39058.80,,39058.80,,
9107,10-May-2017,202039,nil,10-May-2017,BM9B6G6,1536.60,1751.72,68439.40,78020.92,76269.19,,-76269.19,,
9706,26-Jun-2017,202046,nil,26-Jun-2017,BM9F8T4,4918.00,5163.90,28027.83,29429.22,24265.32,,-24265.32,,
8710,27-Apr-2017,202048,nil,27-Apr-2017,BM9E5S4,7367.00,8398.38,7667.00,8740.38,342.00,,-342.00,,
7818,14-Feb-2017,202053,nil,14-Feb-2017,BM0O3Y7,17503.00,19953.42,195629.27,223017.37,203063.95,,-203063.95,,
9709,29-Jun-2017,202058,nil,29-Jun-2017,BM9F8V8,22826.40,24195.98,86950.69,92167.73,67971.75,,-67971.75,,
8282,15-Mar-2017,202059,nil,15-Mar-2017,BM0O4K4,742.55,846.51,1693.99,1931.15,1084.64,,-1084.64,,
8270,7-Mar-2017,202060,nil,7-Mar-2017,BM0O3Y7,3500.60,3990.68,9932.13,11322.63,7331.94,,-7331.94,,
9875,29-Jun-2017,202061,nil,29-Jun-2017,BM9C6Q6,900.00,1026.00,1020.00,1162.80,136.80,,-136.80,,
9911,29-Jun-2017,202063,nil,29-Jun-2017,BM0O4J6,128.80,146.83,583.85,665.59,518.76,,-518.76,,
9918,29-Jun-2017,202067,nil,29-Jun-2017,BM9G2U6,177570.00,202429.80,3371535.00,3843549.90,3641120.10,,-3641120.10,,
9917,29-Jun-2017,202069,nil,29-Jun-2017,BM9G2V3,22155.00,23484.30,443892.30,470525.84,447041.54,,-447041.54,,
9721,23-Jun-2017,202070,nil,23-Jun-2017,BM9A9Y5,25555.00,26066.10,142752.00,145607.04,119540.94,,-119540.94,,
9039,4-May-2017,202083,nil,4-May-2017,BM9E8P5,20119.00,22935.66,20719.00,23619.66,684.00,,-684.00,,
9747,25-May-2016,202085,nil,25-May-2016,BM0Y8Z1,7750.00,8835.00,9150.00,10431.00,1596.00,,-1596.00,,
6177,19-Sep-2016,202089,nil,19-Sep-2016,BM0O4F1,4.90,5.59,21671.40,24705.40,24699.81,,-24699.81,,
10517,31-Aug-2017,202090,nil,31-Aug-2017,BM9D3Y1,12904.00,12904.00,167266.00,192355.90,179451.90,,-179451.90,,
9929,5-Jul-2017,2000011,nil,5-Jul-2017,BM9G3F5,1722.75,2032.85,28798.55,33982.29,31949.44,,-31949.44,,
10022,5-Jul-2017,2000015,nil,5-Jul-2017,BM9G3D8,155672.00,199260.16,466834.00,597547.52,398287.36,,-398287.36,,
10004,11-Jul-2017,2000016,nil,11-Jul-2017,BM9G3T8,8648.00,10204.64,23782.00,28062.76,17858.12,,-17858.12,,
10055,7-May-2017,2000023,nil,7-May-2017,BM9C8K4,11970.00,14124.60,18810.00,22195.80,8071.20,,-8071.20,,
10056,7-May-2017,2000024,nil,7-May-2017,BM9C8K4,3990.00,4708.20,13110.00,15469.80,10761.60,,-10761.60,,
10057,7-May-2017,2000026,nil,7-May-2017,BM9C8K4,7980.00,9416.40,12540.00,14797.20,5380.80,,-5380.80,,
10059,7-May-2017,2000029,nil,7-May-2017,BM9C8K4,3990.00,4708.20,6270.00,7398.60,2690.40,,-2690.40,,
10060,7-May-2017,2000031,nil,7-May-2017,BM9C8K4,3990.00,4708.20,15390.00,18160.20,13452.00,,-13452.00,,
9877,27-Jun-2017,2000034,nil,27-Jun-2017,BM9G1U8,65988.00,77865.84,63450.00,74871.00,2994.84,,2994.84,,
12303,29-Aug-2017,2000035,nil,30-Sep-2017,BM9J6D7,1493000.00,1567650.00,2527000.00,2653350.00,1085700.00,,-1085700.00,,
10061,12-Jul-2017,2000037,nil,12-Jul-2017,BM9F6H2,5706.00,6733.08,9736.00,11488.48,4755.40,,-4755.40,,
10084,6-Jul-2017,2000041,nil,6-Jul-2017,BM9F7Q9,4810.00,5675.80,0.00,0.00,5675.80,,5675.80,,
9809,12-Jun-2017,2000042,nil,12-Jun-2017,BM9G1C3,1575.00,1858.50,97335.00,114855.30,112996.80,,-112996.80,,
9633,30-Jun-2017,2000044,nil,1-Aug-2017,BM9F7S5,16250.00,17062.50,21250.00,22312.50,5250.00,,-5250.00,,
9785,22-Jun-2017,2000047,nil,22-Jun-2017,BM9F9C8,4450.00,5251.00,4950.00,5841.00,590.00,,-590.00,,
9906,10-Jul-2017,2000048,nil,10-Jul-2017,BM9G4K3,83460.00,98482.80,357117.85,421399.06,322916.26,,-322916.26,,
9673,22-Jun-2017,2000053,nil,22-Jun-2017,BM9F6S2,32158.00,37946.44,192567.00,227229.06,189282.62,,-189282.62,,
9247,13-Jun-2017,2000055,nil,13-Jun-2017,BMA6A9X,19048.00,22476.64,26070.00,30762.60,8285.96,,-8285.96,,
9381,14-Jun-2017,2000057,nil,14-Jun-2017,BM9F3D4,84112.00,97569.92,260256.00,296691.84,199121.92,,-199121.92,,
9666,14-Jun-2017,2000062,nil,14-Jun-2017,BM9C4L6,650.00,747.50,54631.64,62826.39,62078.89,,-62078.89,,
9183,26-Jun-2017,2000066,nil,26-Jun-2017,BM9F1S7,2560.00,3276.80,8184.00,10475.52,7198.72,,-7198.72,,
9771,28-Jun-2017,2000067,nil,7-Jul-2017,BM9F9C4,14069.00,16601.42,15047.26,17755.77,1154.35,,-1154.35,,
9472,14-Jun-2017,2000070,nil,1-Jul-2017,BM9F5B1,744713.00,953232.64,1713296.00,2193018.88,1239786.24,,-1239786.24,,
8806,12-Jun-2017,2000073,nil,12-Jun-2017,BM9E6C9,2605.00,3073.90,84115.00,99255.70,96181.80,,-96181.80,,
8625,9-May-2017,2000077,nil,1-Jul-2017,BM1A9M7,3778.00,4458.04,19968.00,23562.24,19104.20,,-19104.20,,
9580,22-Jun-2017,2000083,nil,22-Jun-2017,BM9D8Z7,2176.00,2567.68,25845.85,30498.10,27930.42,,-27930.42,,
9800,12-Jul-2017,2000085,nil,7-Jul-2017,BM9F9H4,101553.00,119832.54,173223.00,204403.14,84570.60,,-84570.60,,
9597,15-Jun-2017,2000087,nil,15-Jun-2017,BM9F7Z6,1575.00,1858.50,68154.00,80421.72,78563.22,,-78563.22,,
9234,30-Jul-2017,2000089,nil,7-Jul-2017,BM9F1H2,3200.00,3776.00,20380.00,24048.40,20272.40,,-20272.40,,
10108,11-Jul-2017,2000097,nil,11-Jul-2017,BM9E1P9,5925.00,6991.50,6506.40,7677.55,686.05,,-686.05,,
8975,29-Apr-2017,2000099,nil,29-Apr-2017,BM9E8C4,94380.00,99099.00,147752.00,155139.60,56040.60,,-56040.60,,
10119,14-Jul-2017,2000100,nil,28-Feb-2017,BM9G4Q8,14514.00,17126.52,68133.00,80396.94,63270.42,,-63270.42,,
8836,5-Jun-2017,2000102,nil,5-Jun-2017,BM9E6J2,65435.00,77213.30,196305.00,231639.90,154426.60,,-154426.60,,
10096,17-Jul-2017,2000103,nil,28-Feb-2017,BM9G4L7,1600.00,2048.00,2208.00,2826.24,778.24,,-778.24,,
9731,17-Jul-2017,2000107,nil,7-Jul-2017,BM9F7V4,3058.00,3424.96,5410.00,6059.20,2634.24,,-2634.24,,
9623,26-Jun-2017,2000108,nil,7-Jul-2017,BM9F6G4,71900.00,80528.00,105970.00,118686.40,38158.40,,-38158.40,,
10176,17-Jul-2017,2000110,nil,7-Jul-2017,BM0K8Y0,6840.00,7182.00,17680.00,18564.00,11382.00,,-11382.00,,
9631,18-Jul-2017,2000115,nil,7-Jul-2017,BM0C4R8,408.75,482.33,2299.96,2713.95,2231.63,,-2231.63,,
9741,7-Oct-2017,2000116,nil,7-Jul-2017,BM9F8S2,18160.00,21428.80,93412.00,110226.16,88797.36,,-88797.36,,
9485,22-Jun-2017,2000117,nil,22-Jun-2017,BM9F5F6,66947.00,78997.46,130081.00,153495.58,74498.12,,-74498.12,,
10184,18-Jul-2017,2000127,nil,28-Feb-2017,BM9G5B7,220.00,281.60,420.00,537.60,256.00,,-256.00,,
10206,18-Jul-2017,2000139,nil,7-Jul-2017,BM9G5K2,20598.00,24305.64,92740.00,109433.20,85127.56,,-85127.56,,
9925,29-Jun-2017,2000140,nil,29-Jun-2017,BM9G2V1,13200.00,14784.00,18000.00,20160.00,5376.00,,-5376.00,,
9927,29-Jun-2017,2000141,nil,29-Jun-2017,BM9G2V1,10800.00,12096.00,12000.00,13440.00,1344.00,,-1344.00,,
10208,19-Jul-2017,2000143,nil,19-Aug-2017,BM9G5E3,1714.32,2194.33,3918.48,5015.65,2821.32,,-2821.32,,
10228,20-Jul-2017,2000144,nil,7-Jul-2017,BM0K8H6,24620.00,29051.60,31550.00,37229.00,8177.40,,-8177.40,,
10163,20-Jul-2017,2000146,nil,20-Jul-2017,BM0K9Z5,10038.72,11845.69,37131.17,43814.78,31969.09,,-31969.09,,
10223,21-Jul-2017,2000152,nil,7-Jul-2017,BM9G5M9,3200.00,4096.00,5200.00,6656.00,2560.00,,-2560.00,,
10242,21-Jul-2017,2000157,nil,31-Aug-2017,BM9G5T3,5449.57,6430.49,20069.92,23682.51,17252.01,,-17252.01,,
10264,22-Jul-2017,2000165,nil,31-Jan-2017,BM0C9A0,669.49,790.00,883.49,1042.52,252.52,,-252.52,,
10266,22-Jul-2017,2000166,nil,28-Feb-2017,BM0K9O8,1801.00,2125.18,2015.00,2377.70,252.52,,-252.52,,
10268,22-Jul-2017,2000167,nil,28-Feb-2017,BM0C7B3,330.51,390.00,544.51,642.52,252.52,,-252.52,,
9864,28-Jul-2017,2000170,nil,7-Jul-2017,BM9G2Q2,21226.00,27169.28,103190.84,132084.28,104915.00,,-104915.00,,
10295,24-Jul-2017,2000175,nil,24-Jul-2017,BM9E3R7,258348.00,304850.64,516696.00,609701.28,304850.64,,-304850.64,,
10301,13-Jul-2017,2000180,nil,7-Jul-2017,BM9F3X6,448.40,529.11,7234.30,8536.47,8007.36,,-8007.36,,
8852,26-Apr-2017,2000185,nil,26-Apr-2017,BM9E6L4,25240.00,32307.20,55463.00,70992.64,38685.44,,-38685.44,,
9859,7-Nov-2017,2000187,nil,7-Nov-2017,BM9D4L4,1136.25,1340.78,2556.75,3016.97,1676.19,,-1676.19,,
10240,20-Jul-2017,2000188,nil,20-Jul-2017,BM9G5S6,2375.00,2802.50,8312.50,9808.75,7006.25,,-7006.25,,
10198,20-Jul-2017,2000190,nil,7-Jul-2017,BM9G5T1,4400.00,5192.00,6100.00,7198.00,2006.00,,-2006.00,,
9608,12-Jun-2017,2000194,nil,12-Jun-2017,BM9F5U1,2068.00,2171.40,2585.00,2714.25,542.85,,-542.85,,
10332,26-Jul-2017,2000197,nil,28-Feb-2017,BM0C7F6,490.68,579.00,704.68,831.52,252.52,,-252.52,,
10333,26-Jul-2017,2000199,nil,28-Feb-2017,BM0C7F5,106.78,126.00,320.78,378.52,252.52,,-252.52,,
10334,26-Jul-2017,2000200,nil,28-Feb-2017,BM0C7F6,490.68,579.00,704.68,831.52,252.52,,-252.52,,
10312,26-Jul-2017,2000201,nil,26-Jul-2017,BM9G6H4,409.36,483.04,1961.92,2315.07,1832.02,,-1832.02,,
10336,26-Jul-2017,2000202,nil,28-Feb-2017,BM0C7F6,490.68,579.00,704.68,831.52,252.52,,-252.52,,
10338,26-Jul-2017,2000204,nil,28-Feb-2017,BM0K9O8,1801.00,2125.18,2015.00,2377.70,252.52,,-252.52,,
10339,27-Jul-2017,2000205,nil,28-Feb-2017,BM0C7F6,611.87,722.01,825.87,974.53,252.52,,-252.52,,
10341,27-Jul-2017,2000206,nil,28-Feb-2017,BM0C7F5,127.12,150.00,341.12,402.52,252.52,,-252.52,,
10342,27-Jul-2017,2000207,nil,28-Feb-2017,BM0C7F5,127.12,150.00,341.12,402.52,252.52,,-252.52,,
10340,27-Jul-2017,2000208,nil,28-Feb-2017,BM0C7F5,254.24,300.00,682.24,805.04,505.04,,-505.04,,
10269,27-Jul-2017,2000209,nil,28-Feb-2017,BM0C7I4,911.02,1075.00,1125.02,1327.52,252.52,,-252.52,,
10347,27-Jul-2017,2000210,nil,28-Feb-2017,BM0C7F5,127.12,150.00,341.12,402.52,252.52,,-252.52,,
10275,27-Jul-2017,2000211,nil,28-Feb-2017,BM0C7F5,127.12,150.00,341.12,402.52,252.52,,-252.52,,
9484,26-Jul-2017,2000212,nil,26-Jul-2017,BM0Y8Q4,9353.00,11971.84,66825.00,85536.00,73564.16,,-73564.16,,
10276,27-Jul-2017,2000213,nil,28-Feb-2017,BM0C7B3,423.73,500.00,637.73,752.52,252.52,,-252.52,,
